**INFO_BEGIN**,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,WT310,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number,C2QG19067V,,,,,,,,,,,,,,,,,,,,,,,,,,
Version,F1.04,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2016,1,15,11,14,35,,,,,,,,,,,,,,,,,,,,,
Voltage Range,150,V,,,,,,,,,,,,,,,,,,,,,,,,,
Current Range,0.5,A,,,,,,,,,,,,,,,,,,,,,,,,,
Crest Factor,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Update Rate,0.25,S,,,,,,,,,,,,,,,,,,,,,,,,,
Standard,IEC62301 Ed.2(Auto),,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle Time,300,,,,,,,,,,,,,,,,,,,,,,,,,,
Algorithm,LR,CA,SP1,SP2,SAE,,,,,,,,,,,,,,,,,,,,,,
Stop Factor,LR Stable,,,,,,,,,,,,,,,,,,,,,,,,,,
Valid Period,300,900,,,,,,,,,,,,,,,,,,,,,,,,,
**INFO_END**,,,,,,,,,,,,,,,,,,,,,,,,,,,
**DATA_BEGIN**,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Test Voltage(V),Test Frequency(Hz),THD,Crest Factor U,Crest Factor I,Power(W),Accumulated Energy(Wh),Real Power Factor,Apparent Power(VA),TrendCount,LR-MeasurePower,LR-Threshold,CA-AverageMaximum,CA-AverageMinimum,CA-ThresholdMaximum,CA-ThresholdMinimum,SP1-MeasurePower,SP1-Threshold,SP2-MeasurePower,SP2-Threshold,SAE-MeasurePower,SAE-Threshold,Time (hr),Slope (W/hr),,,
79.5,119.8,59.966,0.129,1.418,5.595,1.099,0.029638,0.1782,6.165,7,0.924302,0.012981,1.32625,1.29204,1.30051,1.295319,0.830199,0.012981,0.830199,0.012981,0.914449,0.012982,0.022083351,,,,
79.75,119.81,59.966,0.186,1.418,6.047,1.319,0.02973,0.1947,6.773,7,0.924302,0.012981,1.32625,1.29204,1.30051,1.295319,0.830199,0.012981,0.830199,0.012981,0.914449,0.012982,0.022152796,,,,
80,119.81,59.966,0.139,1.418,6.007,1.332,0.029822,0.1979,6.728,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.02222224,,,,
80.25,119.81,59.973,0.182,1.418,6.079,1.293,0.029913,0.1942,6.657,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022291685,,,,
80.5,119.8,59.97,0.037,1.418,5.938,1.302,0.030002,0.1954,6.661,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022361129,,,,
80.75,119.8,59.977,0.122,1.419,6.029,1.322,0.030092,0.1981,6.671,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022430574,,,,
81,119.81,59.977,0.039,1.419,6.265,1.351,0.030184,0.199,6.792,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022500018,,,,
81.25,119.81,59.966,0.159,1.419,5.907,1.267,0.030271,0.1939,6.533,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022569463,,,,
81.5,119.82,59.977,0.172,1.419,5.943,1.301,0.030362,0.1956,6.65,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022638907,,,,
81.75,119.81,59.957,0.167,1.419,5.947,1.337,0.030455,0.1969,6.787,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022708352,,,,
82,119.8,59.976,0.163,1.419,6.079,1.346,0.030549,0.1984,6.783,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022777796,,,,
82.25,119.8,59.969,0.037,1.419,5.932,1.21,0.030634,0.1865,6.485,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022847241,,,,
82.5,119.81,59.98,0.113,1.419,6.206,1.313,0.030725,0.1961,6.693,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.022916685,,,,
82.75,119.81,59.987,0.058,1.419,6.308,1.342,0.030818,0.1997,6.717,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.02298613,,,,
83,119.81,59.965,0.179,1.419,6.164,1.343,0.030912,0.1987,6.759,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023055574,,,,
83.25,119.81,59.969,0.142,1.419,6.489,1.25,0.030999,0.1923,6.499,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023125019,,,,
83.5,119.8,59.976,0.084,1.419,6.16,1.293,0.031089,0.1946,6.644,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023194463,,,,
83.75,119.8,59.969,0.139,1.419,6.278,1.335,0.031181,0.1967,6.787,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023263908,,,,
84,119.81,59.958,0.062,1.419,6.21,1.343,0.031275,0.1989,6.749,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023333352,,,,
84.25,119.82,59.977,0.169,1.418,6.127,1.27,0.031364,0.1914,6.637,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023402797,,,,
84.5,119.81,59.958,0.065,1.419,6.141,1.291,0.031454,0.1952,6.613,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023472241,,,,
84.75,119.82,59.987,0.192,1.419,6.126,1.305,0.031544,0.1959,6.661,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023541686,,,,
85,119.81,59.97,0.12,1.419,6.267,1.339,0.031637,0.1982,6.757,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.02361113,,,,
85.25,119.8,59.965,0.1,1.419,6.273,1.321,0.031729,0.1994,6.622,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023680575,,,,
85.5,119.81,59.969,0.111,1.419,6.124,1.308,0.03182,0.1962,6.67,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023750019,,,,
85.75,119.81,59.957,0.093,1.419,6.055,1.308,0.03191,0.1968,6.648,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023819464,,,,
86,119.82,59.977,0.211,1.419,5.755,1.329,0.032001,0.1978,6.719,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023888908,,,,
86.25,119.81,59.969,0.077,1.419,6.199,1.359,0.032095,0.1971,6.896,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.023958353,,,,
86.5,119.81,59.976,0.185,1.42,6.334,1.259,0.032182,0.1919,6.56,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024027797,,,,
86.75,119.8,59.977,0.105,1.418,6.208,1.32,0.032274,0.1962,6.729,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024097242,,,,
87,119.8,59.957,0.092,1.42,6.225,1.327,0.032366,0.1972,6.731,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024166686,,,,
87.25,119.81,59.965,0.105,1.42,6.158,1.381,0.032461,0.203,6.804,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024236131,,,,
87.5,119.82,59.965,0.079,1.419,6.701,1.226,0.032545,0.1898,6.461,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024305575,,,,
87.75,119.81,59.975,0.236,1.419,6.283,1.318,0.032637,0.1971,6.688,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.02437502,,,,
88,119.81,59.976,0.09,1.418,6.141,1.333,0.03273,0.1978,6.741,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024444464,,,,
88.25,119.81,59.969,0.156,1.419,6.271,1.352,0.032824,0.1983,6.819,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024513909,,,,
88.5,119.8,59.975,0.102,1.419,6.459,1.223,0.03291,0.1896,6.45,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024583353,,,,
88.75,119.8,59.965,0.103,1.419,5.991,1.304,0.033,0.1952,6.679,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024652798,,,,
89,119.82,59.972,0.114,1.418,6.078,1.331,0.033093,0.1981,6.718,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024722242,,,,
89.25,119.82,59.965,0.114,1.419,6.41,1.348,0.033187,0.2008,6.711,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024791687,,,,
89.5,119.81,59.972,0.244,1.42,6.644,1.266,0.033275,0.1928,6.569,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024861131,,,,
89.75,119.8,59.975,0.088,1.419,6.058,1.295,0.033365,0.1964,6.593,8,0.390267,0.012976,1.325667,1.272083,1.29972,1.294532,0.177146,0.012976,0.177146,0.012976,0.018112,0.012977,0.024930576,,,,
90,119.81,59.966,0.108,1.418,6.214,1.299,0.033455,0.1958,6.635,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.02500002,,,,
90.25,119.8,59.975,0.133,1.419,6.192,1.345,0.033549,0.1974,6.81,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025069465,,,,
90.5,119.8,59.966,0.109,1.419,6.211,1.309,0.03364,0.1959,6.679,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025138909,,,,
90.75,119.82,59.966,0.114,1.419,6.174,1.311,0.033731,0.1948,6.732,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025208354,,,,
91,119.81,59.98,0.087,1.419,6.113,1.298,0.03382,0.1949,6.661,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025277798,,,,
91.25,119.81,59.973,0.245,1.419,5.562,1.095,0.033896,0.1794,6.104,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025347243,,,,
91.5,119.8,59.976,0.094,1.418,5.741,1.089,0.033973,0.1778,6.122,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025416687,,,,
91.75,119.81,59.972,0.084,1.419,5.907,1.33,0.034065,0.1999,6.651,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025486132,,,,
92,119.8,59.967,0.148,1.419,6.316,1.345,0.034158,0.1987,6.768,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025555576,,,,
92.25,119.81,59.966,0.085,1.419,6.207,1.284,0.034248,0.1933,6.64,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025625021,,,,
92.5,119.82,59.973,0.108,1.42,6.38,1.312,0.034339,0.1964,6.679,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025694465,,,,
92.75,119.8,59.966,0.076,1.419,6.29,1.314,0.03443,0.1947,6.746,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.02576391,,,,
93,119.8,59.963,0.196,1.419,6.304,1.357,0.034524,0.2002,6.779,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025833354,,,,
93.25,119.8,59.966,0.068,1.419,6.321,1.26,0.034612,0.1934,6.515,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025902799,,,,
93.5,119.81,59.972,0.077,1.419,6.146,1.308,0.034703,0.1963,6.662,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.025972243,,,,
93.75,119.81,59.966,0.178,1.419,5.921,1.353,0.034797,0.2005,6.751,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026041688,,,,
94,119.82,59.976,0.084,1.419,6.194,1.363,0.034891,0.2001,6.809,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026111132,,,,
94.25,119.81,59.973,0.088,1.419,6.183,1.212,0.034976,0.189,6.414,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026180577,,,,
94.5,119.8,59.967,0.057,1.419,6.262,1.317,0.035068,0.1974,6.671,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026250021,,,,
94.75,119.8,59.965,0.16,1.419,5.843,1.336,0.035161,0.1974,6.771,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026319466,,,,
95,119.81,59.973,0.054,1.419,6.196,1.343,0.035255,0.1989,6.751,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.02638891,,,,
95.25,119.81,59.965,0.106,1.418,6.272,1.238,0.035341,0.1901,6.512,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026458355,,,,
95.5,119.81,59.972,0.191,1.419,6.187,1.286,0.035432,0.1945,6.611,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026527799,,,,
95.75,119.81,59.957,0.052,1.419,6.157,1.336,0.035525,0.2005,6.662,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026597244,,,,
96,119.81,59.975,0.063,1.418,6.451,1.339,0.035618,0.1987,6.742,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026666688,,,,
96.25,119.8,59.967,0.056,1.419,6.416,1.278,0.035706,0.1939,6.592,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026736133,,,,
96.5,119.81,59.966,0.119,1.419,6.325,1.305,0.035797,0.1959,6.661,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026805577,,,,
96.75,119.81,59.976,0.022,1.419,6.113,1.3,0.035888,0.1935,6.72,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026875022,,,,
97,119.81,59.965,0.145,1.418,6.13,1.341,0.035981,0.1987,6.75,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.026944466,,,,
97.25,119.82,59.976,0.185,1.417,5.887,1.302,0.036071,0.1951,6.672,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027013911,,,,
97.5,119.81,59.966,0.041,1.418,6.334,1.308,0.036161,0.1966,6.653,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027083355,,,,
97.75,119.8,59.956,0.102,1.418,5.835,1.318,0.036252,0.199,6.622,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.0271528,,,,
98,119.8,59.972,0.04,1.418,6.097,1.317,0.036344,0.1969,6.685,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027222244,,,,
98.25,119.81,59.973,0.11,1.418,6.048,1.345,0.036437,0.2009,6.694,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027291689,,,,
98.5,119.82,59.973,0.021,1.418,5.946,1.289,0.036527,0.1953,6.599,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027361133,,,,
98.75,119.81,59.971,0.18,1.418,5.88,1.31,0.036618,0.1965,6.665,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027430578,,,,
99,119.81,59.976,0.162,1.418,5.903,1.321,0.036709,0.1978,6.681,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027500022,,,,
99.25,119.81,59.967,0.07,1.418,6.254,1.354,0.036803,0.1978,6.848,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027569467,,,,
99.5,119.81,59.973,0.102,1.418,6.228,1.254,0.036891,0.1921,6.528,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027638911,,,,
99.75,119.8,59.966,0.05,1.418,6.207,1.314,0.036983,0.1972,6.664,9,0.095947,0.013003,1.351,1.297477,1.302849,1.297648,0.730909,0.013003,0.730909,0.013003,0.6336,0.013003,0.027708356,,,,
100,119.82,59.973,0.134,1.418,6.16,1.338,0.037075,0.1987,6.734,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.0277778,,,,
100.25,119.81,59.965,0.046,1.418,6.057,1.377,0.037169,0.2032,6.774,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.027847245,,,,
100.5,119.81,59.976,0.181,1.418,5.858,1.213,0.037254,0.189,6.416,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.027916689,,,,
100.75,119.81,59.976,0.135,1.418,6.308,1.313,0.037346,0.1957,6.712,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.027986134,,,,
101,119.8,59.972,0.094,1.418,6.283,1.339,0.037439,0.1985,6.749,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028055578,,,,
101.25,119.8,59.966,0.132,1.418,6.282,1.344,0.037533,0.1974,6.806,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028125023,,,,
101.5,119.81,59.976,0.067,1.418,6.773,1.236,0.037619,0.1907,6.485,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028194467,,,,
101.75,119.82,59.966,0.17,1.418,6.319,1.289,0.037709,0.1953,6.602,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028263912,,,,
102,119.81,59.965,0.031,1.418,6.125,1.323,0.037802,0.1979,6.686,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028333356,,,,
102.25,119.8,59.966,0.199,1.419,6.09,1.347,0.037895,0.2009,6.705,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028402801,,,,
102.5,119.81,59.991,0.099,1.418,6.576,1.276,0.037983,0.1936,6.59,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028472245,,,,
102.75,119.8,59.967,0.076,1.418,6.058,1.3,0.038074,0.1967,6.609,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.02854169,,,,
103,119.81,59.966,0.164,1.418,6.254,1.299,0.038164,0.1961,6.621,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028611134,,,,
103.25,119.82,59.973,0.124,1.418,5.978,1.342,0.038258,0.1974,6.796,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028680579,,,,
103.5,119.81,59.967,0.232,1.418,6.244,1.31,0.038348,0.1967,6.658,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028750023,,,,
103.75,119.81,59.971,0.084,1.418,6.327,1.318,0.038438,0.1961,6.72,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028819468,,,,
104,119.8,59.966,0.154,1.418,6.374,1.301,0.038528,0.1957,6.648,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028888912,,,,
104.25,119.81,59.973,0.108,1.418,5.44,1.092,0.038603,0.1795,6.083,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.028958357,,,,
104.5,119.8,59.967,0.131,1.418,5.818,1.099,0.038681,0.1791,6.139,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029027801,,,,
104.75,119.81,59.966,0.187,1.418,6.282,1.323,0.038773,0.1994,6.634,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029097246,,,,
105,119.82,59.982,0.142,1.417,6.27,1.339,0.038866,0.1988,6.739,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.02916669,,,,
105.25,119.81,59.973,0.225,1.418,5.878,1.287,0.038956,0.1938,6.639,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029236135,,,,
105.5,119.8,59.966,0.087,1.418,5.916,1.319,0.039046,0.1969,6.699,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029305579,,,,
105.75,119.81,59.973,0.145,1.418,5.979,1.324,0.039138,0.1956,6.771,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029375024,,,,
106,119.82,59.966,0.131,1.418,5.993,1.352,0.039231,0.1998,6.766,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029444468,,,,
106.25,119.81,59.966,0.089,1.418,6.26,1.258,0.03932,0.1936,6.496,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029513913,,,,
106.5,119.82,59.976,0.229,1.418,5.943,1.311,0.039411,0.1968,6.661,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029583357,,,,
106.75,119.81,59.965,0.135,1.418,5.905,1.347,0.039504,0.2008,6.706,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029652802,,,,
107,119.81,59.975,0.09,1.418,6.041,1.359,0.039598,0.1999,6.797,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029722246,,,,
107.25,119.8,59.973,0.085,1.419,5.685,1.21,0.039683,0.1885,6.418,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029791691,,,,
107.5,119.8,59.966,0.111,1.419,6.165,1.315,0.039775,0.1975,6.662,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.029861135,,,,
107.75,119.82,59.972,0.193,1.419,6.011,1.335,0.039868,0.1974,6.762,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.02993058,,,,
108,119.81,59.976,0.113,1.418,6.096,1.341,0.039962,0.1991,6.736,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.030000024,,,,
108.25,119.81,59.976,0.221,1.418,6.338,1.238,0.040049,0.1907,6.494,10,0.212347,0.013004,1.323333,1.29128,1.30263,1.29743,0.287644,0.013004,0.287644,0.013004,0.299025,0.013003,0.030069469,,,,
