0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC4,TC5,TC11,TC12,TC13,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FC4,FC5,FF1,FF2,FF3,Current Leakage (mA),RoomTemp,Humidity
0:00:05,2,0.60,114.9,15.60,10.75,0.00053,46.8880,66.8867,-999.00,-999.00,-999.00,0.000000,0.000000,0.000000,37.27,40.79,42.22,52.96,61.20,66.31,70.34,64.01,0.00000,90.34,21.8
0:00:50,2,0.60,114.9,15.70,10.84,0.00150,46.3900,66.6900,-999.00,-999.00,-999.00,0,999.00,999.00,36.74,40.22,41.69,52.53,60.77,66.12,70.18,63.77,0,90.34,21.8
0:01:40,2,0.60,114.9,15.70,10.80,0.00300,45.9120,66.4833,-999.00,-999.00,-999.00,0,999.00,999.00,36.21,39.69,41.18,52.10,60.38,65.91,70.03,63.51,0,90.34,21.7
0:02:30,2,0.60,114.9,15.70,10.79,0.00461,45.4400,66.2933,-999.00,-999.00,-999.00,0,999.00,999.00,35.70,39.19,40.67,51.67,59.97,65.73,69.87,63.28,0,90.34,21.7
0:03:21,2,0.60,114.9,15.60,10.75,0.00611,44.9520,66.0833,-999.00,-999.00,-999.00,0,999.00,999.00,35.18,38.63,40.16,51.23,59.56,65.52,69.72,63.01,0,90.34,21.8
0:04:11,2,0.60,114.9,15.70,10.77,0.00761,44.4480,65.8733,-999.00,-999.00,-999.00,0,999.00,999.00,34.66,38.05,39.63,50.77,59.13,65.31,69.57,62.74,0,90.14,21.6
0:05:01,2,0.60,114.9,15.60,10.75,0.00910,43.9800,65.6667,-999.00,-999.00,-999.00,0,1.21,2.88,34.16,37.58,39.13,50.32,58.71,65.10,69.39,62.51,0,90.14,21.6
0:05:51,2,0.60,114.9,15.50,10.73,0.01059,43.5140,65.4867,-999.00,-999.00,-999.00,0,1.40,3.36,33.65,37.05,38.65,49.92,58.30,64.95,69.27,62.24,0,90.14,21.5
0:06:42,2,0.60,114.9,15.60,10.72,0.01208,43.0440,65.2667,-999.00,-999.00,-999.00,0,1.62,3.84,33.19,36.53,38.16,49.45,57.89,64.71,69.11,61.98,0,90.14,21.4
0:07:32,2,0.60,115.0,15.50,10.65,0.01356,42.5800,65.0667,-999.00,-999.00,-999.00,0,1.82,4.31,32.71,36.02,37.67,49.03,57.47,64.52,68.94,61.74,0,90.14,21.1
0:08:22,2,0.60,114.9,15.40,10.68,0.01504,42.1520,64.8867,-999.00,-999.00,-999.00,0,2.00,4.74,32.24,35.58,37.25,48.64,57.05,64.35,68.79,61.52,0,90.14,21.0
0:09:12,2,0.60,114.9,15.40,10.57,0.01662,41.6900,64.6800,-999.00,-999.00,-999.00,0,2.21,5.20,31.79,35.04,36.79,48.20,56.63,64.15,68.64,61.25,0,90.14,21.2
0:10:03,2,0.60,114.9,15.30,10.53,0.01808,41.2600,64.5000,-999.00,-999.00,-999.00,0,1.18,2.75,31.36,34.59,36.33,47.81,56.21,63.98,68.50,61.02,0,90.14,21.2
0:10:53,2,0.60,114.9,15.30,10.53,0.01955,40.8180,64.2900,-999.00,-999.00,-999.00,0,1.39,3.19,30.90,34.13,35.88,47.39,55.79,63.78,68.32,60.77,0,90.14,20.9
0:11:43,2,0.60,114.9,15.40,10.56,0.02101,40.4000,64.0967,-999.00,-999.00,-999.00,0,1.58,3.61,30.47,33.69,35.48,47.00,55.36,63.61,68.15,60.53,0,90.14,20.8
0:12:33,2,0.60,114.9,15.30,10.48,0.02247,39.9540,63.8900,-999.00,-999.00,-999.00,0,1.77,4.04,30.03,33.23,34.97,46.58,54.96,63.41,67.98,60.28,0,90.14,20.9
0:13:23,2,0.60,114.9,15.30,10.50,0.02392,39.5440,63.6933,-999.00,-999.00,-999.00,0,1.98,4.45,29.60,32.79,34.57,46.18,54.58,63.22,67.82,60.04,0,90.14,20.9
0:14:14,2,0.60,114.9,15.20,10.41,0.02538,39.1080,63.4933,-999.00,-999.00,-999.00,0,2.18,4.90,29.19,32.33,34.13,45.76,54.13,63.01,67.66,59.81,0,90.14,20.8
0:15:04,2,0.60,114.9,15.20,10.44,0.02683,38.7060,63.2800,-999.00,-999.00,-999.00,0,1.23,2.57,28.81,31.92,33.70,45.36,53.74,62.79,67.48,59.57,0,90.14,20.8
0:15:54,2,0.60,114.9,15.20,10.38,0.02837,38.2960,63.1000,-999.00,-999.00,-999.00,0,1.41,2.98,28.38,31.50,33.29,44.99,53.32,62.64,67.34,59.32,0,90.14,20.6
0:16:44,2,0.60,114.9,15.10,10.45,0.02982,37.8860,62.8967,-999.00,-999.00,-999.00,0,1.61,3.39,28.01,31.06,32.88,44.56,52.92,62.45,67.16,59.08,0,90.14,20.7
0:17:35,2,0.60,114.9,15.20,11.75,0.03129,37.5880,62.7133,-999.00,-999.00,-999.00,0,1.79,3.69,27.62,30.80,32.53,44.37,52.62,62.29,67.00,58.85,0,90.14,20.8
0:18:25,2,0.60,114.9,15.40,10.59,0.03276,37.2220,62.6500,-999.00,-999.00,-999.00,0,1.85,4.05,27.24,30.38,32.18,44.04,52.27,62.30,66.92,58.73,0,90.14,20.8
0:19:15,2,0.60,114.9,15.30,10.53,0.03422,36.8680,62.4700,-999.00,-999.00,-999.00,0,2.04,4.40,26.94,30.01,31.81,43.68,51.90,62.14,66.74,58.53,0,90.14,20.6
0:20:05,2,0.60,115.0,15.30,10.58,0.03568,36.5060,62.2867,-999.00,-999.00,-999.00,0,1.01,2.23,26.61,29.64,31.47,43.31,51.50,61.97,66.60,58.29,0,90.14,20.8
0:20:56,2,0.60,114.9,15.10,10.40,0.03713,36.1560,62.1033,-999.00,-999.00,-999.00,0,1.21,2.59,26.28,29.29,31.11,42.95,51.15,61.78,66.45,58.08,0,90.14,20.9
0:21:46,2,0.60,114.9,15.10,10.40,0.03857,35.8220,61.9267,-999.00,-999.00,-999.00,0,1.38,2.92,25.99,28.95,30.78,42.59,50.80,61.62,66.28,57.88,0,90.14,20.9
0:22:36,2,0.60,114.9,15.10,10.37,0.04011,35.4820,61.7533,-999.00,-999.00,-999.00,0,1.56,3.26,25.68,28.61,30.44,42.25,50.43,61.45,66.14,57.67,0,90.14,20.7
0:23:26,2,0.60,114.9,15.10,10.35,0.04154,35.1280,61.5667,-999.00,-999.00,-999.00,0,1.74,3.62,25.36,28.24,30.10,41.89,50.05,61.28,65.96,57.46,0,90.14,20.6
0:24:17,2,0.60,114.9,14.90,10.23,0.04296,34.7940,61.3867,-999.00,-999.00,-999.00,0,1.92,3.95,25.04,27.92,29.77,41.56,49.68,61.11,65.81,57.24,0,89.94,20.7
0:25:07,2,0.60,114.9,14.90,10.23,0.04438,34.4440,61.1867,-999.00,-999.00,-999.00,0,1.12,2.10,24.74,27.59,29.39,41.19,49.31,60.91,65.64,57.01,0,89.94,20.7
0:25:57,2,0.60,114.9,14.80,10.14,0.04579,34.1360,61.0300,-999.00,-999.00,-999.00,0,1.28,2.41,24.45,27.27,29.12,40.86,48.98,60.74,65.50,56.85,0,89.94,20.6
0:26:47,2,0.60,114.9,14.80,10.12,0.04721,33.7920,60.8167,-999.00,-999.00,-999.00,0,1.48,2.74,24.15,26.94,28.78,40.51,48.58,60.53,65.32,56.60,0,89.94,20.4
0:27:37,2,0.60,114.9,14.80,10.19,0.04861,33.4480,60.6333,-999.00,-999.00,-999.00,0,1.66,3.09,23.84,26.58,28.45,40.15,48.22,60.34,65.15,56.41,0,89.94,20.4
0:28:28,2,0.60,114.9,14.70,10.09,0.05012,33.1320,60.4567,-999.00,-999.00,-999.00,0,1.85,3.41,23.56,26.28,28.12,39.85,47.85,60.18,65.00,56.19,0,89.94,20.5
0:29:18,2,0.60,114.9,14.70,10.13,0.05152,32.8360,60.2933,-999.00,-999.00,-999.00,0,2.01,3.71,23.29,26.00,27.84,39.53,47.52,60.02,64.86,56.00,0,89.94,20.4
0:30:08,2,0.60,114.9,14.60,10.00,0.05292,32.4980,60.0967,-999.00,-999.00,-999.00,0,1.12,1.99,22.98,25.67,27.51,39.17,47.16,59.84,64.67,55.78,0,89.94,20.3
0:30:58,2,0.60,114.9,14.70,10.08,0.05431,32.1900,59.9200,-999.00,-999.00,-999.00,0,1.29,2.29,22.73,25.35,27.19,38.86,46.82,59.67,64.52,55.57,0,89.94,20.3
0:31:48,2,0.60,114.9,14.60,10.01,0.05570,31.8700,59.7400,-999.00,-999.00,-999.00,0,1.47,2.61,22.43,25.03,26.87,38.55,46.47,59.49,64.37,55.36,0,90.14,20.3
0:32:39,2,0.60,114.9,14.70,10.07,0.05709,31.5780,59.5767,-999.00,-999.00,-999.00,0,1.64,2.91,22.17,24.75,26.58,38.24,46.15,59.34,64.19,55.20,0,90.14,20.2
0:33:29,2,0.60,115.0,14.70,9.97,0.05848,31.2640,59.3867,-999.00,-999.00,-999.00,0,1.83,3.22,21.89,24.46,26.28,37.88,45.81,59.16,64.02,54.98,0,90.14,20.2
0:34:19,2,0.60,115.0,14.50,9.95,0.05986,30.9640,59.2100,-999.00,-999.00,-999.00,0,2.00,3.52,21.63,24.16,26.02,37.55,45.46,58.99,63.87,54.77,0,90.14,20.2
0:35:09,2,0.60,115.0,14.50,9.92,0.06124,30.6240,58.9733,-999.00,-999.00,-999.00,0,1.10,1.90,21.34,23.83,25.68,37.19,45.08,58.76,63.65,54.51,0,90.14,20.2
0:35:59,2,0.60,115.0,14.50,9.96,0.06262,30.3520,58.8100,-999.00,-999.00,-999.00,0,1.30,2.20,21.10,23.57,25.42,36.89,44.78,58.62,63.49,54.32,0,90.14,20.1
0:36:50,2,0.60,115.0,14.50,9.91,0.06409,30.0820,58.6433,-999.00,-999.00,-999.00,0,1.48,2.48,20.86,23.32,25.15,36.60,44.48,58.46,63.33,54.14,0,90.14,20.0
0:37:40,2,0.59,114.9,14.40,9.82,0.06546,29.7820,58.4767,-999.00,-999.00,-999.00,0,1.64,2.78,20.60,23.04,24.85,36.28,44.14,58.29,63.18,53.96,0,90.14,20.1
0:38:30,2,0.59,115.0,14.30,9.86,0.06684,29.4860,58.2733,-999.00,-999.00,-999.00,0,1.85,3.07,20.34,22.78,24.57,35.96,43.78,58.09,62.99,53.74,0,90.14,20.0
0:39:20,2,0.59,115.0,14.40,9.86,0.06820,29.2140,58.1133,-999.00,-999.00,-999.00,0,2.01,3.34,20.09,22.52,24.33,35.67,43.46,57.91,62.85,53.58,0,90.14,20.0
0:40:10,2,0.59,115.0,14.40,9.83,0.06956,28.9300,57.9433,-999.00,-999.00,-999.00,0,1.11,1.79,19.85,22.24,24.07,35.36,43.13,57.76,62.68,53.39,0,90.14,19.9
0:41:00,2,0.59,115.0,14.30,9.78,0.07092,28.6480,57.7767,-999.00,-999.00,-999.00,0,1.28,2.07,19.57,21.99,23.83,35.08,42.77,57.60,62.54,53.19,0,90.14,20.0
0:41:51,2,0.59,114.9,14.30,9.74,0.07228,28.4040,57.5833,-999.00,-999.00,-999.00,0,1.47,2.31,19.39,21.77,23.59,34.79,42.48,57.44,62.34,52.97,0,90.14,20.0
0:42:41,2,0.60,114.9,14.40,9.82,0.07363,28.1020,57.3700,-999.00,-999.00,-999.00,0,1.67,2.61,19.09,21.50,23.31,34.48,42.13,57.25,62.13,52.73,0,90.14,19.9
0:43:31,2,0.59,115.0,14.20,9.68,0.07508,27.8460,57.2233,-999.00,-999.00,-999.00,0,1.83,2.86,18.88,21.25,23.06,34.20,41.84,57.10,62.00,52.57,0,90.14,19.8
0:44:22,2,0.59,115.0,14.30,9.69,0.07644,27.6080,57.0567,-999.00,-999.00,-999.00,0,1.99,3.10,18.67,21.03,22.85,33.93,41.56,56.94,61.84,52.39,0,90.14,20.0
0:45:12,2,0.59,115.0,14.30,9.73,0.07779,27.3420,56.8767,-999.00,-999.00,-999.00,0,1.10,1.65,18.43,20.77,22.60,33.65,41.26,56.74,61.69,52.20,0,90.14,20.0
0:46:02,2,0.59,115.0,14.20,9.66,0.07913,27.0980,56.6833,-999.00,-999.00,-999.00,0,1.29,1.89,18.23,20.56,22.37,33.37,40.96,56.54,61.50,52.01,0,90.14,19.9
0:46:52,2,0.59,115.0,14.30,9.74,0.08047,26.8280,56.4967,-999.00,-999.00,-999.00,0,1.48,2.16,18.01,20.30,22.10,33.09,40.64,56.34,61.33,51.82,0,90.14,19.9
0:47:43,2,0.59,114.9,14.20,9.71,0.08181,26.5940,56.3333,-999.00,-999.00,-999.00,0,1.64,2.40,17.82,20.09,21.89,32.82,40.35,56.20,61.17,51.63,0,90.14,19.9
0:48:33,2,0.59,114.9,14.10,9.61,0.08315,26.3540,56.1700,-999.00,-999.00,-999.00,0,1.81,2.64,17.60,19.86,21.66,32.57,40.08,56.04,61.01,51.46,0,90.14,19.8
0:49:23,2,0.59,114.9,14.20,9.63,0.08458,26.0980,55.9967,-999.00,-999.00,-999.00,0,1.98,2.89,17.40,19.60,21.42,32.29,39.78,55.88,60.85,51.26,0,90.14,19.8
0:50:13,2,0.59,114.9,14.10,9.63,0.08592,25.8360,55.8100,-999.00,-999.00,-999.00,0,1.11,1.58,17.18,19.38,21.15,32.00,39.47,55.68,60.67,51.08,0,90.14,19.8
0:51:03,2,0.59,114.9,14.10,9.55,0.08725,25.5900,55.6433,-999.00,-999.00,-999.00,0,1.28,1.82,16.97,19.13,20.92,31.76,39.17,55.54,60.50,50.89,0,90.14,19.8
0:51:53,2,0.59,114.9,14.10,9.59,0.08858,25.3720,55.5033,-999.00,-999.00,-999.00,0,1.43,2.04,16.79,18.94,20.74,31.48,38.91,55.40,60.37,50.74,0,90.14,19.6
0:52:44,2,0.59,115.0,13.90,9.54,0.08991,25.1280,55.2967,-999.00,-999.00,-999.00,0,1.63,2.29,16.62,18.72,20.50,31.18,38.62,55.21,60.18,50.50,0,90.14,19.8
0:53:34,2,0.59,115.0,14.10,9.58,0.09123,24.8840,55.1200,-999.00,-999.00,-999.00,0,1.80,2.53,16.40,18.48,20.27,30.92,38.35,55.03,59.99,50.34,0,89.94,19.9
0:54:24,2,0.59,115.0,14.00,9.57,0.09255,24.6760,54.9800,-999.00,-999.00,-999.00,0,1.94,2.74,16.22,18.28,20.11,30.71,38.06,54.88,59.86,50.20,0,89.94,19.8
0:55:14,2,0.59,115.0,14.00,9.57,0.09387,24.4300,54.7833,-999.00,-999.00,-999.00,0,1.09,1.49,16.02,18.07,19.87,30.41,37.78,54.72,59.67,49.96,0,89.94,19.7
0:56:05,2,0.59,115.0,14.00,9.54,0.09528,24.2080,54.6233,-999.00,-999.00,-999.00,0,1.25,1.71,15.81,17.89,19.66,30.19,37.49,54.56,59.52,49.79,0,89.94,19.8
0:56:55,2,0.59,115.0,13.90,9.54,0.09660,23.9740,54.4267,-999.00,-999.00,-999.00,0,1.42,1.93,15.62,17.68,19.46,29.93,37.18,54.41,59.31,49.56,0,89.94,19.7
0:57:45,2,0.59,115.0,13.90,9.50,0.09792,23.7660,54.2567,-999.00,-999.00,-999.00,0,1.62,2.17,15.41,17.51,19.28,29.71,36.92,54.24,59.14,49.39,0,89.94,19.7
0:58:36,2,0.59,115.0,13.80,9.40,0.09923,23.5680,54.1000,-999.00,-999.00,-999.00,0,1.76,2.34,15.25,17.35,19.08,29.48,36.68,54.09,58.97,49.24,0,89.94,19.7
0:59:26,2,0.59,115.0,13.80,9.39,0.10054,23.3380,53.9300,-999.00,-999.00,-999.00,0,1.94,2.58,15.07,17.12,18.88,29.21,36.41,53.94,58.80,49.05,0,89.94,19.7
1:00:16,2,0.59,115.0,13.80,9.38,0.10185,23.1580,53.7700,-999.00,-999.00,-999.00,0,1.07,1.36,14.92,16.97,18.72,29.02,36.16,53.76,58.66,48.89,0,89.94,19.7
1:01:06,2,0.59,115.0,13.90,9.41,0.10315,22.9340,53.5833,-999.00,-999.00,-999.00,0,1.26,1.58,14.72,16.78,18.51,28.76,35.90,53.59,58.47,48.69,0,89.94,19.8
1:01:57,2,0.59,115.0,13.80,9.42,0.10446,22.7760,53.4467,-999.00,-999.00,-999.00,0,1.39,1.74,14.60,16.63,18.36,28.59,35.70,53.46,58.33,48.55,0,89.94,19.7
1:02:47,2,0.59,115.0,13.90,9.41,0.10586,22.5480,53.2533,-999.00,-999.00,-999.00,0,1.59,1.97,14.41,16.44,18.14,28.34,35.41,53.28,58.14,48.34,0,89.94,19.7
1:03:37,2,0.61,114.8,22.70,15.91,0.10772,22.3260,53.0733,-999.00,-999.00,-999.00,0,1.77,2.19,14.25,16.23,17.93,28.08,35.14,53.08,57.99,48.15,0,89.94,19.7
1:04:27,2,0.61,114.8,22.50,15.75,0.10992,22.0620,52.8833,-999.00,-999.00,-999.00,0,1.96,2.45,14.04,15.97,17.66,27.69,34.95,52.89,57.81,47.95,0,89.94,19.6
1:05:17,2,0.61,114.8,22.50,15.74,0.11211,21.7760,52.6500,-999.00,-999.00,-999.00,0,1.13,1.44,13.79,15.66,17.38,27.33,34.72,52.60,57.60,47.75,0,89.94,19.6
1:06:07,2,0.61,114.8,22.50,15.74,0.11429,21.5220,52.4600,-999.00,-999.00,-999.00,0,1.35,1.70,13.53,15.45,17.15,26.95,34.53,52.41,57.44,47.53,0,89.94,19.7
1:06:58,2,0.61,114.8,22.30,15.65,0.11648,21.2180,52.2233,-999.00,-999.00,-999.00,0,1.59,2.01,13.26,15.12,16.85,26.56,34.30,52.14,57.24,47.29,0,89.94,19.6
1:07:48,2,0.61,114.8,22.30,15.60,0.11864,20.9400,52.0167,-999.00,-999.00,-999.00,0,1.80,2.29,13.01,14.83,16.55,26.21,34.10,51.89,57.07,47.09,0,89.94,19.6
1:08:38,2,0.61,114.8,22.40,15.62,0.12081,20.6440,51.7867,-999.00,-999.00,-999.00,0,2.03,2.59,12.74,14.52,16.28,25.82,33.86,51.64,56.87,46.85,0,90.14,19.5
1:09:28,2,0.61,114.8,22.10,15.51,0.12297,20.3400,51.5800,-999.00,-999.00,-999.00,0,2.24,2.89,12.40,14.22,16.00,25.46,33.62,51.43,56.67,46.64,0,90.14,19.5
1:10:18,2,0.61,114.8,22.00,15.46,0.12511,20.0260,51.3567,-999.00,-999.00,-999.00,0,1.38,1.86,12.11,13.91,15.71,25.05,33.35,51.18,56.47,46.42,0,90.14,19.3
1:11:08,2,0.61,114.9,22.00,15.39,0.12740,19.7400,51.1267,-999.00,-999.00,-999.00,0,1.61,2.14,11.84,13.61,15.42,24.69,33.14,50.93,56.28,46.17,0,90.14,19.4
1:11:59,2,0.61,114.9,22.10,15.42,0.12954,19.4600,50.8967,-999.00,-999.00,-999.00,0,1.84,2.42,11.54,13.34,15.16,24.35,32.91,50.71,56.04,45.94,0,90.14,19.5
1:12:49,2,0.61,114.9,22.00,15.40,0.13167,19.1460,50.6600,-999.00,-999.00,-999.00,0,2.09,2.74,11.28,13.00,14.85,23.94,32.66,50.43,55.85,45.70,0,90.14,19.5
1:13:39,2,0.61,114.9,21.90,15.31,0.13379,18.8620,50.4433,-999.00,-999.00,-999.00,0,2.29,3.01,11.01,12.69,14.57,23.60,32.44,50.21,55.67,45.45,0,90.14,19.4
1:14:30,2,0.61,114.9,21.80,15.32,0.13592,18.5440,50.1967,-999.00,-999.00,-999.00,0,2.54,3.32,10.70,12.37,14.25,23.18,32.22,49.94,55.45,45.20,0,90.14,19.4
1:15:20,2,0.61,114.8,21.90,15.31,0.13803,18.2720,49.9867,-999.00,-999.00,-999.00,0,1.46,1.88,10.43,12.09,14.00,22.84,32.00,49.67,55.26,45.03,0,90.14,19.4
1:16:10,2,0.61,114.8,21.90,15.29,0.14015,17.9600,49.7367,-999.00,-999.00,-999.00,0,1.71,2.20,10.15,11.77,13.69,22.47,31.72,49.41,55.04,44.76,0,90.14,19.4
1:17:01,2,0.61,114.9,21.70,15.22,0.14241,17.7020,49.5267,-999.00,-999.00,-999.00,0,1.92,2.45,9.91,11.50,13.43,22.14,31.53,49.21,54.85,44.52,0,90.14,19.4
1:17:51,2,0.61,114.9,21.70,15.17,0.14452,17.4100,49.2867,-999.00,-999.00,-999.00,0,2.16,2.75,9.63,11.19,13.15,21.78,31.30,48.96,54.64,44.26,0,90.14,19.4
1:18:41,2,0.61,114.8,21.70,15.18,0.14663,17.1100,49.0567,-999.00,-999.00,-999.00,0,2.39,3.05,9.34,10.89,12.84,21.41,31.07,48.71,54.43,44.03,0,90.14,19.4
1:19:31,2,0.61,114.8,21.70,15.19,0.14874,16.8120,48.8433,-999.00,-999.00,-999.00,0,2.59,3.34,9.08,10.59,12.52,21.05,30.82,48.50,54.22,43.81,0,90.14,19.4
1:20:22,2,0.61,114.8,21.60,15.12,0.15083,16.5320,48.6100,-999.00,-999.00,-999.00,0,1.45,1.84,8.83,10.29,12.25,20.69,30.60,48.26,54.01,43.56,0,90.14,19.4
1:21:12,2,0.61,114.8,21.70,15.16,0.15293,16.2840,48.4100,-999.00,-999.00,-999.00,0,1.65,2.09,8.62,10.04,12.01,20.35,30.40,48.04,53.83,43.36,0,90.14,19.4
1:22:02,2,0.61,114.8,21.50,15.06,0.15503,16.0060,48.1733,-999.00,-999.00,-999.00,0,1.89,2.37,8.34,9.77,11.74,20.01,30.17,47.81,53.62,43.09,0,90.14,19.4
1:22:53,2,0.61,114.8,21.50,15.03,0.15727,15.7680,47.9867,-999.00,-999.00,-999.00,0,2.07,2.61,8.13,9.52,11.52,19.72,29.95,47.60,53.44,42.92,0,90.14,19.4
1:23:43,2,0.61,114.8,21.50,15.02,0.15935,15.4620,47.7300,-999.00,-999.00,-999.00,0,2.32,2.89,7.87,9.21,11.21,19.34,29.68,47.33,53.22,42.64,0,90.14,19.4
1:24:34,2,0.61,114.8,21.30,14.95,0.16142,15.2220,47.5133,-999.00,-999.00,-999.00,0,2.55,3.15,7.62,9.00,11.00,19.06,29.43,47.13,53.01,42.40,0,90.14,19.5
1:25:24,2,0.61,114.8,21.30,14.89,0.16350,14.9520,47.2633,-999.00,-999.00,-999.00,0,1.46,1.70,7.35,8.75,10.72,18.74,29.20,46.90,52.77,42.12,0,90.14,19.5
1:26:14,2,0.61,114.8,21.30,14.90,0.16556,14.7200,47.0667,-999.00,-999.00,-999.00,0,1.66,1.94,7.17,8.52,10.49,18.44,28.98,46.68,52.58,41.94,0,90.14,19.5
1:27:04,2,0.61,114.8,21.30,14.91,0.16764,14.4560,46.8467,-999.00,-999.00,-999.00,0,1.88,2.20,6.94,8.24,10.23,18.14,28.73,46.47,52.38,41.69,0,90.14,19.5
1:27:54,2,0.61,114.9,21.30,14.89,0.16970,14.2260,46.6233,-999.00,-999.00,-999.00,0,2.10,2.43,6.72,8.01,10.01,17.86,28.53,46.22,52.18,41.47,0,90.14,19.5
1:28:45,2,0.61,114.8,21.20,14.84,0.17190,13.9920,46.4167,-999.00,-999.00,-999.00,0,2.31,2.66,6.50,7.79,9.79,17.57,28.31,46.00,51.98,41.27,0,90.14,19.4
1:29:35,2,0.61,114.8,21.20,14.79,0.17396,13.7260,46.1833,-999.00,-999.00,-999.00,0,2.54,2.93,6.26,7.52,9.53,17.27,28.05,45.75,51.77,41.03,0,90.14,19.5
1:30:25,2,0.61,114.8,21.10,14.75,0.17600,13.5220,45.9900,-999.00,-999.00,-999.00,0,1.40,1.56,6.09,7.33,9.34,17.00,27.85,45.55,51.59,40.83,0,90.14,19.6
1:31:15,2,0.61,114.9,21.10,14.74,0.17805,13.2600,45.7667,-999.00,-999.00,-999.00,0,1.62,1.82,5.85,7.07,9.08,16.70,27.60,45.32,51.37,40.61,0,89.94,19.6
1:32:05,2,0.61,114.8,21.10,14.72,0.18009,13.0200,45.5600,-999.00,-999.00,-999.00,0,1.81,2.04,5.66,6.82,8.80,16.43,27.39,45.13,51.15,40.40,0,89.94,19.6
1:32:56,2,0.61,114.9,21.10,14.71,0.18213,12.7920,45.3400,-999.00,-999.00,-999.00,0,2.04,2.28,5.46,6.61,8.58,16.13,27.18,44.90,50.95,40.17,0,89.94,19.6
1:33:46,2,0.61,114.9,21.10,14.72,0.18417,12.5660,45.1533,-999.00,-999.00,-999.00,0,2.23,2.52,5.25,6.40,8.38,15.85,26.95,44.71,50.77,39.98,0,89.94,19.6
1:34:36,2,0.61,114.9,21.00,14.70,0.18620,12.3400,44.9200,-999.00,-999.00,-999.00,0,2.47,2.74,5.07,6.17,8.17,15.55,26.74,44.49,50.54,39.73,0,89.94,19.6
1:35:27,2,0.61,114.8,20.80,14.55,0.18838,12.1460,44.7567,-999.00,-999.00,-999.00,0,1.34,1.48,4.89,6.00,7.98,15.32,26.54,44.31,50.38,39.58,0,89.94,19.6
1:36:17,2,0.61,114.8,20.90,14.63,0.19040,11.9120,44.5367,-999.00,-999.00,-999.00,0,1.56,1.71,4.69,5.78,7.75,15.03,26.31,44.09,50.17,39.35,0,89.94,19.6
1:37:07,2,0.61,114.8,20.90,14.57,0.19242,11.7180,44.3433,-999.00,-999.00,-999.00,0,1.75,1.91,4.49,5.62,7.59,14.82,26.07,43.89,49.98,39.16,0,89.94,19.5
1:37:57,2,0.61,114.8,20.70,14.56,0.19445,11.4780,44.1233,-999.00,-999.00,-999.00,0,1.96,2.13,4.27,5.40,7.37,14.51,25.84,43.68,49.76,38.93,0,89.94,19.6
1:38:48,2,0.61,114.8,20.70,14.51,0.19646,11.2660,43.9033,-999.00,-999.00,-999.00,0,2.18,2.34,4.07,5.19,7.17,14.29,25.61,43.47,49.54,38.70,0,89.94,19.6
1:39:38,2,0.61,114.8,20.60,14.43,0.19847,11.0960,43.6967,-999.00,-999.00,-999.00,0,2.40,2.53,3.91,5.07,7.01,14.08,25.41,43.28,49.31,38.50,0,89.94,19.6
1:40:28,2,0.61,114.8,20.70,14.45,0.20048,10.8540,43.4800,-999.00,-999.00,-999.00,0,1.37,1.39,3.70,4.82,6.77,13.79,25.19,43.07,49.09,38.28,0,89.94,19.4
1:41:18,2,0.61,114.9,20.70,14.47,0.20248,10.6860,43.3000,-999.00,-999.00,-999.00,0,1.55,1.56,3.58,4.65,6.63,13.58,24.99,42.88,48.94,38.08,0,89.94,19.5
1:42:08,2,0.61,114.7,20.80,14.50,0.20463,10.4700,43.0900,-999.00,-999.00,-999.00,0,1.76,1.78,3.39,4.46,6.40,13.33,24.77,42.70,48.72,37.85,0,89.94,19.5
1:42:59,2,0.61,114.7,20.70,14.43,0.20663,10.3180,42.8967,-999.00,-999.00,-999.00,0,1.95,1.93,3.25,4.34,6.27,13.14,24.59,42.47,48.53,37.69,0,90.14,19.4
1:43:49,2,0.61,114.7,20.60,14.32,0.20864,10.1040,42.6900,-999.00,-999.00,-999.00,0,2.16,2.14,3.06,4.13,6.08,12.89,24.36,42.26,48.33,37.48,0,90.14,19.5
1:44:39,2,0.61,114.8,20.60,14.38,0.21063,9.9000,42.4833,-999.00,-999.00,-999.00,0,2.36,2.35,2.90,3.94,5.87,12.67,24.12,42.05,48.11,37.29,0,90.14,19.5
1:45:29,2,0.61,114.8,20.60,14.34,0.21262,9.7320,42.3067,-999.00,-999.00,-999.00,0,1.30,1.24,2.74,3.80,5.73,12.47,23.92,41.89,47.95,37.08,0,90.14,19.6
1:46:19,2,0.61,114.8,20.50,14.33,0.21461,9.5540,42.1233,-999.00,-999.00,-999.00,0,1.49,1.42,2.59,3.61,5.53,12.27,23.77,41.69,47.76,36.92,0,90.14,19.6
1:47:10,2,0.61,114.8,20.50,14.32,0.21660,9.3620,41.9167,-999.00,-999.00,-999.00,0,1.70,1.61,2.46,3.43,5.34,12.05,23.53,41.51,47.56,36.68,0,90.14,19.6
