0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,RoomTemp,Humidity
3:21:32,2,0.95,115.0,6.00,6.62,0.22722,7.14,57.28,-999.00,-999.00,-999.00,0,11.30,5.72,4.41,57.93,57.50,56.42,89.94,18.0
3:21:42,2,0.95,115.0,6.10,6.65,0.22742,7.14,57.29,-999.00,-999.00,-999.00,0,11.30,5.71,4.41,57.94,57.50,56.43,89.94,17.9
3:21:52,2,0.95,115.0,6.10,6.66,0.22761,7.15,57.29,-999.00,-999.00,-999.00,0,11.31,5.73,4.41,57.94,57.51,56.43,89.94,17.9
3:22:03,2,0.95,115.0,6.10,6.69,0.22781,7.16,57.29,-999.00,-999.00,-999.00,0,11.32,5.74,4.42,57.94,57.51,56.43,89.94,17.9
3:22:13,2,0.95,115.0,6.10,6.71,0.22801,7.17,57.29,-999.00,-999.00,-999.00,0,11.33,5.75,4.43,57.94,57.51,56.43,89.94,17.9
3:22:23,2,0.95,115.0,6.10,6.72,0.22814,7.16,57.30,-999.00,-999.00,-999.00,0,11.33,5.73,4.43,57.95,57.51,56.43,89.94,17.9
3:22:33,2,0.95,115.0,6.10,6.71,0.22834,7.16,57.30,-999.00,-999.00,-999.00,0,11.33,5.74,4.42,57.95,57.51,56.43,89.94,17.9
3:22:44,2,0.95,115.0,6.10,6.71,0.22854,7.17,57.30,-999.00,-999.00,-999.00,0,11.34,5.73,4.43,57.95,57.51,56.43,89.94,17.9
3:22:54,2,0.95,115.0,6.10,6.72,0.22874,7.20,57.30,-999.00,-999.00,-999.00,0,11.38,5.76,4.46,57.95,57.51,56.43,89.94,17.9
3:23:04,2,0.95,115.0,6.10,6.70,0.22894,7.18,57.30,-999.00,-999.00,-999.00,0,11.37,5.74,4.44,57.95,57.51,56.43,89.94,17.9
3:23:14,2,0.95,115.0,6.10,6.68,0.22914,7.20,57.30,-999.00,-999.00,-999.00,0,11.38,5.75,4.46,57.95,57.51,56.43,89.94,17.9
3:23:24,2,0.95,115.0,6.10,6.65,0.22934,7.19,57.31,-999.00,-999.00,-999.00,0,11.37,5.75,4.46,57.95,57.53,56.45,89.94,17.9
3:23:34,2,0.95,115.0,6.10,6.63,0.22954,7.21,57.30,-999.00,-999.00,-999.00,0,11.40,5.77,4.45,57.95,57.51,56.44,89.94,17.9
3:23:44,2,0.95,115.0,6.00,6.62,0.22967,7.22,57.31,-999.00,-999.00,-999.00,0,11.41,5.77,4.49,57.95,57.54,56.44,89.94,17.8
3:23:54,2,0.95,115.0,6.00,6.61,0.22986,7.20,57.31,-999.00,-999.00,-999.00,0,11.38,5.75,4.46,57.95,57.51,56.46,89.94,17.8
3:24:05,2,0.95,115.0,6.10,6.67,0.23006,7.22,57.31,-999.00,-999.00,-999.00,0,11.41,5.78,4.48,57.95,57.53,56.45,89.94,17.8
3:24:15,2,0.95,115.0,6.10,6.71,0.23026,7.23,57.31,-999.00,-999.00,-999.00,0,11.41,5.78,4.49,57.95,57.53,56.46,89.94,17.8
3:24:25,2,0.95,115.0,6.10,6.68,0.23046,7.20,57.32,-999.00,-999.00,-999.00,0,11.38,5.75,4.46,57.95,57.56,56.46,89.94,17.8
3:24:35,2,0.95,115.0,6.10,6.68,0.23066,7.24,57.32,-999.00,-999.00,-999.00,0,11.41,5.80,4.50,57.95,57.56,56.45,89.94,17.8
3:24:45,2,0.95,115.0,6.10,6.68,0.23086,7.19,57.31,-999.00,-999.00,-999.00,0,11.38,5.76,4.44,57.95,57.52,56.45,89.94,17.8
3:24:55,2,0.95,115.0,6.10,6.69,0.23099,7.24,57.33,-999.00,-999.00,-999.00,0,11.41,5.81,4.50,57.99,57.55,56.46,89.94,17.8
3:25:05,2,0.95,115.1,6.10,6.67,0.23119,7.23,57.32,-999.00,-999.00,-999.00,0,11.41,5.80,4.49,57.96,57.54,56.46,89.94,17.8
3:25:16,2,0.95,115.1,6.10,6.69,0.23139,7.24,57.33,-999.00,-999.00,-999.00,0,11.41,5.81,4.50,57.96,57.56,56.46,89.94,17.8
3:25:26,2,0.95,115.1,6.10,6.72,0.23159,7.24,57.33,-999.00,-999.00,-999.00,0,11.42,5.81,4.50,57.96,57.56,56.46,89.94,17.8
3:25:36,2,0.95,115.1,6.10,6.73,0.23179,7.24,57.31,-999.00,-999.00,-999.00,0,11.42,5.80,4.50,57.95,57.53,56.45,89.94,17.8
3:25:46,2,0.95,115.1,6.10,6.68,0.23199,7.24,57.32,-999.00,-999.00,-999.00,0,11.43,5.80,4.49,57.95,57.56,56.46,89.94,17.8
3:25:57,2,0.95,115.1,6.10,6.70,0.23219,7.24,57.33,-999.00,-999.00,-999.00,0,11.42,5.81,4.50,57.97,57.56,56.46,89.94,17.9
3:26:07,2,0.95,115.1,6.10,6.68,0.23232,7.22,57.33,-999.00,-999.00,-999.00,0,11.39,5.79,4.47,57.98,57.56,56.46,89.94,17.9
3:26:17,2,0.95,115.1,6.10,6.66,0.23252,7.24,57.34,-999.00,-999.00,-999.00,0,11.43,5.80,4.49,58.01,57.56,56.46,89.94,17.9
3:26:27,2,0.95,115.1,6.10,6.65,0.23272,7.25,57.34,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.01,57.56,56.46,89.94,17.9
3:26:37,2,0.95,115.1,6.10,6.64,0.23291,7.25,57.34,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,57.99,57.56,56.46,89.94,17.8
3:26:47,2,0.95,115.1,6.10,6.67,0.23311,7.25,57.34,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.01,57.56,56.46,89.94,17.8
3:26:57,2,0.95,115.1,6.10,6.69,0.23331,7.25,57.34,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.01,57.56,56.46,89.94,17.8
3:27:08,2,0.95,115.1,6.10,6.66,0.23351,7.24,57.35,-999.00,-999.00,-999.00,0,11.42,5.79,4.50,58.01,57.56,56.49,89.94,17.8
3:27:18,2,0.95,115.1,6.10,6.67,0.23364,7.25,57.34,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.01,57.56,56.46,89.94,17.7
3:27:28,2,0.95,115.1,6.10,6.68,0.23384,7.25,57.35,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.00,57.57,56.49,89.94,17.7
3:27:38,2,0.95,115.1,6.10,6.66,0.23404,7.25,57.35,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.01,57.56,56.47,89.94,17.7
3:27:48,2,0.95,115.1,6.10,6.68,0.23424,7.26,57.36,-999.00,-999.00,-999.00,0,11.43,5.83,4.53,58.01,57.57,56.49,89.94,17.7
3:27:59,2,0.95,115.1,6.10,6.67,0.23443,7.25,57.36,-999.00,-999.00,-999.00,0,11.43,5.81,4.50,58.01,57.57,56.50,89.94,17.7
3:28:09,2,0.95,115.1,6.10,6.67,0.23463,7.25,57.37,-999.00,-999.00,-999.00,0,11.45,5.81,4.50,58.01,57.58,56.51,89.94,17.7
3:28:19,2,0.95,115.1,6.10,6.67,0.23483,7.26,57.37,-999.00,-999.00,-999.00,0,11.44,5.81,4.53,58.01,57.59,56.50,89.94,17.7
3:28:29,2,0.95,115.1,6.10,6.69,0.23496,7.26,57.35,-999.00,-999.00,-999.00,0,11.45,5.83,4.51,58.01,57.57,56.48,89.94,17.7
3:28:39,2,0.95,115.1,6.10,6.67,0.23516,7.27,57.37,-999.00,-999.00,-999.00,0,11.44,5.83,4.53,58.01,57.58,56.51,89.94,17.7
3:28:49,2,0.95,115.1,6.10,6.67,0.23536,7.25,57.36,-999.00,-999.00,-999.00,0,11.43,5.83,4.50,58.01,57.57,56.49,89.94,17.7
3:29:00,2,0.95,115.1,6.10,6.65,0.23556,7.26,57.37,-999.00,-999.00,-999.00,0,11.44,5.83,4.52,58.01,57.59,56.51,89.94,17.7
3:29:10,2,0.95,115.1,6.10,6.66,0.23576,7.27,57.37,-999.00,-999.00,-999.00,0,11.47,5.81,4.53,58.01,57.59,56.51,89.94,17.7
3:29:20,2,0.95,115.1,6.10,6.65,0.23595,7.28,57.37,-999.00,-999.00,-999.00,0,11.49,5.83,4.51,58.01,57.59,56.51,89.94,17.7
3:29:30,2,0.95,115.1,6.10,6.67,0.23615,7.29,57.39,-999.00,-999.00,-999.00,0,11.49,5.86,4.52,58.06,57.59,56.51,89.94,17.7
3:29:40,2,0.95,115.1,6.10,6.65,0.23628,7.29,57.37,-999.00,-999.00,-999.00,0,11.49,5.86,4.52,58.02,57.59,56.51,89.94,17.7
3:29:50,2,0.95,115.1,6.10,6.68,0.23648,7.29,57.37,-999.00,-999.00,-999.00,0,11.49,5.86,4.51,58.01,57.59,56.51,89.94,17.7
3:30:00,2,0.95,115.1,6.10,6.71,0.23668,7.29,57.38,-999.00,-999.00,-999.00,0,11.46,5.86,4.54,58.03,57.59,56.51,89.94,17.7
3:30:11,2,0.95,115.1,6.10,6.73,0.23688,7.29,57.38,-999.00,-999.00,-999.00,0,11.49,5.85,4.54,58.04,57.59,56.51,89.94,17.7
3:30:21,2,0.95,115.1,6.20,6.76,0.23708,7.28,57.38,-999.00,-999.00,-999.00,0,11.44,5.86,4.54,58.04,57.59,56.51,89.94,17.7
3:30:31,2,0.95,115.1,6.20,6.74,0.23728,7.29,57.37,-999.00,-999.00,-999.00,0,11.45,5.86,4.55,58.02,57.59,56.51,89.94,17.7
3:30:41,2,0.95,115.1,6.10,6.73,0.23748,7.28,57.39,-999.00,-999.00,-999.00,0,11.45,5.85,4.55,58.05,57.59,56.53,89.94,17.7
3:30:52,2,0.95,115.1,6.10,6.73,0.23762,7.28,57.39,-999.00,-999.00,-999.00,0,11.43,5.86,4.55,58.06,57.59,56.52,89.94,17.7
3:31:02,2,0.95,115.1,6.20,6.74,0.23782,7.29,57.38,-999.00,-999.00,-999.00,0,11.46,5.86,4.55,58.05,57.59,56.51,89.94,17.7
3:31:13,2,0.95,115.1,6.10,6.73,0.23802,7.29,57.39,-999.00,-999.00,-999.00,0,11.46,5.86,4.55,58.06,57.59,56.51,89.94,17.7
3:31:23,2,0.95,115.1,6.10,6.70,0.23822,7.29,57.39,-999.00,-999.00,-999.00,0,11.45,5.86,4.55,58.06,57.59,56.51,89.94,17.7
3:31:33,2,0.95,115.1,6.10,6.66,0.23842,7.29,57.39,-999.00,-999.00,-999.00,0,11.47,5.86,4.55,58.06,57.59,56.51,89.94,17.7
3:31:43,2,0.95,115.1,6.10,6.68,0.23861,7.29,57.40,-999.00,-999.00,-999.00,0,11.45,5.86,4.55,58.08,57.59,56.53,89.94,17.7
3:31:53,2,0.95,115.1,6.10,6.65,0.23881,7.33,57.42,-999.00,-999.00,-999.00,0,11.52,5.89,4.58,58.07,57.62,56.56,89.94,17.7
3:32:04,2,0.95,115.1,6.10,6.62,0.23901,7.30,57.38,-999.00,-999.00,-999.00,0,11.49,5.86,4.55,58.04,57.59,56.51,89.94,17.7
3:32:14,2,0.95,115.1,6.10,6.63,0.23921,7.30,57.41,-999.00,-999.00,-999.00,0,11.49,5.86,4.55,58.06,57.62,56.55,89.94,17.7
3:32:24,2,0.95,115.1,6.20,6.74,0.23941,7.30,57.43,-999.00,-999.00,-999.00,0,11.49,5.86,4.55,58.08,57.64,56.56,89.94,17.7
3:32:35,2,0.95,115.0,6.20,6.78,0.23961,7.29,57.40,-999.00,-999.00,-999.00,0,11.45,5.86,4.55,58.07,57.60,56.52,89.94,17.7
3:32:45,2,0.95,115.0,6.20,6.81,0.23974,7.30,57.41,-999.00,-999.00,-999.00,0,11.49,5.86,4.55,58.06,57.61,56.57,89.94,17.7
3:32:55,2,0.95,115.1,6.20,6.79,0.23995,7.30,57.43,-999.00,-999.00,-999.00,0,11.49,5.86,4.55,58.07,57.64,56.57,89.94,17.7
3:33:05,2,0.95,115.1,6.20,6.80,0.24014,7.31,57.41,-999.00,-999.00,-999.00,0,11.50,5.87,4.56,58.07,57.62,56.54,89.94,17.7
3:33:15,2,0.95,115.1,6.20,6.78,0.24035,7.30,57.42,-999.00,-999.00,-999.00,0,11.49,5.87,4.55,58.07,57.64,56.56,89.94,17.7
3:33:26,2,0.95,115.0,6.20,6.75,0.24055,7.33,57.42,-999.00,-999.00,-999.00,0,11.51,5.89,4.58,58.06,57.64,56.57,89.94,17.8
3:33:36,2,0.95,115.0,6.20,6.76,0.24075,7.30,57.41,-999.00,-999.00,-999.00,0,11.47,5.87,4.55,58.06,57.64,56.54,89.94,17.8
3:33:46,2,0.95,115.0,6.10,6.71,0.24088,7.36,57.43,-999.00,-999.00,-999.00,0,11.53,5.94,4.60,58.08,57.65,56.57,89.94,17.8
3:33:56,2,0.95,115.0,6.10,6.69,0.24108,7.32,57.43,-999.00,-999.00,-999.00,0,11.50,5.88,4.57,58.07,57.64,56.57,89.94,17.7
3:34:06,2,0.95,115.0,6.10,6.65,0.24128,7.33,57.43,-999.00,-999.00,-999.00,0,11.50,5.93,4.57,58.07,57.65,56.57,89.94,17.7
3:34:16,2,0.95,115.0,6.10,6.65,0.24148,7.35,57.44,-999.00,-999.00,-999.00,0,11.53,5.92,4.59,58.09,57.65,56.57,89.94,17.7
3:34:26,2,0.95,115.0,6.10,6.63,0.24168,7.31,57.43,-999.00,-999.00,-999.00,0,11.48,5.91,4.55,58.08,57.65,56.57,89.94,17.7
3:34:37,2,0.95,115.0,6.10,6.67,0.24187,7.33,57.43,-999.00,-999.00,-999.00,0,11.50,5.92,4.56,58.08,57.65,56.57,89.94,17.7
3:34:47,2,0.95,115.0,6.10,6.69,0.24207,7.32,57.44,-999.00,-999.00,-999.00,0,11.48,5.90,4.57,58.09,57.65,56.57,89.94,17.7
3:34:57,2,0.95,115.0,6.10,6.70,0.24227,7.36,57.46,-999.00,-999.00,-999.00,0,11.52,5.95,4.60,58.15,57.65,56.57,89.94,17.7
3:35:07,2,0.95,115.0,6.10,6.69,0.24240,7.37,57.43,-999.00,-999.00,-999.00,0,11.54,5.97,4.61,58.08,57.65,56.57,89.94,17.7
3:35:18,2,0.95,115.0,6.10,6.71,0.24260,7.36,57.44,-999.00,-999.00,-999.00,0,11.51,5.96,4.60,58.11,57.65,56.57,89.94,17.7
3:35:28,2,0.95,115.0,6.20,6.74,0.24280,7.34,57.44,-999.00,-999.00,-999.00,0,11.52,5.91,4.58,58.09,57.65,56.57,89.94,17.7
3:35:38,2,0.95,115.0,6.10,6.71,0.24300,7.38,57.46,-999.00,-999.00,-999.00,0,11.54,5.97,4.62,58.15,57.65,56.57,89.94,17.7
3:35:48,2,0.95,115.0,6.10,6.69,0.24320,7.38,57.44,-999.00,-999.00,-999.00,0,11.54,5.97,4.62,58.10,57.65,56.57,89.94,17.7
3:35:58,2,0.95,115.0,6.10,6.68,0.24340,7.37,57.46,-999.00,-999.00,-999.00,0,11.54,5.97,4.61,58.15,57.65,56.58,89.94,17.7
3:36:08,2,0.95,115.0,6.10,6.68,0.24360,7.36,57.45,-999.00,-999.00,-999.00,0,11.53,5.96,4.60,58.13,57.65,56.57,89.94,17.7
3:36:18,2,0.95,115.0,6.10,6.66,0.24373,7.38,57.45,-999.00,-999.00,-999.00,0,11.54,5.97,4.63,58.11,57.67,56.57,89.94,17.7
3:36:29,2,0.95,115.0,6.10,6.66,0.24393,7.38,57.45,-999.00,-999.00,-999.00,0,11.54,5.97,4.62,58.12,57.66,56.58,89.94,17.7
3:36:39,2,0.95,115.0,6.10,6.71,0.24413,7.38,57.47,-999.00,-999.00,-999.00,0,11.54,5.97,4.63,58.12,57.69,56.59,89.94,17.7
3:36:49,2,0.95,115.0,6.10,6.72,0.24433,7.36,57.46,-999.00,-999.00,-999.00,0,11.51,5.94,4.62,58.12,57.69,56.58,89.94,17.7
3:36:59,2,0.95,115.0,6.10,6.72,0.24453,7.36,57.47,-999.00,-999.00,-999.00,0,11.52,5.96,4.61,58.15,57.68,56.57,89.94,17.7
3:37:10,2,0.95,115.0,6.10,6.68,0.24473,7.33,57.47,-999.00,-999.00,-999.00,0,11.48,5.92,4.60,58.16,57.67,56.59,89.94,17.7
3:37:20,2,0.95,115.0,6.10,6.71,0.24493,7.32,57.48,-999.00,-999.00,-999.00,0,11.44,5.92,4.60,58.15,57.70,56.59,89.94,17.7
3:37:30,2,0.95,115.0,6.10,6.68,0.24513,7.34,57.48,-999.00,-999.00,-999.00,0,11.47,5.94,4.61,58.15,57.70,56.59,89.94,17.7
3:37:41,2,0.95,115.0,6.10,6.68,0.24533,7.33,57.48,-999.00,-999.00,-999.00,0,11.44,5.93,4.61,58.15,57.70,56.59,89.94,17.7
3:37:51,2,0.95,115.0,6.10,6.67,0.24546,7.32,57.48,-999.00,-999.00,-999.00,0,11.43,5.92,4.61,58.14,57.70,56.59,89.94,17.7
3:38:01,2,0.95,115.0,6.10,6.68,0.24566,7.32,57.48,-999.00,-999.00,-999.00,0,11.44,5.92,4.61,58.14,57.70,56.59,89.94,17.7
3:38:11,2,0.95,115.0,6.20,6.77,0.24586,7.33,57.48,-999.00,-999.00,-999.00,0,11.45,5.92,4.61,58.15,57.70,56.59,89.94,17.8
3:38:21,2,0.95,115.1,6.20,6.76,0.24606,7.34,57.47,-999.00,-999.00,-999.00,0,11.49,5.92,4.61,58.13,57.70,56.59,89.94,17.8
3:38:31,2,0.95,115.1,6.20,6.76,0.24626,7.34,57.48,-999.00,-999.00,-999.00,0,11.49,5.92,4.61,58.15,57.70,56.59,89.94,17.8
3:38:41,2,0.95,115.1,6.20,6.78,0.24646,7.36,57.49,-999.00,-999.00,-999.00,0,11.52,5.95,4.62,58.18,57.70,56.59,89.94,17.8
3:38:51,2,0.95,115.1,6.20,6.76,0.24659,7.36,57.50,-999.00,-999.00,-999.00,0,11.53,5.93,4.61,58.20,57.70,56.59,89.94,17.7
3:39:02,2,0.95,115.1,6.10,6.71,0.24679,7.35,57.48,-999.00,-999.00,-999.00,0,11.51,5.93,4.62,58.16,57.70,56.59,89.94,17.7
3:39:12,2,0.95,115.1,6.10,6.72,0.24699,7.37,57.49,-999.00,-999.00,-999.00,0,11.56,5.94,4.62,58.17,57.70,56.59,89.94,17.6
3:39:22,2,0.95,115.1,6.10,6.68,0.24719,7.35,57.50,-999.00,-999.00,-999.00,0,11.52,5.92,4.61,58.20,57.70,56.59,89.94,17.6
3:39:32,2,0.95,115.1,6.10,6.68,0.24739,7.35,57.50,-999.00,-999.00,-999.00,0,11.52,5.92,4.61,58.20,57.70,56.59,89.94,17.6
3:39:43,2,0.95,115.1,6.10,6.64,0.24759,7.36,57.50,-999.00,-999.00,-999.00,0,11.52,5.95,4.62,58.20,57.70,56.59,89.94,17.6
3:39:53,2,0.95,115.1,6.10,6.62,0.24779,7.35,57.49,-999.00,-999.00,-999.00,0,11.49,5.94,4.62,58.19,57.70,56.59,89.94,17.6
3:40:03,2,0.95,115.1,6.10,6.69,0.24792,7.36,57.49,-999.00,-999.00,-999.00,0,11.51,5.94,4.62,58.17,57.70,56.59,89.94,17.6
3:40:13,2,0.95,115.1,6.20,6.75,0.24812,7.34,57.49,-999.00,-999.00,-999.00,0,11.47,5.93,4.61,58.18,57.70,56.59,89.94,17.6
3:40:23,2,0.95,115.1,6.20,6.76,0.24832,7.38,57.50,-999.00,-999.00,-999.00,0,11.53,5.97,4.63,58.20,57.70,56.59,89.94,17.6
3:40:33,2,0.95,115.1,6.20,6.75,0.24852,7.38,57.51,-999.00,-999.00,-999.00,0,11.52,5.96,4.65,58.20,57.71,56.62,89.94,17.6
3:40:43,2,0.95,115.1,6.20,6.74,0.24872,7.37,57.52,-999.00,-999.00,-999.00,0,11.51,5.98,4.63,58.20,57.72,56.65,89.94,17.7
3:40:54,2,0.95,115.1,6.20,6.75,0.24892,7.38,57.52,-999.00,-999.00,-999.00,0,11.52,5.99,4.62,58.20,57.73,56.63,89.94,17.7
3:41:04,2,0.95,115.1,6.10,6.68,0.24912,7.38,57.52,-999.00,-999.00,-999.00,0,11.54,5.98,4.63,58.20,57.72,56.65,89.94,17.7
3:41:14,2,0.95,115.1,6.10,6.68,0.24932,7.39,57.53,-999.00,-999.00,-999.00,0,11.52,5.99,4.66,58.20,57.73,56.65,89.94,17.7
3:41:24,2,0.95,115.1,6.10,6.67,0.24945,7.40,57.53,-999.00,-999.00,-999.00,0,11.54,5.98,4.67,58.20,57.73,56.65,89.94,17.7
3:41:34,2,0.95,115.1,6.10,6.64,0.24965,7.39,57.52,-999.00,-999.00,-999.00,0,11.54,6.00,4.64,58.19,57.73,56.65,89.94,17.7
3:41:45,2,0.95,115.1,6.10,6.68,0.24985,7.37,57.52,-999.00,-999.00,-999.00,0,11.51,5.97,4.62,58.20,57.73,56.64,89.94,17.7
3:41:55,2,0.95,115.0,6.10,6.72,0.25005,7.37,57.53,-999.00,-999.00,-999.00,0,11.51,5.98,4.62,58.21,57.73,56.65,89.94,17.7
3:42:05,2,0.95,115.0,6.20,6.74,0.25025,7.39,57.52,-999.00,-999.00,-999.00,0,11.53,5.99,4.64,58.21,57.73,56.62,89.94,17.7
3:42:15,2,0.95,115.0,6.20,6.74,0.25044,7.40,57.54,-999.00,-999.00,-999.00,0,11.54,5.99,4.67,58.23,57.73,56.65,89.94,17.7
3:42:25,2,0.95,115.0,6.20,6.74,0.25065,7.37,57.53,-999.00,-999.00,-999.00,0,11.50,5.97,4.63,58.22,57.73,56.65,89.94,17.7
3:42:35,2,0.95,115.0,6.10,6.72,0.25078,7.35,57.53,-999.00,-999.00,-999.00,0,11.45,5.97,4.62,58.22,57.73,56.65,89.94,17.7
3:42:46,2,0.95,115.0,6.10,6.72,0.25098,7.36,57.54,-999.00,-999.00,-999.00,0,11.46,5.98,4.65,58.23,57.73,56.65,89.94,17.7
3:42:56,2,0.95,115.0,6.10,6.71,0.25118,7.37,57.54,-999.00,-999.00,-999.00,0,11.47,5.99,4.66,58.23,57.73,56.65,89.94,17.7
3:43:06,2,0.95,115.0,6.10,6.68,0.25138,7.35,57.54,-999.00,-999.00,-999.00,0,11.46,5.96,4.64,58.23,57.73,56.65,89.94,17.7
3:43:16,2,0.95,115.0,6.10,6.68,0.25158,7.39,57.54,-999.00,-999.00,-999.00,0,11.49,6.00,4.69,58.23,57.73,56.65,89.94,17.7
3:43:26,2,0.95,115.0,6.10,6.64,0.25178,7.36,57.54,-999.00,-999.00,-999.00,0,11.46,5.98,4.64,58.23,57.73,56.65,89.94,17.7
3:43:36,2,0.95,115.0,6.10,6.63,0.25197,7.37,57.54,-999.00,-999.00,-999.00,0,11.47,5.99,4.66,58.23,57.74,56.65,89.94,17.7
3:43:47,2,0.95,115.0,6.00,6.60,0.25217,7.39,57.56,-999.00,-999.00,-999.00,0,11.51,5.99,4.68,58.23,57.76,56.68,89.94,17.7
3:43:57,2,0.95,115.0,6.10,6.61,0.25230,7.36,57.54,-999.00,-999.00,-999.00,0,11.48,5.98,4.63,58.23,57.75,56.65,89.94,17.7
3:44:07,2,0.95,115.0,6.10,6.62,0.25250,7.36,57.54,-999.00,-999.00,-999.00,0,11.48,5.97,4.63,58.23,57.75,56.65,89.94,17.7
3:44:17,2,0.95,115.0,6.10,6.68,0.25269,7.39,57.55,-999.00,-999.00,-999.00,0,11.52,5.98,4.66,58.23,57.75,56.68,89.94,17.7
3:44:27,2,0.95,115.0,6.20,6.74,0.25289,7.37,57.55,-999.00,-999.00,-999.00,0,11.51,5.97,4.64,58.23,57.77,56.66,89.94,17.7
3:44:38,2,0.95,115.0,6.20,6.75,0.25309,7.37,57.56,-999.00,-999.00,-999.00,0,11.51,5.97,4.63,58.23,57.78,56.66,89.94,17.7
3:44:48,2,0.95,115.0,6.20,6.76,0.25329,7.38,57.56,-999.00,-999.00,-999.00,0,11.54,5.97,4.63,58.23,57.76,56.70,89.94,17.8
3:44:58,2,0.95,115.0,6.20,6.77,0.25350,7.39,57.56,-999.00,-999.00,-999.00,0,11.55,5.98,4.65,58.23,57.78,56.67,89.94,17.8
3:45:08,2,0.95,115.0,6.20,6.76,0.25363,7.39,57.56,-999.00,-999.00,-999.00,0,11.55,5.97,4.64,58.23,57.77,56.69,89.94,17.8
3:45:18,2,0.95,115.1,6.20,6.76,0.25383,7.37,57.56,-999.00,-999.00,-999.00,0,11.51,5.97,4.64,58.23,57.76,56.70,89.94,17.8
3:45:28,2,0.95,115.1,6.20,6.73,0.25403,7.41,57.57,-999.00,-999.00,-999.00,0,11.56,5.99,4.67,58.23,57.78,56.70,89.94,17.8
3:45:38,2,0.95,115.1,6.20,6.74,0.25423,7.40,57.57,-999.00,-999.00,-999.00,0,11.53,5.99,4.68,58.23,57.78,56.70,89.94,17.8
3:45:49,2,0.95,115.0,6.10,6.73,0.25443,7.37,57.58,-999.00,-999.00,-999.00,0,11.50,5.97,4.64,58.26,57.78,56.70,89.94,17.8
3:45:59,2,0.95,115.1,6.10,6.70,0.25463,7.38,57.57,-999.00,-999.00,-999.00,0,11.51,5.98,4.65,58.23,57.78,56.70,89.94,17.8
3:46:09,2,0.95,115.0,6.10,6.68,0.25483,7.36,57.57,-999.00,-999.00,-999.00,0,11.49,5.97,4.63,58.24,57.78,56.70,89.94,17.8
3:46:19,2,0.95,115.0,6.10,6.67,0.25496,7.36,57.58,-999.00,-999.00,-999.00,0,11.49,5.97,4.63,58.26,57.78,56.70,89.94,17.8
3:46:30,2,0.95,115.1,6.10,6.68,0.25516,7.37,57.58,-999.00,-999.00,-999.00,0,11.50,5.98,4.63,58.26,57.78,56.70,89.94,17.8
3:46:40,2,0.95,115.1,6.10,6.68,0.25536,7.37,57.57,-999.00,-999.00,-999.00,0,11.50,5.97,4.63,58.24,57.78,56.70,89.94,17.8
3:46:50,2,0.95,115.1,6.10,6.64,0.25556,7.35,57.59,-999.00,-999.00,-999.00,0,11.46,5.97,4.63,58.28,57.78,56.70,89.94,17.8
3:47:00,2,0.95,115.1,6.10,6.64,0.25576,7.38,57.58,-999.00,-999.00,-999.00,0,11.51,5.98,4.65,58.25,57.78,56.70,89.94,17.8
3:47:10,2,0.95,115.1,6.10,6.64,0.25596,7.39,57.58,-999.00,-999.00,-999.00,0,11.51,5.99,4.67,58.27,57.78,56.70,89.94,17.8
3:47:20,2,0.95,115.1,6.10,6.71,0.25615,7.37,57.59,-999.00,-999.00,-999.00,0,11.50,5.97,4.63,58.28,57.78,56.70,89.94,17.8
3:47:30,2,0.95,115.1,6.20,6.77,0.25629,7.37,57.58,-999.00,-999.00,-999.00,0,11.50,5.97,4.64,58.27,57.78,56.70,89.94,17.8
3:47:41,2,0.95,115.1,6.20,6.79,0.25649,7.37,57.60,-999.00,-999.00,-999.00,0,11.50,5.97,4.64,58.28,57.81,56.72,89.94,17.8
3:47:51,2,0.95,115.1,6.20,6.78,0.25669,7.38,57.59,-999.00,-999.00,-999.00,0,11.50,5.99,4.64,58.28,57.79,56.71,89.94,17.8
3:48:01,2,0.95,115.1,6.20,6.78,0.25689,7.38,57.59,-999.00,-999.00,-999.00,0,11.51,5.99,4.64,58.28,57.78,56.70,89.94,17.8
3:48:11,2,0.95,115.1,6.20,6.79,0.25709,7.37,57.58,-999.00,-999.00,-999.00,0,11.50,5.97,4.64,58.27,57.78,56.70,89.94,17.8
3:48:21,2,0.95,115.1,6.20,6.78,0.25729,7.39,57.59,-999.00,-999.00,-999.00,0,11.52,5.99,4.66,58.28,57.79,56.71,89.94,17.8
