0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,RoomTemp,Humidity
1:04:03,2,0.95,115.0,6.60,7.29,0.07210,5.98,55.16,-999.00,-999.00,-999.00,0,9.88,4.42,3.64,55.94,55.34,54.20,89.94,18.5
1:04:14,2,0.95,115.0,6.60,7.26,0.07231,5.96,55.16,-999.00,-999.00,-999.00,0,9.82,4.43,3.62,55.94,55.34,54.20,89.94,18.5
1:04:24,2,0.95,115.0,6.60,7.20,0.07246,5.96,55.15,-999.00,-999.00,-999.00,0,9.86,4.40,3.62,55.93,55.33,54.19,89.94,18.5
1:04:34,2,0.95,115.0,6.50,7.10,0.07267,5.96,55.15,-999.00,-999.00,-999.00,0,9.87,4.39,3.62,55.92,55.33,54.20,89.94,18.5
1:04:44,2,0.95,115.0,6.40,7.06,0.07288,5.96,55.16,-999.00,-999.00,-999.00,0,9.87,4.39,3.62,55.96,55.33,54.20,89.94,18.5
1:04:54,2,0.95,115.0,6.40,6.96,0.07309,5.95,55.14,-999.00,-999.00,-999.00,0,9.88,4.37,3.61,55.94,55.31,54.18,89.94,18.5
1:05:04,2,0.95,115.0,6.30,6.90,0.07330,5.98,55.14,-999.00,-999.00,-999.00,0,9.92,4.40,3.63,55.93,55.30,54.18,89.94,18.5
1:05:15,2,0.95,115.0,6.20,6.81,0.07350,6.00,55.17,-999.00,-999.00,-999.00,0,9.95,4.40,3.65,55.97,55.33,54.20,89.94,18.5
1:05:25,2,0.95,115.0,6.20,6.74,0.07370,5.99,55.16,-999.00,-999.00,-999.00,0,9.95,4.40,3.62,55.95,55.31,54.22,89.94,18.5
1:05:35,2,0.95,115.0,6.20,6.74,0.07383,6.01,55.18,-999.00,-999.00,-999.00,0,9.99,4.38,3.65,55.97,55.35,54.23,89.94,18.5
1:05:45,2,0.95,115.0,6.20,6.78,0.07403,6.00,55.20,-999.00,-999.00,-999.00,0,10.00,4.38,3.63,55.97,55.38,54.25,89.94,18.5
1:05:55,2,0.95,115.0,6.30,6.83,0.07424,5.97,55.17,-999.00,-999.00,-999.00,0,9.96,4.35,3.61,55.95,55.34,54.22,89.94,18.5
1:06:06,2,0.95,115.0,6.30,6.87,0.07444,5.99,55.18,-999.00,-999.00,-999.00,0,9.94,4.39,3.63,55.96,55.35,54.22,89.94,18.5
1:06:16,2,0.95,115.0,6.40,6.97,0.07465,5.96,55.17,-999.00,-999.00,-999.00,0,9.86,4.39,3.64,55.96,55.34,54.20,89.94,18.5
1:06:27,2,0.95,115.0,6.40,7.06,0.07486,5.93,55.16,-999.00,-999.00,-999.00,0,9.76,4.40,3.62,55.93,55.34,54.20,89.94,18.5
1:06:37,2,0.95,115.0,6.50,7.17,0.07507,5.90,55.17,-999.00,-999.00,-999.00,0,9.69,4.41,3.59,55.95,55.35,54.22,89.94,18.5
1:06:47,2,0.96,115.0,6.60,7.22,0.07528,5.87,55.21,-999.00,-999.00,-999.00,0,9.63,4.39,3.59,56.01,55.37,54.24,89.94,18.5
1:06:57,2,0.95,115.0,6.60,7.20,0.07542,5.87,55.20,-999.00,-999.00,-999.00,0,9.62,4.41,3.59,55.99,55.37,54.25,89.94,18.5
1:07:07,2,0.95,115.0,6.50,7.16,0.07564,5.87,55.17,-999.00,-999.00,-999.00,0,9.61,4.42,3.59,55.98,55.34,54.20,89.94,18.5
1:07:18,2,0.95,115.0,6.50,7.09,0.07585,5.86,55.17,-999.00,-999.00,-999.00,0,9.60,4.40,3.59,55.98,55.34,54.20,89.94,18.5
1:07:28,2,0.95,115.0,6.40,7.05,0.07606,5.87,55.19,-999.00,-999.00,-999.00,0,9.60,4.41,3.59,55.99,55.37,54.21,89.94,18.5
1:07:38,2,0.95,115.0,6.40,7.03,0.07627,5.86,55.17,-999.00,-999.00,-999.00,0,9.59,4.39,3.59,55.98,55.34,54.20,89.94,18.5
1:07:48,2,0.95,115.0,6.30,6.94,0.07648,5.86,55.21,-999.00,-999.00,-999.00,0,9.59,4.39,3.59,56.01,55.38,54.23,89.94,18.5
1:07:58,2,0.95,115.0,6.30,6.91,0.07668,5.86,55.19,-999.00,-999.00,-999.00,0,9.62,4.39,3.57,55.98,55.38,54.22,89.94,18.5
1:08:08,2,0.95,115.0,6.30,6.83,0.07689,5.87,55.19,-999.00,-999.00,-999.00,0,9.62,4.39,3.59,55.98,55.38,54.21,89.94,18.5
1:08:19,2,0.95,115.0,6.20,6.78,0.07702,5.89,55.20,-999.00,-999.00,-999.00,0,9.67,4.41,3.59,55.98,55.39,54.24,89.94,18.5
1:08:29,2,0.95,115.0,6.20,6.75,0.07722,5.90,55.21,-999.00,-999.00,-999.00,0,9.67,4.43,3.59,55.98,55.39,54.26,89.94,18.5
1:08:39,2,0.95,115.0,6.30,6.83,0.07743,5.91,55.21,-999.00,-999.00,-999.00,0,9.72,4.41,3.59,55.98,55.39,54.25,89.94,18.5
1:08:49,2,0.95,115.0,6.30,6.86,0.07763,5.91,55.22,-999.00,-999.00,-999.00,0,9.73,4.41,3.59,56.00,55.39,54.26,89.94,18.5
1:08:59,2,0.95,115.0,6.30,6.86,0.07783,5.92,55.22,-999.00,-999.00,-999.00,0,9.78,4.40,3.59,56.02,55.39,54.26,89.94,18.5
1:09:10,2,0.95,115.0,6.30,6.86,0.07804,5.92,55.24,-999.00,-999.00,-999.00,0,9.78,4.40,3.59,56.04,55.41,54.26,89.94,18.5
1:09:20,2,0.95,115.0,6.30,6.84,0.07824,5.91,55.21,-999.00,-999.00,-999.00,0,9.76,4.38,3.59,55.99,55.39,54.26,89.94,18.5
1:09:30,2,0.95,115.0,6.30,6.88,0.07845,5.89,55.25,-999.00,-999.00,-999.00,0,9.68,4.40,3.59,56.04,55.43,54.27,89.94,18.5
1:09:41,2,0.95,115.0,6.40,6.97,0.07865,5.82,55.23,-999.00,-999.00,-999.00,0,9.59,4.36,3.52,56.03,55.39,54.26,89.94,18.5
1:09:51,2,0.95,115.0,6.40,7.01,0.07879,5.80,55.23,-999.00,-999.00,-999.00,0,9.50,4.38,3.53,56.03,55.39,54.26,89.94,18.5
1:10:02,2,0.95,115.0,6.40,7.05,0.07900,5.79,55.24,-999.00,-999.00,-999.00,0,9.43,4.40,3.53,56.03,55.41,54.27,89.94,18.4
1:10:12,2,0.95,115.0,6.50,7.11,0.07921,5.74,55.24,-999.00,-999.00,-999.00,0,9.34,4.40,3.49,56.03,55.42,54.28,89.94,18.4
1:10:22,2,0.95,115.0,6.50,7.18,0.07942,5.72,55.24,-999.00,-999.00,-999.00,0,9.26,4.42,3.48,56.03,55.42,54.26,89.94,18.4
1:10:32,2,0.95,115.0,6.50,7.16,0.07963,5.70,55.24,-999.00,-999.00,-999.00,0,9.24,4.40,3.47,56.03,55.41,54.27,89.94,18.4
1:10:43,2,0.95,115.0,6.40,7.07,0.07985,5.70,55.24,-999.00,-999.00,-999.00,0,9.24,4.38,3.47,56.03,55.42,54.27,89.94,18.4
1:10:53,2,0.95,115.0,6.40,7.01,0.08006,5.69,55.24,-999.00,-999.00,-999.00,0,9.24,4.37,3.47,56.03,55.42,54.27,89.94,18.4
1:11:03,2,0.95,115.0,6.40,7.00,0.08026,5.67,55.24,-999.00,-999.00,-999.00,0,9.24,4.33,3.43,56.03,55.42,54.26,89.94,18.4
1:11:13,2,0.95,115.0,6.30,6.90,0.08040,5.70,55.25,-999.00,-999.00,-999.00,0,9.28,4.36,3.46,56.04,55.42,54.28,89.94,18.4
1:11:23,2,0.95,115.0,6.30,6.84,0.08060,5.69,55.24,-999.00,-999.00,-999.00,0,9.30,4.34,3.44,56.03,55.42,54.28,89.94,18.4
1:11:33,2,0.95,115.0,6.20,6.83,0.08081,5.73,55.26,-999.00,-999.00,-999.00,0,9.35,4.37,3.48,56.05,55.45,54.28,89.94,18.4
1:11:44,2,0.95,115.0,6.30,6.84,0.08101,5.71,55.25,-999.00,-999.00,-999.00,0,9.36,4.34,3.44,56.04,55.42,54.28,89.94,18.4
1:11:54,2,0.95,115.1,6.30,6.87,0.08122,5.72,55.25,-999.00,-999.00,-999.00,0,9.36,4.35,3.44,56.04,55.42,54.28,89.94,18.4
1:12:04,2,0.95,115.1,6.30,6.91,0.08142,5.70,55.25,-999.00,-999.00,-999.00,0,9.35,4.33,3.43,56.06,55.42,54.28,89.94,18.4
1:12:14,2,0.95,115.1,6.30,6.92,0.08163,5.73,55.25,-999.00,-999.00,-999.00,0,9.36,4.37,3.47,56.06,55.42,54.28,89.94,18.4
1:12:24,2,0.95,115.1,6.30,6.94,0.08176,5.69,55.25,-999.00,-999.00,-999.00,0,9.30,4.33,3.43,56.06,55.42,54.28,89.94,18.4
1:12:34,2,0.95,115.1,6.30,6.95,0.08197,5.70,55.27,-999.00,-999.00,-999.00,0,9.31,4.34,3.44,56.06,55.47,54.28,89.94,18.4
1:12:45,2,0.95,115.1,6.40,6.96,0.08218,5.70,55.27,-999.00,-999.00,-999.00,0,9.32,4.35,3.44,56.06,55.46,54.28,89.94,18.4
1:12:55,2,0.95,115.0,6.30,6.90,0.08239,5.69,55.27,-999.00,-999.00,-999.00,0,9.30,4.33,3.43,56.06,55.45,54.31,89.94,18.4
1:13:05,2,0.95,115.0,6.30,6.87,0.08259,5.68,55.28,-999.00,-999.00,-999.00,0,9.28,4.33,3.43,56.07,55.48,54.30,89.94,18.4
1:13:15,2,0.95,115.0,6.20,6.80,0.08279,5.68,55.29,-999.00,-999.00,-999.00,0,9.29,4.33,3.42,56.06,55.48,54.34,89.94,18.4
1:13:25,2,0.95,115.1,6.20,6.72,0.08299,5.71,55.29,-999.00,-999.00,-999.00,0,9.36,4.35,3.43,56.06,55.48,54.34,89.94,18.4
1:13:36,2,0.95,115.1,6.10,6.80,0.08320,5.71,55.29,-999.00,-999.00,-999.00,0,9.37,4.34,3.43,56.06,55.48,54.34,89.94,18.4
1:13:46,2,0.95,115.1,6.10,6.64,0.08333,5.72,55.30,-999.00,-999.00,-999.00,0,9.39,4.33,3.43,56.09,55.48,54.34,89.94,18.4
1:13:57,2,0.95,115.1,6.10,6.60,0.08353,5.74,55.30,-999.00,-999.00,-999.00,0,9.42,4.36,3.45,56.07,55.48,54.34,89.94,18.4
1:14:07,2,0.95,115.1,6.00,6.59,0.08372,5.72,55.29,-999.00,-999.00,-999.00,0,9.41,4.34,3.42,56.06,55.48,54.34,89.94,18.4
1:14:17,2,0.95,115.1,6.10,6.70,0.08392,5.75,55.31,-999.00,-999.00,-999.00,0,9.42,4.36,3.46,56.10,55.48,54.34,89.94,18.3
1:14:27,2,0.95,115.1,6.20,6.77,0.08412,5.72,55.32,-999.00,-999.00,-999.00,0,9.40,4.33,3.43,56.11,55.50,54.35,89.94,18.3
1:14:37,2,0.95,115.0,6.20,6.80,0.08432,5.72,55.33,-999.00,-999.00,-999.00,0,9.41,4.33,3.43,56.11,55.51,54.37,89.94,18.3
1:14:47,2,0.95,115.0,6.30,6.84,0.08452,5.71,55.33,-999.00,-999.00,-999.00,0,9.36,4.33,3.43,56.11,55.52,54.37,89.94,18.3
1:14:58,2,0.95,115.0,6.30,6.86,0.08473,5.71,55.34,-999.00,-999.00,-999.00,0,9.33,4.35,3.46,56.11,55.53,54.37,89.94,18.3
1:15:08,2,0.95,115.0,6.30,6.88,0.08486,5.68,55.33,-999.00,-999.00,-999.00,0,9.30,4.33,3.40,56.11,55.52,54.37,89.94,18.4
1:15:18,2,0.95,115.0,6.30,6.89,0.08507,5.68,55.34,-999.00,-999.00,-999.00,0,9.29,4.33,3.42,56.11,55.53,54.37,89.94,18.4
1:15:28,2,0.95,115.0,6.30,6.86,0.08527,5.70,55.34,-999.00,-999.00,-999.00,0,9.35,4.33,3.41,56.11,55.53,54.37,89.94,18.4
1:15:38,2,0.95,115.0,6.20,6.79,0.08548,5.70,55.34,-999.00,-999.00,-999.00,0,9.36,4.33,3.42,56.11,55.53,54.37,89.94,18.4
1:15:48,2,0.95,115.0,6.20,6.75,0.08568,5.72,55.34,-999.00,-999.00,-999.00,0,9.40,4.34,3.42,56.11,55.53,54.37,89.94,18.4
1:15:59,2,0.95,115.0,6.10,6.70,0.08588,5.71,55.34,-999.00,-999.00,-999.00,0,9.40,4.33,3.40,56.11,55.53,54.38,89.94,18.4
1:16:09,2,0.95,115.0,6.10,6.69,0.08608,5.71,55.35,-999.00,-999.00,-999.00,0,9.39,4.33,3.42,56.12,55.53,54.39,89.94,18.4
1:16:19,2,0.95,115.0,6.10,6.64,0.08621,5.72,55.34,-999.00,-999.00,-999.00,0,9.40,4.33,3.42,56.11,55.53,54.37,89.94,18.4
1:16:29,2,0.95,115.0,6.10,6.63,0.08640,5.73,55.35,-999.00,-999.00,-999.00,0,9.43,4.33,3.43,56.11,55.53,54.40,89.94,18.4
1:16:39,2,0.95,115.0,6.10,6.60,0.08660,5.73,55.37,-999.00,-999.00,-999.00,0,9.44,4.33,3.42,56.14,55.54,54.42,89.94,18.4
1:16:50,2,0.95,115.0,6.10,6.63,0.08680,5.73,55.36,-999.00,-999.00,-999.00,0,9.44,4.33,3.42,56.13,55.54,54.42,89.94,18.4
1:17:00,2,0.95,115.0,6.20,6.73,0.08700,5.72,55.37,-999.00,-999.00,-999.00,0,9.42,4.33,3.41,56.14,55.55,54.42,89.94,18.4
1:17:10,2,0.95,115.0,6.20,6.79,0.08720,5.72,55.37,-999.00,-999.00,-999.00,0,9.40,4.35,3.42,56.14,55.55,54.42,89.94,18.3
1:17:20,2,0.95,115.0,6.20,6.80,0.08740,5.71,55.36,-999.00,-999.00,-999.00,0,9.40,4.33,3.41,56.14,55.53,54.42,89.94,18.3
1:17:30,2,0.95,115.0,6.30,6.85,0.08760,5.73,55.37,-999.00,-999.00,-999.00,0,9.44,4.35,3.41,56.14,55.56,54.42,89.94,18.3
1:17:40,2,0.95,115.0,6.20,6.81,0.08774,5.75,55.37,-999.00,-999.00,-999.00,0,9.46,4.36,3.42,56.14,55.56,54.42,89.94,18.3
1:17:50,2,0.95,115.0,6.20,6.80,0.08794,5.77,55.37,-999.00,-999.00,-999.00,0,9.48,4.38,3.44,56.14,55.56,54.42,89.94,18.3
1:18:01,2,0.95,115.0,6.20,6.78,0.08814,5.77,55.37,-999.00,-999.00,-999.00,0,9.48,4.37,3.46,56.14,55.56,54.42,89.94,18.3
1:18:11,2,0.95,115.0,6.20,6.76,0.08834,5.75,55.38,-999.00,-999.00,-999.00,0,9.47,4.36,3.43,56.15,55.56,54.43,89.94,18.3
1:18:21,2,0.95,115.0,6.20,6.72,0.08854,5.79,55.37,-999.00,-999.00,-999.00,0,9.54,4.37,3.47,56.14,55.56,54.42,89.94,18.3
1:18:31,2,0.95,115.0,6.10,6.67,0.08874,5.76,55.39,-999.00,-999.00,-999.00,0,9.54,4.33,3.41,56.16,55.56,54.44,89.94,18.3
1:18:42,2,0.95,115.0,6.10,6.63,0.08888,5.79,55.40,-999.00,-999.00,-999.00,0,9.58,4.36,3.43,56.15,55.56,54.48,89.94,18.3
1:18:52,2,0.95,115.0,6.10,6.61,0.08907,5.79,55.39,-999.00,-999.00,-999.00,0,9.60,4.34,3.43,56.14,55.56,54.46,89.94,18.3
1:19:02,2,0.95,115.0,6.10,6.61,0.08927,5.77,55.39,-999.00,-999.00,-999.00,0,9.55,4.33,3.42,56.14,55.58,54.46,89.94,18.3
1:19:13,2,0.95,115.0,6.20,6.78,0.08947,5.75,55.41,-999.00,-999.00,-999.00,0,9.48,4.34,3.44,56.19,55.57,54.47,89.94,18.3
1:19:23,2,0.95,115.0,6.30,6.87,0.08967,5.71,55.41,-999.00,-999.00,-999.00,0,9.39,4.34,3.41,56.17,55.58,54.48,89.94,18.3
1:19:33,2,0.95,115.0,6.40,7.00,0.08987,5.71,55.43,-999.00,-999.00,-999.00,0,9.35,4.36,3.42,56.20,55.61,54.48,89.94,18.3
1:19:43,2,0.95,115.0,6.40,7.03,0.09008,5.68,55.40,-999.00,-999.00,-999.00,0,9.30,4.33,3.40,56.17,55.57,54.45,89.94,18.3
1:19:54,2,0.95,115.0,6.40,7.03,0.09029,5.68,55.43,-999.00,-999.00,-999.00,0,9.31,4.34,3.38,56.20,55.60,54.48,89.94,18.3
1:20:04,2,0.95,115.0,6.40,7.02,0.09050,5.67,55.42,-999.00,-999.00,-999.00,0,9.27,4.33,3.40,56.17,55.61,54.48,89.94,18.3
1:20:15,2,0.95,115.0,6.40,6.98,0.09071,5.66,55.43,-999.00,-999.00,-999.00,0,9.24,4.33,3.40,56.20,55.61,54.48,89.94,18.3
1:20:25,2,0.95,115.0,6.30,6.94,0.09092,5.68,55.43,-999.00,-999.00,-999.00,0,9.30,4.34,3.41,56.20,55.61,54.48,89.94,18.3
1:20:35,2,0.95,115.0,6.30,6.88,0.09105,5.67,55.43,-999.00,-999.00,-999.00,0,9.29,4.33,3.40,56.20,55.61,54.48,89.94,18.3
1:20:45,2,0.95,115.0,6.30,6.84,0.09126,5.69,55.43,-999.00,-999.00,-999.00,0,9.35,4.33,3.40,56.20,55.61,54.48,90.14,18.3
1:20:55,2,0.95,115.0,6.20,6.78,0.09146,5.69,55.43,-999.00,-999.00,-999.00,0,9.35,4.33,3.40,56.20,55.61,54.48,90.14,18.3
1:21:05,2,0.95,115.0,6.20,6.71,0.09166,5.69,55.43,-999.00,-999.00,-999.00,0,9.35,4.33,3.40,56.20,55.61,54.48,90.14,18.3
1:21:16,2,0.95,115.0,6.20,6.72,0.09186,5.69,55.43,-999.00,-999.00,-999.00,0,9.35,4.32,3.40,56.20,55.61,54.49,90.14,18.3
1:21:26,2,0.95,115.0,6.20,6.74,0.09206,5.68,55.44,-999.00,-999.00,-999.00,0,9.30,4.33,3.40,56.21,55.61,54.50,90.14,18.2
1:21:37,2,0.95,115.0,6.30,6.88,0.09226,5.65,55.43,-999.00,-999.00,-999.00,0,9.26,4.31,3.39,56.21,55.61,54.48,90.14,18.2
1:21:47,2,0.95,115.0,6.40,6.97,0.09247,5.64,55.45,-999.00,-999.00,-999.00,0,9.24,4.30,3.37,56.22,55.64,54.49,90.14,18.2
1:21:57,2,0.95,115.1,6.40,7.00,0.09261,5.65,55.45,-999.00,-999.00,-999.00,0,9.21,4.33,3.40,56.24,55.62,54.50,90.14,18.2
1:22:07,2,0.95,115.0,6.40,7.01,0.09282,5.64,55.46,-999.00,-999.00,-999.00,0,9.21,4.33,3.39,56.25,55.63,54.50,90.14,18.2
1:22:17,2,0.95,115.0,6.40,7.00,0.09303,5.64,55.47,-999.00,-999.00,-999.00,0,9.21,4.33,3.38,56.25,55.65,54.50,90.14,18.2
1:22:28,2,0.95,115.0,6.40,6.96,0.09323,5.65,55.47,-999.00,-999.00,-999.00,0,9.24,4.33,3.39,56.25,55.67,54.50,90.14,18.2
1:22:38,2,0.95,115.0,6.30,6.88,0.09344,5.65,55.47,-999.00,-999.00,-999.00,0,9.24,4.33,3.38,56.23,55.67,54.50,90.14,18.2
1:22:48,2,0.95,115.0,6.30,6.87,0.09364,5.66,55.47,-999.00,-999.00,-999.00,0,9.27,4.32,3.39,56.25,55.67,54.50,90.14,18.2
1:22:58,2,0.95,115.0,6.20,6.81,0.09385,5.66,55.47,-999.00,-999.00,-999.00,0,9.29,4.30,3.39,56.25,55.67,54.50,90.14,18.2
1:23:08,2,0.95,115.0,6.20,6.74,0.09405,5.68,55.47,-999.00,-999.00,-999.00,0,9.35,4.29,3.40,56.24,55.67,54.50,90.14,18.2
1:23:18,2,0.95,115.0,6.10,6.68,0.09418,5.67,55.46,-999.00,-999.00,-999.00,0,9.35,4.27,3.40,56.21,55.67,54.50,90.14,18.2
1:23:28,2,0.95,115.0,6.10,6.66,0.09438,5.68,55.47,-999.00,-999.00,-999.00,0,9.36,4.27,3.40,56.24,55.67,54.50,90.14,18.2
1:23:39,2,0.95,115.0,6.20,6.74,0.09458,5.68,55.47,-999.00,-999.00,-999.00,0,9.36,4.27,3.40,56.25,55.67,54.50,90.14,18.2
1:23:49,2,0.95,115.0,6.30,6.85,0.09478,5.66,55.49,-999.00,-999.00,-999.00,0,9.30,4.27,3.40,56.24,55.67,54.55,90.14,18.2
1:23:59,2,0.95,115.0,6.40,6.99,0.09499,5.62,55.49,-999.00,-999.00,-999.00,0,9.22,4.27,3.38,56.27,55.68,54.53,90.14,18.2
1:24:09,2,0.95,115.0,6.50,7.09,0.09520,5.55,55.47,-999.00,-999.00,-999.00,0,9.04,4.26,3.34,56.22,55.67,54.53,90.14,18.2
1:24:20,2,0.95,115.0,6.50,7.16,0.09541,5.52,55.49,-999.00,-999.00,-999.00,0,8.94,4.27,3.34,56.23,55.69,54.54,90.14,18.2
1:24:30,2,0.96,115.0,6.60,7.22,0.09555,5.49,55.50,-999.00,-999.00,-999.00,0,8.88,4.27,3.33,56.27,55.69,54.55,90.14,18.2
1:24:40,2,0.95,115.0,6.60,7.22,0.09577,5.47,55.51,-999.00,-999.00,-999.00,0,8.85,4.27,3.30,56.28,55.70,54.56,90.14,18.2
1:24:50,2,0.95,115.0,6.60,7.21,0.09598,5.46,55.51,-999.00,-999.00,-999.00,0,8.83,4.27,3.29,56.28,55.70,54.56,90.14,18.2
1:25:00,2,0.95,115.0,6.50,7.16,0.09619,5.46,55.50,-999.00,-999.00,-999.00,0,8.82,4.27,3.30,56.27,55.68,54.55,90.14,18.2
1:25:10,2,0.95,115.0,6.50,7.09,0.09641,5.45,55.50,-999.00,-999.00,-999.00,0,8.80,4.25,3.29,56.28,55.70,54.53,90.14,18.2
1:25:20,2,0.95,115.0,6.50,7.08,0.09662,5.46,55.51,-999.00,-999.00,-999.00,0,8.82,4.27,3.30,56.28,55.70,54.56,90.14,18.2
1:25:31,2,0.95,115.0,6.40,6.99,0.09683,5.47,55.51,-999.00,-999.00,-999.00,0,8.84,4.27,3.29,56.28,55.70,54.56,90.14,18.2
1:25:41,2,0.95,115.0,6.30,6.91,0.09703,5.47,55.51,-999.00,-999.00,-999.00,0,8.85,4.27,3.29,56.27,55.70,54.56,90.14,18.2
1:25:51,2,0.95,115.0,6.30,6.87,0.09717,5.48,55.51,-999.00,-999.00,-999.00,0,8.88,4.27,3.29,56.27,55.70,54.56,90.14,18.2
1:26:01,2,0.95,115.1,6.20,6.80,0.09738,5.49,55.52,-999.00,-999.00,-999.00,0,8.90,4.26,3.30,56.28,55.70,54.57,90.14,18.2
1:26:12,2,0.95,115.1,6.20,6.77,0.09758,5.48,55.51,-999.00,-999.00,-999.00,0,8.93,4.25,3.27,56.26,55.70,54.56,90.14,18.2
1:26:22,2,0.95,115.1,6.30,6.87,0.09778,5.52,55.53,-999.00,-999.00,-999.00,0,8.96,4.27,3.32,56.30,55.72,54.56,90.14,18.2
1:26:32,2,0.95,115.1,6.30,6.88,0.09798,5.53,55.51,-999.00,-999.00,-999.00,0,9.02,4.27,3.29,56.27,55.70,54.56,90.14,18.2
1:26:43,2,0.95,115.1,6.30,6.87,0.09819,5.54,55.55,-999.00,-999.00,-999.00,0,9.02,4.27,3.32,56.31,55.74,54.59,90.14,18.2
1:26:53,2,0.95,115.1,6.20,6.89,0.09839,5.53,55.54,-999.00,-999.00,-999.00,0,9.04,4.26,3.29,56.31,55.74,54.57,90.14,18.2
1:27:03,2,0.95,115.1,6.30,6.84,0.09860,5.53,55.53,-999.00,-999.00,-999.00,0,9.04,4.27,3.29,56.29,55.72,54.58,90.14,18.2
1:27:13,2,0.95,115.1,6.30,6.85,0.09873,5.50,55.52,-999.00,-999.00,-999.00,0,9.00,4.25,3.25,56.27,55.74,54.56,90.14,18.2
1:27:23,2,0.95,115.1,6.30,6.89,0.09893,5.50,55.55,-999.00,-999.00,-999.00,0,8.97,4.26,3.27,56.29,55.74,54.61,90.14,18.2
1:27:34,2,0.95,115.1,6.40,6.96,0.09914,5.49,55.55,-999.00,-999.00,-999.00,0,8.92,4.27,3.29,56.30,55.75,54.61,90.14,18.2
1:27:44,2,0.95,115.0,6.40,7.01,0.09935,5.47,55.55,-999.00,-999.00,-999.00,0,8.84,4.27,3.29,56.30,55.75,54.61,90.14,18.2
1:27:55,2,0.95,115.0,6.40,7.05,0.09956,5.43,55.56,-999.00,-999.00,-999.00,0,8.80,4.26,3.23,56.32,55.75,54.61,90.14,18.2
1:28:05,2,0.95,115.0,6.50,7.10,0.09977,5.42,55.55,-999.00,-999.00,-999.00,0,8.75,4.25,3.25,56.30,55.75,54.61,90.14,18.2
1:28:15,2,0.95,115.0,6.50,7.10,0.09998,5.41,55.55,-999.00,-999.00,-999.00,0,8.74,4.25,3.23,56.30,55.75,54.61,90.14,18.2
1:28:25,2,0.95,115.0,6.40,7.01,0.10019,5.44,55.56,-999.00,-999.00,-999.00,0,8.80,4.26,3.26,56.31,55.75,54.61,90.14,18.2
1:28:35,2,0.95,115.0,6.40,6.97,0.10039,5.43,55.55,-999.00,-999.00,-999.00,0,8.80,4.26,3.22,56.28,55.75,54.61,90.14,18.2
1:28:46,2,0.95,115.0,6.30,6.88,0.10053,5.45,55.55,-999.00,-999.00,-999.00,0,8.85,4.27,3.24,56.28,55.75,54.61,90.14,18.2
1:28:56,2,0.95,115.0,6.20,6.83,0.10074,5.45,55.55,-999.00,-999.00,-999.00,0,8.85,4.26,3.23,56.28,55.75,54.61,90.14,18.2
1:29:06,2,0.95,115.0,6.20,6.79,0.10094,5.44,55.56,-999.00,-999.00,-999.00,0,8.86,4.24,3.21,56.29,55.78,54.61,90.14,18.2
1:29:16,2,0.95,115.0,6.20,6.74,0.10114,5.50,55.57,-999.00,-999.00,-999.00,0,8.94,4.27,3.29,56.31,55.78,54.63,90.14,18.2
1:29:26,2,0.95,115.0,6.20,6.79,0.10134,5.49,55.58,-999.00,-999.00,-999.00,0,8.95,4.26,3.26,56.32,55.81,54.62,90.14,18.2
1:29:36,2,0.95,115.0,6.20,6.81,0.10154,5.50,55.58,-999.00,-999.00,-999.00,0,8.96,4.25,3.29,56.31,55.80,54.64,90.14,18.2
1:29:46,2,0.95,114.9,6.20,6.81,0.10175,5.51,55.58,-999.00,-999.00,-999.00,0,9.00,4.25,3.28,56.33,55.80,54.62,90.14,18.2
1:29:57,2,0.95,114.9,6.20,6.79,0.10188,5.48,55.59,-999.00,-999.00,-999.00,0,8.97,4.22,3.26,56.33,55.81,54.64,90.14,18.2
1:30:07,2,0.95,114.9,6.30,6.87,0.10208,5.49,55.58,-999.00,-999.00,-999.00,0,8.96,4.24,3.26,56.32,55.79,54.64,90.14,18.2
1:30:17,2,0.95,114.9,6.40,6.96,0.10229,5.45,55.59,-999.00,-999.00,-999.00,0,8.84,4.26,3.25,56.33,55.81,54.64,90.14,18.2
1:30:27,2,0.95,114.9,6.50,7.11,0.10250,5.38,55.59,-999.00,-999.00,-999.00,0,8.68,4.24,3.23,56.33,55.81,54.64,90.14,18.2
1:30:38,2,0.95,114.9,6.60,7.19,0.10271,5.38,55.59,-999.00,-999.00,-999.00,0,8.64,4.27,3.22,56.33,55.81,54.64,90.14,18.2
1:30:48,2,0.95,114.9,6.60,7.23,0.10292,5.35,55.59,-999.00,-999.00,-999.00,0,8.59,4.25,3.22,56.33,55.81,54.64,90.14,18.2
1:30:58,2,0.95,114.9,6.60,7.21,0.10314,5.32,55.59,-999.00,-999.00,-999.00,0,8.54,4.23,3.20,56.33,55.81,54.64,90.14,18.2
