0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,Current Leakage (mA),RoomTemp,Humidity
18:38:52,1,0.00,0,0,0,0,-9.70,34.92,-999.00,-999.00,-999.00,0,-10.15,-10.94,-8.00,36.76,34.26,33.75,9.24569,90.34,69.9
18:39:42,1,0.00,0,0,0,0,-10.06,35.01,-999.00,-999.00,-999.00,0,-10.52,-11.32,-8.33,36.84,34.33,33.86,6.34235,90.34,70.6
18:40:33,1,0.00,0,0,0,0,-10.37,35.06,-999.00,-999.00,-999.00,0,-10.86,-11.68,-8.57,36.89,34.37,33.93,9.24569,90.34,69.7
18:41:23,1,0.00,0,0,0,0,-10.67,35.12,-999.00,-999.00,-999.00,0,-11.15,-11.99,-8.88,36.95,34.43,33.99,6.34235,90.34,69.3
18:42:13,1,0.00,0,0,0,0,-10.66,35.22,-999.00,-999.00,-999.00,0,-11.12,-11.94,-8.93,37.02,34.53,34.10,9.24569,90.34,69.0
18:43:04,1,0.00,0,0,0,0,-10.64,35.29,-999.00,-999.00,-999.00,0,-11.04,-11.92,-8.96,37.09,34.61,34.17,9.24569,90.34,68.6
18:43:54,1,0.00,0,0,0,0,-10.61,35.36,-999.00,-999.00,-999.00,0,-10.96,-11.87,-9.00,37.16,34.68,34.25,9.24569,90.34,68.5
18:44:45,1,0.00,0,0,0,0,-10.56,35.43,-999.00,-999.00,-999.00,0,-10.81,-11.81,-9.06,37.21,34.74,34.33,9.24569,90.34,69.5
18:45:35,1,0.00,0,0,0,0,-10.51,35.49,-999.00,-999.00,-999.00,0,-10.71,-11.75,-9.08,37.24,34.81,34.41,6.34235,90.14,70.4
18:46:25,1,0.00,0,0,0,0,-10.44,35.56,-999.00,-999.00,-999.00,0,-10.55,-11.66,-9.10,37.31,34.87,34.49,6.34235,90.14,70.4
18:47:16,1,0.00,0,0,0,0,-10.35,35.63,-999.00,-999.00,-999.00,0,-10.38,-11.58,-9.09,37.38,34.95,34.57,9.24569,90.14,69.8
18:48:06,1,0.00,0,0,0,0,-10.30,35.69,-999.00,-999.00,-999.00,0,-10.27,-11.52,-9.11,37.43,35.01,34.63,6.34235,90.14,69.3
18:48:57,1,0.00,0,0,0,0,-10.21,35.77,-999.00,-999.00,-999.00,0,-10.06,-11.44,-9.12,37.50,35.09,34.71,6.34235,90.14,69.2
18:49:47,1,0.00,0,0,0,0,-10.10,35.83,-999.00,-999.00,-999.00,0,-9.88,-11.33,-9.08,37.56,35.15,34.79,9.24569,90.14,68.9
18:50:37,1,0.00,0,0,0,0,-9.99,35.90,-999.00,-999.00,-999.00,0,-9.68,-11.23,-9.06,37.63,35.23,34.85,9.24569,90.14,68.6
18:51:28,1,0.00,0,0,0,0,-9.92,35.96,-999.00,-999.00,-999.00,0,-9.55,-11.14,-9.07,37.65,35.28,34.96,9.24569,90.14,68.2
18:52:18,1,0.00,0,0,0,0,-9.81,36.06,-999.00,-999.00,-999.00,0,-9.36,-11.04,-9.02,37.79,35.37,35.03,6.34235,90.14,68.2
18:53:09,1,0.00,0,0,0,0,-9.70,36.13,-999.00,-999.00,-999.00,0,-9.14,-10.95,-9.01,37.83,35.44,35.11,6.34235,90.14,68.5
18:53:59,1,0.00,0,0,0,0,-9.57,36.19,-999.00,-999.00,-999.00,0,-8.92,-10.82,-8.97,37.90,35.50,35.18,9.24569,90.14,68.3
18:54:50,1,0.00,0,0,0,0,-9.44,36.29,-999.00,-999.00,-999.00,0,-8.68,-10.71,-8.94,37.98,35.60,35.29,9.24569,90.14,67.8
18:55:41,1,0.00,0,0,0,0,-9.33,36.35,-999.00,-999.00,-999.00,0,-8.50,-10.58,-8.91,38.04,35.65,35.36,9.24569,90.14,67.8
18:56:31,1,0.00,0,0,0,0,-9.18,36.43,-999.00,-999.00,-999.00,0,-8.26,-10.45,-8.84,38.11,35.75,35.44,9.24569,90.14,68.6
18:57:22,1,0.00,0,0,0,0,-9.04,36.50,-999.00,-999.00,-999.00,0,-8.02,-10.32,-8.78,38.18,35.81,35.51,6.34235,90.14,68.2
18:58:12,1,0.00,0,0,0,0,-8.92,36.57,-999.00,-999.00,-999.00,0,-7.82,-10.20,-8.74,38.23,35.89,35.59,6.34235,90.14,67.8
18:59:02,1,0.00,0,0,0,0,-8.80,36.66,-999.00,-999.00,-999.00,0,-7.63,-10.07,-8.69,38.31,35.97,35.69,6.34235,90.14,67.8
18:59:52,1,0.00,0,0,0,0,-8.65,36.72,-999.00,-999.00,-999.00,0,-7.37,-9.94,-8.63,38.37,36.05,35.73,6.34235,90.14,68.9
19:00:42,1,0.00,0,0,0,0,-8.50,36.79,-999.00,-999.00,-999.00,0,-7.15,-9.80,-8.55,38.43,36.11,35.84,9.24569,90.34,68.4
19:01:33,1,0.00,0,0,0,0,-8.37,36.87,-999.00,-999.00,-999.00,0,-6.94,-9.66,-8.52,38.50,36.18,35.92,9.24569,90.34,68.1
19:02:23,1,0.00,0,0,0,0,-8.20,36.98,-999.00,-999.00,-999.00,0,-6.68,-9.50,-8.42,38.58,36.32,36.04,6.34235,90.34,68.6
19:03:14,1,0.00,0,0,0,0,-8.10,37.05,-999.00,-999.00,-999.00,0,-6.50,-9.39,-8.40,38.66,36.37,36.11,6.34235,90.34,69.3
19:04:05,1,0.00,0,0,0,0,-7.93,37.14,-999.00,-999.00,-999.00,0,-6.25,-9.24,-8.31,38.73,36.48,36.20,9.24569,90.34,69.6
19:04:55,1,0.00,0,0,0,0,-7.77,37.20,-999.00,-999.00,-999.00,0,-6.03,-9.08,-8.20,38.78,36.52,36.31,9.24569,90.34,69.0
19:05:46,1,0.00,0,0,0,0,-7.60,37.24,-999.00,-999.00,-999.00,0,-5.92,-8.83,-8.04,38.81,36.59,36.32,9.24569,90.34,68.9
19:06:36,1,0.00,0,0,0,0,-7.47,37.24,-999.00,-999.00,-999.00,0,-5.86,-8.68,-7.88,38.80,36.60,36.31,9.24569,90.34,69.1
19:07:26,1,0.00,0,0,0,0,-7.44,37.28,-999.00,-999.00,-999.00,0,-5.93,-8.58,-7.82,38.86,36.65,36.34,6.34235,90.14,68.7
19:08:17,1,0.00,0,0,0,0,-7.47,37.28,-999.00,-999.00,-999.00,0,-6.06,-8.58,-7.76,38.86,36.66,36.32,9.24569,90.14,69.0
19:09:07,1,0.00,0,0,0,0,-7.55,37.29,-999.00,-999.00,-999.00,0,-6.26,-8.64,-7.76,38.90,36.66,36.31,6.34235,90.14,68.8
19:09:57,1,0.00,0,0,0,0,-7.64,37.31,-999.00,-999.00,-999.00,0,-6.48,-8.69,-7.76,38.92,36.71,36.31,6.34235,90.14,69.2
19:10:47,1,0.00,0,0,0,0,-7.75,37.31,-999.00,-999.00,-999.00,0,-6.71,-8.73,-7.81,38.92,36.71,36.31,6.34235,90.14,68.6
19:11:38,1,0.00,0,0,0,0,-7.86,37.29,-999.00,-999.00,-999.00,0,-6.93,-8.82,-7.82,38.92,36.71,36.25,6.34235,90.14,68.7
19:12:29,1,0.00,0,0,0,0,-7.96,37.29,-999.00,-999.00,-999.00,0,-7.16,-8.89,-7.84,38.92,36.71,36.25,6.34235,90.14,70.3
19:13:19,1,0.00,0,0,0,0,-8.07,37.33,-999.00,-999.00,-999.00,0,-7.36,-8.97,-7.89,38.95,36.76,36.28,6.34235,90.14,71.1
19:14:09,1,0.00,0,0,0,0,-8.24,37.31,-999.00,-999.00,-999.00,0,-7.64,-9.09,-7.99,38.95,36.75,36.24,9.24569,90.14,71.9
19:14:59,1,0.00,0,0,0,0,-8.35,37.30,-999.00,-999.00,-999.00,0,-7.82,-9.22,-8.00,38.94,36.74,36.22,9.24569,90.14,71.0
19:15:50,1,0.00,0,0,0,0,-8.48,37.30,-999.00,-999.00,-999.00,0,-8.07,-9.33,-8.05,38.95,36.75,36.20,6.34235,90.14,70.5
19:16:41,1,0.00,0,0,0,0,-8.62,37.31,-999.00,-999.00,-999.00,0,-8.28,-9.43,-8.14,38.95,36.77,36.20,9.24569,90.14,70.5
19:17:31,1,0.00,0,0,0,0,-8.73,37.31,-999.00,-999.00,-999.00,0,-8.49,-9.50,-8.19,38.95,36.77,36.20,6.34235,90.14,70.7
19:18:21,1,0.00,0,0,0,0,-8.86,37.30,-999.00,-999.00,-999.00,0,-8.68,-9.64,-8.27,38.95,36.77,36.17,0,90.14,70.5
19:19:11,1,0.00,0,0,0,0,-9.04,37.27,-999.00,-999.00,-999.00,0,-8.94,-9.81,-8.38,38.95,36.71,36.16,9.24569,90.14,70.5
19:20:01,1,0.00,0,0,0,0,-9.20,37.25,-999.00,-999.00,-999.00,0,-9.16,-9.94,-8.50,38.93,36.71,36.12,9.24569,90.14,71.0
19:20:52,1,0.00,0,0,0,0,-9.30,37.24,-999.00,-999.00,-999.00,0,-9.34,-10.02,-8.53,38.95,36.71,36.06,6.34235,90.14,70.8
19:21:43,1,0.00,0,0,0,0,-9.43,37.22,-999.00,-999.00,-999.00,0,-9.53,-10.14,-8.63,38.92,36.67,36.06,9.24569,90.14,70.7
19:22:33,1,0.00,0,0,0,0,-9.59,37.20,-999.00,-999.00,-999.00,0,-9.74,-10.32,-8.71,38.92,36.66,36.03,9.24569,90.14,70.3
19:23:23,1,0.00,0,0,0,0,-9.73,37.20,-999.00,-999.00,-999.00,0,-9.93,-10.44,-8.82,38.92,36.65,36.02,6.34235,90.14,70.3
19:24:14,1,0.00,0,0,0,0,-9.87,37.17,-999.00,-999.00,-999.00,0,-10.12,-10.57,-8.93,38.87,36.64,36.00,9.24569,90.14,70.2
19:25:05,1,0.00,0,0,0,0,-9.99,37.15,-999.00,-999.00,-999.00,0,-10.30,-10.66,-9.01,38.86,36.63,35.97,9.24569,90.14,70.3
19:25:55,1,0.00,0,0,0,0,-10.12,37.14,-999.00,-999.00,-999.00,0,-10.43,-10.82,-9.10,38.86,36.62,35.95,9.24569,90.14,70.5
19:26:46,1,0.00,0,0,0,0,-10.26,37.12,-999.00,-999.00,-999.00,0,-10.62,-10.95,-9.20,38.83,36.61,35.91,6.34235,90.14,70.3
19:27:36,1,0.00,0,0,0,0,-10.38,37.10,-999.00,-999.00,-999.00,0,-10.79,-11.03,-9.32,38.81,36.58,35.91,6.34235,90.14,69.6
19:28:27,1,0.00,0,0,0,0,-10.53,37.09,-999.00,-999.00,-999.00,0,-10.97,-11.22,-9.40,38.81,36.58,35.87,6.34235,90.14,69.9
19:29:17,1,0.00,0,0,0,0,-10.67,37.05,-999.00,-999.00,-999.00,0,-11.14,-11.33,-9.54,38.78,36.52,35.84,6.34235,90.14,70.2
19:30:07,1,0.00,0,0,0,0,-10.80,37.03,-999.00,-999.00,-999.00,0,-11.28,-11.49,-9.63,38.78,36.51,35.81,6.34235,90.14,69.5
19:30:58,1,0.00,0,0,0,0,-10.91,37.01,-999.00,-999.00,-999.00,0,-11.46,-11.58,-9.70,38.77,36.49,35.77,9.24569,90.14,69.5
19:31:48,1,0.00,0,0,0,0,-10.98,36.97,-999.00,-999.00,-999.00,0,-11.50,-11.63,-9.81,38.73,36.44,35.73,9.24569,90.14,71.1
19:32:39,1,0.00,0,0,0,0,-10.97,36.96,-999.00,-999.00,-999.00,0,-11.48,-11.61,-9.81,38.73,36.44,35.70,9.24569,90.14,71.6
19:33:29,1,0.00,0,0,0,0,-10.79,36.90,-999.00,-999.00,-999.00,0,-11.23,-11.44,-9.71,38.68,36.38,35.65,1.35147,90.14,71.3
19:34:19,1,0.00,0,0,0,0,-10.54,36.91,-999.00,-999.00,-999.00,0,-10.87,-11.16,-9.60,38.68,36.38,35.66,6.34235,90.14,70.5
19:35:10,1,0.00,0,0,0,0,-10.27,36.87,-999.00,-999.00,-999.00,0,-10.51,-10.85,-9.46,38.66,36.36,35.59,9.24569,90.14,70.2
19:36:00,1,0.00,0,0,0,0,-9.95,36.86,-999.00,-999.00,-999.00,0,-10.06,-10.52,-9.27,38.64,36.35,35.58,9.24569,90.14,70.1
19:36:51,1,0.00,0,0,0,0,-9.58,36.84,-999.00,-999.00,-999.00,0,-9.56,-10.11,-9.08,38.64,36.30,35.57,9.24569,90.14,70.4
19:37:41,1,0.00,0,0,0,0,-9.21,36.81,-999.00,-999.00,-999.00,0,-9.07,-9.72,-8.83,38.61,36.27,35.54,9.24569,90.14,70.2
19:38:31,1,0.00,0,0,0,0,-8.81,36.83,-999.00,-999.00,-999.00,0,-8.56,-9.28,-8.58,38.63,36.30,35.55,9.24569,90.14,69.9
19:39:22,1,0.00,0,0,0,0,-8.38,36.79,-999.00,-999.00,-999.00,0,-8.03,-8.84,-8.28,38.60,36.25,35.51,9.24569,90.14,70.0
19:40:12,1,0.00,0,0,0,0,-7.98,36.77,-999.00,-999.00,-999.00,0,-7.50,-8.40,-8.03,38.59,36.25,35.48,9.24569,90.14,69.9
19:41:03,1,0.00,0,0,0,0,-7.53,36.74,-999.00,-999.00,-999.00,0,-6.95,-7.91,-7.72,38.54,36.22,35.46,9.24569,90.14,69.7
19:41:53,1,0.00,0,0,0,0,-7.08,36.73,-999.00,-999.00,-999.00,0,-6.43,-7.42,-7.40,38.52,36.22,35.44,9.24569,90.14,70.1
19:42:43,1,0.00,0,0,0,0,-6.63,36.70,-999.00,-999.00,-999.00,0,-5.89,-6.93,-7.08,38.51,36.16,35.43,9.24569,90.14,70.2
19:43:34,1,0.00,0,0,0,0,-6.19,36.69,-999.00,-999.00,-999.00,0,-5.37,-6.46,-6.73,38.51,36.16,35.40,9.24569,90.14,69.8
19:44:24,1,0.00,0,0,0,0,-5.74,36.64,-999.00,-999.00,-999.00,0,-4.83,-5.98,-6.41,38.45,36.11,35.37,6.34235,90.14,69.7
19:45:15,1,0.00,0,0,0,0,-5.26,36.63,-999.00,-999.00,-999.00,0,-4.28,-5.48,-6.03,38.45,36.11,35.34,9.24569,90.14,69.1
19:46:05,1,0.00,0,0,0,0,-4.80,36.60,-999.00,-999.00,-999.00,0,-3.76,-4.98,-5.66,38.40,36.08,35.32,6.34235,90.14,69.3
19:46:55,1,0.00,0,0,0,0,-4.35,36.59,-999.00,-999.00,-999.00,0,-3.24,-4.50,-5.32,38.40,36.08,35.29,6.34235,90.14,69.9
19:47:46,1,0.00,0,0,0,0,-3.90,36.55,-999.00,-999.00,-999.00,0,-2.77,-4.01,-4.93,38.37,36.03,35.26,9.24569,90.14,71.0
19:48:36,1,0.00,0,0,0,0,-3.47,36.55,-999.00,-999.00,-999.00,0,-2.28,-3.57,-4.56,38.36,36.03,35.25,6.34235,90.14,70.7
19:49:27,1,0.00,0,0,0,0,-3.15,36.53,-999.00,-999.00,-999.00,0,-1.97,-3.25,-4.24,38.33,36.01,35.25,9.24569,90.14,70.8
19:50:17,1,0.00,0,0,0,0,-3.03,36.51,-999.00,-999.00,-999.00,0,-1.92,-3.14,-4.03,38.30,36.00,35.22,6.34235,90.14,70.6
19:51:07,1,0.00,0,0,0,0,-3.05,36.47,-999.00,-999.00,-999.00,0,-2.08,-3.16,-3.91,38.28,35.95,35.18,6.34235,90.14,70.3
19:51:58,1,0.00,0,0,0,0,-3.14,36.46,-999.00,-999.00,-999.00,0,-2.30,-3.26,-3.86,38.26,35.95,35.18,6.34235,90.14,70.2
19:52:49,1,0.00,0,0,0,0,-3.27,36.43,-999.00,-999.00,-999.00,0,-2.53,-3.40,-3.87,38.23,35.94,35.13,6.34235,90.14,70.0
19:53:39,1,0.00,0,0,0,0,-3.40,36.41,-999.00,-999.00,-999.00,0,-2.79,-3.56,-3.86,38.23,35.89,35.11,9.24569,90.14,69.7
19:54:29,1,0.00,0,0,0,0,-3.58,36.36,-999.00,-999.00,-999.00,0,-3.10,-3.75,-3.88,38.18,35.83,35.08,6.34235,90.14,69.6
19:55:19,1,0.00,0,0,0,0,-3.77,36.32,-999.00,-999.00,-999.00,0,-3.41,-3.98,-3.93,38.13,35.80,35.04,9.24569,90.14,70.1
19:56:10,1,0.00,0,0,0,0,-4.00,36.30,-999.00,-999.00,-999.00,0,-3.75,-4.21,-4.04,38.12,35.78,34.99,6.34235,90.14,69.9
19:57:00,1,0.00,0,0,0,0,-4.21,36.27,-999.00,-999.00,-999.00,0,-4.05,-4.46,-4.12,38.09,35.75,34.96,9.24569,90.14,69.8
19:57:50,1,0.00,0,0,0,0,-4.39,36.24,-999.00,-999.00,-999.00,0,-4.32,-4.64,-4.20,38.09,35.72,34.91,0,89.94,69.6
19:58:41,1,0.00,0,0,0,0,-4.64,36.20,-999.00,-999.00,-999.00,0,-4.67,-4.93,-4.32,38.04,35.66,34.89,6.34235,89.94,69.6
19:59:31,1,0.00,0,0,0,0,-4.90,36.15,-999.00,-999.00,-999.00,0,-5.01,-5.19,-4.50,37.98,35.64,34.83,6.34235,89.94,69.4
20:00:21,1,0.00,0,0,0,0,-5.14,36.13,-999.00,-999.00,-999.00,0,-5.32,-5.48,-4.62,37.97,35.61,34.80,9.24569,89.94,69.6
20:01:11,1,0.00,0,0,0,0,-5.36,36.13,-999.00,-999.00,-999.00,0,-5.61,-5.72,-4.76,37.98,35.60,34.81,9.24569,89.94,69.9
20:02:02,1,0.00,0,0,0,0,-5.61,36.04,-999.00,-999.00,-999.00,0,-5.92,-5.99,-4.92,37.91,35.50,34.71,6.34235,89.94,70.1
20:02:52,1,0.00,0,0,0,0,-5.85,36.01,-999.00,-999.00,-999.00,0,-6.22,-6.24,-5.08,37.86,35.48,34.69,9.24569,89.94,70.2
20:03:43,1,0.00,0,0,0,0,-6.05,35.98,-999.00,-999.00,-999.00,0,-6.47,-6.47,-5.22,37.83,35.45,34.65,6.34235,89.94,69.6
20:04:33,1,0.00,0,0,0,0,-6.33,35.94,-999.00,-999.00,-999.00,0,-6.79,-6.78,-5.41,37.80,35.41,34.62,6.34235,89.94,69.7
20:05:23,1,0.00,0,0,0,0,-6.59,35.98,-999.00,-999.00,-999.00,0,-7.08,-7.12,-5.58,37.85,35.45,34.63,9.24569,89.94,69.3
20:06:14,1,0.00,0,0,0,0,-6.81,35.96,-999.00,-999.00,-999.00,0,-7.33,-7.35,-5.75,37.82,35.42,34.63,9.24569,89.94,69.8
20:07:04,1,0.00,0,0,0,0,-7.03,35.93,-999.00,-999.00,-999.00,0,-7.59,-7.60,-5.89,37.79,35.41,34.58,6.34235,89.94,69.6
20:07:55,1,0.00,0,0,0,0,-7.22,35.89,-999.00,-999.00,-999.00,0,-7.82,-7.81,-6.02,37.76,35.37,34.55,9.24569,89.94,69.7
20:08:45,1,0.00,0,0,0,0,-7.40,35.87,-999.00,-999.00,-999.00,0,-8.05,-8.01,-6.15,37.76,35.34,34.51,9.24569,89.94,68.4
20:09:35,1,0.00,0,0,0,0,-7.61,35.82,-999.00,-999.00,-999.00,0,-8.30,-8.20,-6.32,37.71,35.28,34.48,9.24569,89.94,69.5
20:10:26,1,0.00,0,0,0,0,-7.79,35.78,-999.00,-999.00,-999.00,0,-8.51,-8.39,-6.46,37.66,35.23,34.44,6.34235,89.94,69.0
20:11:16,1,0.00,0,0,0,0,-7.98,35.75,-999.00,-999.00,-999.00,0,-8.74,-8.57,-6.62,37.65,35.20,34.41,6.34235,89.94,69.4
20:12:07,1,0.00,0,0,0,0,-8.13,35.72,-999.00,-999.00,-999.00,0,-8.92,-8.72,-6.76,37.64,35.15,34.36,9.24569,89.94,70.3
20:12:57,1,0.00,0,0,0,0,-8.33,35.67,-999.00,-999.00,-999.00,0,-9.13,-8.94,-6.93,37.62,35.11,34.27,9.24569,89.94,70.3
20:13:48,1,0.00,0,0,0,0,-8.53,35.64,-999.00,-999.00,-999.00,0,-9.35,-9.13,-7.11,37.57,35.09,34.25,9.24569,89.94,69.3
20:14:39,1,0.00,0,0,0,0,-8.71,35.60,-999.00,-999.00,-999.00,0,-9.53,-9.33,-7.26,37.54,35.04,34.22,9.24569,89.94,69.8
20:15:29,1,0.00,0,0,0,0,-8.85,35.57,-999.00,-999.00,-999.00,0,-9.70,-9.46,-7.39,37.52,35.01,34.17,6.34235,89.94,69.9
20:16:19,1,0.00,0,0,0,0,-9.02,35.52,-999.00,-999.00,-999.00,0,-9.87,-9.63,-7.55,37.49,34.95,34.11,6.34235,89.94,69.6
20:17:10,1,0.00,0,0,0,0,-9.15,35.49,-999.00,-999.00,-999.00,0,-10.05,-9.77,-7.64,37.45,34.90,34.11,9.24569,89.94,69.7
20:18:01,1,0.00,0,0,0,0,-9.32,35.44,-999.00,-999.00,-999.00,0,-10.21,-9.94,-7.81,37.40,34.87,34.06,9.24569,89.94,69.8
20:18:51,1,0.00,0,0,0,0,-9.48,35.40,-999.00,-999.00,-999.00,0,-10.40,-10.10,-7.94,37.38,34.82,34.00,6.34235,89.94,70.1
20:19:41,1,0.00,0,0,0,0,-9.64,35.37,-999.00,-999.00,-999.00,0,-10.55,-10.29,-8.08,37.35,34.78,33.97,6.34235,89.94,68.7
20:20:31,1,0.00,0,0,0,0,-9.78,35.34,-999.00,-999.00,-999.00,0,-10.69,-10.41,-8.24,37.31,34.76,33.95,6.34235,89.94,69.3
20:21:21,1,0.00,0,0,0,0,-9.94,35.31,-999.00,-999.00,-999.00,0,-10.87,-10.58,-8.38,37.30,34.73,33.89,9.24569,89.94,69.2
20:22:13,1,0.00,0,0,0,0,-10.11,35.25,-999.00,-999.00,-999.00,0,-11.03,-10.78,-8.53,37.24,34.68,33.84,6.34235,89.94,69.3
20:23:03,1,0.00,0,0,0,0,-10.27,35.21,-999.00,-999.00,-999.00,0,-11.22,-10.90,-8.68,37.21,34.62,33.81,6.34235,89.94,68.9
20:23:53,1,0.00,0,0,0,0,-10.42,35.17,-999.00,-999.00,-999.00,0,-11.36,-11.08,-8.82,37.17,34.60,33.75,6.34235,89.94,69.3
20:24:43,1,0.00,0,0,0,0,-10.56,35.17,-999.00,-999.00,-999.00,0,-11.48,-11.25,-8.96,37.19,34.58,33.74,9.24569,90.14,68.9
20:25:33,1,0.00,0,0,0,0,-10.60,35.09,-999.00,-999.00,-999.00,0,-11.50,-11.26,-9.04,37.10,34.49,33.67,6.34235,90.14,69.4
20:26:25,1,0.00,0,0,0,0,-10.49,35.07,-999.00,-999.00,-999.00,0,-11.31,-11.14,-9.02,37.09,34.47,33.64,6.34235,90.14,68.7
20:27:15,1,0.00,0,0,0,0,-10.30,35.05,-999.00,-999.00,-999.00,0,-11.01,-10.95,-8.94,37.08,34.46,33.62,6.34235,90.14,68.9
20:28:05,1,0.00,0,0,0,0,-10.04,35.02,-999.00,-999.00,-999.00,0,-10.64,-10.65,-8.82,37.02,34.42,33.61,6.34235,90.14,68.4
20:28:55,1,0.00,0,0,0,0,-9.69,34.99,-999.00,-999.00,-999.00,0,-10.15,-10.28,-8.64,37.02,34.39,33.56,9.24569,90.14,69.2
20:29:45,1,0.00,0,0,0,0,-9.36,34.95,-999.00,-999.00,-999.00,0,-9.67,-9.90,-8.50,36.97,34.35,33.52,9.24569,90.14,69.4
20:30:37,1,0.00,0,0,0,0,-9.00,34.92,-999.00,-999.00,-999.00,0,-9.20,-9.52,-8.28,36.94,34.32,33.49,9.24569,90.14,68.8
20:31:27,1,0.00,0,0,0,0,-8.64,34.90,-999.00,-999.00,-999.00,0,-8.72,-9.14,-8.06,36.89,34.32,33.48,6.34235,90.14,69.2
20:32:17,1,0.00,0,0,0,0,-8.27,34.86,-999.00,-999.00,-999.00,0,-8.24,-8.73,-7.84,36.88,34.27,33.42,9.24569,90.14,69.0
20:33:08,1,0.00,0,0,0,0,-7.87,34.82,-999.00,-999.00,-999.00,0,-7.75,-8.29,-7.58,36.83,34.22,33.42,6.34235,90.14,69.2
20:33:59,1,0.00,0,0,0,0,-7.44,34.79,-999.00,-999.00,-999.00,0,-7.17,-7.83,-7.32,36.78,34.21,33.37,6.34235,90.14,69.7
20:34:49,1,0.00,0,0,0,0,-7.02,34.76,-999.00,-999.00,-999.00,0,-6.67,-7.36,-7.02,36.77,34.16,33.34,9.24569,90.14,69.4
20:35:39,1,0.00,0,0,0,0,-6.55,34.74,-999.00,-999.00,-999.00,0,-6.08,-6.89,-6.69,36.73,34.15,33.35,9.24569,90.14,69.3
20:36:29,1,0.00,0,0,0,0,-6.17,34.70,-999.00,-999.00,-999.00,0,-5.60,-6.46,-6.44,36.69,34.13,33.29,9.24569,90.14,68.9
20:37:21,1,0.00,0,0,0,0,-5.71,34.68,-999.00,-999.00,-999.00,0,-5.07,-5.98,-6.08,36.65,34.12,33.26,9.24569,90.14,69.2
20:38:11,1,0.00,0,0,0,0,-5.24,34.65,-999.00,-999.00,-999.00,0,-4.52,-5.48,-5.72,36.64,34.08,33.24,9.24569,90.14,69.7
20:39:01,1,0.00,0,0,0,0,-4.81,34.65,-999.00,-999.00,-999.00,0,-4.01,-5.02,-5.41,36.64,34.07,33.24,6.34235,90.14,69.8
20:39:51,1,0.00,0,0,0,0,-4.37,34.64,-999.00,-999.00,-999.00,0,-3.50,-4.53,-5.08,36.61,34.08,33.23,6.34235,90.14,69.6
20:40:41,1,0.00,0,0,0,0,-3.92,34.61,-999.00,-999.00,-999.00,0,-2.98,-4.07,-4.71,36.58,34.02,33.23,6.34235,90.14,69.6
20:41:33,1,0.00,0,0,0,0,-3.43,34.58,-999.00,-999.00,-999.00,0,-2.44,-3.54,-4.30,36.54,34.01,33.18,6.34235,90.14,69.9
20:42:23,1,0.00,0,0,0,0,-2.98,34.54,-999.00,-999.00,-999.00,0,-1.94,-3.09,-3.91,36.50,33.96,33.17,9.24569,90.14,69.9
20:43:13,1,0.00,0,0,0,0,-2.76,34.52,-999.00,-999.00,-999.00,0,-1.75,-2.85,-3.67,36.49,33.96,33.12,6.34235,90.14,69.6
20:44:03,1,0.00,0,0,0,0,-2.69,34.53,-999.00,-999.00,-999.00,0,-1.77,-2.79,-3.50,36.47,33.97,33.15,9.24569,89.94,69.7
20:44:53,1,0.00,0,0,0,0,-2.73,34.49,-999.00,-999.00,-999.00,0,-1.91,-2.85,-3.43,36.44,33.94,33.09,9.24569,89.94,69.4
20:45:45,1,0.00,0,0,0,0,-2.85,34.46,-999.00,-999.00,-999.00,0,-2.15,-2.98,-3.42,36.42,33.88,33.07,9.24569,89.94,68.1
20:46:35,1,0.00,0,0,0,0,-2.99,34.44,-999.00,-999.00,-999.00,0,-2.40,-3.16,-3.42,36.37,33.87,33.07,9.24569,89.94,69.1
20:47:25,1,0.00,0,0,0,0,-3.17,34.40,-999.00,-999.00,-999.00,0,-2.70,-3.33,-3.47,36.34,33.86,33.01,9.24569,89.94,68.3
20:48:15,1,0.00,0,0,0,0,-3.37,34.38,-999.00,-999.00,-999.00,0,-3.01,-3.56,-3.55,36.34,33.81,32.99,6.34235,90.14,68.7
20:49:05,1,0.00,0,0,0,0,-3.58,34.33,-999.00,-999.00,-999.00,0,-3.33,-3.79,-3.61,36.28,33.78,32.94,6.34235,90.14,68.5
20:49:57,1,0.00,0,0,0,0,-3.78,34.30,-999.00,-999.00,-999.00,0,-3.64,-4.03,-3.68,36.23,33.75,32.93,6.34235,90.14,69.1
20:50:47,1,0.00,0,0,0,0,-4.02,34.28,-999.00,-999.00,-999.00,0,-3.97,-4.25,-3.84,36.22,33.73,32.90,6.34235,90.14,69.1
20:51:37,1,0.00,0,0,0,0,-4.25,34.25,-999.00,-999.00,-999.00,0,-4.30,-4.51,-3.93,36.18,33.72,32.84,9.24569,90.14,68.9
