0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,Current Leakage (mA),RoomTemp,Humidity
0:00:00,1,0.00,0.0,0.00,0.00,0.00000,-4.76,44.07,-999.00,-999.00,-999.00,0,1.22,-7.35,-8.15,45.69,43.67,42.86,6.34235,89.94,70.1
0:00:52,1,0.00,0,0,0,0,-4.77,44.10,-999.00,-999.00,-999.00,0,1.22,-7.36,-8.17,45.70,43.72,42.87,6.34235,89.94,70.2
0:01:42,1,0.00,0,0,0,0,-4.77,44.10,-999.00,-999.00,-999.00,0,1.24,-7.37,-8.17,45.70,43.72,42.87,9.24569,89.94,70.5
0:02:33,1,0.00,0,0,0,0,-4.79,44.14,-999.00,-999.00,-999.00,0,1.22,-7.40,-8.19,45.75,43.75,42.92,9.24569,90.14,70.3
0:03:23,1,0.00,0,0,0,0,-4.78,44.15,-999.00,-999.00,-999.00,0,1.24,-7.40,-8.19,45.76,43.77,42.93,9.24569,90.14,70.8
0:04:13,1,0.00,0,0,0,0,-4.80,44.16,-999.00,-999.00,-999.00,0,1.23,-7.41,-8.21,45.77,43.77,42.94,6.34235,90.14,70.2
0:05:04,1,0.00,0,0,0,0,-4.81,44.18,-999.00,-999.00,-999.00,0,1.22,-7.40,-8.24,45.79,43.79,42.95,6.34235,90.14,69.7
0:05:54,1,0.00,0,0,0,0,-4.82,44.20,-999.00,-999.00,-999.00,0,1.21,-7.44,-8.24,45.80,43.82,42.98,9.24569,90.14,70.1
0:06:45,1,0.00,0,0,0,0,-4.83,44.23,-999.00,-999.00,-999.00,0,1.22,-7.46,-8.24,45.84,43.84,43.00,9.24569,90.14,69.9
0:07:35,1,0.00,0,0,0,0,-4.83,44.24,-999.00,-999.00,-999.00,0,1.22,-7.46,-8.26,45.84,43.88,43.01,6.34235,90.14,69.2
0:08:26,1,0.00,0,0,0,0,-4.82,44.27,-999.00,-999.00,-999.00,0,1.21,-7.42,-8.26,45.84,43.91,43.07,9.24569,90.14,70.4
0:09:16,1,0.00,0,0,0,0,-4.86,44.27,-999.00,-999.00,-999.00,0,1.19,-7.49,-8.27,45.87,43.88,43.07,6.34235,90.14,70.0
0:10:06,1,0.00,0,0,0,0,-4.85,44.30,-999.00,-999.00,-999.00,0,1.19,-7.47,-8.26,45.90,43.91,43.08,6.34235,90.14,69.6
0:10:57,1,0.00,0,0,0,0,-4.85,44.31,-999.00,-999.00,-999.00,0,1.19,-7.47,-8.26,45.90,43.91,43.11,6.34235,90.34,69.4
0:11:47,1,0.00,0,0,0,0,-4.86,44.32,-999.00,-999.00,-999.00,0,1.19,-7.48,-8.30,45.90,43.94,43.11,6.34235,90.34,69.1
0:12:37,1,0.00,0,0,0,0,-4.87,44.35,-999.00,-999.00,-999.00,0,1.16,-7.48,-8.28,45.95,43.95,43.14,9.24569,90.34,70.1
0:13:27,1,0.00,0,0,0,0,-4.91,44.34,-999.00,-999.00,-999.00,0,1.13,-7.54,-8.33,45.93,43.96,43.14,6.34235,90.34,69.6
0:14:18,1,0.00,0,0,0,0,-4.90,44.35,-999.00,-999.00,-999.00,0,1.13,-7.51,-8.33,45.96,43.96,43.14,9.24569,90.34,70.1
0:15:08,1,0.00,0,0,0,0,-4.92,44.40,-999.00,-999.00,-999.00,0,1.10,-7.51,-8.34,45.98,44.02,43.20,6.34235,90.34,69.9
0:15:58,1,0.00,0,0,0,0,-4.95,44.39,-999.00,-999.00,-999.00,0,1.09,-7.57,-8.37,45.98,43.99,43.19,9.24569,90.34,70.2
0:16:48,1,0.00,0,0,0,0,-4.95,44.42,-999.00,-999.00,-999.00,0,1.09,-7.56,-8.38,46.01,44.05,43.20,6.34235,90.34,70.4
0:17:39,1,0.00,0,0,0,0,-4.96,44.43,-999.00,-999.00,-999.00,0,1.08,-7.57,-8.38,46.03,44.05,43.21,6.34235,90.34,70.3
0:18:29,1,0.00,0,0,0,0,-4.91,44.44,-999.00,-999.00,-999.00,0,1.12,-7.52,-8.34,46.03,44.05,43.25,6.34235,90.34,70.3
0:19:19,1,0.00,0,0,0,0,-5.01,44.44,-999.00,-999.00,-999.00,0,1.02,-7.60,-8.44,46.03,44.06,43.23,6.34235,90.14,70.3
0:20:10,1,0.00,0,0,0,0,-4.97,44.47,-999.00,-999.00,-999.00,0,1.06,-7.58,-8.40,46.07,44.08,43.26,6.34235,90.14,70.3
0:21:00,1,0.00,0,0,0,0,-4.99,44.46,-999.00,-999.00,-999.00,0,1.03,-7.58,-8.43,46.04,44.08,43.26,6.34235,90.14,70.4
0:21:51,1,0.00,0,0,0,0,-5.00,44.49,-999.00,-999.00,-999.00,0,1.02,-7.57,-8.44,46.12,44.08,43.26,6.34235,90.14,70.4
0:22:41,1,0.00,0,0,0,0,-5.01,44.50,-999.00,-999.00,-999.00,0,1.02,-7.60,-8.44,46.12,44.11,43.27,6.34235,90.14,70.4
0:23:31,1,0.00,0,0,0,0,-4.99,44.53,-999.00,-999.00,-999.00,0,1.05,-7.59,-8.42,46.14,44.13,43.31,9.24569,90.14,70.3
0:24:22,1,0.00,0,0,0,0,-5.02,44.53,-999.00,-999.00,-999.00,0,1.01,-7.60,-8.46,46.15,44.13,43.31,6.34235,90.14,70.7
0:25:12,1,0.00,0,0,0,0,-5.01,44.53,-999.00,-999.00,-999.00,0,1.02,-7.60,-8.44,46.16,44.13,43.31,6.34235,90.14,70.5
0:26:03,1,0.00,0,0,0,0,-5.01,44.54,-999.00,-999.00,-999.00,0,1.02,-7.61,-8.45,46.17,44.15,43.31,9.24569,90.14,70.4
0:26:54,1,0.00,0,0,0,0,-5.01,44.56,-999.00,-999.00,-999.00,0,1.01,-7.60,-8.44,46.17,44.18,43.33,6.34235,90.14,70.2
0:27:44,1,0.00,0,0,0,0,-5.04,44.59,-999.00,-999.00,-999.00,0,1.00,-7.64,-8.49,46.20,44.20,43.37,6.34235,90.14,70.0
0:28:34,1,0.00,0,0,0,0,-5.05,44.60,-999.00,-999.00,-999.00,0,1.00,-7.65,-8.49,46.23,44.20,43.38,6.34235,90.14,70.3
0:29:24,1,0.00,0,0,0,0,-5.05,44.59,-999.00,-999.00,-999.00,0,1.00,-7.65,-8.49,46.24,44.19,43.35,9.24569,90.14,70.7
0:30:15,1,0.00,0,0,0,0,-5.04,44.63,-999.00,-999.00,-999.00,0,0.98,-7.62,-8.47,46.25,44.23,43.41,6.34235,90.14,70.5
0:31:05,1,0.00,0,0,0,0,-5.07,44.63,-999.00,-999.00,-999.00,0,0.94,-7.65,-8.49,46.24,44.23,43.42,6.34235,90.14,70.3
0:31:55,1,0.00,0,0,0,0,-5.08,44.66,-999.00,-999.00,-999.00,0,0.94,-7.69,-8.49,46.27,44.27,43.45,6.34235,90.14,69.7
0:32:46,1,0.00,0,0,0,0,-5.06,44.68,-999.00,-999.00,-999.00,0,0.99,-7.66,-8.50,46.31,44.27,43.45,6.34235,90.14,70.4
0:33:36,1,0.00,0,0,0,0,-5.07,44.68,-999.00,-999.00,-999.00,0,0.95,-7.67,-8.50,46.31,44.29,43.45,6.34235,90.14,69.1
0:34:26,1,0.00,0,0,0,0,-5.08,44.70,-999.00,-999.00,-999.00,0,0.95,-7.68,-8.50,46.31,44.31,43.47,9.24569,90.14,70.7
0:35:16,1,0.00,0,0,0,0,-5.09,44.71,-999.00,-999.00,-999.00,0,0.94,-7.69,-8.51,46.33,44.32,43.49,9.24569,90.14,70.3
0:36:07,1,0.00,0,0,0,0,-5.10,44.70,-999.00,-999.00,-999.00,0,0.94,-7.71,-8.52,46.31,44.32,43.48,6.34235,90.14,69.7
0:36:57,1,0.00,0,0,0,0,-5.11,44.72,-999.00,-999.00,-999.00,0,0.91,-7.71,-8.52,46.34,44.34,43.49,9.24569,90.14,69.5
0:37:47,1,0.00,0,0,0,0,-5.11,44.76,-999.00,-999.00,-999.00,0,0.89,-7.71,-8.52,46.39,44.38,43.52,6.34235,90.34,69.7
0:38:38,1,0.00,0,0,0,0,-5.12,44.76,-999.00,-999.00,-999.00,0,0.89,-7.74,-8.52,46.37,44.36,43.54,9.24569,90.34,70.0
0:39:28,1,0.00,0,0,0,0,-5.12,44.79,-999.00,-999.00,-999.00,0,0.89,-7.73,-8.52,46.42,44.38,43.57,6.34235,90.34,70.2
0:40:19,1,0.00,0,0,0,0,-5.12,44.81,-999.00,-999.00,-999.00,0,0.88,-7.73,-8.52,46.44,44.40,43.59,9.24569,90.34,70.3
0:41:09,1,0.00,0,0,0,0,-5.11,44.84,-999.00,-999.00,-999.00,0,0.91,-7.72,-8.51,46.45,44.46,43.61,9.24569,90.34,69.9
0:41:59,1,0.00,0,0,0,0,-5.17,44.84,-999.00,-999.00,-999.00,0,0.83,-7.76,-8.57,46.45,44.46,43.60,9.24569,90.34,70.2
0:42:50,1,0.00,0,0,0,0,-5.15,44.84,-999.00,-999.00,-999.00,0,0.86,-7.74,-8.56,46.45,44.46,43.62,6.34235,90.34,69.7
0:43:40,1,0.00,0,0,0,0,-5.19,44.85,-999.00,-999.00,-999.00,0,0.81,-7.82,-8.57,46.48,44.46,43.62,6.34235,90.34,70.2
0:44:30,1,0.00,0,0,0,0,-5.16,44.86,-999.00,-999.00,-999.00,0,0.83,-7.77,-8.54,46.50,44.47,43.62,6.34235,90.34,70.0
0:45:20,1,0.00,0,0,0,0,-5.20,44.88,-999.00,-999.00,-999.00,0,0.80,-7.80,-8.61,46.50,44.49,43.66,6.34235,90.34,69.6
0:46:11,1,0.00,0,0,0,0,-5.17,44.88,-999.00,-999.00,-999.00,0,0.83,-7.77,-8.58,46.50,44.49,43.66,9.24569,90.34,69.6
0:47:01,1,0.00,0,0,0,0,-5.18,44.91,-999.00,-999.00,-999.00,0,0.82,-7.77,-8.58,46.51,44.53,43.69,6.34235,90.34,69.0
0:47:51,1,0.00,0,0,0,0,-5.19,44.90,-999.00,-999.00,-999.00,0,0.78,-7.77,-8.58,46.52,44.52,43.67,6.34235,90.34,69.7
0:48:42,1,0.00,0,0,0,0,-5.21,44.94,-999.00,-999.00,-999.00,0,0.78,-7.82,-8.60,46.53,44.57,43.72,6.34235,90.34,69.7
0:49:32,1,0.00,0,0,0,0,-5.23,44.95,-999.00,-999.00,-999.00,0,0.77,-7.82,-8.64,46.53,44.59,43.73,6.34235,90.34,69.5
0:50:22,1,0.00,0,0,0,0,-5.24,44.96,-999.00,-999.00,-999.00,0,0.75,-7.82,-8.64,46.53,44.60,43.74,1.35147,90.34,68.6
0:51:12,1,0.00,0,0,0,0,-5.22,44.97,-999.00,-999.00,-999.00,0,0.76,-7.81,-8.61,46.55,44.60,43.75,6.34235,90.34,69.9
0:52:03,1,0.00,0,0,0,0,-5.24,44.97,-999.00,-999.00,-999.00,0,0.76,-7.83,-8.66,46.56,44.60,43.75,6.34235,90.34,70.0
0:52:53,1,0.00,0,0,0,0,-5.26,44.98,-999.00,-999.00,-999.00,0,0.72,-7.84,-8.67,46.58,44.62,43.75,6.34235,90.34,69.9
0:53:43,1,0.00,0,0,0,0,-5.27,45.00,-999.00,-999.00,-999.00,0,0.72,-7.84,-8.68,46.58,44.62,43.80,1.35147,90.34,70.0
0:54:33,1,0.00,0,0,0,0,-5.27,45.00,-999.00,-999.00,-999.00,0,0.70,-7.84,-8.68,46.58,44.62,43.81,6.34235,90.34,70.0
0:55:24,1,0.00,0,0,0,0,-5.29,45.02,-999.00,-999.00,-999.00,0,0.68,-7.87,-8.68,46.62,44.62,43.81,9.24569,90.34,70.3
0:56:14,1,0.00,0,0,0,0,-5.30,45.02,-999.00,-999.00,-999.00,0,0.67,-7.87,-8.70,46.62,44.63,43.81,1.35147,90.34,70.4
0:57:04,1,0.00,0,0,0,0,-5.30,45.06,-999.00,-999.00,-999.00,0,0.67,-7.87,-8.70,46.65,44.69,43.83,6.34235,90.14,69.9
0:57:55,1,0.00,0,0,0,0,-5.28,45.09,-999.00,-999.00,-999.00,0,0.69,-7.85,-8.68,46.67,44.72,43.89,6.34235,90.14,70.1
0:58:45,1,0.00,0,0,0,0,-5.32,45.12,-999.00,-999.00,-999.00,0,0.64,-7.90,-8.71,46.68,44.75,43.94,9.24569,90.14,69.8
0:59:36,1,0.00,0,0,0,0,-5.33,45.14,-999.00,-999.00,-999.00,0,0.64,-7.90,-8.72,46.72,44.76,43.95,6.34235,90.14,69.2
1:00:26,1,0.00,0,0,0,0,-5.33,45.14,-999.00,-999.00,-999.00,0,0.64,-7.90,-8.72,46.72,44.76,43.95,9.24569,90.14,70.2
1:01:16,1,0.00,0,0,0,0,-5.34,45.15,-999.00,-999.00,-999.00,0,0.61,-7.91,-8.73,46.72,44.77,43.95,6.34235,90.14,70.3
1:02:06,1,0.00,0,0,0,0,-5.38,45.15,-999.00,-999.00,-999.00,0,0.58,-7.95,-8.77,46.72,44.77,43.95,6.34235,90.14,70.3
1:02:57,1,0.00,0,0,0,0,-5.36,45.17,-999.00,-999.00,-999.00,0,0.64,-7.95,-8.77,46.72,44.82,43.97,6.34235,90.14,70.3
1:03:47,1,0.00,0,0,0,0,-5.37,45.20,-999.00,-999.00,-999.00,0,0.62,-7.95,-8.77,46.77,44.82,44.00,6.34235,90.14,70.3
1:04:37,1,0.00,0,0,0,0,-5.40,45.20,-999.00,-999.00,-999.00,0,0.60,-7.99,-8.81,46.77,44.82,44.00,6.34235,90.14,70.6
1:05:28,1,0.00,0,0,0,0,-5.40,45.20,-999.00,-999.00,-999.00,0,0.61,-7.99,-8.82,46.77,44.84,44.00,6.34235,90.14,70.9
1:06:18,1,0.00,0,0,0,0,-5.42,45.20,-999.00,-999.00,-999.00,0,0.58,-8.01,-8.82,46.77,44.82,44.00,6.34235,90.14,70.7
1:07:08,1,0.00,0,0,0,0,-5.43,45.20,-999.00,-999.00,-999.00,0,0.58,-8.01,-8.85,46.78,44.82,44.00,9.24569,90.14,70.5
1:07:58,1,0.00,0,0,0,0,-5.45,45.23,-999.00,-999.00,-999.00,0,0.56,-8.03,-8.88,46.79,44.87,44.03,9.24569,90.14,70.2
1:08:49,1,0.00,0,0,0,0,-5.45,45.26,-999.00,-999.00,-999.00,0,0.56,-8.02,-8.88,46.84,44.88,44.06,6.34235,90.14,70.5
1:09:39,1,0.00,0,0,0,0,-5.44,45.27,-999.00,-999.00,-999.00,0,0.56,-8.02,-8.85,46.86,44.89,44.07,6.34235,90.14,70.7
1:10:29,1,0.00,0,0,0,0,-5.45,45.26,-999.00,-999.00,-999.00,0,0.56,-8.03,-8.87,46.83,44.91,44.05,9.24569,90.14,70.2
1:11:20,1,0.00,0,0,0,0,-5.46,45.29,-999.00,-999.00,-999.00,0,0.53,-8.02,-8.89,46.86,44.94,44.08,9.24569,90.14,70.2
1:12:10,1,0.00,0,0,0,0,-5.46,45.33,-999.00,-999.00,-999.00,0,0.53,-8.01,-8.89,46.91,44.94,44.13,6.34235,90.14,70.2
1:13:01,1,0.00,0,0,0,0,-5.47,45.33,-999.00,-999.00,-999.00,0,0.50,-8.01,-8.89,46.91,44.95,44.14,6.34235,90.14,70.6
1:13:51,1,0.00,0,0,0,0,-5.48,45.33,-999.00,-999.00,-999.00,0,0.50,-8.04,-8.89,46.91,44.95,44.14,9.24569,90.14,70.9
1:14:42,1,0.00,0,0,0,0,-5.49,45.33,-999.00,-999.00,-999.00,0,0.50,-8.05,-8.91,46.91,44.95,44.14,6.34235,90.14,69.8
1:15:32,1,0.00,0,0,0,0,-5.49,45.36,-999.00,-999.00,-999.00,0,0.50,-8.04,-8.93,46.92,45.01,44.14,9.24569,90.14,70.2
1:16:22,1,0.00,0,0,0,0,-5.49,45.36,-999.00,-999.00,-999.00,0,0.50,-8.04,-8.94,46.92,45.01,44.15,9.24569,90.14,70.6
1:17:12,1,0.00,0,0,0,0,-5.50,45.37,-999.00,-999.00,-999.00,0,0.47,-8.04,-8.93,46.93,45.01,44.17,6.34235,90.14,70.5
1:18:03,1,0.00,0,0,0,0,-5.50,45.37,-999.00,-999.00,-999.00,0,0.49,-8.05,-8.93,46.94,45.01,44.17,9.24569,90.14,70.3
1:18:53,1,0.00,0,0,0,0,-5.52,45.38,-999.00,-999.00,-999.00,0,0.45,-8.06,-8.94,46.94,45.04,44.17,9.24569,90.14,70.5
1:19:43,1,0.00,0,0,0,0,-5.53,45.40,-999.00,-999.00,-999.00,0,0.45,-8.08,-8.95,46.96,45.05,44.20,9.24569,90.14,70.1
1:20:34,1,0.00,0,0,0,0,-5.53,45.43,-999.00,-999.00,-999.00,0,0.45,-8.09,-8.96,46.98,45.07,44.24,9.24569,90.14,69.5
1:21:24,1,0.00,0,0,0,0,-5.54,45.47,-999.00,-999.00,-999.00,0,0.44,-8.09,-8.96,47.05,45.09,44.28,6.34235,90.14,70.6
1:22:14,1,0.00,0,0,0,0,-5.53,45.47,-999.00,-999.00,-999.00,0,0.46,-8.09,-8.96,47.05,45.10,44.27,9.24569,90.14,70.5
1:23:04,1,0.00,0,0,0,0,-5.54,45.49,-999.00,-999.00,-999.00,0,0.42,-8.09,-8.96,47.05,45.13,44.28,9.24569,90.14,70.5
1:23:54,1,0.00,0,0,0,0,-5.55,45.50,-999.00,-999.00,-999.00,0,0.42,-8.12,-8.96,47.06,45.15,44.29,6.34235,90.14,70.3
1:24:45,1,0.00,0,0,0,0,-5.54,45.50,-999.00,-999.00,-999.00,0,0.43,-8.10,-8.95,47.05,45.15,44.29,6.34235,90.14,69.7
1:25:35,1,0.00,0,0,0,0,-5.57,45.51,-999.00,-999.00,-999.00,0,0.40,-8.14,-8.96,47.08,45.15,44.30,6.34235,90.14,69.6
1:26:26,1,0.00,0,0,0,0,-5.53,45.51,-999.00,-999.00,-999.00,0,0.45,-8.10,-8.95,47.08,45.15,44.30,6.34235,90.14,70.2
1:27:16,1,0.00,0,0,0,0,-5.57,45.51,-999.00,-999.00,-999.00,0,0.40,-8.12,-8.99,47.08,45.16,44.30,6.34235,90.14,70.3
1:28:07,1,0.00,0,0,0,0,-5.56,45.52,-999.00,-999.00,-999.00,0,0.39,-8.11,-8.96,47.08,45.17,44.31,6.34235,90.14,70.3
1:28:57,1,0.00,0,0,0,0,-5.58,45.52,-999.00,-999.00,-999.00,0,0.38,-8.12,-8.99,47.09,45.17,44.31,6.34235,90.14,70.3
1:29:47,1,0.00,0,0,0,0,-5.56,45.55,-999.00,-999.00,-999.00,0,0.39,-8.09,-8.97,47.13,45.17,44.36,6.34235,90.14,69.9
1:30:38,1,0.00,0,0,0,0,-5.59,45.57,-999.00,-999.00,-999.00,0,0.38,-8.16,-8.99,47.13,45.21,44.36,6.34235,90.14,70.2
1:31:28,1,0.00,0,0,0,0,-5.57,45.60,-999.00,-999.00,-999.00,0,0.39,-8.13,-8.97,47.17,45.25,44.39,1.35147,90.14,70.5
1:32:18,1,0.00,0,0,0,0,-5.59,45.62,-999.00,-999.00,-999.00,0,0.39,-8.15,-9.00,47.18,45.27,44.41,6.34235,90.14,70.5
1:33:09,1,0.00,0,0,0,0,-5.59,45.61,-999.00,-999.00,-999.00,0,0.36,-8.15,-8.98,47.17,45.24,44.41,6.34235,90.14,70.3
1:33:59,1,0.00,0,0,0,0,-5.61,45.60,-999.00,-999.00,-999.00,0,0.36,-8.19,-9.01,47.18,45.23,44.40,9.24569,90.14,70.2
1:34:50,1,0.00,0,0,0,0,-5.62,45.61,-999.00,-999.00,-999.00,0,0.35,-8.19,-9.01,47.19,45.24,44.41,6.34235,90.14,70.5
1:35:40,1,0.00,0,0,0,0,-5.65,45.65,-999.00,-999.00,-999.00,0,0.31,-8.20,-9.07,47.21,45.30,44.43,6.34235,90.14,70.3
1:36:30,1,0.00,0,0,0,0,-5.65,45.64,-999.00,-999.00,-999.00,0,0.28,-8.19,-9.04,47.21,45.28,44.43,1.35147,89.94,70.1
1:37:20,1,0.00,0,0,0,0,-5.67,45.66,-999.00,-999.00,-999.00,0,0.29,-8.22,-9.08,47.21,45.31,44.46,6.34235,89.94,70.2
1:38:10,1,0.00,0,0,0,0,-5.71,45.66,-999.00,-999.00,-999.00,0,0.22,-8.24,-9.11,47.22,45.31,44.45,6.34235,89.94,69.9
1:39:01,1,0.00,0,0,0,0,-5.71,45.67,-999.00,-999.00,-999.00,0,0.22,-8.25,-9.11,47.24,45.31,44.46,6.34235,89.94,70.2
1:39:51,1,0.00,0,0,0,0,-5.73,45.69,-999.00,-999.00,-999.00,0,0.19,-8.26,-9.11,47.27,45.31,44.49,6.34235,89.94,69.8
1:40:41,1,0.00,0,0,0,0,-5.75,45.69,-999.00,-999.00,-999.00,0,0.15,-8.27,-9.13,47.27,45.32,44.49,9.24569,89.94,70.1
1:41:32,1,0.00,0,0,0,0,-5.77,45.71,-999.00,-999.00,-999.00,0,0.12,-8.28,-9.15,47.27,45.36,44.49,6.34235,89.94,69.1
1:42:22,1,0.00,0,0,0,0,-5.81,45.71,-999.00,-999.00,-999.00,0,0.06,-8.34,-9.15,47.27,45.37,44.49,6.34235,89.94,69.8
1:43:13,1,0.00,0,0,0,0,-5.84,45.71,-999.00,-999.00,-999.00,0,0.04,-8.34,-9.21,47.27,45.37,44.50,6.34235,89.94,70.8
1:44:03,1,0.00,0,0,0,0,-5.86,45.73,-999.00,-999.00,-999.00,0,0.01,-8.37,-9.22,47.31,45.37,44.51,6.34235,89.94,70.2
1:44:53,1,0.00,0,0,0,0,-5.84,45.75,-999.00,-999.00,-999.00,0,0.00,-8.35,-9.18,47.31,45.39,44.55,6.34235,89.94,70.3
1:45:44,1,0.00,0,0,0,0,-5.84,45.76,-999.00,-999.00,-999.00,0,0.01,-8.34,-9.19,47.32,45.40,44.55,9.24569,89.94,70.3
1:46:34,1,0.00,0,0,0,0,-5.92,45.76,-999.00,-999.00,-999.00,0,-0.07,-8.42,-9.26,47.32,45.41,44.55,6.34235,89.94,70.1
1:47:24,1,0.00,0,0,0,0,-5.90,45.76,-999.00,-999.00,-999.00,0,-0.06,-8.39,-9.26,47.33,45.40,44.55,6.34235,89.94,70.3
1:48:15,1,0.00,0,0,0,0,-5.91,45.78,-999.00,-999.00,-999.00,0,-0.08,-8.40,-9.26,47.36,45.42,44.56,6.34235,89.94,70.3
1:49:05,1,0.00,0,0,0,0,-5.93,45.77,-999.00,-999.00,-999.00,0,-0.12,-8.40,-9.26,47.32,45.42,44.57,6.34235,89.94,69.9
1:49:56,1,0.00,0,0,0,0,-5.96,45.78,-999.00,-999.00,-999.00,0,-0.15,-8.45,-9.29,47.35,45.42,44.57,6.34235,89.94,70.6
1:50:46,1,0.00,0,0,0,0,-6.00,45.80,-999.00,-999.00,-999.00,0,-0.19,-8.48,-9.32,47.38,45.44,44.57,9.24569,89.94,69.5
1:51:36,1,0.00,0,0,0,0,-6.03,45.81,-999.00,-999.00,-999.00,0,-0.24,-8.50,-9.36,47.41,45.44,44.58,1.35147,89.94,70.2
1:52:27,1,0.00,0,0,0,0,-6.05,45.80,-999.00,-999.00,-999.00,0,-0.27,-8.50,-9.37,47.38,45.45,44.58,6.34235,89.94,69.8
1:53:17,1,0.00,0,0,0,0,-6.06,45.81,-999.00,-999.00,-999.00,0,-0.32,-8.50,-9.37,47.41,45.45,44.58,6.34235,89.94,70.6
1:54:08,1,0.00,0,0,0,0,-6.10,45.81,-999.00,-999.00,-999.00,0,-0.37,-8.53,-9.40,47.41,45.45,44.58,6.34235,89.94,69.8
1:54:58,1,0.00,0,0,0,0,-6.09,45.82,-999.00,-999.00,-999.00,0,-0.39,-8.51,-9.38,47.44,45.45,44.58,6.34235,89.94,70.3
1:55:48,1,0.00,0,0,0,0,-6.14,45.82,-999.00,-999.00,-999.00,0,-0.43,-8.56,-9.44,47.43,45.45,44.58,6.34235,89.94,69.9
1:56:39,1,0.00,0,0,0,0,-6.16,45.83,-999.00,-999.00,-999.00,0,-0.49,-8.56,-9.44,47.44,45.46,44.59,1.35147,89.94,69.9
1:57:29,1,0.00,0,0,0,0,-6.24,45.83,-999.00,-999.00,-999.00,0,-0.57,-8.64,-9.51,47.44,45.46,44.60,6.34235,89.94,69.5
1:58:20,1,0.00,0,0,0,0,-6.22,45.86,-999.00,-999.00,-999.00,0,-0.58,-8.60,-9.49,47.46,45.50,44.63,6.34235,89.94,70.0
1:59:10,1,0.00,0,0,0,0,-6.30,45.87,-999.00,-999.00,-999.00,0,-0.68,-8.67,-9.55,47.46,45.50,44.66,9.24569,90.14,70.0
2:00:00,1,0.00,0,0,0,0,-6.30,45.90,-999.00,-999.00,-999.00,0,-0.71,-8.64,-9.56,47.48,45.53,44.69,6.34235,90.14,69.9
2:00:51,1,0.00,0,0,0,0,-6.34,45.88,-999.00,-999.00,-999.00,0,-0.76,-8.69,-9.56,47.46,45.50,44.69,6.34235,90.14,70.3
2:01:41,1,0.00,0,0,0,0,-6.39,45.90,-999.00,-999.00,-999.00,0,-0.84,-8.71,-9.62,47.46,45.55,44.69,6.34235,90.14,70.2
2:02:32,1,0.00,0,0,0,0,-6.40,45.92,-999.00,-999.00,-999.00,0,-0.87,-8.72,-9.62,47.50,45.56,44.70,9.24569,90.14,70.5
2:03:22,1,0.00,0,0,0,0,-6.43,45.93,-999.00,-999.00,-999.00,0,-0.93,-8.72,-9.64,47.51,45.58,44.71,9.24569,90.14,69.5
2:04:12,1,0.00,0,0,0,0,-6.47,45.95,-999.00,-999.00,-999.00,0,-0.99,-8.78,-9.65,47.54,45.59,44.71,9.24569,90.14,70.1
2:05:03,1,0.00,0,0,0,0,-6.49,45.96,-999.00,-999.00,-999.00,0,-1.05,-8.77,-9.65,47.54,45.59,44.74,6.34235,90.14,70.3
2:05:53,1,0.00,0,0,0,0,-6.55,45.95,-999.00,-999.00,-999.00,0,-1.12,-8.83,-9.70,47.54,45.59,44.71,6.34235,90.14,70.5
2:06:43,1,0.00,0,0,0,0,-6.55,45.97,-999.00,-999.00,-999.00,0,-1.14,-8.82,-9.70,47.54,45.59,44.77,9.24569,90.14,70.5
2:07:33,1,0.00,0,0,0,0,-6.53,45.97,-999.00,-999.00,-999.00,0,-1.13,-8.78,-9.69,47.54,45.61,44.77,9.24569,90.14,70.4
2:08:23,1,0.00,0,0,0,0,-6.47,46.04,-999.00,-999.00,-999.00,0,-1.06,-8.70,-9.66,47.62,45.67,44.83,6.34235,90.14,69.9
2:09:14,1,0.00,0,0,0,0,-6.46,46.04,-999.00,-999.00,-999.00,0,-1.01,-8.67,-9.69,47.60,45.67,44.85,9.24569,90.14,70.3
2:10:05,1,0.00,0,0,0,0,-6.48,46.07,-999.00,-999.00,-999.00,0,-1.14,-8.64,-9.66,47.63,45.70,44.87,6.34235,90.14,70.3
2:10:55,1,0.00,0,0,0,0,-6.55,46.06,-999.00,-999.00,-999.00,0,-1.38,-8.68,-9.59,47.61,45.70,44.88,6.34235,90.14,70.0
2:11:45,1,0.00,0,0,0,0,-6.64,46.10,-999.00,-999.00,-999.00,0,-1.68,-8.72,-9.53,47.66,45.71,44.93,6.34235,90.14,69.7
2:12:35,1,0.00,0,0,0,0,-6.71,46.06,-999.00,-999.00,-999.00,0,-1.94,-8.78,-9.42,47.62,45.70,44.85,6.34235,90.14,69.2
2:13:26,1,0.00,0,0,0,0,-6.75,46.06,-999.00,-999.00,-999.00,0,-2.16,-8.73,-9.35,47.62,45.70,44.87,6.34235,90.14,69.3
2:14:17,1,0.00,0,0,0,0,-6.77,46.07,-999.00,-999.00,-999.00,0,-2.40,-8.69,-9.22,47.63,45.72,44.85,6.34235,90.14,68.9
