0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,Current Leakage (mA),RoomTemp,Humidity
0:00:00,2,0.95,115.0,6.50,7.18,0.00000,7.89,56.28,-999.00,-999.00,-999.00,0,10.86,6.82,6.00,57.22,56.13,55.48,0.00000,90.14,70.1,42.25
0:00:51,2,0.95,115.0,6.60,7.25,0.00101,7.87,56.30,-999.00,-999.00,-999.00,0,10.83,6.75,6.03,57.21,56.18,55.51,0,90.14,69.3,42.25
0:01:41,2,0.95,115.1,6.40,7.00,0.00202,7.90,56.31,-999.00,-999.00,-999.00,0,10.93,6.71,6.05,57.22,56.18,55.52,0,90.14,69.8,42.25
0:02:31,2,0.95,115.0,6.30,6.88,0.00299,7.91,56.33,-999.00,-999.00,-999.00,0,11.05,6.71,5.97,57.27,56.19,55.53,0,90.14,70.0,42.25
0:03:22,2,0.95,115.1,6.30,6.88,0.00395,7.91,56.35,-999.00,-999.00,-999.00,0,11.12,6.71,5.91,57.27,56.23,55.56,0,90.14,69.8,42.25
0:04:12,2,0.95,115.1,6.30,6.86,0.00490,7.92,56.40,-999.00,-999.00,-999.00,0,11.25,6.71,5.80,57.32,56.25,55.64,0,90.14,69.2,42.25
0:05:02,2,0.95,115.0,6.20,6.76,0.00584,7.91,56.41,-999.00,-999.00,-999.00,0,11.31,6.70,5.72,57.33,56.25,55.65,0,90.34,69.7,42.25
0:05:52,2,0.95,115.1,6.20,6.80,0.00678,7.93,56.43,-999.00,-999.00,-999.00,0,11.43,6.71,5.66,57.34,56.27,55.68,0,90.34,70.0,42.25
0:06:42,2,0.95,115.0,6.20,6.78,0.00772,7.96,56.49,-999.00,-999.00,-999.00,0,11.56,6.71,5.61,57.40,56.34,55.74,0,90.34,69.8,42.25
0:07:32,2,0.95,115.1,6.20,6.72,0.00865,7.96,56.51,-999.00,-999.00,-999.00,0,11.66,6.71,5.52,57.41,56.36,55.75,0,90.34,70.2,42.25
0:08:23,2,0.95,115.1,6.10,6.66,0.00965,7.98,56.55,-999.00,-999.00,-999.00,0,11.77,6.71,5.47,57.45,56.40,55.81,0,90.34,70.0,42.25
0:09:13,2,0.95,115.1,6.20,6.78,0.01058,7.97,56.56,-999.00,-999.00,-999.00,0,11.85,6.71,5.36,57.46,56.40,55.83,0,90.34,70.1,42.25
0:10:03,2,0.95,115.1,6.10,6.69,0.01151,7.98,56.58,-999.00,-999.00,-999.00,0,11.96,6.70,5.28,57.46,56.45,55.84,0,90.34,69.9,42.25
0:10:53,2,0.95,115.1,6.30,6.87,0.01244,7.93,56.62,-999.00,-999.00,-999.00,0,11.86,6.71,5.21,57.49,56.48,55.89,0,90.34,70.6,42.25
0:11:44,2,0.95,115.0,6.60,7.23,0.01342,7.81,56.62,-999.00,-999.00,-999.00,0,11.55,6.67,5.22,57.49,56.48,55.89,0,90.34,70.4,42.25
0:12:34,2,0.95,115.1,6.60,7.27,0.01443,7.70,56.62,-999.00,-999.00,-999.00,0,11.30,6.57,5.22,57.49,56.48,55.89,0,90.34,69.5,42.25
0:13:24,2,0.95,115.1,6.60,7.25,0.01543,7.58,56.65,-999.00,-999.00,-999.00,0,11.03,6.49,5.23,57.55,56.50,55.89,0,90.14,70.8,42.25
0:14:14,2,0.95,115.1,6.50,7.15,0.01643,7.57,56.66,-999.00,-999.00,-999.00,0,11.00,6.43,5.28,57.55,56.53,55.90,0,90.14,70.1,42.25
0:15:05,2,0.95,115.1,6.50,7.13,0.01749,7.58,56.70,-999.00,-999.00,-999.00,0,11.07,6.39,5.28,57.59,56.55,55.96,0,90.14,69.8,42.25
0:15:55,2,0.95,115.0,6.40,6.96,0.01847,7.58,56.72,-999.00,-999.00,-999.00,0,11.14,6.40,5.20,57.61,56.60,55.96,0,90.14,70.6,42.25
0:16:45,2,0.95,115.0,6.30,6.82,0.01942,7.62,56.76,-999.00,-999.00,-999.00,0,11.26,6.42,5.17,57.63,56.62,56.03,0,90.14,70.5,42.25
0:17:35,2,0.95,115.0,6.30,6.87,0.02038,7.61,56.78,-999.00,-999.00,-999.00,0,11.33,6.41,5.09,57.65,56.66,56.03,0,90.14,70.7,42.25
0:18:25,2,0.95,115.1,6.20,6.81,0.02132,7.60,56.81,-999.00,-999.00,-999.00,0,11.44,6.38,4.97,57.68,56.67,56.08,0,90.14,70.6,42.25
0:19:16,2,0.95,115.1,6.20,6.78,0.02226,7.61,56.81,-999.00,-999.00,-999.00,0,11.51,6.38,4.95,57.68,56.67,56.08,0,90.14,70.7,42.25
0:20:06,2,0.95,115.0,6.20,6.76,0.02320,7.62,56.85,-999.00,-999.00,-999.00,0,11.63,6.38,4.84,57.71,56.73,56.11,0,90.14,70.4,42.25
0:20:56,2,0.95,115.1,6.20,6.72,0.02413,7.64,56.89,-999.00,-999.00,-999.00,0,11.72,6.42,4.78,57.71,56.75,56.21,0,90.14,70.0,42.25
0:21:46,2,0.95,115.0,6.20,6.78,0.02514,7.64,56.91,-999.00,-999.00,-999.00,0,11.79,6.43,4.70,57.71,56.80,56.22,0,90.14,70.6,42.25
0:22:37,2,0.95,115.0,6.40,6.94,0.02609,7.63,56.94,-999.00,-999.00,-999.00,0,11.77,6.43,4.70,57.77,56.81,56.24,0,90.14,70.6,42.25
0:23:27,2,0.95,115.0,6.20,6.82,0.02705,7.63,56.95,-999.00,-999.00,-999.00,0,11.78,6.42,4.70,57.77,56.82,56.25,0,90.14,70.9,42.25
0:24:17,2,0.95,115.1,6.10,6.68,0.02798,7.63,56.97,-999.00,-999.00,-999.00,0,11.85,6.38,4.65,57.78,56.86,56.28,0,90.14,70.6,42.25
0:25:07,2,0.95,115.1,6.30,6.83,0.02892,7.63,57.00,-999.00,-999.00,-999.00,0,11.96,6.38,4.56,57.82,56.88,56.30,0,90.14,70.0,42.25
0:25:58,2,0.95,115.0,6.20,6.75,0.02985,7.63,57.01,-999.00,-999.00,-999.00,0,12.04,6.39,4.45,57.82,56.89,56.32,0,90.14,70.6,42.25
0:26:48,2,0.95,115.0,6.40,6.97,0.03081,7.58,57.02,-999.00,-999.00,-999.00,0,11.90,6.38,4.47,57.85,56.89,56.33,0,90.14,70.3,42.25
0:27:38,2,0.95,115.0,6.30,6.92,0.03176,7.52,57.04,-999.00,-999.00,-999.00,0,11.77,6.33,4.45,57.85,56.93,56.34,0,90.14,70.0,42.25
0:28:29,2,0.95,115.1,6.40,6.97,0.03279,7.46,57.10,-999.00,-999.00,-999.00,0,11.51,6.36,4.52,57.91,56.98,56.42,0,90.14,70.6,42.25
0:29:19,2,0.95,115.0,6.60,7.22,0.03378,7.36,57.08,-999.00,-999.00,-999.00,0,11.30,6.26,4.51,57.90,56.95,56.39,0,90.14,69.8,42.25
0:30:09,2,0.95,115.1,6.40,7.01,0.03477,7.40,57.13,-999.00,-999.00,-999.00,0,11.34,6.28,4.58,57.95,57.02,56.43,0,90.14,69.7,42.25
0:30:59,2,0.95,115.1,6.30,6.84,0.03573,7.41,57.14,-999.00,-999.00,-999.00,0,11.44,6.24,4.56,57.96,57.03,56.44,0,90.14,69.0,42.25
0:31:49,2,0.95,115.1,6.40,6.96,0.03669,7.40,57.18,-999.00,-999.00,-999.00,0,11.48,6.24,4.48,57.99,57.07,56.47,0,90.34,69.9,42.25
0:32:40,2,0.95,115.0,6.30,6.88,0.03764,7.38,57.17,-999.00,-999.00,-999.00,0,11.55,6.22,4.36,57.98,57.06,56.47,0,90.34,69.8,42.25
0:33:30,2,0.95,115.0,6.20,6.75,0.03859,7.42,57.21,-999.00,-999.00,-999.00,0,11.66,6.26,4.34,58.03,57.09,56.52,0,90.34,70.2,42.25
0:34:20,2,0.95,115.0,6.20,6.78,0.03959,7.44,57.24,-999.00,-999.00,-999.00,0,11.74,6.29,4.30,58.04,57.11,56.58,0,90.34,69.6,42.25
0:35:11,2,0.95,115.0,6.20,6.81,0.04053,7.44,57.26,-999.00,-999.00,-999.00,0,11.79,6.27,4.26,58.07,57.14,56.58,0,90.34,69.9,42.25
0:36:01,2,0.95,115.0,6.20,6.78,0.04147,7.44,57.29,-999.00,-999.00,-999.00,0,11.80,6.25,4.26,58.10,57.16,56.61,0,90.34,69.4,42.25
0:36:51,2,0.95,115.0,6.20,6.75,0.04241,7.43,57.29,-999.00,-999.00,-999.00,0,11.79,6.24,4.26,58.10,57.16,56.61,0,90.34,69.9,42.25
0:37:42,2,0.95,115.0,6.20,6.76,0.04334,7.42,57.31,-999.00,-999.00,-999.00,0,11.90,6.24,4.12,58.11,57.18,56.65,0,90.34,69.6,42.25
0:38:32,2,0.95,115.1,6.20,6.78,0.04428,7.43,57.35,-999.00,-999.00,-999.00,0,12.00,6.26,4.04,58.14,57.23,56.68,0,90.34,69.4,42.25
0:39:22,2,0.95,115.0,6.60,7.21,0.04525,7.31,57.37,-999.00,-999.00,-999.00,0,11.64,6.26,4.03,58.14,57.25,56.73,0,90.34,69.4,42.25
0:40:12,2,0.95,115.0,6.40,6.96,0.04624,7.31,57.41,-999.00,-999.00,-999.00,0,11.70,6.23,4.01,58.20,57.29,56.74,0,90.34,68.9,42.25
0:41:03,2,0.95,115.0,6.30,6.88,0.04727,7.29,57.42,-999.00,-999.00,-999.00,0,11.63,6.24,4.01,58.23,57.30,56.74,0,90.34,69.7,42.25
0:41:53,2,0.95,115.0,6.60,7.23,0.04824,7.17,57.44,-999.00,-999.00,-999.00,0,11.25,6.18,4.07,58.23,57.33,56.75,0,90.34,69.8,42.25
0:42:43,2,0.96,115.0,6.90,7.57,0.04927,6.97,57.44,-999.00,-999.00,-999.00,0,10.70,6.10,4.10,58.23,57.36,56.74,0,90.34,69.5,42.25
0:43:34,2,0.95,115.1,6.60,7.27,0.05030,6.89,57.45,-999.00,-999.00,-999.00,0,10.49,6.05,4.12,58.26,57.36,56.74,0,90.34,69.1,42.25
0:44:24,2,0.95,115.0,6.60,7.19,0.05130,6.84,57.46,-999.00,-999.00,-999.00,0,10.42,5.99,4.12,58.26,57.38,56.74,0,90.34,69.5,42.25
0:45:15,2,0.95,115.1,6.60,7.21,0.05237,6.86,57.46,-999.00,-999.00,-999.00,0,10.50,5.94,4.15,58.26,57.38,56.74,0,90.34,69.8,42.25
0:46:05,2,0.95,115.0,6.40,7.04,0.05336,6.89,57.50,-999.00,-999.00,-999.00,0,10.57,5.94,4.15,58.32,57.38,56.80,0.84764,90.34,69.5,42.25
0:46:55,2,0.95,115.0,6.30,6.91,0.05433,6.94,57.51,-999.00,-999.00,-999.00,0,10.67,5.94,4.21,58.32,57.40,56.80,0,90.34,69.6,42.25
0:47:45,2,0.95,115.1,6.30,6.93,0.05528,6.97,57.52,-999.00,-999.00,-999.00,0,10.71,5.94,4.27,58.33,57.42,56.82,0,90.34,69.8,42.25
0:48:35,2,0.95,115.1,6.30,6.91,0.05624,7.01,57.54,-999.00,-999.00,-999.00,0,10.81,5.92,4.31,58.34,57.45,56.83,0,90.34,70.1,42.25
0:49:26,2,0.95,115.1,6.20,6.80,0.05719,7.03,57.57,-999.00,-999.00,-999.00,0,10.89,5.92,4.29,58.38,57.46,56.86,0,90.34,70.4,42.25
0:50:16,2,0.95,115.0,6.20,6.72,0.05812,7.10,57.61,-999.00,-999.00,-999.00,0,11.02,5.94,4.34,58.40,57.52,56.91,0,90.34,70.2,42.25
0:51:06,2,0.95,115.1,6.20,6.82,0.05906,7.12,57.61,-999.00,-999.00,-999.00,0,11.07,5.94,4.34,58.40,57.52,56.92,0,90.14,70.3,42.25
0:51:56,2,0.95,115.1,6.20,6.83,0.06001,7.14,57.64,-999.00,-999.00,-999.00,0,11.08,5.94,4.40,58.44,57.55,56.93,0,90.14,69.2,42.25
0:52:46,2,0.95,115.1,6.10,6.67,0.06101,7.16,57.65,-999.00,-999.00,-999.00,0,11.19,5.94,4.34,58.45,57.58,56.93,0,90.14,69.7,42.25
0:53:37,2,0.95,115.1,6.20,6.80,0.06194,7.17,57.67,-999.00,-999.00,-999.00,0,11.24,5.94,4.34,58.45,57.58,56.99,0,90.14,69.6,42.25
0:54:27,2,0.95,115.1,6.40,6.95,0.06289,7.19,57.68,-999.00,-999.00,-999.00,0,11.24,5.94,4.39,58.48,57.58,56.99,0.84764,90.14,70.4,42.25
0:55:17,2,0.95,115.1,6.20,6.77,0.06385,7.21,57.70,-999.00,-999.00,-999.00,0,11.29,5.94,4.40,58.48,57.63,56.99,0,90.14,70.2,42.25
0:56:08,2,0.95,115.1,6.10,6.60,0.06478,7.23,57.71,-999.00,-999.00,-999.00,0,11.38,5.94,4.37,58.48,57.63,57.02,0,90.14,70.3,42.25
0:56:58,2,0.95,115.1,6.20,6.78,0.06570,7.27,57.75,-999.00,-999.00,-999.00,0,11.47,5.98,4.35,58.54,57.67,57.03,0,90.14,70.5,42.25
0:57:48,2,0.95,115.1,6.20,6.72,0.06664,7.34,57.78,-999.00,-999.00,-999.00,0,11.61,6.03,4.38,58.57,57.69,57.09,0,90.14,70.6,42.25
0:58:39,2,0.95,115.1,6.10,6.64,0.06763,7.36,57.81,-999.00,-999.00,-999.00,0,11.71,6.04,4.34,58.61,57.71,57.10,0,90.14,70.4,42.25
0:59:29,2,0.95,115.0,6.00,6.59,0.06855,7.41,57.83,-999.00,-999.00,-999.00,0,11.79,6.10,4.34,58.62,57.74,57.14,0,90.14,70.5,42.25
1:00:19,2,0.95,115.0,6.10,6.69,0.06947,7.43,57.83,-999.00,-999.00,-999.00,0,11.87,6.09,4.33,58.62,57.74,57.14,0,90.14,70.5,42.25
1:01:09,2,0.95,115.1,6.10,6.67,0.07040,7.46,57.88,-999.00,-999.00,-999.00,0,11.96,6.10,4.32,58.64,57.80,57.20,0,90.14,70.4,42.25
1:01:59,2,0.95,115.1,6.10,6.63,0.07132,7.46,57.87,-999.00,-999.00,-999.00,0,12.01,6.08,4.29,58.65,57.77,57.18,0,90.14,70.5,42.25
1:02:49,2,0.95,115.1,6.10,6.68,0.07223,7.52,57.90,-999.00,-999.00,-999.00,0,12.10,6.13,4.32,58.67,57.81,57.21,0,90.14,70.6,42.25
1:03:40,2,0.95,115.0,6.00,6.58,0.07315,7.54,57.94,-999.00,-999.00,-999.00,0,12.18,6.13,4.32,58.73,57.85,57.24,0,90.14,70.6,42.25
1:04:30,2,0.95,115.0,6.10,6.67,0.07413,7.54,57.96,-999.00,-999.00,-999.00,0,12.18,6.13,4.32,58.73,57.85,57.29,0,90.14,70.5,42.25
1:05:21,2,0.95,115.1,6.00,6.59,0.07505,7.55,57.97,-999.00,-999.00,-999.00,0,12.23,6.16,4.26,58.75,57.88,57.29,0,90.14,70.3,42.25
1:06:11,2,0.94,115.0,6.20,6.88,0.07598,7.47,57.99,-999.00,-999.00,-999.00,0,11.96,6.13,4.32,58.76,57.88,57.33,0,90.14,70.2,42.25
1:07:01,2,0.95,115.0,6.30,6.93,0.07694,7.41,58.00,-999.00,-999.00,-999.00,0,11.79,6.13,4.32,58.76,57.90,57.35,0,90.14,70.8,42.25
1:07:51,2,0.95,115.0,6.40,7.05,0.07791,7.28,58.01,-999.00,-999.00,-999.00,0,11.39,6.12,4.34,58.76,57.93,57.35,0,90.14,70.3,42.25
1:08:41,2,0.95,114.9,6.50,7.10,0.07888,7.24,58.04,-999.00,-999.00,-999.00,0,11.22,6.12,4.37,58.83,57.93,57.35,0,90.14,70.5,42.25
1:09:32,2,0.95,115.0,6.40,7.02,0.07986,7.21,58.04,-999.00,-999.00,-999.00,0,11.19,6.05,4.40,58.81,57.95,57.35,0,90.14,70.1,42.25
1:10:22,2,0.95,115.0,6.30,6.87,0.08083,7.22,58.04,-999.00,-999.00,-999.00,0,11.24,6.05,4.38,58.81,57.96,57.35,0,90.14,70.2,42.25
1:11:12,2,0.95,115.0,6.30,6.86,0.08185,7.23,58.08,-999.00,-999.00,-999.00,0,11.30,6.05,4.33,58.87,57.99,57.37,0,90.14,70.5,42.25
1:12:02,2,0.95,115.0,6.30,6.88,0.08280,7.22,58.08,-999.00,-999.00,-999.00,0,11.39,6.05,4.21,58.87,57.99,57.37,0,90.14,69.9,42.25
1:12:53,2,0.95,115.0,6.20,6.82,0.08375,7.23,58.11,-999.00,-999.00,-999.00,0,11.44,6.08,4.18,58.87,58.02,57.43,0,90.14,70.4,42.25
1:13:43,2,0.95,115.0,6.10,6.67,0.08469,7.26,58.12,-999.00,-999.00,-999.00,0,11.54,6.10,4.13,58.91,58.02,57.43,0,90.14,70.2,42.25
1:14:34,2,0.95,115.0,6.20,6.81,0.08562,7.28,58.16,-999.00,-999.00,-999.00,0,11.64,6.12,4.07,58.92,58.07,57.48,0,90.14,70.3,42.25
1:15:24,2,0.95,115.0,6.20,6.74,0.08656,7.29,58.17,-999.00,-999.00,-999.00,0,11.70,6.12,4.05,58.93,58.07,57.51,0,90.14,70.1,42.25
1:16:14,2,0.95,115.0,6.10,6.67,0.08748,7.32,58.19,-999.00,-999.00,-999.00,0,11.79,6.17,4.00,58.98,58.09,57.51,0,90.14,70.0,42.25
1:17:05,2,0.95,115.0,6.20,6.77,0.08848,7.28,58.21,-999.00,-999.00,-999.00,0,11.72,6.14,3.99,58.98,58.13,57.51,0,90.14,70.4,42.25
1:17:55,2,0.95,115.0,6.20,6.75,0.08942,7.31,58.23,-999.00,-999.00,-999.00,0,11.77,6.16,4.01,59.00,58.13,57.57,0,90.14,70.0,42.25
1:18:45,2,0.95,115.0,6.10,6.66,0.09035,7.32,58.25,-999.00,-999.00,-999.00,0,11.84,6.18,3.93,59.03,58.15,57.57,0,90.14,70.2,42.25
1:19:35,2,0.95,115.0,6.20,6.75,0.09128,7.30,58.27,-999.00,-999.00,-999.00,0,11.90,6.18,3.82,59.03,58.15,57.62,0,90.14,69.7,42.25
1:20:25,2,0.95,115.0,6.40,7.05,0.09223,7.23,58.27,-999.00,-999.00,-999.00,0,11.64,6.18,3.88,59.05,58.15,57.62,0,90.14,70.3,42.25
1:21:16,2,0.95,115.0,6.20,6.81,0.09319,7.22,58.31,-999.00,-999.00,-999.00,0,11.66,6.17,3.82,59.08,58.21,57.65,0,90.14,70.4,42.25
1:22:06,2,0.95,114.9,6.10,6.67,0.09412,7.22,58.32,-999.00,-999.00,-999.00,0,11.72,6.18,3.77,59.09,58.22,57.65,0,90.14,70.3,42.25
1:22:56,2,0.95,114.9,6.30,6.94,0.09514,7.18,58.32,-999.00,-999.00,-999.00,0,11.63,6.14,3.77,59.09,58.22,57.66,0,90.14,70.2,42.25
1:23:46,2,0.95,115.0,6.20,6.76,0.09609,7.21,58.39,-999.00,-999.00,-999.00,0,11.76,6.18,3.70,59.16,58.28,57.73,0,90.14,70.0,42.25
1:24:37,2,0.95,115.0,6.30,6.85,0.09703,7.13,58.37,-999.00,-999.00,-999.00,0,11.54,6.17,3.68,59.14,58.28,57.70,0,90.14,70.4,42.25
1:25:28,2,0.95,115.0,6.40,7.02,0.09800,7.09,58.39,-999.00,-999.00,-999.00,0,11.42,6.13,3.73,59.16,58.30,57.72,0,90.14,70.5,42.25
1:26:18,2,0.95,115.0,6.60,7.19,0.09899,6.95,58.42,-999.00,-999.00,-999.00,0,11.00,6.10,3.74,59.20,58.32,57.73,0,90.14,70.2,42.25
1:27:08,2,0.95,115.0,6.40,7.05,0.09997,6.90,58.40,-999.00,-999.00,-999.00,0,10.87,6.05,3.77,59.18,58.31,57.71,0,90.14,69.9,42.25
1:27:58,2,0.96,115.0,6.40,7.05,0.10094,6.92,58.42,-999.00,-999.00,-999.00,0,10.88,6.05,3.82,59.19,58.33,57.74,0,90.14,69.8,42.25
1:28:49,2,0.95,115.1,6.30,6.93,0.10198,6.91,58.46,-999.00,-999.00,-999.00,0,10.97,5.99,3.77,59.23,58.38,57.78,0,90.14,70.5,42.25
1:29:39,2,0.95,115.0,6.20,6.81,0.10293,6.93,58.48,-999.00,-999.00,-999.00,0,11.05,5.99,3.74,59.25,58.40,57.79,0,89.94,69.9,42.25
1:30:29,2,0.95,115.1,6.30,6.83,0.10387,6.94,58.50,-999.00,-999.00,-999.00,0,11.13,5.99,3.71,59.25,58.42,57.83,0,89.94,70.3,42.25
1:31:19,2,0.95,115.0,6.20,6.79,0.10482,6.99,58.51,-999.00,-999.00,-999.00,0,11.24,6.04,3.68,59.26,58.43,57.84,0,89.94,70.1,42.25
1:32:10,2,0.95,114.9,6.30,6.93,0.10577,6.91,58.53,-999.00,-999.00,-999.00,0,11.05,5.99,3.69,59.31,58.43,57.84,0.84764,89.94,70.0,42.25
1:33:00,2,0.95,114.9,6.20,6.74,0.10671,6.90,58.54,-999.00,-999.00,-999.00,0,11.08,5.98,3.63,59.31,58.47,57.85,0,89.94,70.2,42.25
1:33:50,2,0.95,114.9,6.20,6.79,0.10765,6.92,58.55,-999.00,-999.00,-999.00,0,11.19,5.99,3.58,59.31,58.48,57.87,0,89.94,70.4,42.25
1:34:40,2,0.95,114.8,6.20,6.77,0.10866,6.93,58.57,-999.00,-999.00,-999.00,0,11.25,5.99,3.55,59.35,58.48,57.88,0,89.94,70.3,42.25
1:35:31,2,0.95,114.8,6.20,6.78,0.10959,6.95,58.59,-999.00,-999.00,-999.00,0,11.30,5.99,3.57,59.36,58.50,57.92,0,89.94,69.9,42.25
1:36:21,2,0.95,114.9,6.10,6.63,0.11052,6.97,58.60,-999.00,-999.00,-999.00,0,11.38,5.99,3.54,59.36,58.51,57.94,0,89.94,70.5,42.25
1:37:12,2,0.95,114.8,6.30,6.84,0.11145,6.97,58.63,-999.00,-999.00,-999.00,0,11.35,6.00,3.55,59.39,58.51,57.98,0,89.94,70.8,42.25
1:38:02,2,0.95,114.8,6.20,6.79,0.11240,6.96,58.63,-999.00,-999.00,-999.00,0,11.38,5.99,3.51,59.39,58.53,57.98,0,89.94,70.7,42.25
1:38:52,2,0.95,114.9,6.10,6.63,0.11333,6.96,58.66,-999.00,-999.00,-999.00,0,11.46,5.99,3.44,59.39,58.57,58.01,0,89.94,70.0,42.25
1:39:42,2,0.95,114.9,6.20,6.71,0.11425,6.97,58.68,-999.00,-999.00,-999.00,0,11.52,6.01,3.38,59.44,58.59,58.01,0,89.94,70.6,42.25
1:40:33,2,0.95,114.9,6.60,7.18,0.11528,6.86,58.71,-999.00,-999.00,-999.00,0,11.19,5.99,3.40,59.44,58.62,58.06,0,89.94,70.4,42.25
1:41:23,2,0.96,114.9,6.70,7.32,0.11627,6.74,58.72,-999.00,-999.00,-999.00,0,10.87,5.96,3.39,59.45,58.63,58.07,0,89.94,69.9,42.25
1:42:13,2,0.95,114.9,6.40,7.03,0.11727,6.71,58.75,-999.00,-999.00,-999.00,0,10.69,5.95,3.50,59.51,58.64,58.09,0,89.94,70.6,42.25
1:43:04,2,0.95,114.9,6.40,7.03,0.11825,6.65,58.74,-999.00,-999.00,-999.00,0,10.53,5.91,3.50,59.50,58.65,58.06,0,89.94,70.6,42.25
1:43:54,2,0.95,114.9,6.50,7.09,0.11922,6.65,58.77,-999.00,-999.00,-999.00,0,10.50,5.89,3.55,59.52,58.69,58.11,0,89.94,69.8,42.25
1:44:45,2,0.95,114.9,6.30,6.91,0.12020,6.67,58.78,-999.00,-999.00,-999.00,0,10.56,5.90,3.54,59.53,58.69,58.11,0,89.94,69.9,42.25
1:45:35,2,0.95,114.9,6.30,6.84,0.12122,6.67,58.78,-999.00,-999.00,-999.00,0,10.67,5.87,3.46,59.54,58.71,58.09,0,89.94,69.6,42.25
1:46:25,2,0.95,114.9,6.30,6.84,0.12216,6.66,58.78,-999.00,-999.00,-999.00,0,10.75,5.85,3.39,59.52,58.70,58.12,0,89.94,70.1,42.25
1:47:16,2,0.95,114.9,6.30,6.84,0.12311,6.70,58.82,-999.00,-999.00,-999.00,0,10.74,5.89,3.48,59.57,58.75,58.14,0,89.94,70.5,42.25
1:48:06,2,0.95,114.9,6.20,6.71,0.12405,6.68,58.85,-999.00,-999.00,-999.00,0,10.80,5.85,3.38,59.59,58.76,58.20,0,89.94,70.5,42.25
1:48:56,2,0.95,114.9,6.40,6.99,0.12499,6.63,58.87,-999.00,-999.00,-999.00,0,10.67,5.85,3.37,59.63,58.79,58.20,0,89.94,69.3,42.25
1:49:46,2,0.95,115.0,6.30,6.90,0.12596,6.63,58.87,-999.00,-999.00,-999.00,0,10.72,5.85,3.33,59.63,58.79,58.20,0,89.94,69.9,42.25
1:50:37,2,0.95,114.9,6.20,6.73,0.12698,6.66,58.90,-999.00,-999.00,-999.00,0,10.80,5.85,3.32,59.63,58.82,58.25,0,89.94,70.2,42.25
1:51:27,2,0.95,114.9,6.10,6.65,0.12791,6.68,58.91,-999.00,-999.00,-999.00,0,10.86,5.85,3.34,59.66,58.82,58.25,0,89.94,69.9,42.25
1:52:18,2,0.95,114.9,6.20,6.75,0.12884,6.69,58.93,-999.00,-999.00,-999.00,0,10.91,5.85,3.30,59.66,58.84,58.28,0,90.14,69.6,42.25
1:53:08,2,0.95,114.9,6.30,6.83,0.12977,6.68,58.93,-999.00,-999.00,-999.00,0,10.89,5.85,3.29,59.66,58.85,58.28,0.84764,90.14,70.0,42.25
1:53:58,2,0.95,114.9,6.40,6.96,0.13073,6.62,58.96,-999.00,-999.00,-999.00,0,10.75,5.80,3.30,59.71,58.90,58.28,0,90.14,69.9,42.25
1:54:49,2,0.95,114.9,6.20,6.72,0.13168,6.63,58.97,-999.00,-999.00,-999.00,0,10.83,5.80,3.25,59.72,58.90,58.28,0,90.14,70.2,42.25
1:55:39,2,0.95,114.9,6.30,6.89,0.13262,6.62,58.97,-999.00,-999.00,-999.00,0,10.75,5.80,3.30,59.72,58.90,58.29,0,90.14,69.7,42.25
1:56:29,2,0.95,114.9,6.40,6.97,0.13364,6.57,58.98,-999.00,-999.00,-999.00,0,10.65,5.77,3.30,59.72,58.92,58.31,0,90.14,70.4,42.25
1:57:19,2,0.95,114.9,6.50,7.12,0.13461,6.45,58.98,-999.00,-999.00,-999.00,0,10.27,5.74,3.35,59.73,58.92,58.30,0,90.14,70.4,42.25
1:58:09,2,0.95,114.9,6.60,7.27,0.13561,6.26,58.99,-999.00,-999.00,-999.00,0,9.74,5.66,3.37,59.74,58.92,58.32,0,90.14,70.3,42.25
1:58:59,2,0.95,114.9,6.60,7.22,0.13661,6.16,58.99,-999.00,-999.00,-999.00,0,9.52,5.58,3.39,59.74,58.93,58.29,0,90.14,70.2,42.25
1:59:50,2,0.96,114.9,6.70,7.31,0.13762,6.12,58.98,-999.00,-999.00,-999.00,0,9.42,5.55,3.38,59.74,58.92,58.28,0,90.14,70.6,42.25
2:00:40,2,0.95,114.9,6.50,7.09,0.13862,6.18,59.02,-999.00,-999.00,-999.00,0,9.56,5.54,3.43,59.74,58.98,58.33,0,90.14,69.9,42.25
2:01:30,2,0.95,114.9,6.30,6.89,0.13959,6.17,59.00,-999.00,-999.00,-999.00,0,9.59,5.52,3.39,59.77,58.94,58.29,0,90.14,70.1,42.25
2:02:20,2,0.95,114.9,6.40,7.01,0.14055,6.21,59.03,-999.00,-999.00,-999.00,0,9.69,5.53,3.41,59.77,59.00,58.31,0,90.14,70.0,42.25
2:03:10,2,0.95,114.9,6.40,6.95,0.14152,6.26,59.07,-999.00,-999.00,-999.00,0,9.76,5.52,3.49,59.80,59.03,58.37,0,90.14,69.7,42.25
2:04:01,2,0.95,115.0,6.20,6.75,0.14254,6.29,59.07,-999.00,-999.00,-999.00,0,9.84,5.52,3.51,59.80,59.03,58.39,0,90.14,70.2,42.25
