0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC11,TC12,TC13,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FF1,FF2,FF3,Current Leakage (mA),RoomTemp,Humidity
6:36:53,2,0.98,115.0,12.10,13.75,0.55144,19.54,60.87,-999.00,-999.00,-999.00,0,22.20,19.81,16.60,61.50,61.15,59.95,0.84764,90.14,70.6,42.25
6:37:44,2,0.98,114.8,12.50,14.14,0.55334,19.29,60.81,-999.00,-999.00,-999.00,0,21.48,19.66,16.73,61.48,61.09,59.87,0,90.14,70.3,42.25
6:38:34,2,0.98,114.8,12.20,13.77,0.55529,19.01,60.73,-999.00,-999.00,-999.00,0,20.76,19.42,16.84,61.42,61.02,59.76,0,90.14,69.7,42.25
6:39:24,2,0.98,114.8,12.00,13.48,0.55718,18.70,60.68,-999.00,-999.00,-999.00,0,20.02,19.17,16.90,61.39,60.96,59.68,0,90.34,69.8,42.25
6:40:14,2,0.98,114.8,11.80,13.32,0.55903,18.37,60.63,-999.00,-999.00,-999.00,0,19.31,18.89,16.90,61.38,60.90,59.60,0,90.34,70.4,42.25
6:41:04,2,0.98,114.8,11.80,13.30,0.56088,18.01,60.57,-999.00,-999.00,-999.00,0,18.57,18.56,16.90,61.34,60.82,59.54,0,90.34,71.2,42.25
6:41:55,2,0.98,114.8,11.80,13.36,0.56272,17.60,60.50,-999.00,-999.00,-999.00,0,17.83,18.18,16.80,61.28,60.79,59.42,0.84764,90.34,70.9,42.25
6:42:45,2,0.98,114.8,11.60,13.12,0.56456,17.22,60.42,-999.00,-999.00,-999.00,0,17.12,17.82,16.71,61.26,60.68,59.33,0,90.34,70.7,42.25
6:43:35,2,0.98,114.8,11.60,13.03,0.56650,16.81,60.35,-999.00,-999.00,-999.00,0,16.42,17.43,16.59,61.20,60.61,59.24,0,90.34,70.4,42.25
6:44:26,2,0.98,114.8,11.50,12.93,0.56830,16.38,60.28,-999.00,-999.00,-999.00,0,15.75,17.00,16.40,61.15,60.54,59.14,0,90.34,70.6,42.25
6:45:16,2,0.98,114.9,11.40,12.83,0.57009,15.98,60.22,-999.00,-999.00,-999.00,0,15.08,16.59,16.27,61.13,60.47,59.05,0,90.34,70.3,42.25
6:46:06,2,0.98,114.8,11.30,12.77,0.57186,15.54,60.15,-999.00,-999.00,-999.00,0,14.45,16.11,16.05,61.10,60.39,58.97,0,90.34,69.9,42.25
6:46:57,2,0.98,114.8,11.30,12.68,0.57362,15.11,60.08,-999.00,-999.00,-999.00,0,13.80,15.68,15.86,61.03,60.32,58.89,0,90.34,69.7,42.25
6:47:47,2,0.98,114.8,11.20,12.58,0.57537,14.66,59.99,-999.00,-999.00,-999.00,0,13.16,15.19,15.62,60.99,60.22,58.75,0,90.34,69.5,42.25
6:48:37,2,0.98,114.8,11.10,12.50,0.57723,14.24,59.94,-999.00,-999.00,-999.00,0,12.58,14.75,15.39,60.97,60.18,58.67,0,90.34,70.1,42.25
6:49:27,2,0.98,114.9,11.00,12.44,0.57897,13.79,59.83,-999.00,-999.00,-999.00,0,12.01,14.25,15.10,60.87,60.06,58.57,0,90.34,70.3,42.25
6:50:18,2,0.98,114.9,11.00,12.38,0.58069,13.37,59.77,-999.00,-999.00,-999.00,0,11.47,13.80,14.83,60.84,60.00,58.47,0,90.34,71.2,42.25
6:51:08,2,0.98,114.9,11.00,12.34,0.58240,12.97,59.72,-999.00,-999.00,-999.00,0,10.98,13.37,14.55,60.82,59.94,58.41,0,90.34,70.4,42.25
6:51:58,2,0.98,114.9,10.90,12.27,0.58411,12.52,59.61,-999.00,-999.00,-999.00,0,10.48,12.83,14.24,60.76,59.83,58.25,0,90.34,70.5,42.25
6:52:48,2,0.98,114.9,10.80,12.19,0.58580,12.11,59.53,-999.00,-999.00,-999.00,0,10.00,12.38,13.94,60.70,59.75,58.14,0,90.34,70.6,42.25
6:53:38,2,0.98,114.9,10.80,12.13,0.58749,11.72,59.45,-999.00,-999.00,-999.00,0,9.59,11.93,13.64,60.63,59.66,58.07,0,90.34,70.3,42.25
6:54:29,2,0.98,114.9,10.70,12.08,0.58928,11.32,59.38,-999.00,-999.00,-999.00,0,9.15,11.48,13.34,60.61,59.55,57.98,0,90.34,70.2,42.25
6:55:19,2,0.98,114.9,10.70,12.01,0.59095,10.92,59.28,-999.00,-999.00,-999.00,0,8.75,11.00,13.01,60.51,59.49,57.85,0,90.34,70.2,42.25
6:56:09,2,0.98,114.9,10.60,11.94,0.59261,10.54,59.21,-999.00,-999.00,-999.00,0,8.34,10.57,12.71,60.49,59.40,57.74,0,90.34,70.2,42.25
6:57:00,2,0.98,114.9,10.60,11.91,0.59426,10.19,59.13,-999.00,-999.00,-999.00,0,7.98,10.14,12.45,60.43,59.29,57.66,0,90.34,70.4,42.25
6:57:50,2,0.98,114.9,10.50,11.84,0.59591,9.82,59.04,-999.00,-999.00,-999.00,0,7.61,9.71,12.13,60.35,59.20,57.57,0,90.34,70.3,42.25
6:58:40,2,0.98,115.0,10.50,11.79,0.59755,9.47,58.97,-999.00,-999.00,-999.00,0,7.27,9.29,11.84,60.29,59.13,57.48,0.84764,90.34,69.8,42.25
6:59:30,2,0.98,114.9,10.40,11.74,0.59918,9.13,58.91,-999.00,-999.00,-999.00,0,6.91,8.91,11.58,60.28,59.06,57.39,0,90.34,69.9,42.25
7:00:20,2,0.98,114.9,10.40,11.69,0.60081,8.78,58.81,-999.00,-999.00,-999.00,0,6.56,8.50,11.28,60.20,58.94,57.29,0,90.34,70.0,42.25
7:01:11,2,0.98,114.9,10.40,11.66,0.60254,8.43,58.73,-999.00,-999.00,-999.00,0,6.21,8.08,11.01,60.14,58.87,57.18,0,90.14,70.1,42.25
7:02:01,2,0.98,114.9,10.30,11.62,0.60415,8.10,58.64,-999.00,-999.00,-999.00,0,5.88,7.70,10.72,60.07,58.77,57.09,0,90.14,70.0,42.25
7:02:51,2,0.98,114.9,10.30,11.59,0.60576,7.79,58.56,-999.00,-999.00,-999.00,0,5.56,7.35,10.46,60.01,58.68,56.99,0,90.14,69.6,42.25
7:03:42,2,0.98,115.0,10.30,11.55,0.60736,7.48,58.48,-999.00,-999.00,-999.00,0,5.24,6.98,10.22,59.94,58.61,56.88,0,90.14,69.2,42.25
7:04:32,2,0.98,115.0,10.20,11.50,0.60896,7.19,58.39,-999.00,-999.00,-999.00,0,4.94,6.69,9.93,59.88,58.50,56.80,0,90.14,69.1,42.25
7:05:23,2,0.98,115.0,10.20,11.46,0.61055,6.89,58.31,-999.00,-999.00,-999.00,0,4.63,6.34,9.71,59.81,58.41,56.72,0,90.14,69.1,42.25
7:06:13,2,0.98,115.0,10.10,11.40,0.61225,6.64,58.22,-999.00,-999.00,-999.00,0,4.35,6.10,9.47,59.74,58.31,56.61,0,90.14,69.5,42.25
7:07:03,2,0.98,115.0,10.10,11.35,0.61383,6.35,58.16,-999.00,-999.00,-999.00,0,4.03,5.80,9.22,59.71,58.26,56.50,0,90.14,69.2,42.25
7:07:54,2,0.98,115.0,10.10,11.32,0.61539,6.10,58.06,-999.00,-999.00,-999.00,0,3.76,5.52,9.01,59.63,58.13,56.41,0,90.14,70.2,42.25
7:08:44,2,0.98,114.9,10.00,11.26,0.61696,5.84,57.98,-999.00,-999.00,-999.00,0,3.47,5.28,8.78,59.58,58.04,56.31,0,90.34,70.2,42.25
7:09:34,2,0.98,115.0,10.00,11.23,0.61852,5.60,57.91,-999.00,-999.00,-999.00,0,3.22,5.02,8.57,59.51,57.99,56.22,0,90.34,70.0,42.25
7:10:24,2,0.98,115.0,10.00,11.19,0.62007,5.35,57.81,-999.00,-999.00,-999.00,0,2.93,4.76,8.37,59.44,57.87,56.12,0,90.34,70.2,42.25
7:11:15,2,0.98,115.0,9.90,11.14,0.62162,5.12,57.73,-999.00,-999.00,-999.00,0,2.65,4.52,8.19,59.38,57.79,56.03,0,90.34,69.7,42.25
7:12:05,2,0.98,115.0,9.90,11.13,0.62316,4.89,57.66,-999.00,-999.00,-999.00,0,2.37,4.29,8.00,59.31,57.71,55.95,0,90.34,70.0,42.25
7:12:55,2,0.98,115.0,9.90,11.09,0.62481,4.67,57.57,-999.00,-999.00,-999.00,0,2.12,4.06,7.82,59.25,57.63,55.84,0,90.34,70.8,42.25
7:13:45,2,0.98,114.9,9.90,11.07,0.62635,4.44,57.48,-999.00,-999.00,-999.00,0,1.86,3.82,7.64,59.17,57.52,55.75,0,90.34,71.2,42.25
7:14:36,2,0.98,115.0,9.80,11.05,0.62788,4.24,57.42,-999.00,-999.00,-999.00,0,1.63,3.63,7.47,59.14,57.44,55.67,0,90.34,71.0,42.25
7:15:26,2,0.98,114.9,9.80,11.03,0.62941,4.02,57.31,-999.00,-999.00,-999.00,0,1.38,3.39,7.28,59.03,57.36,55.54,0,90.34,70.6,42.25
7:16:17,2,0.98,114.9,9.80,11.00,0.63094,3.81,57.23,-999.00,-999.00,-999.00,0,1.11,3.19,7.14,58.99,57.25,55.45,0,90.34,70.6,42.25
7:17:07,2,0.98,115.0,9.80,10.96,0.63246,3.62,57.14,-999.00,-999.00,-999.00,0,0.89,2.98,6.99,58.89,57.17,55.35,0,90.34,70.3,42.25
7:17:57,2,0.97,115.0,9.80,10.96,0.63398,3.41,57.08,-999.00,-999.00,-999.00,0,0.63,2.78,6.82,58.87,57.09,55.28,0,90.34,70.6,42.25
7:18:47,2,0.97,115.1,9.70,10.89,0.63560,3.20,56.98,-999.00,-999.00,-999.00,0,0.40,2.55,6.65,58.76,57.00,55.18,0.84764,90.34,70.6,42.25
7:19:37,2,0.97,115.0,9.80,10.94,0.63711,2.99,56.89,-999.00,-999.00,-999.00,0,0.17,2.33,6.48,58.71,56.89,55.07,0,90.14,70.7,42.25
7:20:27,2,0.98,115.0,9.70,10.87,0.63862,2.78,56.78,-999.00,-999.00,-999.00,0,-0.05,2.11,6.27,58.61,56.78,54.96,0,90.14,70.2,42.25
7:21:17,2,0.97,115.0,9.80,10.94,0.64013,2.58,56.70,-999.00,-999.00,-999.00,0,-0.29,1.92,6.12,58.55,56.69,54.87,0,90.14,70.2,42.25
7:22:08,2,0.98,115.1,9.70,10.87,0.64164,2.39,56.61,-999.00,-999.00,-999.00,0,-0.50,1.72,5.95,58.45,56.60,54.77,0,90.14,70.2,42.25
7:22:58,2,0.98,115.0,9.70,10.97,0.64315,2.17,56.51,-999.00,-999.00,-999.00,0,-0.74,1.51,5.75,58.40,56.49,54.65,0,90.14,70.3,42.25
7:23:48,2,0.98,115.0,9.70,10.97,0.64467,2.00,56.45,-999.00,-999.00,-999.00,0,-0.93,1.34,5.59,58.33,56.42,54.59,0,90.14,70.3,42.25
7:24:39,2,0.98,115.0,9.50,10.57,0.64615,1.70,56.41,-999.00,-999.00,-999.00,0,-1.13,0.96,5.28,58.27,56.39,54.58,0,90.14,69.6,42.25
7:25:29,2,0.97,115.0,9.50,10.62,0.64762,1.49,56.36,-999.00,-999.00,-999.00,0,-1.36,0.76,5.06,58.25,56.33,54.51,0,90.14,69.8,42.25
7:26:19,2,0.97,115.0,9.50,10.69,0.64920,1.26,56.26,-999.00,-999.00,-999.00,0,-1.62,0.55,4.85,58.12,56.23,54.42,0,90.14,69.3,42.25
7:27:09,2,0.98,115.0,9.50,10.73,0.65069,1.07,56.17,-999.00,-999.00,-999.00,0,-1.82,0.32,4.71,58.05,56.13,54.33,0,90.14,70.0,42.25
7:27:59,2,0.98,114.9,9.60,10.77,0.65217,0.88,56.09,-999.00,-999.00,-999.00,0,-2.03,0.14,4.52,57.98,56.05,54.23,0,90.14,69.6,42.25
7:28:50,2,0.98,114.9,9.60,10.77,0.65367,0.69,56.00,-999.00,-999.00,-999.00,0,-2.22,-0.05,4.34,57.90,55.96,54.13,0,90.14,69.4,42.25
7:29:40,2,0.98,114.9,9.60,10.78,0.65516,0.52,55.93,-999.00,-999.00,-999.00,0,-2.39,-0.22,4.18,57.85,55.88,54.05,0,90.14,69.2,42.25
7:30:30,2,0.98,114.9,9.60,10.79,0.65666,0.34,55.83,-999.00,-999.00,-999.00,0,-2.58,-0.38,3.98,57.78,55.77,53.95,0,90.14,69.4,42.25
7:31:21,2,0.98,114.9,9.60,10.77,0.65825,0.17,55.75,-999.00,-999.00,-999.00,0,-2.76,-0.57,3.83,57.68,55.69,53.87,0,90.14,69.3,42.25
7:32:11,2,0.98,115.0,9.60,10.78,0.65975,0.01,55.64,-999.00,-999.00,-999.00,0,-2.95,-0.71,3.68,57.63,55.57,53.73,0,90.14,69.0,42.25
7:33:02,2,0.98,114.9,9.60,10.73,0.66123,-0.15,55.55,-999.00,-999.00,-999.00,0,-3.10,-0.89,3.55,57.55,55.49,53.61,0,90.34,70.1,42.25
7:33:52,2,0.98,115.0,9.60,10.76,0.66273,-0.32,55.47,-999.00,-999.00,-999.00,0,-3.26,-1.07,3.36,57.46,55.41,53.54,0,90.34,69.4,42.25
7:34:42,2,0.98,115.0,9.50,10.69,0.66421,-0.49,55.38,-999.00,-999.00,-999.00,0,-3.42,-1.25,3.19,57.36,55.32,53.46,0,90.34,69.6,42.25
7:35:32,2,0.98,114.9,9.60,10.73,0.66570,-0.64,55.29,-999.00,-999.00,-999.00,0,-3.57,-1.39,3.05,57.29,55.21,53.37,0,90.34,69.8,42.25
7:36:22,2,0.98,115.0,9.50,10.65,0.66718,-0.79,55.20,-999.00,-999.00,-999.00,0,-3.72,-1.54,2.89,57.22,55.13,53.25,0,90.34,70.3,42.25
7:37:13,2,0.98,115.0,9.50,10.71,0.66877,-0.93,55.12,-999.00,-999.00,-999.00,0,-3.87,-1.70,2.78,57.13,55.05,53.17,0,90.34,70.1,42.25
7:38:03,2,0.98,115.0,9.50,10.61,0.67024,-1.09,55.03,-999.00,-999.00,-999.00,0,-4.03,-1.84,2.60,57.05,54.94,53.09,0,90.34,70.1,42.25
7:38:53,2,0.98,115.0,9.50,10.69,0.67172,-1.23,54.94,-999.00,-999.00,-999.00,0,-4.16,-1.98,2.44,56.98,54.86,52.98,0,90.34,70.3,42.25
7:39:44,2,0.98,115.0,9.40,10.58,0.67319,-1.38,54.85,-999.00,-999.00,-999.00,0,-4.31,-2.16,2.32,56.91,54.75,52.90,0,90.34,69.9,42.25
7:40:34,2,0.98,115.0,9.50,10.68,0.67467,-1.54,54.75,-999.00,-999.00,-999.00,0,-4.45,-2.32,2.16,56.83,54.65,52.78,0,90.14,70.1,42.25
7:41:24,2,0.98,115.0,9.40,10.54,0.67613,-1.67,54.66,-999.00,-999.00,-999.00,0,-4.55,-2.46,2.01,56.72,54.58,52.69,0,90.14,69.9,42.25
7:42:14,2,0.98,115.0,9.50,10.65,0.67760,-1.79,54.59,-999.00,-999.00,-999.00,0,-4.68,-2.58,1.89,56.67,54.50,52.60,0,90.14,70.8,42.25
7:43:04,2,0.98,115.0,9.40,10.52,0.67906,-1.93,54.50,-999.00,-999.00,-999.00,0,-4.80,-2.74,1.76,56.58,54.42,52.49,0,90.14,70.4,42.25
7:43:55,2,0.98,115.0,9.50,10.64,0.68063,-2.08,54.40,-999.00,-999.00,-999.00,0,-4.94,-2.89,1.60,56.50,54.29,52.42,0,90.14,70.7,42.25
7:44:45,2,0.98,115.0,9.30,10.47,0.68209,-2.22,54.31,-999.00,-999.00,-999.00,0,-5.09,-3.04,1.46,56.42,54.19,52.33,0,90.14,70.2,42.25
7:45:35,2,0.98,115.0,9.50,10.62,0.68356,-2.34,54.23,-999.00,-999.00,-999.00,0,-5.19,-3.16,1.33,56.33,54.12,52.24,0,90.14,69.4,42.25
7:46:26,2,0.98,115.0,9.30,10.43,0.68501,-2.48,54.15,-999.00,-999.00,-999.00,0,-5.34,-3.28,1.17,56.28,54.03,52.14,0,90.14,69.7,42.25
7:47:16,2,0.98,115.0,9.40,10.60,0.68647,-2.62,54.06,-999.00,-999.00,-999.00,0,-5.43,-3.45,1.03,56.20,53.91,52.07,0,90.14,70.3,42.25
7:48:06,2,0.97,115.0,9.30,10.39,0.68792,-2.73,53.97,-999.00,-999.00,-999.00,0,-5.57,-3.54,0.91,56.09,53.87,51.96,0,90.14,70.5,42.25
7:48:57,2,0.98,115.0,9.40,10.55,0.68938,-2.86,53.88,-999.00,-999.00,-999.00,0,-5.68,-3.68,0.77,56.01,53.74,51.90,0,90.34,70.4,42.25
7:49:47,2,0.97,115.0,9.20,10.34,0.69093,-2.99,53.80,-999.00,-999.00,-999.00,0,-5.81,-3.80,0.63,55.95,53.65,51.79,0,90.34,70.4,42.25
7:50:37,2,0.98,115.0,9.40,10.49,0.69238,-3.12,53.72,-999.00,-999.00,-999.00,0,-5.93,-3.93,0.50,55.87,53.59,51.71,0,90.34,69.9,42.25
7:51:27,2,0.97,115.0,9.20,10.28,0.69382,-3.25,53.63,-999.00,-999.00,-999.00,0,-6.03,-4.07,0.36,55.79,53.51,51.60,0,90.34,69.4,42.25
7:52:17,2,0.97,115.0,9.30,10.47,0.69526,-3.36,53.53,-999.00,-999.00,-999.00,0,-6.16,-4.18,0.25,55.69,53.40,51.51,0,90.34,70.2,42.25
7:53:08,2,0.97,115.0,9.20,10.26,0.69670,-3.52,53.40,-999.00,-999.00,-999.00,0,-6.30,-4.36,0.10,55.55,53.26,51.40,0,90.34,70.4,42.25
7:53:58,2,0.98,115.0,9.30,10.46,0.69814,-3.63,53.35,-999.00,-999.00,-999.00,0,-6.40,-4.46,-0.03,55.52,53.20,51.32,0,90.34,69.6,42.25
7:54:48,2,0.97,115.0,9.20,10.30,0.69958,-3.76,53.24,-999.00,-999.00,-999.00,0,-6.49,-4.61,-0.18,55.40,53.10,51.22,0,90.34,69.4,42.25
7:55:39,2,0.98,114.9,9.30,10.42,0.70101,-3.87,53.16,-999.00,-999.00,-999.00,0,-6.61,-4.73,-0.27,55.34,53.01,51.13,0,90.34,69.5,42.25
7:56:29,2,0.97,114.9,9.20,10.30,0.70255,-3.98,53.08,-999.00,-999.00,-999.00,0,-6.72,-4.84,-0.38,55.27,52.92,51.04,0,90.34,69.7,42.25
7:57:19,2,0.97,115.0,9.20,10.36,0.70397,-4.10,52.98,-999.00,-999.00,-999.00,0,-6.83,-4.96,-0.52,55.18,52.82,50.95,0,90.34,69.1,42.25
7:58:09,2,0.97,115.0,9.20,10.29,0.70541,-4.21,52.88,-999.00,-999.00,-999.00,0,-6.93,-5.06,-0.63,55.10,52.71,50.84,0,90.34,69.4,42.25
7:59:00,2,0.97,115.0,9.20,10.28,0.70683,-4.31,52.81,-999.00,-999.00,-999.00,0,-7.04,-5.17,-0.72,55.03,52.64,50.76,0,90.34,69.3,42.25
7:59:50,2,0.97,115.0,9.20,10.28,0.70826,-4.44,52.75,-999.00,-999.00,-999.00,0,-7.13,-5.30,-0.88,54.96,52.56,50.72,0,90.34,69.3,42.25
8:00:40,2,0.97,115.0,9.10,10.25,0.70968,-4.53,52.64,-999.00,-999.00,-999.00,0,-7.23,-5.41,-0.96,54.88,52.45,50.60,0,90.34,69.4,42.25
8:01:31,2,0.97,115.0,9.20,10.27,0.71111,-4.63,52.56,-999.00,-999.00,-999.00,0,-7.33,-5.50,-1.07,54.77,52.37,50.53,0,90.34,69.8,42.25
8:02:21,2,0.97,115.0,9.10,10.19,0.71262,-4.76,52.49,-999.00,-999.00,-999.00,0,-7.43,-5.63,-1.21,54.72,52.31,50.45,0,90.34,70.5,42.25
8:03:11,2,0.97,115.0,9.20,10.29,0.71405,-4.86,52.40,-999.00,-999.00,-999.00,0,-7.53,-5.74,-1.31,54.64,52.21,50.35,0,90.34,69.7,42.25
8:04:01,2,0.97,115.0,9.10,10.17,0.71546,-4.96,52.32,-999.00,-999.00,-999.00,0,-7.60,-5.85,-1.42,54.55,52.15,50.27,0,90.34,70.5,42.25
8:04:51,2,0.97,115.0,9.20,10.29,0.71688,-5.06,52.23,-999.00,-999.00,-999.00,0,-7.71,-5.94,-1.53,54.47,52.05,50.18,0,90.34,70.2,42.25
8:05:42,2,0.97,115.0,9.00,10.12,0.71829,-5.16,52.14,-999.00,-999.00,-999.00,0,-7.79,-6.05,-1.65,54.40,51.94,50.08,0,90.34,69.8,42.25
8:06:32,2,0.97,115.0,9.20,10.30,0.71971,-5.26,52.07,-999.00,-999.00,-999.00,0,-7.88,-6.13,-1.76,54.33,51.86,50.01,0,90.34,70.1,42.25
8:07:22,2,0.97,115.0,9.00,10.07,0.72112,-5.37,51.99,-999.00,-999.00,-999.00,0,-7.99,-6.29,-1.84,54.25,51.78,49.93,0,90.34,71.6,42.25
8:08:13,2,0.97,115.0,9.20,10.27,0.72263,-5.45,51.89,-999.00,-999.00,-999.00,0,-8.07,-6.34,-1.95,54.14,51.68,49.85,0,90.34,71.4,42.25
8:09:03,2,0.97,115.0,8.90,9.99,0.72404,-5.56,51.82,-999.00,-999.00,-999.00,0,-8.17,-6.48,-2.03,54.09,51.62,49.76,0,90.34,70.8,42.25
8:09:53,2,0.97,115.0,9.10,10.22,0.72544,-5.65,51.75,-999.00,-999.00,-999.00,0,-8.23,-6.57,-2.15,54.00,51.53,49.71,0,90.34,70.5,42.25
8:10:43,2,0.97,115.0,9.00,10.03,0.72685,-5.75,51.67,-999.00,-999.00,-999.00,0,-8.32,-6.68,-2.25,53.92,51.45,49.63,0,90.34,70.0,42.25
8:11:34,2,0.97,114.9,9.10,10.18,0.72824,-5.85,51.58,-999.00,-999.00,-999.00,0,-8.43,-6.77,-2.36,53.84,51.37,49.52,0,90.34,70.4,42.25
8:12:24,2,0.97,115.0,9.00,10.10,0.72965,-5.94,51.50,-999.00,-999.00,-999.00,0,-8.51,-6.88,-2.42,53.78,51.28,49.43,0,90.34,70.2,42.25
8:13:14,2,0.97,115.0,9.00,10.10,0.73105,-6.03,51.41,-999.00,-999.00,-999.00,0,-8.59,-6.96,-2.53,53.68,51.20,49.35,0,90.34,71.2,42.25
8:14:05,2,0.97,115.0,9.00,10.11,0.73255,-6.12,51.33,-999.00,-999.00,-999.00,0,-8.67,-7.07,-2.61,53.60,51.12,49.27,0,90.34,71.5,42.25
8:14:55,2,0.97,115.0,9.00,10.05,0.73394,-6.22,51.27,-999.00,-999.00,-999.00,0,-8.75,-7.18,-2.72,53.54,51.04,49.22,0,90.34,71.1,42.25
8:15:45,2,0.97,115.0,9.00,10.12,0.73535,-6.29,51.18,-999.00,-999.00,-999.00,0,-8.81,-7.26,-2.80,53.48,50.96,49.11,0,90.34,71.1,42.25
8:16:36,2,0.97,115.0,8.90,10.00,0.73673,-6.39,51.09,-999.00,-999.00,-999.00,0,-8.92,-7.37,-2.89,53.37,50.86,49.03,0,90.34,70.6,42.25
8:17:26,2,0.97,115.0,9.10,10.16,0.73814,-6.48,51.02,-999.00,-999.00,-999.00,0,-9.00,-7.45,-2.98,53.29,50.80,48.96,0.84764,90.34,70.4,42.25
8:18:16,2,0.97,115.1,8.90,9.98,0.73953,-6.56,50.95,-999.00,-999.00,-999.00,0,-9.06,-7.54,-3.09,53.23,50.74,48.89,0,90.34,69.8,42.25
8:19:06,2,0.97,115.0,9.10,10.22,0.74092,-6.65,50.86,-999.00,-999.00,-999.00,0,-9.15,-7.62,-3.17,53.15,50.63,48.80,0,90.34,69.8,42.25
8:19:57,2,0.97,115.0,8.90,9.96,0.74242,-6.77,50.75,-999.00,-999.00,-999.00,0,-9.24,-7.75,-3.32,53.07,50.50,48.68,0,90.34,70.0,42.25
8:20:47,2,0.97,115.1,9.10,10.19,0.74382,-6.86,50.68,-999.00,-999.00,-999.00,0,-9.32,-7.83,-3.42,52.99,50.44,48.60,0,90.34,70.0,42.25
8:21:38,2,0.97,115.0,8.90,9.96,0.74522,-6.93,50.60,-999.00,-999.00,-999.00,0,-9.42,-7.89,-3.49,52.93,50.34,48.53,0,90.34,69.8,42.25
8:22:28,2,0.97,115.1,9.00,10.12,0.74661,-6.98,50.53,-999.00,-999.00,-999.00,0,-9.43,-7.95,-3.57,52.82,50.30,48.46,0,90.34,69.9,42.25
8:23:18,2,0.97,115.1,9.00,10.03,0.74802,-7.09,50.44,-999.00,-999.00,-999.00,0,-9.53,-8.06,-3.68,52.76,50.20,48.35,0,90.34,70.8,42.25
8:23:23,1,0.23,115.0,1.70,0.45,0.74820,-7.09,50.43,-999.00,-999.00,-999.00,0,-9.53,-8.07,-3.67,52.74,50.20,48.36,0,90.34,71.2,42.25
8:23:29,1,0.24,115.0,1.70,0.45,0.74820,-7.09,50.43,-999.00,-999.00,-999.00,0,-9.53,-8.07,-3.67,52.74,50.20,48.36,0,90.34,71.2,42.25
8:23:29,1,0.24,115.0,1.70,0.45,0.74820,-7.09,50.43,-999.00,-999.00,-999.00,0,-9.53,-8.07,-3.67,52.74,50.20,48.36,0,90.34,71.2,42.25
8:24:20,1,0.24,114.9,1.70,0.45,0.74827,-7.13,50.37,-999.00,-999.00,-999.00,0,-9.55,-8.10,-3.73,52.67,50.14,48.31,0,90.34,70.8,42.25
8:25:10,1,0.24,114.9,1.70,0.46,0.74834,-7.17,50.29,-999.00,-999.00,-999.00,0,-9.49,-8.14,-3.87,52.60,50.05,48.21,0,90.14,70.8,42.25
8:26:00,1,0.24,114.9,1.70,0.46,0.74840,-7.13,50.24,-999.00,-999.00,-999.00,0,-9.36,-8.11,-3.93,52.55,49.99,48.19,0,90.14,70.9,42.25
8:26:50,1,0.24,114.8,1.70,0.46,0.74847,-6.99,50.21,-999.00,-999.00,-999.00,0,-9.06,-8.00,-3.90,52.51,49.97,48.15,0,89.94,70.9,42.25
8:27:40,1,0.24,114.8,1.70,0.46,0.74853,-6.82,50.15,-999.00,-999.00,-999.00,0,-8.70,-7.87,-3.88,52.41,49.94,48.11,0,89.94,71.9,42.25
8:28:31,1,0.24,114.8,1.70,0.46,0.74859,-6.60,50.07,-999.00,-999.00,-999.00,0,-8.29,-7.66,-3.84,52.33,49.86,48.03,0,89.94,71.7,42.25
8:29:21,1,0.24,114.8,1.70,0.46,0.74866,-6.39,49.98,-999.00,-999.00,-999.00,0,-7.87,-7.49,-3.80,52.25,49.74,47.95,0,89.94,72.0,42.25
8:30:11,1,0.24,114.8,1.70,0.46,0.74872,-6.13,49.89,-999.00,-999.00,-999.00,0,-7.39,-7.26,-3.73,52.19,49.65,47.84,0,89.94,71.4,42.25
8:31:01,1,0.24,114.8,1.70,0.47,0.74879,-5.84,49.83,-999.00,-999.00,-999.00,0,-6.90,-6.97,-3.65,52.11,49.59,47.79,0,89.94,71.2,42.25
8:31:52,1,0.24,114.9,1.70,0.47,0.74886,-5.52,49.75,-999.00,-999.00,-999.00,0,-6.37,-6.69,-3.51,52.03,49.52,47.71,0,89.94,71.4,42.25
8:32:42,1,0.24,114.9,1.70,0.47,0.74892,-5.18,49.69,-999.00,-999.00,-999.00,0,-5.82,-6.35,-3.37,51.97,49.45,47.65,0,89.94,72.8,42.25
8:33:32,1,0.24,114.9,1.70,0.47,0.74898,-4.84,49.62,-999.00,-999.00,-999.00,0,-5.25,-6.05,-3.21,51.89,49.39,47.58,0,89.94,71.7,42.25
8:34:22,1,0.24,114.8,1.70,0.47,0.74905,-4.46,49.54,-999.00,-999.00,-999.00,0,-4.67,-5.66,-3.05,51.79,49.32,47.50,0,89.94,72.1,42.25
8:35:13,1,0.24,114.9,1.70,0.47,0.74911,-4.08,49.49,-999.00,-999.00,-999.00,0,-4.08,-5.31,-2.85,51.75,49.25,47.48,0,89.94,71.7,42.25
