0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,Defrost Heater Lead,Liner adj Heater,lab ambient
0:43:26,8,0.00,120.7,0,0,0,-999.00,-999.00,73.29,-999.00,-999.00,0,88.61,83.87,73.29,110.04
0:43:36,8,0.00,120.7,0,0,0,-999.00,-999.00,73.29,-999.00,-999.00,0,88.46,83.80,73.29,110.04
0:43:47,8,0.00,120.6,0,0,0,-999.00,-999.00,73.34,-999.00,-999.00,0,88.39,83.74,73.34,110.04
0:43:57,8,0.00,120.7,0,0,0,-999.00,-999.00,73.34,-999.00,-999.00,0,88.26,83.63,73.34,110.04
0:44:08,8,0.00,120.7,0,0,0,-999.00,-999.00,73.36,-999.00,-999.00,0,88.11,83.64,73.36,110.04
0:44:18,8,0.00,120.7,0,0,0,-999.00,-999.00,73.40,-999.00,-999.00,0,88.03,83.52,73.40,110.04
0:44:28,8,0.00,120.7,0,0,0,-999.00,-999.00,73.39,-999.00,-999.00,0,87.97,83.46,73.39,110.04
0:44:38,8,0.00,120.7,0,0,0,-999.00,-999.00,73.40,-999.00,-999.00,0,87.90,83.48,73.40,110.04
0:44:49,8,0.00,120.7,0,0,0,-999.00,-999.00,73.43,-999.00,-999.00,0,87.89,83.48,73.43,110.04
0:44:59,8,0.00,120.7,0,0,0,-999.00,-999.00,73.43,-999.00,-999.00,0,87.89,83.35,73.43,110.04
0:45:09,8,0.00,120.7,0,0,0,-999.00,-999.00,73.43,-999.00,-999.00,0,87.89,83.30,73.43,110.04
0:45:20,8,0.00,120.7,0,0,0,-999.00,-999.00,73.46,-999.00,-999.00,0,87.86,83.33,73.46,110.04
0:45:30,8,0.00,120.7,0,0,0,-999.00,-999.00,73.49,-999.00,-999.00,0,87.82,83.28,73.49,110.04
0:45:40,8,0.00,120.7,0,0,0,-999.00,-999.00,73.46,-999.00,-999.00,0,87.74,83.19,73.46,110.04
0:45:51,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,87.75,83.20,73.50,110.04
0:46:01,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,87.73,83.17,73.50,110.04
0:46:11,8,0.00,120.7,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,87.70,83.14,73.51,110.04
0:46:21,8,0.00,120.7,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,87.67,83.05,73.51,110.04
0:46:32,8,0.00,120.7,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,87.65,83.04,73.51,110.04
0:46:42,8,0.00,120.7,0,0,0,-999.00,-999.00,73.53,-999.00,-999.00,0,87.59,82.96,73.53,110.04
0:46:52,8,0.00,120.7,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,87.54,82.95,73.57,110.04
0:47:02,8,0.00,120.7,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,87.50,82.90,73.57,110.04
0:47:13,8,0.00,120.7,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,87.43,82.94,73.57,110.04
0:47:23,8,0.00,120.7,0,0,0,-999.00,-999.00,73.60,-999.00,-999.00,0,87.42,82.95,73.60,110.04
0:47:34,8,0.00,120.7,0,0,0,-999.00,-999.00,73.61,-999.00,-999.00,0,87.35,82.89,73.61,110.04
0:47:44,8,0.00,120.6,0,0,0,-999.00,-999.00,73.58,-999.00,-999.00,0,87.23,82.84,73.58,110.04
0:47:54,8,0.00,120.7,0,0,0,-999.00,-999.00,73.62,-999.00,-999.00,0,87.10,82.78,73.62,110.04
0:48:04,8,0.00,120.7,0,0,0,-999.00,-999.00,73.62,-999.00,-999.00,0,87.01,82.74,73.62,110.04
0:48:14,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,86.98,82.70,73.63,110.04
0:48:25,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,86.91,82.68,73.63,110.04
0:48:35,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,86.86,82.58,73.63,110.04
0:48:46,8,0.00,120.7,0,0,0,-999.00,-999.00,73.64,-999.00,-999.00,0,86.80,82.48,73.64,110.04
0:48:56,8,0.00,120.6,0,0,0,-999.00,-999.00,73.65,-999.00,-999.00,0,86.76,82.39,73.65,110.04
0:49:06,8,0.00,120.6,0,0,0,-999.00,-999.00,73.65,-999.00,-999.00,0,86.71,82.34,73.65,110.04
0:49:16,8,0.00,120.6,0,0,0,-999.00,-999.00,73.65,-999.00,-999.00,0,86.70,82.34,73.65,110.04
0:49:27,8,0.00,120.6,0,0,0,-999.00,-999.00,73.65,-999.00,-999.00,0,86.70,82.26,73.65,110.04
0:49:37,8,0.00,120.6,0,0,0,-999.00,-999.00,73.65,-999.00,-999.00,0,86.69,82.29,73.65,110.04
0:49:47,8,0.00,120.7,0,0,0,-999.00,-999.00,73.65,-999.00,-999.00,0,86.63,82.24,73.65,110.04
0:49:58,8,0.00,120.7,0,0,0,-999.00,-999.00,73.64,-999.00,-999.00,0,86.56,82.24,73.64,110.04
0:50:08,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,86.50,82.24,73.63,110.04
0:50:18,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,86.43,82.24,73.63,110.04
0:50:28,8,0.00,120.8,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,86.36,82.18,73.63,110.04
0:50:38,8,0.00,120.8,0,0,0,-999.00,-999.00,73.62,-999.00,-999.00,0,86.30,82.15,73.62,110.04
0:50:48,8,0.00,120.8,0,0,0,-999.00,-999.00,73.61,-999.00,-999.00,0,86.18,82.15,73.61,110.04
0:50:58,8,0.00,120.7,0,0,0,-999.00,-999.00,73.60,-999.00,-999.00,0,86.10,82.12,73.60,110.04
0:51:09,8,0.00,120.7,0,0,0,-999.00,-999.00,73.58,-999.00,-999.00,0,86.04,82.11,73.58,110.04
0:51:19,8,0.00,120.7,0,0,0,-999.00,-999.00,73.58,-999.00,-999.00,0,85.98,82.10,73.58,110.04
0:51:29,8,0.00,120.7,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,85.89,82.03,73.57,110.04
0:51:39,8,0.00,120.7,0,0,0,-999.00,-999.00,73.54,-999.00,-999.00,0,85.84,81.96,73.54,110.04
0:51:49,8,0.00,120.7,0,0,0,-999.00,-999.00,73.55,-999.00,-999.00,0,85.77,81.93,73.55,110.04
0:51:59,8,0.00,120.6,0,0,0,-999.00,-999.00,73.52,-999.00,-999.00,0,85.70,81.93,73.52,110.04
0:52:10,8,0.00,120.6,0,0,0,-999.00,-999.00,73.52,-999.00,-999.00,0,85.65,81.88,73.52,110.04
0:52:20,8,0.00,120.7,0,0,0,-999.00,-999.00,73.52,-999.00,-999.00,0,85.59,81.85,73.52,110.04
0:52:30,8,0.00,120.7,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,85.47,81.80,73.51,110.04
0:52:40,8,0.00,120.7,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,85.40,81.77,73.51,110.04
0:52:51,8,0.00,120.7,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,85.37,81.71,73.51,110.04
0:53:01,8,0.00,120.8,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,85.31,81.70,73.51,110.04
0:53:12,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,85.24,81.66,73.50,110.04
0:53:22,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,85.17,81.63,73.50,110.04
0:53:32,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,85.14,81.53,73.50,110.04
0:53:42,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,85.03,81.49,73.50,110.04
0:53:53,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.94,81.44,73.50,110.04
0:54:03,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.85,81.36,73.50,110.04
0:54:13,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.74,81.33,73.50,110.04
0:54:24,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.65,81.27,73.50,110.04
0:54:34,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.61,81.24,73.50,110.04
0:54:44,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.52,81.19,73.50,110.04
0:54:55,8,0.00,120.7,0,0,0,-999.00,-999.00,73.47,-999.00,-999.00,0,84.47,81.20,73.47,110.04
0:55:05,8,0.00,120.7,0,0,0,-999.00,-999.00,73.49,-999.00,-999.00,0,84.43,81.19,73.49,110.04
0:55:15,8,0.00,120.7,0,0,0,-999.00,-999.00,73.49,-999.00,-999.00,0,84.36,81.19,73.49,110.04
0:55:26,8,0.00,120.7,0,0,0,-999.00,-999.00,73.49,-999.00,-999.00,0,84.32,81.11,73.49,110.04
0:55:36,8,0.00,120.7,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.34,81.03,73.50,110.04
0:55:46,8,0.00,120.6,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.34,80.99,73.50,110.04
0:55:56,8,0.00,120.6,0,0,0,-999.00,-999.00,73.50,-999.00,-999.00,0,84.34,80.94,73.50,110.04
0:56:07,8,0.00,120.6,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.27,80.81,73.51,110.04
0:56:17,8,0.00,120.6,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.24,80.70,73.51,110.04
0:56:27,8,0.00,120.5,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.20,80.57,73.51,110.04
0:56:37,8,0.00,120.5,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.18,80.50,73.51,110.04
0:56:48,8,0.00,120.6,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.19,80.50,73.51,110.04
0:56:58,8,0.00,120.6,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.13,80.50,73.51,110.04
0:57:08,8,0.00,120.6,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.08,80.50,73.51,110.04
0:57:19,8,0.00,120.6,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.06,80.50,73.51,110.04
0:57:29,8,0.00,120.5,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,84.02,80.50,73.51,110.04
0:57:39,8,0.00,120.5,0,0,0,-999.00,-999.00,73.51,-999.00,-999.00,0,83.97,80.48,73.51,110.04
0:57:50,8,0.00,120.6,0,0,0,-999.00,-999.00,73.56,-999.00,-999.00,0,83.96,80.41,73.56,110.04
0:58:00,8,0.00,120.6,0,0,0,-999.00,-999.00,73.55,-999.00,-999.00,0,83.90,80.34,73.55,110.04
0:58:10,8,0.00,120.5,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.85,80.28,73.57,110.04
0:58:20,8,0.00,120.6,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.78,80.29,73.57,110.04
0:58:31,8,0.00,120.6,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.76,80.21,73.57,110.04
0:58:41,8,0.00,120.6,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.73,80.19,73.57,110.04
0:58:51,8,0.00,120.5,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.70,80.20,73.57,110.04
0:59:01,8,0.00,120.5,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.64,80.20,73.57,110.04
0:59:12,8,0.00,120.6,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.58,80.18,73.57,110.04
0:59:22,8,0.00,120.7,0,0,0,-999.00,-999.00,73.57,-999.00,-999.00,0,83.54,80.08,73.57,110.04
0:59:32,8,0.00,120.7,0,0,0,-999.00,-999.00,73.60,-999.00,-999.00,0,83.40,79.97,73.60,110.04
0:59:42,8,0.00,120.7,0,0,0,-999.00,-999.00,73.61,-999.00,-999.00,0,83.34,79.88,73.61,110.04
0:59:52,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:00:02,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:00:13,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:00:23,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:00:33,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:00:43,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:00:53,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:01:03,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:01:14,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:01:24,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:01:34,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:01:44,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:01:55,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:02:05,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:02:16,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:02:26,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:02:36,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:02:46,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:02:57,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:03:07,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:03:17,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:03:28,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:03:38,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:03:48,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:03:58,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:04:08,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:04:18,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:04:28,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:04:38,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:04:49,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:04:59,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:05:09,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:05:19,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:05:30,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:05:40,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:05:50,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:06:00,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:06:10,8,0.00,120.8,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:06:21,8,0.00,120.8,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:06:32,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:06:42,8,0.00,120.8,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:06:52,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:07:02,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:07:12,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:07:23,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:07:33,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:07:43,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:07:54,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:08:04,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:08:14,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:08:25,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:08:35,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:08:45,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:08:56,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:09:06,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:09:16,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:09:26,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:09:37,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:09:47,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:09:57,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:10:07,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:10:18,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:10:28,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:10:38,8,0.00,120.7,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:10:49,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:10:59,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:11:09,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:11:20,8,0.00,120.6,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:11:30,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:11:40,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:11:50,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:12:00,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:12:10,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:12:20,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:12:30,8,0.00,120.4,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:12:41,8,0.00,120.4,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
1:12:51,8,0.00,120.5,0,0,0,-999.00,-999.00,73.63,-999.00,-999.00,0,83.34,79.88,73.63,110.04
