0.760276	4000
0.729117	4100
0.722886	4200
0.729117	4300
0.735349	4400
0.735349	4500
0.735349	4600
0.835058	4700
0.841289	4800
0.928534	4900
0.947229	5000
1.015779	5100
1.065633	5200
1.140414	5300
1.333599	5400
1.302441	5500
1.452003	5600
1.470698	5700
1.614029	5800
1.719969	5900
1.813446	6000
2.025326	6100
2.044021	6200
2.255902	6300
2.330683	6400
2.467782	6500
2.710821	6600
2.748212	6700
2.978787	6800
2.972556	6900
3.165741	7000
3.240522	7100
3.402548	7200
3.396316	7300
3.502256	7400
3.714137	7500
3.670514	7600
3.863699	7700
3.845004	7800
4.013262	7900
4.038189	8000
4.137897	8100
4.262533	8200
4.243837	8300
4.312387	8400
4.312387	8500
4.393400	8600
4.443254	8700
4.418327	8800
4.505572	8900
4.518035	9000
4.586585	9100
4.586585	9200
4.667598	9300
4.723684	9400
4.748611	9500
4.798465	9600
4.804697	9700
4.860783	9800
4.848319	9900
4.910637	10000
4.910637	10100
4.910637	10200
4.935564	10300
4.954259	10400
5.004114	10500
5.004114	10600
4.972955	10700
5.016577	10800
5.060200	10900
5.116285	11000
5.103822	11100
5.110054	11200
5.141213	11300
5.172371	11400
5.184835	11500
5.197299	11600
5.209762	11700
5.203530	11800
5.234689	11900
5.228457	12000
5.209762	12100
5.166140	12200
5.178603	12300
5.290775	12400
5.290775	12500
5.247153	12600
5.240921	12700
5.265848	12800
5.253384	12900
5.240921	13000
5.272080	13100
5.321934	13200
5.303239	13300
5.321934	13400
5.321934	13500
5.315702	13600
5.321934	13700
5.309470	13800
5.303239	13900
5.346861	14000
5.321934	14100
5.290775	14200
5.334398	14300
5.353093	14400
5.265848	14500
5.265848	14600
5.396715	14700
5.346861	14800
5.390483	14900
5.290775	15000
5.396715	15100
5.272080	15200
5.066431	15300
5.664682	15400
5.402947	15500
5.471497	15600
5.278312	15700
5.303239	15800
5.384252	15900
5.340629	16000
5.359325	16100
5.427874	16200
5.390483	16300
5.284543	16400
5.415411	16500
5.184835	16600
5.558741	16700
4.804697	16800
5.452801	16900
5.627291	17000
5.602364	17100
5.459033	17200
5.346861	17300
5.359325	17400
5.384252	17500
5.446569	17600
5.465265	17700
5.508887	17800
5.427874	17900
5.321934	18000
5.402947	18100
5.409179	18200
5.402947	18300
5.421642	18400
5.446569	18500
5.353093	18600
5.421642	18700
5.577437	18800
5.558741	18900
5.384252	19000
5.346861	19100
5.434106	19200
5.521351	19300
5.452801	19400
5.321934	19500
5.471497	19600
5.527583	19700
5.353093	19800
5.353093	19900
5.396715	20000
