0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC,FF,Current Leakage (mA),RoomTemp,Humidity
4:53:37,2,0.98,114.9,8.60,9.68,0.51689,9.52,46.86,-999.00,-999.00,-999.00,0,9.52,46.86,0.10271,90.00,64.9
4:54:27,2,0.98,114.9,8.50,9.63,0.51833,9.48,46.68,-999.00,-999.00,-999.00,0,9.48,46.68,0.10271,90.00,64.9
4:55:17,2,0.98,114.9,8.50,9.57,0.51965,9.37,46.51,-999.00,-999.00,-999.00,0,9.37,46.51,0.10191,90.00,64.9
4:56:07,2,0.98,114.9,8.50,9.54,0.52098,9.29,46.34,-999.00,-999.00,-999.00,0,9.29,46.34,0.10191,90.20,64.9
4:56:37,2,0.98,114.9,8.40,9.52,0.52173,9.16,46.25,-999.00,-999.00,-999.00,0,9.16,46.25,0.10271,90.20,64.9
4:56:37,2,0.98,114.9,8.40,9.52,0.52173,9.16,46.25,-999.00,-999.00,-999.00,0,9.16,46.25,0.10271,90.20,64.9
4:56:37,2,0.98,114.9,8.40,9.52,0.52173,9.16,46.25,-999.00,-999.00,-999.00,0,9.16,46.25,0.10271,90.20,64.9
4:57:27,2,0.98,114.9,8.50,9.59,0.52307,9.08,46.94,-999.00,-999.00,-999.00,0,9.08,46.94,0.10191,90.20,64.8
4:58:17,2,0.98,115.0,8.50,9.62,0.52440,8.93,46.93,-999.00,-999.00,-999.00,0,8.93,46.93,0.10271,90.20,64.7
4:59:07,2,0.98,114.9,8.50,9.59,0.52573,8.82,46.85,-999.00,-999.00,-999.00,0,8.82,46.85,0.10271,90.20,64.7
4:59:58,2,0.98,115.0,8.50,9.56,0.52715,8.67,46.73,-999.00,-999.00,-999.00,0,8.67,46.73,0.10271,90.20,64.7
5:00:48,2,0.98,114.9,8.50,9.55,0.52848,8.55,46.62,-999.00,-999.00,-999.00,0,8.55,46.62,0.10271,90.20,64.6
5:01:38,2,0.98,114.9,8.40,9.52,0.52980,8.40,46.40,-999.00,-999.00,-999.00,0,8.40,46.40,0.10191,90.20,64.7
5:02:28,2,0.98,114.9,8.40,9.49,0.53111,8.28,46.27,-999.00,-999.00,-999.00,0,8.28,46.27,0.10271,90.20,64.6
5:03:18,2,0.98,114.9,8.40,9.44,0.53243,8.12,46.12,-999.00,-999.00,-999.00,0,8.12,46.12,0.10271,90.20,64.7
5:04:09,2,0.98,114.9,8.40,9.44,0.53373,7.97,45.97,-999.00,-999.00,-999.00,0,7.97,45.97,0.10271,90.20,64.8
5:04:59,2,0.98,114.9,8.40,9.45,0.53505,7.80,46.37,-999.00,-999.00,-999.00,0,7.80,46.37,0.10191,90.20,64.7
5:05:49,2,0.98,114.9,8.40,9.51,0.53637,7.71,46.65,-999.00,-999.00,-999.00,0,7.71,46.65,0.10191,90.20,64.7
5:06:39,2,0.98,115.0,8.40,9.52,0.53768,7.57,46.60,-999.00,-999.00,-999.00,0,7.57,46.60,0.10271,90.20,64.6
5:07:29,2,0.98,114.9,8.40,9.48,0.53910,7.46,46.52,-999.00,-999.00,-999.00,0,7.46,46.52,0.10191,90.20,64.6
5:08:19,2,0.98,115.0,8.40,9.49,0.54041,7.38,46.41,-999.00,-999.00,-999.00,0,7.38,46.41,0.10191,90.20,64.6
5:09:10,2,0.98,114.9,8.40,9.46,0.54172,7.23,46.26,-999.00,-999.00,-999.00,0,7.23,46.26,0.10271,90.20,64.5
5:10:00,2,0.98,114.9,8.40,9.43,0.54303,7.13,46.07,-999.00,-999.00,-999.00,0,7.13,46.07,0.10271,90.20,64.5
5:10:50,2,0.98,114.9,8.30,9.42,0.54433,7.01,45.91,-999.00,-999.00,-999.00,0,7.01,45.91,0.10191,90.20,64.6
5:11:41,2,0.98,114.9,8.30,9.38,0.54563,6.88,45.73,-999.00,-999.00,-999.00,0,6.88,45.73,0.10271,90.20,64.7
5:12:31,2,0.98,114.9,8.30,9.37,0.54693,6.78,45.58,-999.00,-999.00,-999.00,0,6.78,45.58,0.10271,90.20,64.7
5:13:21,2,0.98,114.9,8.40,9.44,0.54825,6.63,46.24,-999.00,-999.00,-999.00,0,6.63,46.24,0.10271,90.00,64.7
5:14:11,2,0.98,114.9,8.40,9.44,0.54965,6.55,46.24,-999.00,-999.00,-999.00,0,6.55,46.24,0.10271,90.00,64.7
5:15:01,2,0.98,114.9,8.40,9.45,0.55096,6.47,46.16,-999.00,-999.00,-999.00,0,6.47,46.16,0.10191,90.00,64.6
5:15:51,2,0.98,115.0,8.40,9.44,0.55226,6.38,46.10,-999.00,-999.00,-999.00,0,6.38,46.10,0.10191,90.00,64.6
5:16:42,2,0.98,115.0,8.30,9.40,0.55357,6.31,45.94,-999.00,-999.00,-999.00,0,6.31,45.94,0.10271,90.00,64.6
5:17:32,2,0.98,114.9,8.30,9.38,0.55487,6.22,45.77,-999.00,-999.00,-999.00,0,6.22,45.77,0.10271,90.00,64.7
5:18:22,2,0.98,114.9,8.30,9.37,0.55617,6.11,45.59,-999.00,-999.00,-999.00,0,6.11,45.59,0.10271,90.00,64.7
5:19:12,2,0.98,114.9,8.30,9.35,0.55747,6.07,45.48,-999.00,-999.00,-999.00,0,6.07,45.48,0.10271,90.00,64.8
5:20:02,2,0.98,114.9,8.30,9.31,0.55885,5.98,45.31,-999.00,-999.00,-999.00,0,5.98,45.31,0.10271,90.00,64.8
5:20:40,2,0.98,114.9,8.20,9.31,0.55977,5.91,45.22,-999.00,-999.00,-999.00,0,5.91,45.22,0.10191,90.00,64.8
5:20:40,2,0.98,114.9,8.20,9.31,0.55977,5.91,45.22,-999.00,-999.00,-999.00,0,5.91,45.22,0.10191,90.00,64.8
5:20:40,2,0.98,114.9,8.20,9.31,0.55977,5.91,45.22,-999.00,-999.00,-999.00,0,5.91,45.22,0.10191,90.00,64.8
5:21:30,2,0.98,114.8,8.80,9.91,0.56114,7.46,45.71,-999.00,-999.00,-999.00,0,7.46,45.71,0.10191,90.00,64.8
5:22:20,2,0.98,114.9,8.60,9.73,0.56250,7.78,45.73,-999.00,-999.00,-999.00,0,7.78,45.73,0.10191,90.00,64.5
5:23:11,2,0.98,114.9,8.60,9.66,0.56385,7.94,45.64,-999.00,-999.00,-999.00,0,7.94,45.64,0.10191,90.00,64.4
5:24:01,2,0.98,114.9,8.50,9.62,0.56518,8.06,45.56,-999.00,-999.00,-999.00,0,8.06,45.56,0.10271,90.00,64.4
5:24:51,2,0.98,114.9,8.50,9.57,0.56652,8.14,45.43,-999.00,-999.00,-999.00,0,8.14,45.43,0.10271,90.00,64.5
5:25:41,2,0.98,114.9,8.50,9.55,0.56785,8.15,45.28,-999.00,-999.00,-999.00,0,8.15,45.28,0.10191,90.00,64.6
5:26:31,2,0.98,114.9,8.40,9.49,0.56917,8.15,45.15,-999.00,-999.00,-999.00,0,8.15,45.15,0.10191,90.00,64.6
5:27:21,2,0.98,114.9,8.40,9.44,0.57057,8.04,45.01,-999.00,-999.00,-999.00,0,8.04,45.01,0.10191,90.00,64.6
5:28:11,2,0.98,115.0,8.30,9.40,0.57188,7.97,44.87,-999.00,-999.00,-999.00,0,7.97,44.87,0.10191,90.00,64.6
5:28:41,2,0.98,115.0,8.30,9.39,0.57262,7.90,44.78,-999.00,-999.00,-999.00,0,7.90,44.78,0.10271,90.00,64.6
5:28:41,2,0.98,115.0,8.30,9.39,0.57262,7.90,44.78,-999.00,-999.00,-999.00,0,7.90,44.78,0.10271,90.00,64.6
5:28:41,2,0.98,115.0,8.30,9.39,0.57262,7.90,44.78,-999.00,-999.00,-999.00,0,7.90,44.78,0.10271,90.00,64.6
5:29:31,2,0.98,114.9,8.40,9.48,0.57394,7.82,45.39,-999.00,-999.00,-999.00,0,7.82,45.39,0.10191,90.00,64.6
5:30:21,2,0.98,115.0,8.40,9.50,0.57525,7.71,45.37,-999.00,-999.00,-999.00,0,7.71,45.37,0.10191,90.00,64.3
5:31:11,2,0.98,114.9,8.40,9.44,0.57657,7.58,45.33,-999.00,-999.00,-999.00,0,7.58,45.33,0.10191,90.00,64.4
5:32:01,2,0.98,114.9,8.40,9.43,0.57787,7.50,45.27,-999.00,-999.00,-999.00,0,7.50,45.27,0.10191,90.00,64.4
5:32:52,2,0.98,114.9,8.30,9.42,0.57927,7.38,45.15,-999.00,-999.00,-999.00,0,7.38,45.15,0.10191,90.00,64.5
5:33:42,2,0.98,114.9,8.30,9.39,0.58057,7.22,45.00,-999.00,-999.00,-999.00,0,7.22,45.00,0.10271,90.00,64.5
5:34:32,2,0.98,114.9,8.30,9.37,0.58187,7.12,44.86,-999.00,-999.00,-999.00,0,7.12,44.86,0.10191,90.00,64.5
5:35:23,2,0.98,114.9,8.30,9.35,0.58317,6.96,44.70,-999.00,-999.00,-999.00,0,6.96,44.70,0.10191,90.00,64.5
5:36:13,2,0.98,114.9,8.20,9.30,0.58446,6.85,44.59,-999.00,-999.00,-999.00,0,6.85,44.59,0.10191,90.00,64.5
5:37:03,2,0.98,114.9,8.30,9.33,0.58576,6.69,44.85,-999.00,-999.00,-999.00,0,6.69,44.85,0.10271,90.00,64.5
5:37:53,2,0.98,114.9,8.30,9.38,0.58706,6.53,45.11,-999.00,-999.00,-999.00,0,6.53,45.11,0.10191,90.00,64.3
5:38:43,2,0.98,114.9,8.30,9.38,0.58845,6.42,45.04,-999.00,-999.00,-999.00,0,6.42,45.04,0.10191,90.00,64.3
5:39:34,2,0.98,114.9,8.30,9.38,0.58974,6.33,45.02,-999.00,-999.00,-999.00,0,6.33,45.02,0.10271,90.00,64.3
5:40:24,2,0.98,114.9,8.30,9.37,0.59104,6.23,44.92,-999.00,-999.00,-999.00,0,6.23,44.92,0.10271,90.00,64.4
5:41:14,2,0.98,114.9,8.30,9.34,0.59234,6.10,44.77,-999.00,-999.00,-999.00,0,6.10,44.77,0.10271,90.00,64.4
5:42:05,2,0.98,114.9,8.30,9.33,0.59363,6.01,44.63,-999.00,-999.00,-999.00,0,6.01,44.63,0.10271,90.00,64.4
5:42:55,2,0.98,114.9,8.20,9.30,0.59492,5.84,44.46,-999.00,-999.00,-999.00,0,5.84,44.46,0.10191,90.00,64.4
5:43:45,2,0.98,114.9,8.20,9.28,0.59620,5.77,44.39,-999.00,-999.00,-999.00,0,5.77,44.39,0.10271,90.00,64.4
5:44:36,2,0.98,115.0,8.20,9.26,0.59749,5.62,44.22,-999.00,-999.00,-999.00,0,5.62,44.22,0.10191,90.00,64.4
5:45:26,2,0.98,114.9,8.30,9.34,0.59888,5.51,45.08,-999.00,-999.00,-999.00,0,5.51,45.08,0.10191,90.00,64.3
5:46:16,2,0.98,114.9,8.30,9.35,0.60017,5.45,45.13,-999.00,-999.00,-999.00,0,5.45,45.13,0.10271,90.00,64.2
5:47:06,2,0.98,114.9,8.30,9.36,0.60147,5.34,45.04,-999.00,-999.00,-999.00,0,5.34,45.04,0.10191,90.00,64.1
5:47:56,2,0.98,114.9,8.30,9.34,0.60276,5.26,45.00,-999.00,-999.00,-999.00,0,5.26,45.00,0.10271,90.00,64.1
5:48:47,2,0.98,114.9,8.30,9.32,0.60405,5.23,44.88,-999.00,-999.00,-999.00,0,5.23,44.88,0.10191,90.00,64.1
5:49:37,2,0.98,115.0,8.30,9.31,0.60534,5.12,44.73,-999.00,-999.00,-999.00,0,5.12,44.73,0.10271,90.00,64.1
5:50:27,2,0.98,115.0,8.20,9.30,0.60663,5.02,44.54,-999.00,-999.00,-999.00,0,5.02,44.54,0.10271,90.00,64.1
5:51:17,2,0.98,114.9,8.20,9.27,0.60792,4.96,44.34,-999.00,-999.00,-999.00,0,4.96,44.34,0.10191,90.00,64.1
5:52:07,2,0.98,115.0,8.20,9.24,0.60929,4.89,44.21,-999.00,-999.00,-999.00,0,4.89,44.21,0.10191,90.00,64.1
5:52:44,2,0.98,115.0,8.20,9.23,0.61020,4.82,44.11,-999.00,-999.00,-999.00,0,4.82,44.11,0.10271,90.00,64.1
5:52:44,2,0.98,115.0,8.20,9.23,0.61020,4.82,44.11,-999.00,-999.00,-999.00,0,4.82,44.11,0.10271,90.00,64.1
5:52:44,2,0.98,115.0,8.20,9.23,0.61020,4.82,44.11,-999.00,-999.00,-999.00,0,4.82,44.11,0.10271,90.00,64.1
5:53:34,2,0.98,115.0,8.70,9.83,0.61156,6.45,44.89,-999.00,-999.00,-999.00,0,6.45,44.89,0.10191,90.00,63.9
5:54:24,2,0.98,115.0,8.50,9.65,0.61291,6.74,44.90,-999.00,-999.00,-999.00,0,6.74,44.90,0.10271,90.00,63.7
5:55:14,2,0.98,115.0,8.50,9.57,0.61424,6.94,44.86,-999.00,-999.00,-999.00,0,6.94,44.86,0.10271,90.00,63.7
5:56:05,2,0.98,114.9,8.40,9.54,0.61556,7.07,44.76,-999.00,-999.00,-999.00,0,7.07,44.76,0.10271,90.00,63.6
5:56:55,2,0.98,115.0,8.40,9.50,0.61688,7.13,44.67,-999.00,-999.00,-999.00,0,7.13,44.67,0.10271,90.00,63.7
5:57:45,2,0.98,115.0,8.40,9.47,0.61820,7.18,44.52,-999.00,-999.00,-999.00,0,7.18,44.52,0.10191,90.00,63.6
5:58:35,2,0.98,115.0,8.30,9.42,0.61950,7.19,44.37,-999.00,-999.00,-999.00,0,7.19,44.37,0.10191,90.00,63.6
5:59:25,2,0.98,115.0,8.30,9.40,0.62090,7.18,44.21,-999.00,-999.00,-999.00,0,7.18,44.21,0.10271,90.00,63.7
6:00:15,2,0.98,114.9,8.30,9.36,0.62221,7.09,44.06,-999.00,-999.00,-999.00,0,7.09,44.06,0.10271,90.00,63.6
6:00:45,2,0.98,114.9,8.30,9.35,0.62295,7.05,44.04,-999.00,-999.00,-999.00,0,7.05,44.04,0.10271,90.00,63.6
6:00:45,2,0.98,114.9,8.30,9.35,0.62295,7.05,44.04,-999.00,-999.00,-999.00,0,7.05,44.04,0.10271,90.00,63.6
6:00:45,2,0.98,114.9,8.30,9.35,0.62295,7.05,44.04,-999.00,-999.00,-999.00,0,7.05,44.04,0.10271,90.00,63.6
6:01:35,2,0.98,114.9,8.30,9.38,0.62426,6.88,44.75,-999.00,-999.00,-999.00,0,6.88,44.75,0.10191,90.00,63.6
6:02:25,2,0.98,114.9,8.30,9.41,0.62556,6.85,44.78,-999.00,-999.00,-999.00,0,6.85,44.78,0.10271,90.00,63.5
6:03:15,2,0.98,114.9,8.30,9.40,0.62686,6.72,44.70,-999.00,-999.00,-999.00,0,6.72,44.70,0.10271,90.00,63.6
6:04:05,2,0.98,115.0,8.30,9.39,0.62816,6.66,44.66,-999.00,-999.00,-999.00,0,6.66,44.66,0.10191,90.00,63.5
6:04:55,2,0.98,114.9,8.30,9.36,0.62946,6.49,44.52,-999.00,-999.00,-999.00,0,6.49,44.52,0.10271,90.00,63.5
6:05:46,2,0.98,114.9,8.30,9.34,0.63085,6.42,44.36,-999.00,-999.00,-999.00,0,6.42,44.36,0.10271,90.00,63.5
6:06:36,2,0.98,114.9,8.30,9.32,0.63214,6.29,44.19,-999.00,-999.00,-999.00,0,6.29,44.19,0.10191,90.00,63.6
6:07:26,2,0.98,115.0,8.20,9.30,0.63343,6.13,44.03,-999.00,-999.00,-999.00,0,6.13,44.03,0.10271,90.00,63.6
6:08:16,2,0.98,115.0,8.20,9.28,0.63472,6.01,43.91,-999.00,-999.00,-999.00,0,6.01,43.91,0.10271,90.00,63.7
6:09:07,2,0.98,115.0,8.20,9.84,0.63602,5.89,44.18,-999.00,-999.00,-999.00,0,5.89,44.18,0.10191,90.00,63.8
6:09:57,2,0.98,115.0,8.30,9.33,0.63730,5.77,44.45,-999.00,-999.00,-999.00,0,5.77,44.45,0.10191,90.00,63.7
6:10:47,2,0.98,114.9,8.30,9.33,0.63860,5.61,44.41,-999.00,-999.00,-999.00,0,5.61,44.41,0.10271,90.00,63.6
6:11:37,2,0.98,115.0,8.30,9.32,0.63989,5.53,44.34,-999.00,-999.00,-999.00,0,5.53,44.34,0.10191,90.00,63.6
6:12:27,2,0.98,115.0,8.20,9.31,0.64127,5.44,44.25,-999.00,-999.00,-999.00,0,5.44,44.25,0.10271,90.00,63.6
6:13:17,2,0.98,115.0,8.20,9.30,0.64256,5.32,44.10,-999.00,-999.00,-999.00,0,5.32,44.10,0.10271,90.00,63.6
6:14:08,2,0.98,115.0,8.20,9.28,0.64385,5.21,43.94,-999.00,-999.00,-999.00,0,5.21,43.94,0.10271,90.00,63.7
6:14:58,2,0.98,115.0,8.20,9.26,0.64513,5.14,43.85,-999.00,-999.00,-999.00,0,5.14,43.85,0.10191,90.00,63.7
6:15:48,2,0.98,114.9,8.20,9.25,0.64641,5.06,43.73,-999.00,-999.00,-999.00,0,5.06,43.73,0.10191,90.00,63.8
6:16:38,2,0.98,114.9,8.20,9.21,0.64768,4.88,43.57,-999.00,-999.00,-999.00,0,4.88,43.57,0.10191,90.00,63.8
6:17:29,2,0.98,114.9,8.20,9.25,0.64898,4.77,44.26,-999.00,-999.00,-999.00,0,4.77,44.26,0.10191,90.00,63.8
