0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC,FF,Current Leakage (mA),RoomTemp,Humidity
1:57:36,1,0.04,115.2,0.30,0.01,0.06558,4.00,41.05,-999.00,-999.00,-999.00,0,4.00,41.05,0.06492,90.00,60.8,90.00
1:58:27,1,0.04,115.1,0.30,0.01,0.06558,4.17,41.16,-999.00,-999.00,-999.00,0,4.17,41.16,0.06492,90.00,60.9,90.00
1:59:17,1,0.04,115.1,0.30,0.01,0.06559,4.32,41.25,-999.00,-999.00,-999.00,0,4.32,41.25,0.06492,90.00,60.9,90.00
2:00:07,1,0.04,115.1,0.30,0.01,0.06559,4.45,41.31,-999.00,-999.00,-999.00,0,4.45,41.31,0.06492,90.00,60.9,90.00
2:00:58,1,0.04,115.1,0.30,0.01,0.06559,4.63,41.40,-999.00,-999.00,-999.00,0,4.63,41.40,0.06492,90.00,60.9,90.00
2:01:48,1,0.04,115.1,0.30,0.01,0.06559,4.81,41.52,-999.00,-999.00,-999.00,0,4.81,41.52,0.06492,90.00,60.9,90.00
2:02:38,1,0.04,115.1,0.30,0.01,0.06559,4.98,41.60,-999.00,-999.00,-999.00,0,4.98,41.60,0.06492,90.00,60.7,90.00
2:03:28,1,0.04,115.1,0.30,0.01,0.06560,5.13,41.69,-999.00,-999.00,-999.00,0,5.13,41.69,0.06492,90.00,60.7,90.00
2:04:18,1,0.04,115.1,0.30,0.01,0.06560,5.35,41.78,-999.00,-999.00,-999.00,0,5.35,41.78,0.06492,90.00,60.8,90.00
2:05:08,1,0.04,115.1,0.30,0.01,0.06560,5.52,41.85,-999.00,-999.00,-999.00,0,5.52,41.85,0.06492,90.00,60.8,90.00
2:05:59,1,0.04,115.1,0.30,0.01,0.06560,5.71,41.95,-999.00,-999.00,-999.00,0,5.71,41.95,0.30432,90.00,60.9,90.00
2:06:49,1,0.04,115.1,0.30,0.01,0.06560,5.92,42.05,-999.00,-999.00,-999.00,0,5.92,42.05,0.06492,90.00,61.0,90.00
2:07:11,2,0.99,115.1,10.00,11.43,0.06596,5.99,42.06,-999.00,-999.00,-999.00,0,5.99,42.06,0.06492,90.00,61.0,90.00
2:07:18,2,0.99,115.1,10.00,11.43,0.06596,5.99,42.06,-999.00,-999.00,-999.00,0,5.99,42.06,0.06492,90.00,61.0,90.00
2:07:18,2,0.99,115.1,10.00,11.43,0.06596,5.99,42.06,-999.00,-999.00,-999.00,0,5.99,42.06,0.06492,90.00,61.0,90.00
2:08:09,2,0.99,115.2,9.50,10.83,0.06752,6.35,42.11,-999.00,-999.00,-999.00,0,6.35,42.11,0.06492,90.00,61.1,90.00
2:08:16,2,0.99,115.2,9.30,10.63,0.06773,6.42,42.12,-999.00,-999.00,-999.00,0,6.42,42.12,0.06492,90.00,61.1,90.00
2:08:16,2,0.99,115.2,9.30,10.63,0.06773,6.42,42.12,-999.00,-999.00,-999.00,0,6.42,42.12,0.06492,90.00,61.1,90.00
2:08:16,2,0.99,115.2,9.30,10.63,0.06773,6.42,42.12,-999.00,-999.00,-999.00,0,6.42,42.12,0.06492,90.00,61.1,90.00
2:09:06,2,0.99,114.9,9.10,10.32,0.06918,6.62,42.11,-999.00,-999.00,-999.00,0,6.62,42.11,0.06492,90.00,61.0,90.00
2:09:56,2,0.99,114.8,9.10,10.25,0.07061,6.78,42.12,-999.00,-999.00,-999.00,0,6.78,42.12,0.06492,90.00,61.1,90.00
2:10:46,2,0.99,115.2,9.00,10.21,0.07202,6.82,42.08,-999.00,-999.00,-999.00,0,6.82,42.08,0.06492,90.00,60.7,90.00
2:11:37,2,0.99,115.1,8.90,10.13,0.07343,6.83,42.10,-999.00,-999.00,-999.00,0,6.83,42.10,0.06492,90.00,60.9,90.00
2:12:27,2,0.99,115.1,8.90,10.11,0.07494,6.81,42.02,-999.00,-999.00,-999.00,0,6.81,42.02,0.06492,90.00,60.7,90.00
2:13:17,2,0.99,115.1,8.90,10.05,0.07634,6.68,41.95,-999.00,-999.00,-999.00,0,6.68,41.95,0.06492,90.00,60.6,90.00
2:14:08,2,0.99,115.2,8.90,10.05,0.07773,6.58,41.88,-999.00,-999.00,-999.00,0,6.58,41.88,0.06492,90.00,60.8,90.00
2:14:58,2,0.99,115.2,8.80,9.99,0.07912,6.42,41.82,-999.00,-999.00,-999.00,0,6.42,41.82,0.06492,90.00,60.9,90.00
2:15:48,2,0.99,115.2,8.80,9.96,0.08050,6.24,41.72,-999.00,-999.00,-999.00,0,6.24,41.72,0.30432,90.00,61.1,90.00
2:16:17,2,0.99,115.2,8.70,9.92,0.08129,6.14,41.69,-999.00,-999.00,-999.00,0,6.14,41.69,0.06492,90.00,61.1,90.00
2:16:17,2,0.99,115.2,8.70,9.92,0.08129,6.14,41.69,-999.00,-999.00,-999.00,0,6.14,41.69,0.06492,90.00,61.1,90.00
2:16:17,2,0.99,115.2,8.70,9.92,0.08129,6.14,41.69,-999.00,-999.00,-999.00,0,6.14,41.69,0.06492,90.00,61.1,90.00
2:17:07,2,0.99,114.8,8.70,9.88,0.08266,5.92,41.61,-999.00,-999.00,-999.00,0,5.92,41.61,0.30432,90.00,61.2,90.00
2:17:57,2,0.98,115.0,8.70,9.84,0.08403,5.69,41.49,-999.00,-999.00,-999.00,0,5.69,41.49,0.06492,90.00,61.2,90.00
2:18:47,2,0.99,115.0,8.70,9.83,0.08549,5.44,41.34,-999.00,-999.00,-999.00,0,5.44,41.34,0.06492,90.00,61.1,90.00
2:19:37,2,0.99,114.9,8.60,9.75,0.08684,5.20,41.29,-999.00,-999.00,-999.00,0,5.20,41.29,0.06492,90.00,61.1,90.00
2:20:28,2,0.98,114.9,8.60,9.77,0.08820,4.93,41.15,-999.00,-999.00,-999.00,0,4.93,41.15,0.06492,90.00,61.0,90.00
2:21:18,2,0.99,115.0,8.60,9.70,0.08955,4.67,41.03,-999.00,-999.00,-999.00,0,4.67,41.03,0.06492,90.00,61.2,90.00
2:22:08,2,0.98,114.9,8.60,9.70,0.09089,4.34,40.90,-999.00,-999.00,-999.00,0,4.34,40.90,0.06492,90.00,61.3,90.00
2:22:58,2,0.98,114.9,8.50,9.67,0.09223,4.07,40.76,-999.00,-999.00,-999.00,0,4.07,40.76,0.06492,90.00,61.4,90.00
2:23:48,2,0.99,114.9,8.50,9.64,0.09357,3.74,40.62,-999.00,-999.00,-999.00,0,3.74,40.62,0.06492,90.00,61.4,90.00
2:24:39,2,0.99,114.9,8.50,9.62,0.09490,3.46,40.48,-999.00,-999.00,-999.00,0,3.46,40.48,0.06492,90.00,61.4,90.00
2:25:29,2,0.98,114.9,8.50,9.57,0.09633,3.14,40.29,-999.00,-999.00,-999.00,0,3.14,40.29,0.06492,90.20,61.3,90.20
2:26:19,2,0.98,114.9,8.50,9.56,0.09765,2.84,40.16,-999.00,-999.00,-999.00,0,2.84,40.16,0.06492,90.20,61.5,90.20
2:27:10,2,0.99,114.9,8.40,9.56,0.09897,2.53,39.99,-999.00,-999.00,-999.00,0,2.53,39.99,0.06492,90.20,61.5,90.20
2:28:00,2,0.98,114.9,8.40,9.49,0.10029,2.24,39.85,-999.00,-999.00,-999.00,0,2.24,39.85,0.06492,90.20,61.6,90.20
2:28:17,1,0.04,115.0,0.30,0.01,0.10078,2.08,39.80,-999.00,-999.00,-999.00,0,2.08,39.80,0.06492,90.20,61.7,90.20
2:28:24,1,0.04,115.0,0.30,0.01,0.10078,2.08,39.80,-999.00,-999.00,-999.00,0,2.08,39.80,0.06492,90.20,61.7,90.20
2:28:24,1,0.04,115.0,0.30,0.01,0.10078,2.08,39.80,-999.00,-999.00,-999.00,0,2.08,39.80,0.06492,90.20,61.7,90.20
2:29:14,1,0.04,115.1,0.30,0.01,0.10079,1.97,39.73,-999.00,-999.00,-999.00,0,1.97,39.73,0.06492,90.20,61.5,90.20
2:30:04,1,0.04,115.2,0.30,0.01,0.10079,1.90,39.72,-999.00,-999.00,-999.00,0,1.90,39.72,0.06492,90.20,61.7,90.20
2:30:55,1,0.04,115.2,0.30,0.01,0.10079,1.84,39.72,-999.00,-999.00,-999.00,0,1.84,39.72,0.06492,90.20,61.9,90.20
2:31:45,1,0.04,115.2,0.30,0.01,0.10079,1.78,39.72,-999.00,-999.00,-999.00,0,1.78,39.72,0.06492,90.20,61.9,90.20
2:32:35,1,0.04,115.2,0.30,0.01,0.10079,1.72,39.72,-999.00,-999.00,-999.00,0,1.72,39.72,0.06492,90.20,62.1,90.20
2:33:25,1,0.04,115.2,0.30,0.01,0.10080,1.72,39.72,-999.00,-999.00,-999.00,0,1.72,39.72,0.06492,90.20,62.2,90.20
2:34:15,1,0.04,115.1,0.30,0.01,0.10080,1.70,39.73,-999.00,-999.00,-999.00,0,1.70,39.73,0.06492,90.20,62.5,90.20
2:35:06,1,0.04,115.2,0.30,0.01,0.10080,1.70,39.75,-999.00,-999.00,-999.00,0,1.70,39.75,0.06492,90.20,62.2,90.20
2:35:56,1,0.04,115.1,0.30,0.01,0.10080,1.69,39.80,-999.00,-999.00,-999.00,0,1.69,39.80,0.06492,90.20,62.2,90.20
2:36:46,1,0.04,115.2,0.30,0.01,0.10080,1.69,39.84,-999.00,-999.00,-999.00,0,1.69,39.84,0.06492,90.20,62.3,90.20
2:37:36,1,0.04,115.1,0.30,0.01,0.10081,1.70,39.85,-999.00,-999.00,-999.00,0,1.70,39.85,0.06492,90.20,62.7,90.20
2:38:26,1,0.04,115.1,0.30,0.01,0.10081,1.70,39.88,-999.00,-999.00,-999.00,0,1.70,39.88,0.30432,90.20,62.6,90.20
2:39:17,1,0.04,115.1,0.30,0.01,0.10081,1.72,39.95,-999.00,-999.00,-999.00,0,1.72,39.95,0.06492,90.20,62.9,90.20
2:40:07,1,0.04,115.1,0.30,0.01,0.10081,1.76,40.01,-999.00,-999.00,-999.00,0,1.76,40.01,0.06492,90.20,62.8,90.20
2:40:20,1,0.04,115.1,0.30,0.01,0.10081,1.78,40.01,-999.00,-999.00,-999.00,0,1.78,40.01,0.06492,90.20,62.7,90.20
2:40:20,1,0.04,115.1,0.30,0.01,0.10081,1.78,40.01,-999.00,-999.00,-999.00,0,1.78,40.01,0.06492,90.20,62.7,90.20
2:40:20,1,0.04,115.1,0.30,0.01,0.10081,1.78,40.01,-999.00,-999.00,-999.00,0,1.78,40.01,0.06492,90.20,62.7,90.20
2:41:10,1,0.04,115.1,0.30,0.01,0.10081,1.83,40.07,-999.00,-999.00,-999.00,0,1.83,40.07,0.06492,90.20,62.9,90.20
2:42:00,1,0.04,115.1,0.30,0.01,0.10082,1.89,40.15,-999.00,-999.00,-999.00,0,1.89,40.15,0.06492,90.20,63.1,90.20
2:42:50,1,0.04,115.1,0.30,0.01,0.10082,1.97,40.16,-999.00,-999.00,-999.00,0,1.97,40.16,0.06492,90.20,62.6,90.20
2:43:40,1,0.04,115.1,0.30,0.01,0.10082,2.03,40.26,-999.00,-999.00,-999.00,0,2.03,40.26,0.06492,90.00,62.9,90.00
2:44:30,1,0.04,115.1,0.30,0.01,0.10082,2.14,40.31,-999.00,-999.00,-999.00,0,2.14,40.31,0.06492,90.00,63.0,90.00
2:45:21,1,0.04,115.2,0.30,0.01,0.10082,2.22,40.39,-999.00,-999.00,-999.00,0,2.22,40.39,0.06492,90.00,62.9,90.00
2:46:11,1,0.04,115.2,0.30,0.01,0.10083,2.29,40.43,-999.00,-999.00,-999.00,0,2.29,40.43,0.06492,90.00,62.7,90.00
2:47:01,1,0.04,115.2,0.30,0.01,0.10083,2.39,40.53,-999.00,-999.00,-999.00,0,2.39,40.53,0.06492,90.00,63.1,90.00
2:47:52,1,0.04,115.1,0.30,0.01,0.10083,2.52,40.60,-999.00,-999.00,-999.00,0,2.52,40.60,0.06492,90.00,63.0,90.00
2:48:21,1,0.04,115.1,0.30,0.01,0.10083,2.55,40.65,-999.00,-999.00,-999.00,0,2.55,40.65,0.06492,90.00,63.0,90.00
2:48:21,1,0.04,115.1,0.30,0.01,0.10083,2.55,40.65,-999.00,-999.00,-999.00,0,2.55,40.65,0.06492,90.00,63.0,90.00
2:48:21,1,0.04,115.1,0.30,0.01,0.10083,2.55,40.65,-999.00,-999.00,-999.00,0,2.55,40.65,0.06492,90.00,63.0,90.00
2:49:11,1,0.04,115.1,0.30,0.01,0.10083,2.71,40.73,-999.00,-999.00,-999.00,0,2.71,40.73,0.06492,90.00,63.0,90.00
2:50:01,1,0.04,115.1,0.30,0.01,0.10084,2.84,40.81,-999.00,-999.00,-999.00,0,2.84,40.81,0.30432,90.00,63.4,90.00
2:50:51,1,0.04,115.1,0.30,0.01,0.10084,2.96,40.89,-999.00,-999.00,-999.00,0,2.96,40.89,0.06492,90.00,63.0,90.00
2:51:42,1,0.04,115.1,0.30,0.01,0.10084,3.10,40.95,-999.00,-999.00,-999.00,0,3.10,40.95,0.06492,90.00,63.0,90.00
2:52:32,1,0.04,115.2,0.30,0.01,0.10084,3.27,41.06,-999.00,-999.00,-999.00,0,3.27,41.06,0.06492,90.00,63.0,90.00
2:53:22,1,0.04,115.1,0.30,0.01,0.10084,3.42,41.14,-999.00,-999.00,-999.00,0,3.42,41.14,0.06492,90.00,63.2,90.00
2:54:12,1,0.04,115.2,0.30,0.01,0.10085,3.56,41.23,-999.00,-999.00,-999.00,0,3.56,41.23,0.30432,90.00,63.3,90.00
2:55:03,1,0.04,115.2,0.30,0.01,0.10085,3.71,41.30,-999.00,-999.00,-999.00,0,3.71,41.30,0.06492,90.00,63.3,90.00
2:55:53,1,0.04,115.2,0.30,0.01,0.10085,3.91,41.40,-999.00,-999.00,-999.00,0,3.91,41.40,0.30432,90.00,63.5,90.00
2:56:44,1,0.04,115.2,0.30,0.01,0.10085,4.06,41.48,-999.00,-999.00,-999.00,0,4.06,41.48,0.06492,90.00,63.3,90.00
2:57:34,1,0.04,115.2,0.30,0.01,0.10085,4.29,41.62,-999.00,-999.00,-999.00,0,4.29,41.62,0.30432,90.00,63.5,90.00
2:58:24,1,0.04,115.2,0.30,0.01,0.10086,4.44,41.70,-999.00,-999.00,-999.00,0,4.44,41.70,0.06492,90.00,63.4,90.00
2:59:14,1,0.04,115.2,0.30,0.01,0.10086,4.64,41.80,-999.00,-999.00,-999.00,0,4.64,41.80,0.30432,90.00,63.3,90.00
3:00:04,1,0.04,115.2,0.30,0.01,0.10086,4.83,41.86,-999.00,-999.00,-999.00,0,4.83,41.86,0.30432,90.00,63.4,90.00
3:00:54,1,0.04,115.2,0.30,0.01,0.10086,5.02,41.99,-999.00,-999.00,-999.00,0,5.02,41.99,0.06492,90.00,63.3,90.00
3:01:45,1,0.04,115.1,0.30,0.01,0.10086,5.18,42.06,-999.00,-999.00,-999.00,0,5.18,42.06,0.06492,90.00,63.4,90.00
3:01:50,2,0.99,114.9,10.00,11.39,0.10123,5.26,42.10,-999.00,-999.00,-999.00,0,5.26,42.10,0.06492,90.00,63.5,90.00
3:01:57,2,0.99,114.9,10.00,11.39,0.10123,5.26,42.10,-999.00,-999.00,-999.00,0,5.26,42.10,0.06492,90.00,63.5,90.00
3:01:57,2,0.99,114.9,10.00,11.39,0.10123,5.26,42.10,-999.00,-999.00,-999.00,0,5.26,42.10,0.06492,90.00,63.5,90.00
3:02:48,2,0.99,115.2,9.70,11.16,0.10279,5.63,42.12,-999.00,-999.00,-999.00,0,5.63,42.12,0.06492,90.00,64.0,90.00
3:03:38,2,0.99,114.9,9.20,10.45,0.10426,5.92,42.13,-999.00,-999.00,-999.00,0,5.92,42.13,0.06492,90.00,63.7,90.00
3:04:28,2,0.98,115.0,9.10,10.29,0.10569,6.07,42.13,-999.00,-999.00,-999.00,0,6.07,42.13,0.06492,90.00,63.8,90.00
3:05:18,2,0.99,115.1,9.00,10.21,0.10712,6.10,42.08,-999.00,-999.00,-999.00,0,6.10,42.08,0.06492,90.00,63.9,90.00
3:06:08,2,0.99,115.2,8.90,10.17,0.10863,6.14,42.11,-999.00,-999.00,-999.00,0,6.14,42.11,0.06492,90.00,64.0,90.00
3:06:59,2,0.99,115.2,8.90,10.11,0.11003,6.12,42.05,-999.00,-999.00,-999.00,0,6.12,42.05,0.06492,90.00,64.0,90.00
3:07:49,2,0.99,115.2,8.90,10.09,0.11143,6.04,41.97,-999.00,-999.00,-999.00,0,6.04,41.97,0.30432,90.00,64.0,90.00
3:08:39,2,0.99,115.0,8.90,10.04,0.11282,5.93,41.91,-999.00,-999.00,-999.00,0,5.93,41.91,0.06492,90.00,64.6,90.00
3:09:29,2,0.99,115.0,8.80,9.99,0.11422,5.80,41.85,-999.00,-999.00,-999.00,0,5.80,41.85,0.06492,90.00,64.7,90.00
3:10:20,2,0.99,115.0,8.80,9.96,0.11560,5.65,41.78,-999.00,-999.00,-999.00,0,5.65,41.78,0.06492,90.00,64.6,90.00
3:11:10,2,0.99,115.0,8.80,9.93,0.11698,5.44,41.66,-999.00,-999.00,-999.00,0,5.44,41.66,0.06492,90.00,64.9,90.00
3:12:00,2,0.99,115.0,8.70,9.88,0.11835,5.23,41.57,-999.00,-999.00,-999.00,0,5.23,41.57,0.06492,90.00,65.0,90.00
3:12:24,2,0.99,115.0,8.70,9.88,0.11903,5.13,41.54,-999.00,-999.00,-999.00,0,5.13,41.54,0.06492,90.00,65.0,90.00
3:12:24,2,0.99,115.0,8.70,9.88,0.11903,5.13,41.54,-999.00,-999.00,-999.00,0,5.13,41.54,0.06492,90.00,65.0,90.00
3:12:24,2,0.99,115.0,8.70,9.88,0.11903,5.13,41.54,-999.00,-999.00,-999.00,0,5.13,41.54,0.06492,90.00,65.0,90.00
3:13:14,2,0.99,114.9,8.70,9.82,0.12039,4.94,41.43,-999.00,-999.00,-999.00,0,4.94,41.43,0.06492,90.00,65.4,90.00
3:14:04,2,0.98,114.9,8.70,9.79,0.12175,4.72,41.36,-999.00,-999.00,-999.00,0,4.72,41.36,0.06492,90.00,65.8,90.00
3:14:54,2,0.99,115.0,8.60,9.73,0.12310,4.44,41.21,-999.00,-999.00,-999.00,0,4.44,41.21,0.06492,90.00,65.3,90.00
3:15:44,2,0.98,115.0,8.60,9.71,0.12445,4.20,41.09,-999.00,-999.00,-999.00,0,4.20,41.09,0.06492,90.00,65.4,90.00
3:16:35,2,0.99,115.0,8.50,9.67,0.12589,3.93,40.95,-999.00,-999.00,-999.00,0,3.93,40.95,0.06492,90.00,65.1,90.00
3:17:25,2,0.98,115.0,8.50,9.65,0.12724,3.64,40.82,-999.00,-999.00,-999.00,0,3.64,40.82,0.30432,90.00,65.6,90.00
3:18:15,2,0.99,115.0,8.50,9.64,0.12857,3.33,40.66,-999.00,-999.00,-999.00,0,3.33,40.66,0.06492,90.00,65.6,90.00
3:19:05,2,0.99,114.9,8.40,9.55,0.12991,3.09,40.52,-999.00,-999.00,-999.00,0,3.09,40.52,0.06492,90.00,65.8,90.00
3:19:55,2,0.98,115.0,8.50,9.57,0.13123,2.75,40.39,-999.00,-999.00,-999.00,0,2.75,40.39,0.06492,90.00,66.0,90.00
3:20:25,2,0.98,115.0,8.40,9.56,0.13199,2.59,40.28,-999.00,-999.00,-999.00,0,2.59,40.28,0.30432,90.00,66.3,90.00
3:20:25,2,0.98,115.0,8.40,9.56,0.13199,2.59,40.28,-999.00,-999.00,-999.00,0,2.59,40.28,0.30432,90.00,66.3,90.00
3:20:25,2,0.98,115.0,8.40,9.56,0.13199,2.59,40.28,-999.00,-999.00,-999.00,0,2.59,40.28,0.30432,90.00,66.3,90.00
3:21:15,2,0.99,115.0,8.40,9.52,0.13331,2.34,40.16,-999.00,-999.00,-999.00,0,2.34,40.16,0.06492,90.00,66.1,90.00
3:22:05,2,0.98,115.0,8.40,9.50,0.13464,2.03,40.02,-999.00,-999.00,-999.00,0,2.03,40.02,0.06492,90.00,66.7,90.00
3:22:56,2,0.98,115.0,8.40,9.50,0.13605,1.72,39.85,-999.00,-999.00,-999.00,0,1.72,39.85,0.06492,90.00,66.4,90.00
3:22:57,1,0.04,115.0,0.30,0.01,0.13610,1.70,39.85,-999.00,-999.00,-999.00,0,1.70,39.85,0.30432,90.00,66.3,90.00
3:23:03,1,0.04,115.0,0.30,0.01,0.13610,1.70,39.85,-999.00,-999.00,-999.00,0,1.70,39.85,0.30432,90.00,66.3,90.00
3:23:03,1,0.04,115.0,0.30,0.01,0.13610,1.70,39.85,-999.00,-999.00,-999.00,0,1.70,39.85,0.30432,90.00,66.3,90.00
3:23:53,1,0.04,115.2,0.30,0.01,0.13610,1.63,39.83,-999.00,-999.00,-999.00,0,1.63,39.83,0.06492,90.00,66.9,90.00
3:24:44,1,0.04,115.2,0.30,0.01,0.13610,1.53,39.76,-999.00,-999.00,-999.00,0,1.53,39.76,0.30432,90.00,66.9,90.00
3:25:34,1,0.04,115.2,0.30,0.01,0.13610,1.47,39.75,-999.00,-999.00,-999.00,0,1.47,39.75,0.06492,90.00,66.9,90.00
3:26:24,1,0.04,115.2,0.30,0.01,0.13611,1.44,39.78,-999.00,-999.00,-999.00,0,1.44,39.78,0.06492,90.00,66.7,90.00
3:27:14,1,0.04,115.2,0.30,0.01,0.13611,1.43,39.79,-999.00,-999.00,-999.00,0,1.43,39.79,0.06492,90.00,67.1,90.00
3:28:04,1,0.04,115.2,0.30,0.01,0.13611,1.40,39.84,-999.00,-999.00,-999.00,0,1.40,39.84,0.06492,90.00,67.1,90.00
3:28:54,1,0.04,115.2,0.30,0.01,0.13611,1.34,39.85,-999.00,-999.00,-999.00,0,1.34,39.85,0.06492,90.00,67.4,90.00
3:29:45,1,0.04,115.1,0.30,0.01,0.13611,1.34,39.86,-999.00,-999.00,-999.00,0,1.34,39.86,0.06492,90.20,67.5,90.20
3:30:35,1,0.04,115.1,0.30,0.01,0.13612,1.34,39.88,-999.00,-999.00,-999.00,0,1.34,39.88,0.06492,90.20,67.4,90.20
3:31:26,1,0.04,115.1,0.30,0.01,0.13612,1.34,39.88,-999.00,-999.00,-999.00,0,1.34,39.88,0.06492,90.20,67.5,90.20
3:32:16,1,0.04,115.1,0.30,0.01,0.13612,1.34,39.94,-999.00,-999.00,-999.00,0,1.34,39.94,0.06492,90.20,67.6,90.20
3:33:06,1,0.04,115.1,0.30,0.01,0.13612,1.38,39.99,-999.00,-999.00,-999.00,0,1.38,39.99,0.06492,90.20,67.5,90.20
3:33:56,1,0.04,115.1,0.30,0.01,0.13612,1.40,40.02,-999.00,-999.00,-999.00,0,1.40,40.02,0.06492,90.20,68.0,90.20
3:34:47,1,0.04,115.1,0.30,0.01,0.13613,1.45,40.07,-999.00,-999.00,-999.00,0,1.45,40.07,0.06492,90.20,67.9,90.20
3:35:37,1,0.04,115.1,0.30,0.01,0.13613,1.53,40.15,-999.00,-999.00,-999.00,0,1.53,40.15,0.06492,90.20,68.1,90.20
3:36:27,1,0.04,115.1,0.30,0.01,0.13613,1.57,40.17,-999.00,-999.00,-999.00,0,1.57,40.17,0.06492,90.20,68.4,90.20
3:37:18,1,0.04,115.1,0.30,0.01,0.13613,1.65,40.26,-999.00,-999.00,-999.00,0,1.65,40.26,0.06492,90.00,68.2,90.00
3:38:08,1,0.04,115.2,0.30,0.01,0.13613,1.72,40.33,-999.00,-999.00,-999.00,0,1.72,40.33,0.06492,90.00,68.2,90.00
3:38:58,1,0.04,115.2,0.30,0.01,0.13614,1.83,40.40,-999.00,-999.00,-999.00,0,1.83,40.40,0.06492,90.00,68.0,90.00
3:39:48,1,0.04,115.2,0.30,0.01,0.13614,1.94,40.48,-999.00,-999.00,-999.00,0,1.94,40.48,0.30432,90.00,68.0,90.00
3:40:39,1,0.04,115.2,0.30,0.01,0.13614,2.06,40.55,-999.00,-999.00,-999.00,0,2.06,40.55,0.06492,90.00,68.1,90.00
3:41:29,1,0.04,115.1,0.30,0.01,0.13614,2.14,40.61,-999.00,-999.00,-999.00,0,2.14,40.61,0.06492,90.00,68.0,90.00
3:42:19,1,0.04,115.1,0.30,0.01,0.13614,2.27,40.69,-999.00,-999.00,-999.00,0,2.27,40.69,0.30432,90.00,68.2,90.00
3:43:09,1,0.04,115.1,0.30,0.01,0.13615,2.36,40.76,-999.00,-999.00,-999.00,0,2.36,40.76,0.30432,90.00,68.1,90.00
3:44:00,1,0.04,115.1,0.30,0.01,0.13615,2.52,40.86,-999.00,-999.00,-999.00,0,2.52,40.86,0.06492,90.00,68.2,90.00
3:44:28,1,0.04,115.1,0.30,0.01,0.13615,2.57,40.89,-999.00,-999.00,-999.00,0,2.57,40.89,0.06492,90.00,68.3,90.00
3:44:28,1,0.04,115.1,0.30,0.01,0.13615,2.57,40.89,-999.00,-999.00,-999.00,0,2.57,40.89,0.06492,90.00,68.3,90.00
3:44:28,1,0.04,115.1,0.30,0.01,0.13615,2.57,40.89,-999.00,-999.00,-999.00,0,2.57,40.89,0.06492,90.00,68.3,90.00
3:45:18,1,0.04,115.1,0.30,0.01,0.13615,2.71,40.95,-999.00,-999.00,-999.00,0,2.71,40.95,0.06492,90.00,68.4,90.00
3:46:08,1,0.04,115.2,0.30,0.01,0.13615,2.90,41.04,-999.00,-999.00,-999.00,0,2.90,41.04,0.06492,90.00,68.4,90.00
3:46:58,1,0.04,115.2,0.30,0.01,0.13615,2.99,41.15,-999.00,-999.00,-999.00,0,2.99,41.15,0.06492,90.00,68.0,90.00
3:47:49,1,0.04,115.2,0.30,0.01,0.13616,3.21,41.23,-999.00,-999.00,-999.00,0,3.21,41.23,0.06492,90.00,67.9,90.00
3:48:39,1,0.04,115.2,0.30,0.01,0.13616,3.36,41.30,-999.00,-999.00,-999.00,0,3.36,41.30,0.06492,90.00,67.9,90.00
3:49:29,1,0.04,115.2,0.30,0.01,0.13616,3.50,41.41,-999.00,-999.00,-999.00,0,3.50,41.41,0.30432,90.00,68.0,90.00
3:50:19,1,0.04,115.2,0.30,0.01,0.13616,3.68,41.49,-999.00,-999.00,-999.00,0,3.68,41.49,0.06492,90.00,67.9,90.00
3:51:10,1,0.04,115.2,0.30,0.01,0.13616,3.82,41.58,-999.00,-999.00,-999.00,0,3.82,41.58,0.06492,90.00,67.9,90.00
3:52:00,1,0.04,115.0,0.30,0.01,0.13617,4.01,41.64,-999.00,-999.00,-999.00,0,4.01,41.64,0.06492,90.00,68.0,90.00
3:52:29,1,0.04,115.0,0.30,0.01,0.13617,4.13,41.71,-999.00,-999.00,-999.00,0,4.13,41.71,0.06492,90.00,68.0,90.00
3:52:29,1,0.04,115.0,0.30,0.01,0.13617,4.13,41.71,-999.00,-999.00,-999.00,0,4.13,41.71,0.06492,90.00,68.0,90.00
3:52:29,1,0.04,115.0,0.30,0.01,0.13617,4.13,41.71,-999.00,-999.00,-999.00,0,4.13,41.71,0.06492,90.00,68.0,90.00
3:53:19,1,0.04,115.0,0.30,0.01,0.13617,4.32,41.79,-999.00,-999.00,-999.00,0,4.32,41.79,0.06492,90.00,67.9,90.00
3:54:09,1,0.04,115.0,0.30,0.01,0.13617,4.52,41.90,-999.00,-999.00,-999.00,0,4.52,41.90,0.06492,90.00,68.0,90.00
3:54:59,1,0.04,115.0,0.30,0.01,0.13617,4.72,41.99,-999.00,-999.00,-999.00,0,4.72,41.99,0.30432,90.00,67.7,90.00
3:55:50,1,0.04,115.0,0.30,0.01,0.13618,4.91,42.09,-999.00,-999.00,-999.00,0,4.91,42.09,0.06492,90.00,67.8,90.00
3:55:59,2,0.99,114.9,9.90,11.20,0.13644,4.99,42.11,-999.00,-999.00,-999.00,0,4.99,42.11,0.06492,90.00,67.8,90.00
