0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC4,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC Mid,FF Mid,Evap (Bimetal),Evap Out,Current Leakage (mA),RoomTemp,Humidity
4:19:03,2,0.98,114.9,8.80,9.89,0.44528,17.63,53.68,-999.00,-999.00,-999.00,0,17.63,53.68,18.83,9.31,0.09623,90.20,66.2
4:19:53,2,0.98,114.9,8.80,9.89,0.44665,17.41,53.51,-999.00,-999.00,-999.00,0,17.41,53.51,18.05,8.21,0.11059,90.20,66.2
4:20:43,2,0.98,114.9,8.70,9.84,0.44802,17.16,53.27,-999.00,-999.00,-999.00,0,17.16,53.27,17.22,7.41,0.09623,90.20,66.3
4:21:33,2,0.98,114.9,8.70,9.77,0.44938,16.85,53.06,-999.00,-999.00,-999.00,0,16.85,53.06,16.49,6.85,0.09623,90.00,66.4
4:22:23,2,0.98,114.9,8.60,9.73,0.45073,16.54,52.83,-999.00,-999.00,-999.00,0,16.54,52.83,15.71,6.36,0.09623,90.00,66.4
4:23:13,2,0.98,114.9,8.60,9.69,0.45207,16.18,52.55,-999.00,-999.00,-999.00,0,16.18,52.55,15.12,5.89,0.09623,90.00,66.4
4:24:04,2,0.98,115.0,8.50,9.64,0.45341,15.84,52.25,-999.00,-999.00,-999.00,0,15.84,52.25,14.57,5.44,0.09623,90.00,66.4
4:24:33,2,0.98,114.9,8.50,9.60,0.45427,15.63,52.08,-999.00,-999.00,-999.00,0,15.63,52.08,14.23,5.16,0.09623,90.00,66.4
4:24:33,2,0.98,114.9,8.50,9.60,0.45427,15.63,52.08,-999.00,-999.00,-999.00,0,15.63,52.08,14.23,5.16,0.09623,90.00,66.4
4:24:33,2,0.98,114.9,8.50,9.60,0.45427,15.63,52.08,-999.00,-999.00,-999.00,0,15.63,52.08,14.23,5.16,0.09623,90.00,66.4
4:25:23,2,0.98,115.0,8.60,9.72,0.45563,15.34,52.65,-999.00,-999.00,-999.00,0,15.34,52.65,13.98,5.32,0.09623,90.00,66.4
4:26:13,2,0.98,114.9,8.60,9.68,0.45698,15.01,52.57,-999.00,-999.00,-999.00,0,15.01,52.57,13.78,5.37,0.09623,90.00,66.1
4:27:03,2,0.98,114.9,8.50,9.61,0.45831,14.69,52.45,-999.00,-999.00,-999.00,0,14.69,52.45,13.52,5.04,0.09623,90.00,66.1
4:27:53,2,0.98,114.9,8.50,9.61,0.45964,14.38,52.26,-999.00,-999.00,-999.00,0,14.38,52.26,13.23,4.75,0.09623,90.00,66.1
4:28:43,2,0.98,114.9,8.50,9.58,0.46098,14.06,52.03,-999.00,-999.00,-999.00,0,14.06,52.03,12.89,4.42,0.09623,90.00,66.1
4:29:34,2,0.98,114.9,8.50,9.55,0.46230,13.77,51.78,-999.00,-999.00,-999.00,0,13.77,51.78,12.55,4.13,0.09623,90.00,66.1
4:30:24,2,0.98,114.9,8.40,9.52,0.46362,13.45,51.50,-999.00,-999.00,-999.00,0,13.45,51.50,12.18,3.79,0.09623,90.00,66.1
4:31:15,2,0.98,114.9,8.40,9.48,0.46503,13.15,51.23,-999.00,-999.00,-999.00,0,13.15,51.23,11.82,3.48,0.09623,90.00,66.2
4:32:05,2,0.98,114.9,8.40,9.47,0.46635,12.84,50.91,-999.00,-999.00,-999.00,0,12.84,50.91,11.55,3.10,0.09623,90.00,66.2
4:32:55,2,0.98,114.9,8.50,9.53,0.46767,12.55,51.17,-999.00,-999.00,-999.00,0,12.55,51.17,11.11,2.59,0.09623,90.00,66.2
4:33:45,2,0.98,114.8,8.50,9.54,0.46900,12.29,51.39,-999.00,-999.00,-999.00,0,12.29,51.39,11.05,3.30,0.09623,90.00,65.9
4:34:35,2,0.98,114.9,8.40,9.51,0.47032,12.06,51.32,-999.00,-999.00,-999.00,0,12.06,51.32,10.99,3.37,0.09623,90.00,65.8
4:35:25,2,0.98,114.9,8.40,9.51,0.47164,11.83,51.18,-999.00,-999.00,-999.00,0,11.83,51.18,10.87,3.12,0.09623,90.00,65.8
4:36:16,2,0.98,114.9,8.40,9.47,0.47295,11.58,50.98,-999.00,-999.00,-999.00,0,11.58,50.98,10.70,2.76,0.09623,90.00,65.8
4:37:06,2,0.98,115.0,8.40,9.44,0.47436,11.33,50.77,-999.00,-999.00,-999.00,0,11.33,50.77,10.38,2.52,0.09623,90.00,65.8
4:37:56,2,0.98,114.9,8.40,9.42,0.47567,11.11,50.50,-999.00,-999.00,-999.00,0,11.11,50.50,10.09,2.07,0.09623,90.00,65.8
4:38:46,2,0.98,114.9,8.30,9.39,0.47697,10.88,50.26,-999.00,-999.00,-999.00,0,10.88,50.26,9.77,1.48,0.09623,90.00,65.8
4:39:37,2,0.98,114.9,8.30,9.38,0.47827,10.67,50.00,-999.00,-999.00,-999.00,0,10.67,50.00,9.46,1.12,0.09623,90.00,65.8
4:40:27,2,0.98,114.9,8.30,9.38,0.47957,10.40,49.68,-999.00,-999.00,-999.00,0,10.40,49.68,9.16,0.80,0.09623,90.00,65.8
4:41:17,2,0.98,114.9,8.40,9.46,0.48090,10.26,50.37,-999.00,-999.00,-999.00,0,10.26,50.37,9.04,0.94,0.09623,90.00,65.8
4:42:07,2,0.98,114.9,8.40,9.50,0.48221,10.09,50.36,-999.00,-999.00,-999.00,0,10.09,50.36,9.09,1.42,0.09623,90.00,65.5
4:42:58,2,0.98,114.9,8.40,9.49,0.48353,9.92,50.24,-999.00,-999.00,-999.00,0,9.92,50.24,9.01,1.26,0.09623,90.00,65.4
4:43:48,2,0.98,114.9,8.40,9.46,0.48484,9.76,50.14,-999.00,-999.00,-999.00,0,9.76,50.14,8.93,1.13,0.09623,90.00,65.3
4:44:38,2,0.98,114.9,8.40,9.43,0.48624,9.60,49.92,-999.00,-999.00,-999.00,0,9.60,49.92,8.77,0.93,0.09623,90.00,65.4
4:45:29,2,0.98,114.9,8.30,9.41,0.48755,9.44,49.77,-999.00,-999.00,-999.00,0,9.44,49.77,8.62,0.76,0.09623,90.00,65.5
4:46:19,2,0.98,114.9,8.30,9.39,0.48885,9.25,49.51,-999.00,-999.00,-999.00,0,9.25,49.51,8.38,0.45,0.09623,90.00,65.5
4:47:09,2,0.98,114.9,8.30,9.37,0.49015,9.09,49.27,-999.00,-999.00,-999.00,0,9.09,49.27,8.17,0.27,0.09623,90.00,65.5
4:47:59,2,0.98,114.9,8.30,9.34,0.49144,8.89,49.01,-999.00,-999.00,-999.00,0,8.89,49.01,7.88,-0.01,0.09623,90.00,65.5
4:48:36,2,0.98,114.9,8.30,9.31,0.49237,8.81,48.86,-999.00,-999.00,-999.00,0,8.81,48.86,7.69,-0.15,0.09623,90.00,65.4
4:48:36,2,0.98,114.9,8.30,9.31,0.49237,8.81,48.86,-999.00,-999.00,-999.00,0,8.81,48.86,7.69,-0.15,0.09623,90.00,65.4
4:48:36,2,0.98,114.9,8.30,9.31,0.49237,8.81,48.86,-999.00,-999.00,-999.00,0,8.81,48.86,7.69,-0.15,0.09623,90.00,65.4
4:49:26,2,0.98,114.8,8.80,9.96,0.49375,9.47,49.76,-999.00,-999.00,-999.00,0,9.47,49.76,11.46,7.39,0.09623,90.00,65.4
4:50:16,2,0.98,114.9,8.70,9.77,0.49521,9.65,49.71,-999.00,-999.00,-999.00,0,9.65,49.71,11.77,5.56,0.09623,90.00,64.9
4:51:06,2,0.98,114.9,8.60,9.67,0.49656,9.71,49.59,-999.00,-999.00,-999.00,0,9.71,49.59,11.28,4.42,0.09623,90.00,65.0
4:51:56,2,0.98,114.9,8.50,9.64,0.49790,9.79,49.50,-999.00,-999.00,-999.00,0,9.79,49.50,10.78,3.84,0.09623,90.00,64.9
4:52:47,2,0.98,114.9,8.50,9.59,0.49923,9.76,49.31,-999.00,-999.00,-999.00,0,9.76,49.31,10.39,3.29,0.09623,90.00,65.0
4:53:37,2,0.98,114.9,8.40,9.52,0.50056,9.70,49.12,-999.00,-999.00,-999.00,0,9.70,49.12,10.01,2.62,0.09623,90.00,64.9
4:54:27,2,0.98,114.9,8.40,9.50,0.50187,9.63,48.91,-999.00,-999.00,-999.00,0,9.63,48.91,9.59,1.98,0.09623,90.00,64.9
4:55:17,2,0.98,114.9,8.40,9.44,0.50319,9.51,48.66,-999.00,-999.00,-999.00,0,9.51,48.66,9.16,1.46,0.09623,90.00,64.9
4:56:07,2,0.98,114.9,8.40,9.42,0.50459,9.44,48.49,-999.00,-999.00,-999.00,0,9.44,48.49,8.80,0.99,0.09623,90.20,64.9
4:56:37,2,0.98,114.9,8.30,9.39,0.50533,9.31,48.34,-999.00,-999.00,-999.00,0,9.31,48.34,8.55,0.78,0.09623,90.20,64.9
4:56:37,2,0.98,114.9,8.30,9.39,0.50533,9.31,48.34,-999.00,-999.00,-999.00,0,9.31,48.34,8.55,0.78,0.09623,90.20,64.9
4:56:37,2,0.98,114.9,8.30,9.39,0.50533,9.31,48.34,-999.00,-999.00,-999.00,0,9.31,48.34,8.55,0.78,0.09623,90.20,64.9
4:57:27,2,0.98,114.9,8.40,9.52,0.50666,9.20,49.08,-999.00,-999.00,-999.00,0,9.20,49.08,8.35,0.92,0.09623,90.20,64.8
4:58:17,2,0.98,115.0,8.40,9.51,0.50798,9.08,49.07,-999.00,-999.00,-999.00,0,9.08,49.07,8.32,1.28,0.09623,90.20,64.7
4:59:08,2,0.98,114.9,8.40,9.47,0.50930,8.95,48.93,-999.00,-999.00,-999.00,0,8.95,48.93,8.22,1.10,0.09623,90.20,64.7
4:59:58,2,0.98,114.9,8.40,9.45,0.51061,8.86,48.79,-999.00,-999.00,-999.00,0,8.86,48.79,8.06,0.95,0.09623,90.20,64.7
5:00:48,2,0.98,114.9,8.30,9.39,0.51192,8.73,48.68,-999.00,-999.00,-999.00,0,8.73,48.68,7.94,0.77,0.09623,90.20,64.6
5:01:38,2,0.98,114.9,8.30,9.37,0.51322,8.61,48.47,-999.00,-999.00,-999.00,0,8.61,48.47,7.74,0.58,0.09623,90.20,64.7
5:02:29,2,0.98,114.9,8.30,9.34,0.51452,8.50,48.34,-999.00,-999.00,-999.00,0,8.50,48.34,7.55,0.37,0.09623,90.20,64.6
5:03:19,2,0.98,114.9,8.30,9.34,0.51591,8.32,48.08,-999.00,-999.00,-999.00,0,8.32,48.08,7.23,0.04,0.09623,90.20,64.7
5:04:09,2,0.98,114.9,8.20,9.28,0.51720,8.19,47.92,-999.00,-999.00,-999.00,0,8.19,47.92,7.04,-0.13,0.09623,90.20,64.8
5:04:59,2,0.98,114.9,8.30,9.33,0.51852,8.05,48.13,-999.00,-999.00,-999.00,0,8.05,48.13,6.80,-0.32,0.09623,90.20,64.7
5:05:50,2,0.98,114.9,8.30,9.41,0.51981,7.94,48.43,-999.00,-999.00,-999.00,0,7.94,48.43,6.90,0.21,0.09623,90.20,64.7
5:06:40,2,0.98,114.9,8.30,9.39,0.52112,7.82,48.32,-999.00,-999.00,-999.00,0,7.82,48.32,6.92,0.37,0.09623,90.20,64.6
5:07:30,2,0.98,114.9,8.30,9.38,0.52242,7.71,48.21,-999.00,-999.00,-999.00,0,7.71,48.21,6.91,0.26,0.09623,90.20,64.6
5:08:20,2,0.98,115.0,8.30,9.37,0.52372,7.60,48.08,-999.00,-999.00,-999.00,0,7.60,48.08,6.87,0.21,0.09623,90.20,64.6
5:09:11,2,0.98,114.9,8.30,9.31,0.52501,7.51,47.94,-999.00,-999.00,-999.00,0,7.51,47.94,6.78,0.07,0.09623,90.20,64.5
5:10:01,2,0.98,114.9,8.20,9.29,0.52630,7.39,47.79,-999.00,-999.00,-999.00,0,7.39,47.79,6.71,-0.08,0.09623,90.20,64.5
5:10:51,2,0.98,114.9,8.20,9.25,0.52767,7.27,47.59,-999.00,-999.00,-999.00,0,7.27,47.59,6.55,-0.26,0.09623,90.20,64.7
5:11:41,2,0.98,114.9,8.20,9.24,0.52896,7.16,47.39,-999.00,-999.00,-999.00,0,7.16,47.39,6.36,-0.46,0.09623,90.20,64.6
5:12:31,2,0.98,114.9,8.20,9.23,0.53024,7.02,47.22,-999.00,-999.00,-999.00,0,7.02,47.22,6.19,-0.67,0.09623,90.20,64.7
5:13:21,2,0.98,114.9,8.30,9.32,0.53154,6.94,47.84,-999.00,-999.00,-999.00,0,6.94,47.84,6.14,-0.58,0.09623,90.20,64.7
5:14:12,2,0.98,114.9,8.30,9.34,0.53283,6.84,47.85,-999.00,-999.00,-999.00,0,6.84,47.85,6.33,-0.04,0.09623,90.00,64.7
5:15:02,2,0.98,114.9,8.30,9.30,0.53412,6.77,47.80,-999.00,-999.00,-999.00,0,6.77,47.80,6.39,0.01,0.09623,90.00,64.6
5:15:52,2,0.98,114.9,8.30,9.32,0.53542,6.69,47.71,-999.00,-999.00,-999.00,0,6.69,47.71,6.55,-0.04,0.09623,90.00,64.6
5:16:43,2,0.98,114.9,8.20,9.29,0.53680,6.61,47.53,-999.00,-999.00,-999.00,0,6.61,47.53,6.47,-0.11,0.11059,90.00,64.6
5:17:33,2,0.98,114.9,8.20,9.27,0.53808,6.52,47.37,-999.00,-999.00,-999.00,0,6.52,47.37,6.40,-0.22,0.09623,90.00,64.7
5:18:23,2,0.98,114.9,8.20,9.24,0.53937,6.42,47.19,-999.00,-999.00,-999.00,0,6.42,47.19,6.36,-0.41,0.09623,90.00,64.7
5:19:13,2,0.98,114.9,8.20,9.22,0.54065,6.37,47.05,-999.00,-999.00,-999.00,0,6.37,47.05,6.22,-0.53,0.09623,90.00,64.8
5:20:04,2,0.98,114.9,8.10,9.16,0.54192,6.24,46.81,-999.00,-999.00,-999.00,0,6.24,46.81,6.09,-0.74,0.09623,90.00,64.8
5:20:40,2,0.98,114.8,8.10,9.16,0.54283,6.16,46.67,-999.00,-999.00,-999.00,0,6.16,46.67,5.97,-0.92,0.09623,90.00,64.8
5:20:40,2,0.98,114.8,8.10,9.16,0.54283,6.16,46.67,-999.00,-999.00,-999.00,0,6.16,46.67,5.97,-0.92,0.09623,90.00,64.8
5:20:40,2,0.98,114.8,8.10,9.16,0.54283,6.16,46.67,-999.00,-999.00,-999.00,0,6.16,46.67,5.97,-0.92,0.09623,90.00,64.8
5:21:30,2,0.98,114.8,8.70,9.78,0.54419,6.95,47.59,-999.00,-999.00,-999.00,0,6.95,47.59,9.89,6.43,0.09623,90.00,64.9
5:22:20,2,0.98,114.8,8.50,9.62,0.54563,7.17,47.57,-999.00,-999.00,-999.00,0,7.17,47.57,10.36,4.84,0.09623,90.00,64.5
5:23:11,2,0.98,114.8,8.50,9.54,0.54696,7.32,47.48,-999.00,-999.00,-999.00,0,7.32,47.48,10.04,3.61,0.09623,90.00,64.4
5:24:01,2,0.98,114.8,8.40,9.51,0.54828,7.40,47.39,-999.00,-999.00,-999.00,0,7.40,47.39,9.58,2.65,0.09623,90.00,64.4
5:24:51,2,0.98,114.9,8.40,9.44,0.54960,7.41,47.26,-999.00,-999.00,-999.00,0,7.41,47.26,9.29,2.37,0.09623,90.00,64.5
5:25:41,2,0.98,114.8,8.40,9.42,0.55090,7.42,47.09,-999.00,-999.00,-999.00,0,7.42,47.09,8.99,1.82,0.09623,90.00,64.5
5:26:32,2,0.98,114.8,8.30,9.36,0.55220,7.40,46.92,-999.00,-999.00,-999.00,0,7.40,46.92,8.66,1.43,0.09623,90.00,64.6
5:27:22,2,0.98,114.8,8.30,9.31,0.55349,7.38,46.77,-999.00,-999.00,-999.00,0,7.38,46.77,8.39,1.06,0.09623,90.00,64.6
5:28:12,2,0.98,114.9,8.20,9.27,0.55487,7.29,46.55,-999.00,-999.00,-999.00,0,7.29,46.55,8.04,0.71,0.09623,90.00,64.6
5:28:41,2,0.98,114.8,8.20,9.24,0.55552,7.25,46.46,-999.00,-999.00,-999.00,0,7.25,46.46,7.86,0.55,0.09623,90.00,64.6
5:28:41,2,0.98,114.8,8.20,9.24,0.55552,7.25,46.46,-999.00,-999.00,-999.00,0,7.25,46.46,7.86,0.55,0.09623,90.00,64.6
5:28:41,2,0.98,114.8,8.20,9.24,0.55552,7.25,46.46,-999.00,-999.00,-999.00,0,7.25,46.46,7.86,0.55,0.09623,90.00,64.6
5:29:31,2,0.98,114.9,8.30,9.35,0.55683,7.19,47.16,-999.00,-999.00,-999.00,0,7.19,47.16,7.81,0.73,0.09623,90.00,64.6
5:30:21,2,0.98,114.9,8.30,9.39,0.55813,7.13,47.19,-999.00,-999.00,-999.00,0,7.13,47.19,7.86,1.06,0.09623,90.00,64.3
5:31:11,2,0.98,114.8,8.30,9.36,0.55952,7.03,47.10,-999.00,-999.00,-999.00,0,7.03,47.10,7.83,1.00,0.09623,90.00,64.4
5:32:01,2,0.98,114.8,8.30,9.32,0.56082,6.98,47.03,-999.00,-999.00,-999.00,0,6.98,47.03,7.73,0.93,0.09623,90.00,64.4
5:32:51,2,0.98,114.8,8.20,9.28,0.56211,6.86,46.88,-999.00,-999.00,-999.00,0,6.86,46.88,7.65,0.77,0.09623,90.00,64.5
5:33:42,2,0.98,114.8,8.20,9.28,0.56340,6.75,46.70,-999.00,-999.00,-999.00,0,6.75,46.70,7.48,0.57,0.09623,90.00,64.5
5:34:32,2,0.98,114.8,8.20,9.25,0.56468,6.72,46.55,-999.00,-999.00,-999.00,0,6.72,46.55,7.38,0.41,0.09623,90.00,64.5
5:35:22,2,0.98,114.8,8.20,9.21,0.56596,6.63,46.40,-999.00,-999.00,-999.00,0,6.63,46.40,7.20,0.22,0.09623,90.00,64.5
5:36:12,2,0.98,114.8,8.20,9.18,0.56724,6.52,46.23,-999.00,-999.00,-999.00,0,6.52,46.23,7.02,-0.01,0.09623,90.00,64.5
5:37:03,2,0.98,114.8,8.20,9.26,0.56862,6.39,46.44,-999.00,-999.00,-999.00,0,6.39,46.44,6.89,-0.14,0.09623,90.00,64.5
5:37:53,2,0.98,114.8,8.20,9.28,0.56991,6.37,46.76,-999.00,-999.00,-999.00,0,6.37,46.76,6.94,0.36,0.09623,90.00,64.4
5:38:43,2,0.98,114.9,8.30,9.30,0.57119,6.26,46.70,-999.00,-999.00,-999.00,0,6.26,46.70,7.01,0.59,0.09623,90.00,64.3
5:39:33,2,0.98,114.9,8.20,9.29,0.57248,6.20,46.65,-999.00,-999.00,-999.00,0,6.20,46.65,7.04,0.62,0.09623,90.00,64.3
5:40:23,2,0.98,114.8,8.20,9.28,0.57376,6.11,46.54,-999.00,-999.00,-999.00,0,6.11,46.54,7.01,0.55,0.09623,90.00,64.4
5:41:13,2,0.98,114.8,8.20,9.24,0.57505,6.05,46.40,-999.00,-999.00,-999.00,0,6.05,46.40,6.94,0.47,0.09623,90.00,64.4
5:42:04,2,0.98,114.8,8.20,9.23,0.57633,5.98,46.21,-999.00,-999.00,-999.00,0,5.98,46.21,6.82,0.27,0.09623,90.00,64.4
5:42:54,2,0.98,114.8,8.10,9.17,0.57760,5.87,46.07,-999.00,-999.00,-999.00,0,5.87,46.07,6.69,0.08,0.09623,90.00,64.4
5:43:44,2,0.98,114.9,8.20,9.18,0.57888,5.78,45.93,-999.00,-999.00,-999.00,0,5.78,45.93,6.52,-0.18,0.09623,90.00,64.4
5:44:35,2,0.98,114.9,8.10,9.16,0.58014,5.67,45.74,-999.00,-999.00,-999.00,0,5.67,45.74,6.30,-0.41,0.09623,90.00,64.4
5:45:25,2,0.98,114.9,8.20,9.22,0.58152,5.54,46.47,-999.00,-999.00,-999.00,0,5.54,46.47,6.37,-0.13,0.09623,90.00,64.4
5:46:15,2,0.98,114.9,8.20,9.26,0.58281,5.49,46.55,-999.00,-999.00,-999.00,0,5.49,46.55,6.60,0.28,0.09623,90.00,64.2
5:47:05,2,0.98,114.9,8.20,9.25,0.58410,5.40,46.44,-999.00,-999.00,-999.00,0,5.40,46.44,6.68,0.37,0.09623,90.00,64.1
5:47:55,2,0.98,114.9,8.20,9.26,0.58538,5.39,46.42,-999.00,-999.00,-999.00,0,5.39,46.42,6.73,0.40,0.09623,90.00,64.1
5:48:46,2,0.98,114.9,8.20,9.23,0.58666,5.31,46.29,-999.00,-999.00,-999.00,0,5.31,46.29,6.75,0.30,0.09623,90.00,64.1
5:49:36,2,0.98,114.9,8.20,9.19,0.58793,5.25,46.12,-999.00,-999.00,-999.00,0,5.25,46.12,6.67,0.14,0.09623,90.00,64.1
5:50:26,2,0.98,114.9,8.20,9.19,0.58921,5.15,45.93,-999.00,-999.00,-999.00,0,5.15,45.93,6.54,-0.07,0.09623,90.00,64.1
5:51:16,2,0.98,114.9,8.10,9.17,0.59057,5.11,45.76,-999.00,-999.00,-999.00,0,5.11,45.76,6.38,-0.24,0.09623,90.00,64.1
5:52:07,2,0.98,114.9,8.10,9.14,0.59184,5.01,45.60,-999.00,-999.00,-999.00,0,5.01,45.60,6.19,-0.44,0.09623,90.00,64.1
5:52:44,2,0.98,114.9,8.10,9.11,0.59274,4.98,45.53,-999.00,-999.00,-999.00,0,4.98,45.53,6.03,-0.54,0.11059,90.00,64.1
5:52:44,2,0.98,114.9,8.10,9.11,0.59274,4.98,45.53,-999.00,-999.00,-999.00,0,4.98,45.53,6.03,-0.54,0.11059,90.00,64.1
5:52:44,2,0.98,114.9,8.10,9.11,0.59274,4.98,45.53,-999.00,-999.00,-999.00,0,4.98,45.53,6.03,-0.54,0.11059,90.00,64.1
5:53:34,2,0.98,114.9,8.60,9.75,0.59410,5.83,46.53,-999.00,-999.00,-999.00,0,5.83,46.53,10.03,6.61,0.09623,90.00,64.0
5:54:24,2,0.98,114.9,8.50,9.55,0.59544,6.03,46.49,-999.00,-999.00,-999.00,0,6.03,46.49,10.38,5.16,0.09623,90.00,63.7
5:55:14,2,0.98,114.9,8.40,9.47,0.59675,6.23,46.41,-999.00,-999.00,-999.00,0,6.23,46.41,9.87,4.05,0.11059,90.00,63.7
5:56:04,2,0.98,114.9,8.40,9.44,0.59816,6.33,46.32,-999.00,-999.00,-999.00,0,6.33,46.32,9.32,3.15,0.09623,90.00,63.6
5:56:55,2,0.98,114.9,8.30,9.41,0.59947,6.40,46.26,-999.00,-999.00,-999.00,0,6.40,46.26,8.94,2.68,0.11059,90.00,63.7
5:57:45,2,0.98,114.9,8.30,9.35,0.60077,6.40,46.07,-999.00,-999.00,-999.00,0,6.40,46.07,8.53,2.12,0.09623,90.00,63.6
5:58:35,2,0.98,114.9,8.30,9.32,0.60206,6.44,45.96,-999.00,-999.00,-999.00,0,6.44,45.96,8.25,1.83,0.09623,90.00,63.6
5:59:25,2,0.98,114.9,8.20,9.28,0.60335,6.42,45.74,-999.00,-999.00,-999.00,0,6.42,45.74,7.93,1.45,0.09623,90.00,63.7
6:00:15,2,0.98,114.9,8.20,9.24,0.60463,6.33,45.58,-999.00,-999.00,-999.00,0,6.33,45.58,7.43,1.02,0.09623,90.00,63.6
6:00:45,2,0.98,114.9,8.20,9.23,0.60536,6.31,45.52,-999.00,-999.00,-999.00,0,6.31,45.52,7.29,0.82,0.09623,90.00,63.6
6:00:45,2,0.98,114.9,8.20,9.23,0.60536,6.31,45.52,-999.00,-999.00,-999.00,0,6.31,45.52,7.29,0.82,0.09623,90.00,63.6
6:00:45,2,0.98,114.9,8.20,9.23,0.60536,6.31,45.52,-999.00,-999.00,-999.00,0,6.31,45.52,7.29,0.82,0.09623,90.00,63.6
6:01:35,2,0.98,114.9,8.30,9.31,0.60666,6.30,46.28,-999.00,-999.00,-999.00,0,6.30,46.28,7.28,1.13,0.09623,90.00,63.6
6:02:25,2,0.98,114.9,8.30,9.33,0.60795,6.17,46.21,-999.00,-999.00,-999.00,0,6.17,46.21,7.25,1.34,0.09623,90.00,63.5
6:03:15,2,0.98,114.9,8.20,9.29,0.60933,6.14,46.17,-999.00,-999.00,-999.00,0,6.14,46.17,7.13,1.25,0.09623,90.00,63.6
6:04:06,2,0.98,114.9,8.20,9.25,0.61062,6.06,46.11,-999.00,-999.00,-999.00,0,6.06,46.11,7.04,1.20,0.09623,90.00,63.5
6:04:56,2,0.98,114.9,8.20,9.26,0.61190,6.02,46.00,-999.00,-999.00,-999.00,0,6.02,46.00,6.92,1.03,0.11059,90.00,63.5
6:05:46,2,0.98,114.9,8.20,9.22,0.61319,5.90,45.82,-999.00,-999.00,-999.00,0,5.90,45.82,6.72,0.83,0.11059,90.00,63.5
6:06:36,2,0.98,114.9,8.20,9.20,0.61446,5.84,45.64,-999.00,-999.00,-999.00,0,5.84,45.64,6.57,0.59,0.11059,90.00,63.6
6:07:27,2,0.98,114.9,8.10,9.17,0.61573,5.74,45.46,-999.00,-999.00,-999.00,0,5.74,45.46,6.27,0.35,0.09623,90.00,63.6
6:08:17,2,0.98,114.9,8.10,9.18,0.61700,5.67,45.33,-999.00,-999.00,-999.00,0,5.67,45.33,6.03,0.07,0.09623,90.00,63.7
6:09:07,2,0.98,115.0,8.20,9.72,0.61838,5.54,45.57,-999.00,-999.00,-999.00,0,5.54,45.57,5.93,-0.08,0.09623,90.00,63.8
6:09:57,2,0.98,114.9,8.20,9.23,0.61966,5.42,45.90,-999.00,-999.00,-999.00,0,5.42,45.90,6.15,0.44,0.09623,90.00,63.7
6:10:48,2,0.98,114.9,8.20,9.22,0.62094,5.36,45.85,-999.00,-999.00,-999.00,0,5.36,45.85,6.24,0.57,0.09623,90.00,63.6
6:11:38,2,0.98,114.9,8.20,9.23,0.62222,5.31,45.78,-999.00,-999.00,-999.00,0,5.31,45.78,6.31,0.59,0.09623,90.00,63.6
6:12:28,2,0.98,115.0,8.20,9.19,0.62350,5.26,45.71,-999.00,-999.00,-999.00,0,5.26,45.71,6.24,0.51,0.11059,90.00,63.6
6:13:18,2,0.98,115.0,8.20,9.19,0.62477,5.15,45.57,-999.00,-999.00,-999.00,0,5.15,45.57,6.16,0.34,0.09623,90.00,63.6
6:14:08,2,0.98,114.9,8.10,9.18,0.62604,5.10,45.39,-999.00,-999.00,-999.00,0,5.10,45.39,6.00,0.14,0.09623,90.00,63.7
6:14:59,2,0.98,114.9,8.10,9.14,0.62731,4.98,45.21,-999.00,-999.00,-999.00,0,4.98,45.21,5.80,-0.10,0.09623,90.00,63.7
6:15:49,2,0.98,114.9,8.10,9.12,0.62857,4.91,45.12,-999.00,-999.00,-999.00,0,4.91,45.12,5.60,-0.32,0.09623,90.00,63.8
6:16:39,2,0.98,114.9,8.10,9.10,0.62992,4.88,44.97,-999.00,-999.00,-999.00,0,4.88,44.97,5.39,-0.55,0.09623,90.00,63.8
6:17:29,2,0.98,114.9,8.10,9.17,0.63121,4.83,45.76,-999.00,-999.00,-999.00,0,4.83,45.76,5.41,-0.40,0.09623,90.00,63.8
