0:00:00,STATE,PFACTOR,RMDRY1,RMHUM1,RMSUPPT1,RMCOOLT1,RMDEHUMT1,RMGLYT1,RMHEATCTRL1,RMSTEAMCTRL1,RMCOOLCTRL1,RMDEHUMCTRL1,RMSTATUS1,DOORENABLE,VOLTSET1,VOLTSET2,VOLTSET3,VOLTSET4,VOLTSET5,VOLTSET6,VOLTSET7,VOLTSET8,GBLRMDRY1,GBLRMHUM1,GBLESTOP1,FREQ
0:00:00,State,Pwr Fac,RM3 Rm Dry1,RM3 Rm Hum1,RM3 Rm Supp T1,RM3 Rm Cool T1,RM3 Rm Dehum T1,RM3 Rm Gly T1,RM3 Rm Heat Ctrl1,RM3 Rm Steam Valve1,RM3 Rm Cool Valve1,RM3 Rm Dehum Valve1,RM3 Rm Status1,RM3 Door Enable,RM3 Volt Set1,RM3 Volt Set2,RM3 Volt Set3,RM3 Volt Set4,RM3 Volt Set5,RM3 Volt Set6,RM3 Volt Set7,RM3 Volt Set8,RM3 Gbl Rm Dry1,RM3 Gbl Rm Hum1,RM3 Gbl Estop1,RM3-1 Frequency
5:01:47,0,0.00,77.89,83.91,73.45,73.00,70.75,0,18.84,52.67,27.67,0,0,1,115.13,114.86,115.07,114.94,114.97,115.05,114.97,115.00,77.89,83.9,0,59.98
5:02:47,0,0.00,77.89,84.20,73.90,73.00,70.75,0,17.24,52.14,27.67,0,0,1,115.06,114.92,115.09,114.98,115.04,115.07,114.96,115.03,77.89,84.2,0,59.99
5:03:47,0,0.00,77.89,83.80,73.90,73.18,70.75,0,17.28,52.71,27.94,0,0,1,115.26,114.96,115.13,114.97,115.04,115.12,114.94,114.98,77.89,83.8,0,60.00
5:04:47,0,0.00,77.89,84.50,73.90,73.00,70.75,0,17.37,51.93,27.65,0,0,1,115.16,114.80,115.06,115.01,115.01,114.98,114.94,115.09,77.89,84.4,0,59.99
5:05:48,0,0.00,77.89,84.40,73.90,73.00,70.75,0,17.47,51.87,27.65,0,0,1,115.19,114.90,115.01,114.98,114.84,115.04,114.86,115.09,77.89,84.4,0,59.99
5:06:48,0,0.00,77.89,84.10,73.90,73.00,70.75,0,17.58,52.18,27.65,0,0,1,115.21,114.91,115.05,114.95,115.01,115.15,115.02,114.99,77.89,84.1,0,60.00
5:07:48,0,0.00,77.89,84.30,73.90,73.00,70.75,0,17.69,51.88,27.65,0,0,1,115.16,114.91,115.06,114.96,114.99,115.06,115.04,115.15,77.89,84.3,0,60.01
5:08:48,0,0.00,77.89,83.80,73.90,73.00,70.75,0,17.77,52.44,27.64,0,0,1,115.05,114.90,114.99,114.99,115.00,115.05,114.95,115.07,77.89,83.8,0,59.98
5:09:48,0,0.00,77.70,84.19,74.26,73.00,71.02,0,18.23,51.92,27.63,0.49,0,1,115.16,115.02,115.24,115.05,115.01,115.01,114.93,115.07,77.70,84.2,0,59.99
5:10:48,0,0.00,77.70,83.89,74.26,73.00,71.02,0,18.44,52.23,27.61,0.31,0,1,115.13,114.92,115.25,114.94,115.06,115.06,114.99,115.08,77.70,83.9,0,59.99
5:11:48,0,0.00,77.70,83.98,74.26,73.00,71.02,0,18.72,52.07,27.61,0.12,0,1,115.06,114.93,115.00,115.05,115.08,115.14,115.04,115.05,77.70,84.0,0,60.01
5:12:49,0,0.00,77.70,84.39,74.26,73.00,70.75,0,18.98,51.51,27.61,0,0,1,115.13,114.97,115.22,115.04,115.01,115.15,114.94,115.18,77.70,84.4,0,60.02
5:13:49,0,0.00,77.70,83.98,74.44,73.00,70.75,0,18.42,51.96,27.60,0,0,1,115.03,114.94,115.18,114.96,114.97,114.95,114.96,115.11,77.70,84.0,0,59.99
5:14:49,0,0.00,77.70,84.19,74.44,72.91,70.75,0,18.53,51.66,27.47,0,0,1,115.09,114.79,115.07,115.05,115.04,115.04,114.97,115.10,77.70,84.1,0,60.00
5:15:49,0,0.00,77.70,84.29,74.44,73.18,71.02,0,18.67,51.49,27.88,0.55,0,1,115.09,114.76,115.02,114.97,114.84,115.10,114.86,115.10,77.70,84.3,0,59.99
5:16:49,0,0.00,77.70,83.59,74.44,73.18,71.02,0,18.84,52.31,27.88,0.36,0,1,115.00,114.87,115.23,114.97,115.02,115.06,114.95,115.09,77.70,83.6,0,59.99
5:17:49,0,0.00,77.90,84.19,74.44,73.00,71.02,0,17.35,51.52,27.60,0.17,0,1,115.16,114.91,115.07,114.97,115.09,114.92,114.99,114.99,77.90,84.3,0,60.00
5:18:50,0,0.00,77.90,83.49,74.17,73.00,71.02,0,18.27,52.33,27.60,0,0,1,115.04,114.92,115.27,114.98,115.01,115.06,114.97,115.09,77.90,83.5,0,60.00
5:19:50,0,0.00,77.90,83.59,74.17,73.18,71.02,0,18.30,52.18,27.88,0,0,1,115.05,115.00,115.09,115.10,115.02,115.02,115.03,115.15,77.90,83.6,0,60.00
5:20:50,0,0.00,78.10,83.59,74.17,73.18,71.02,0,16.65,52.15,27.87,0,0,1,114.92,114.93,115.04,115.06,115.15,115.68,115.17,114.81,78.10,83.7,0,60.01
5:21:50,0,0.00,78.10,83.49,73.81,73.00,71.02,0,17.72,52.25,27.59,0,0,1,114.90,114.91,115.23,115.11,114.76,115.11,115.10,115.00,78.10,83.5,0,60.01
5:22:50,0,0.00,78.10,83.59,73.81,73.00,71.02,0,17.63,52.10,27.59,0,0,1,114.89,114.76,115.07,115.03,115.01,115.06,115.17,114.98,78.10,83.6,0,60.00
5:23:50,0,0.00,78.10,83.79,73.81,73.00,71.02,0,17.36,51.83,27.59,0,0,1,114.89,114.88,115.08,115.06,115.13,115.08,115.05,114.74,78.10,83.8,0,59.99
5:24:51,0,0.00,78.10,83.98,73.81,73.00,71.02,0,17.29,51.57,27.59,0,0,1,114.80,114.90,115.04,115.04,115.18,115.06,114.99,115.41,78.10,84.0,0,59.99
5:25:51,0,0.00,78.10,83.38,73.81,73.00,71.02,0,17.17,52.28,27.59,0,0,1,114.89,115.14,115.05,115.07,114.76,115.17,115.20,114.83,78.10,83.4,0,60.02
5:26:51,0,0.00,78.10,83.77,73.81,72.73,71.02,0,17.04,51.76,27.18,0,0,1,114.94,115.18,115.08,115.15,114.80,115.18,115.11,115.06,78.10,83.8,0,60.02
5:27:51,0,0.00,78.10,83.77,73.81,72.91,71.02,0,16.90,51.72,27.45,0,0,1,114.87,115.12,115.10,115.06,114.77,114.82,115.12,114.97,78.10,83.8,0,60.01
5:28:51,0,0.00,78.10,83.77,73.63,72.91,71.02,0,17.49,51.69,27.45,0,0,1,114.82,115.15,115.21,115.08,114.77,114.76,115.15,114.91,78.10,83.8,0,60.00
5:29:51,0,0.00,78.10,83.27,73.90,73.18,71.02,0,17.57,52.26,27.86,0,0,1,114.83,115.07,115.05,115.07,115.00,115.06,115.16,115.01,78.10,83.3,0,59.99
5:30:51,0,0.00,78.10,83.36,73.63,72.91,70.75,0,17.45,52.14,27.44,0,0,1,114.80,115.08,115.07,114.95,114.91,115.06,115.06,114.81,78.10,83.3,0,59.98
5:31:52,0,0.00,77.89,83.97,73.90,72.91,70.75,0,18.20,51.36,27.43,0,0,1,115.04,115.02,115.05,114.97,114.88,115.05,115.01,114.81,77.89,84.0,0,59.98
5:32:52,0,0.00,77.89,84.16,74.08,73.00,70.75,0,17.59,51.08,27.56,0,0,1,115.03,115.13,115.08,115.07,114.85,114.94,115.12,114.83,77.89,84.2,0,59.99
5:33:52,0,0.00,77.89,83.76,74.08,73.00,70.75,0,17.66,51.53,27.56,0,0,1,115.17,115.06,115.09,115.04,114.99,115.14,115.07,114.82,77.89,83.9,0,60.01
5:34:52,0,0.00,77.89,84.05,74.08,73.00,70.75,0,17.75,51.14,27.56,0,0,1,115.29,115.07,115.12,115.12,115.01,115.15,115.10,114.82,77.89,84.1,0,60.03
5:35:52,0,0.00,77.89,83.75,74.08,73.18,70.75,0,17.85,51.58,27.85,0,0,1,114.90,115.16,115.03,115.09,115.00,115.17,115.18,114.81,77.89,83.7,0,60.02
5:36:52,0,0.00,77.89,83.75,74.08,73.18,70.75,0,17.95,51.42,27.85,0,0,1,114.77,115.17,115.22,115.06,115.04,115.09,115.08,114.78,77.89,83.8,0,60.00
5:37:53,0,0.00,77.89,83.95,74.08,73.18,70.75,0,18.07,51.14,27.85,0,0,1,114.82,115.13,115.18,115.09,115.04,115.16,115.19,114.86,77.89,83.8,0,60.01
5:38:53,0,0.00,77.89,83.74,74.08,73.18,70.75,0,18.15,51.37,27.85,0,0,1,114.83,115.17,115.16,115.07,115.00,115.12,115.10,114.83,77.89,83.7,0,60.01
5:39:53,0,0.00,77.89,83.54,74.08,72.73,70.75,0,18.28,51.45,27.15,0,0,1,114.85,115.09,115.00,115.10,114.96,115.08,115.07,114.91,77.89,83.6,0,60.00
5:40:53,0,0.00,77.89,83.64,74.26,73.00,70.75,0,17.66,51.42,27.56,0,0,1,114.83,115.12,115.14,115.08,114.98,115.14,115.17,115.10,77.89,83.6,0,60.00
5:41:53,0,0.00,77.89,83.73,74.26,73.00,70.75,0,17.77,51.29,27.56,0,0,1,114.81,115.08,114.99,115.05,115.01,115.05,115.05,115.07,77.89,83.7,0,59.98
5:42:53,0,0.00,77.89,83.42,73.99,73.00,70.75,0,18.88,51.64,27.55,0,0,1,115.06,115.12,115.03,115.08,114.98,115.13,115.15,115.07,77.89,83.4,0,59.99
5:43:54,0,0.00,77.89,83.11,74.26,73.18,70.75,0,17.81,51.99,27.84,0,0,1,115.15,115.05,115.06,115.06,114.98,115.09,115.07,115.08,77.89,83.1,0,59.99
5:44:54,0,0.00,77.89,83.61,74.26,73.00,70.75,0,17.93,51.36,27.55,0,0,1,115.21,115.13,115.10,115.07,114.98,115.06,115.06,115.06,77.89,83.6,0,59.99
5:45:54,0,0.00,77.89,83.50,74.26,73.00,70.75,0,17.92,51.47,27.55,0,0,1,115.19,115.17,115.01,115.02,114.98,115.19,115.10,115.07,77.89,83.5,0,60.02
5:46:54,0,0.00,77.89,83.40,74.26,73.00,70.75,0,17.92,51.57,27.55,0,0,1,115.15,115.21,115.06,115.14,114.91,115.16,115.10,115.05,77.89,83.4,0,60.01
5:47:54,0,0.00,77.89,83.50,74.26,73.00,70.75,0,17.93,51.55,27.55,0,0,1,115.27,115.06,115.14,115.04,114.88,115.11,115.14,115.08,77.89,83.4,0,59.99
5:48:54,0,0.00,77.89,83.79,74.26,73.00,70.75,0,18.04,51.05,27.55,0,0,1,115.16,115.09,115.04,115.01,114.99,114.91,115.08,115.08,77.89,83.7,0,59.99
5:49:54,0,0.00,77.89,83.59,74.26,73.00,71.02,0,18.07,51.26,27.55,0.43,0,1,115.22,115.14,114.99,115.02,114.85,115.13,115.07,115.05,77.89,83.6,0,59.99
5:50:55,0,0.00,77.89,83.60,74.26,73.18,71.02,0,18.10,51.35,27.83,0.24,0,1,115.14,115.16,115.22,115.07,115.07,115.22,115.16,115.11,77.89,83.5,0,60.02
5:51:55,0,0.00,77.89,83.80,74.26,72.91,71.02,0,18.24,50.95,27.41,0.06,0,1,115.15,115.12,115.03,115.04,115.08,115.10,115.12,115.08,77.89,83.8,0,60.00
5:52:55,0,0.00,77.89,83.70,74.26,72.91,71.02,0,18.29,51.04,27.42,0,0,1,115.04,115.03,114.97,115.09,114.83,115.05,115.07,115.00,77.89,83.7,0,59.99
5:53:55,0,0.00,77.89,83.60,74.26,72.91,70.75,0,18.31,51.13,27.40,0,0,1,115.17,115.02,115.21,115.06,114.99,115.07,115.10,115.03,77.89,83.6,0,59.98
5:54:55,0,0.00,77.89,83.69,74.26,72.91,70.75,0,18.38,50.99,27.39,0,0,1,115.21,115.15,115.23,114.98,114.81,115.14,115.10,115.04,77.89,83.7,0,60.00
5:55:55,0,0.00,77.89,83.69,74.26,72.91,70.75,0,18.46,50.96,27.40,0,0,1,115.17,115.13,115.10,115.01,114.76,114.93,115.16,115.05,77.89,83.7,0,59.99
5:56:56,0,0.00,77.89,83.29,74.26,72.91,70.75,0,18.54,51.43,27.38,0,0,1,115.03,115.12,115.05,115.07,114.96,115.08,115.15,115.11,77.89,83.3,0,60.00
5:57:56,0,0.00,77.89,83.39,74.26,72.91,70.75,0,18.63,51.30,27.37,0,0,1,115.26,115.14,115.08,115.06,115.00,115.08,115.13,115.07,77.89,83.4,0,60.01
5:58:56,0,0.00,77.89,83.48,74.26,73.18,71.02,0,18.70,51.16,27.78,0.52,0,1,114.96,115.07,115.19,115.09,115.03,115.18,115.15,115.20,77.89,83.5,0,60.02
5:59:56,0,0.00,77.89,83.48,74.26,73.00,71.02,0,18.81,51.14,27.50,0.34,0,1,115.05,115.16,115.07,115.05,114.78,114.33,115.33,114.39,77.89,83.5,0,60.00
6:00:56,0,0.00,77.89,83.58,74.44,73.18,71.02,0,18.08,51.00,27.77,0.16,0,1,115.02,115.13,115.03,115.06,115.12,114.83,114.66,114.87,77.89,83.6,0,59.98
6:01:56,0,0.00,77.89,83.47,74.17,73.00,71.02,0,19.24,51.11,27.49,0,0,1,114.90,115.13,115.08,115.02,115.10,114.91,114.64,115.08,77.89,83.5,0,59.98
6:02:56,0,0.00,77.89,83.28,74.44,73.00,71.02,0,18.17,51.32,27.49,0,0,1,115.01,115.09,115.08,115.01,115.20,114.95,114.98,115.09,77.89,83.4,0,59.98
6:03:57,0,0.00,77.89,82.86,74.44,73.18,71.02,0,18.12,51.83,27.77,0,0,1,115.07,115.00,115.08,114.99,115.20,115.04,115.18,115.00,77.89,83.0,0,59.98
6:04:57,0,0.00,77.89,82.76,74.17,73.18,71.02,0,19.17,51.96,27.77,0,0,1,115.13,115.13,115.17,114.98,115.24,114.95,114.74,115.08,77.89,82.8,0,60.00
6:05:57,0,0.00,77.89,82.76,74.44,73.00,71.02,0,18.25,51.97,27.50,0,0,1,115.14,115.08,115.03,114.98,115.15,115.04,115.33,115.02,77.89,82.8,0,59.99
6:06:57,0,0.00,77.89,82.76,74.44,73.00,71.02,0,18.23,51.97,27.50,0,0,1,115.20,115.15,115.05,115.04,115.21,114.95,113.92,115.07,77.89,82.8,0,59.99
6:07:57,0,0.00,77.89,82.75,74.44,72.91,71.02,0,18.22,51.98,27.36,0,0,1,115.18,115.04,115.12,115.06,114.79,114.99,114.94,115.17,77.89,82.8,0,60.01
6:08:57,0,0.00,77.89,82.75,74.44,73.18,71.02,0,18.21,51.99,27.77,0,0,1,115.02,115.11,115.02,115.14,115.80,114.86,114.99,115.15,77.89,82.8,0,60.01
6:09:58,0,0.00,77.89,82.73,74.44,72.91,71.02,0,18.18,52.02,27.34,0,0,1,115.19,115.04,115.22,115.07,115.15,115.11,115.03,115.13,77.89,82.7,0,60.00
6:10:58,0,0.00,77.89,82.84,74.17,72.91,71.02,0,19.37,52.02,27.35,0,0,1,115.04,115.09,115.25,115.09,114.78,115.01,114.97,115.08,77.89,82.8,0,60.02
6:11:58,0,0.00,77.89,83.13,74.44,73.18,71.02,0,18.38,51.67,27.76,0,0,1,115.04,115.13,115.14,115.06,114.85,115.08,114.98,115.11,77.89,83.0,0,60.02
6:12:58,0,0.00,77.89,82.42,74.44,73.18,71.02,0,18.41,52.30,27.76,0,0,1,115.02,115.09,115.25,115.05,115.02,114.93,115.02,115.08,77.89,82.5,0,60.00
6:13:58,0,0.00,77.89,82.62,74.44,72.91,70.75,0,18.45,52.19,27.35,0,0,1,114.94,115.02,115.06,115.03,114.99,114.93,114.88,115.09,77.89,82.6,0,60.00
6:14:58,0,0.00,77.89,82.62,74.44,72.91,71.02,0,18.46,52.20,27.34,0.48,0,1,115.02,114.99,115.22,114.97,114.99,114.94,114.97,115.11,77.89,82.6,0,60.01
6:15:59,0,0.00,77.89,82.72,74.44,72.91,71.02,0,18.52,52.10,27.34,0.30,0,1,115.00,115.01,115.02,115.08,115.04,114.89,114.85,115.06,77.89,82.7,0,60.00
6:16:59,0,0.00,77.89,82.63,74.44,73.18,71.02,0,18.58,52.23,27.76,0.12,0,1,115.09,115.10,115.27,115.08,115.03,114.92,114.96,115.11,77.89,82.6,0,60.01
6:17:59,0,0.00,77.89,82.43,74.44,73.00,71.02,0,18.65,52.49,27.48,0,0,1,115.00,115.12,115.14,115.08,115.02,115.12,115.03,115.10,77.89,82.5,0,60.01
6:18:59,0,0.00,77.89,82.43,74.44,73.00,71.02,0,18.73,52.50,27.48,0,0,1,114.99,115.12,115.22,115.11,115.01,115.08,114.97,115.12,77.89,82.4,0,60.02
6:19:59,0,0.00,77.89,82.23,74.44,72.91,71.02,0,18.79,52.78,27.34,0,0,1,114.96,115.02,115.12,114.98,115.09,115.03,115.02,115.19,77.89,82.2,0,60.02
6:20:59,0,0.00,77.89,82.33,74.44,73.18,71.02,0,18.89,52.68,27.76,0,0,1,115.03,114.95,115.10,115.07,115.03,114.92,114.93,115.06,77.89,82.3,0,60.00
6:21:59,0,0.00,77.89,82.33,74.44,72.91,70.75,0,19.00,52.83,27.36,0,0,1,115.04,115.10,115.03,115.04,114.98,114.85,114.86,115.11,77.89,82.2,0,60.00
6:23:00,0,0.00,78.10,82.03,74.17,72.91,71.02,0,18.11,53.11,27.37,0.43,0,1,115.03,115.11,115.10,115.07,114.97,114.90,114.73,115.05,78.10,82.0,0,59.99
6:24:00,0,0.00,78.10,82.24,74.26,73.18,71.02,0,17.66,52.89,27.78,0.24,0,1,115.04,115.11,115.07,115.05,114.87,114.87,114.77,115.09,78.10,82.2,0,59.99
6:25:00,0,0.00,78.10,81.94,74.26,73.18,71.02,0,17.58,53.30,27.77,0.06,0,1,115.08,115.15,115.29,115.07,115.02,114.92,114.74,115.02,78.10,81.9,0,60.02
6:26:00,0,0.00,78.10,82.44,74.26,73.18,71.02,0,17.45,52.72,27.78,0,0,1,114.95,115.17,114.99,115.11,114.98,114.89,114.82,115.01,78.10,82.3,0,60.02
6:27:00,0,0.00,78.10,82.74,73.99,72.91,71.02,0,18.39,52.39,27.37,0,0,1,115.05,115.25,115.32,115.17,115.00,114.88,114.97,115.01,78.10,82.7,0,60.02
6:28:00,0,0.00,78.10,82.03,73.99,73.00,71.02,0,18.26,53.28,27.10,0,0,1,115.07,115.29,114.95,115.17,114.88,114.92,115.10,115.04,78.10,82.0,0,60.01
6:29:01,0,0.00,78.10,82.44,73.99,73.00,71.02,0,18.16,52.81,27.52,0,0,1,115.02,115.06,115.08,115.09,114.85,114.83,115.10,114.99,78.10,82.4,0,60.01
6:30:01,0,0.00,78.10,82.03,74.26,73.18,71.02,0,17.09,53.46,27.80,0,0,1,115.03,115.05,114.97,115.09,114.84,114.88,115.09,114.81,78.10,81.9,0,60.00
6:31:01,0,0.00,78.10,82.04,73.99,73.18,71.02,0,18.05,53.36,27.80,0,0,1,115.05,115.06,114.96,115.01,114.76,114.84,115.01,114.99,78.10,82.0,0,59.99
6:32:01,0,0.00,78.10,82.65,73.99,73.18,71.02,0,17.95,52.52,27.80,0,0,1,114.94,115.02,114.96,115.04,114.87,114.87,115.04,114.97,78.10,82.8,0,59.99
6:33:01,0,0.00,78.10,82.45,73.99,73.18,71.02,0,17.93,52.91,27.80,0,0,1,115.06,115.26,114.99,115.12,115.01,115.06,115.09,115.04,78.10,82.4,0,60.02
6:34:01,0,0.00,78.10,82.05,73.99,72.91,71.02,0,17.90,53.44,27.38,0,0,1,115.17,115.17,115.05,115.09,115.03,114.90,115.09,115.05,78.10,82.1,0,60.02
6:35:02,0,0.00,78.10,81.75,73.99,72.91,71.02,0,17.90,53.86,27.39,0,0,1,115.02,115.31,115.07,115.17,115.00,114.92,115.07,114.98,78.10,81.8,0,60.02
6:36:02,0,0.00,78.10,81.55,73.99,72.91,71.02,0,17.85,54.16,27.39,0,0,1,114.97,115.12,114.96,114.99,114.81,114.86,114.99,115.00,78.10,81.6,0,60.00
6:37:02,0,0.00,78.10,81.45,73.99,73.18,71.02,0,17.80,54.35,27.79,0,0,1,115.01,115.16,114.95,115.09,114.84,114.95,114.99,115.01,78.10,81.4,0,60.00
6:38:02,0,0.00,78.10,81.75,73.99,72.91,71.02,0,17.73,54.05,27.37,0,0,1,115.07,115.14,115.03,115.16,115.06,114.92,115.01,115.03,78.10,81.8,0,60.01
6:39:02,0,0.00,78.10,81.55,73.99,73.18,71.02,0,17.66,54.35,27.78,0,0,1,114.94,115.05,114.96,115.08,114.99,115.08,115.07,114.96,78.10,81.6,0,59.99
6:40:02,0,0.00,78.10,82.06,73.99,73.18,71.02,0,17.62,53.78,27.78,0,0,1,114.98,115.20,114.99,115.08,115.05,115.14,115.15,115.01,78.10,82.1,0,60.02
6:41:02,0,0.00,78.10,82.15,73.99,73.18,71.02,0,17.53,53.71,27.79,0,0,1,115.00,115.15,114.96,115.09,115.02,115.08,115.07,114.96,78.10,82.2,0,60.00
6:42:03,0,0.00,78.10,82.35,73.99,72.91,71.02,0,17.43,53.51,27.37,0,0,1,114.91,115.03,114.88,115.06,114.86,115.06,115.06,114.92,78.10,82.3,0,59.98
6:43:03,0,0.00,78.10,82.35,73.99,73.18,71.02,0,17.32,53.54,27.37,0,0,1,115.01,115.14,114.96,115.08,114.99,115.06,115.14,114.96,78.10,82.3,0,60.01
6:44:03,0,0.00,78.10,82.55,73.81,73.00,71.02,0,18.01,53.32,27.51,0,0,1,115.05,115.06,114.94,115.07,115.02,115.14,115.05,114.96,78.10,82.6,0,60.00
6:45:03,0,0.00,78.10,82.25,73.81,72.91,71.02,0,18.08,53.71,27.38,0,0,1,115.03,115.07,114.95,115.13,114.98,115.06,115.08,114.74,78.10,82.3,0,60.00
6:46:03,0,0.00,78.10,82.25,74.08,73.18,71.02,0,16.92,53.74,27.79,0,0,1,115.02,115.12,114.93,115.06,115.03,115.08,114.99,115.01,78.10,82.3,0,59.98
6:47:03,0,0.00,78.10,82.24,73.81,72.91,70.75,0,17.99,53.79,27.39,0,0,1,114.98,115.01,114.96,115.09,114.97,115.13,114.97,115.13,78.10,82.2,0,59.99
6:48:04,0,0.00,78.10,82.14,73.81,73.18,70.75,0,18.03,53.94,27.80,0,0,1,115.00,115.09,114.95,115.06,114.84,115.09,114.99,115.18,78.10,82.2,0,60.00
6:49:04,0,0.00,78.10,82.64,73.81,72.91,70.75,0,18.07,53.36,27.40,0,0,1,115.13,115.27,114.99,115.11,114.96,115.17,115.17,115.12,78.10,82.6,0,60.02
6:50:04,0,0.00,78.10,82.64,74.08,72.91,70.75,0,17.03,53.38,27.41,0,0,1,115.00,115.12,114.93,115.08,114.97,115.13,115.06,115.15,78.10,82.6,0,59.99
6:51:04,0,0.00,78.10,82.24,73.81,73.18,70.75,0,17.93,53.90,27.82,0,0,1,115.05,115.09,114.89,115.08,114.97,115.09,115.09,115.09,78.10,82.2,0,60.00
6:52:04,0,0.00,78.10,82.13,73.81,72.91,70.75,0,17.93,54.07,27.41,0,0,1,115.15,115.11,114.98,115.14,114.99,115.18,115.17,115.17,78.10,82.1,0,60.02
6:53:04,0,0.00,78.10,82.52,73.81,72.91,70.75,0,17.77,53.62,27.41,0,0,1,115.04,115.09,114.94,115.13,114.99,115.08,115.00,115.15,78.10,82.5,0,60.00
6:54:05,0,0.00,78.10,81.91,73.81,72.73,70.75,0,17.76,54.40,27.14,0,0,1,115.03,115.15,115.00,115.01,114.87,115.11,115.05,115.04,78.10,81.9,0,59.99
6:55:05,0,0.00,78.10,82.84,73.81,73.18,70.75,0,17.74,53.29,27.83,0,0,1,114.98,115.06,114.96,115.06,114.86,115.07,115.03,115.06,78.10,82.8,0,59.98
6:56:05,0,0.00,78.10,82.73,73.81,73.00,70.75,0,17.75,53.43,27.55,0,0,1,115.06,115.21,115.01,115.10,115.02,115.10,115.08,115.10,78.10,82.7,0,60.02
6:57:05,0,0.00,78.10,82.54,73.81,72.91,70.75,0,17.72,53.81,27.43,0,0,1,115.08,115.06,115.04,115.18,115.00,115.15,115.11,115.14,78.10,82.4,0,60.03
6:58:05,0,0.00,78.10,82.54,73.81,72.91,70.75,0,17.67,53.71,27.41,0,0,1,114.99,115.06,114.96,115.11,114.96,115.20,115.09,115.08,78.10,82.5,0,60.02
6:59:05,0,0.00,78.10,82.74,73.81,73.00,70.75,0,17.62,53.48,27.54,0,0,1,115.20,115.22,115.04,115.13,114.98,115.16,115.07,115.14,78.10,82.6,0,60.02
7:00:05,0,0.00,78.10,82.74,73.81,73.00,70.75,0,17.56,53.50,27.54,0,0,1,115.04,115.22,115.00,115.16,115.04,115.14,115.06,115.11,78.10,82.7,0,60.02
7:01:06,0,0.00,78.10,82.53,73.81,73.00,70.75,0,17.53,53.78,27.54,0,0,1,115.04,115.16,114.98,115.06,115.06,115.19,115.08,115.09,78.10,82.5,0,60.02
7:02:06,0,0.00,78.10,82.63,73.81,72.73,70.75,0,17.45,53.67,27.13,0,0,1,115.03,115.05,114.96,115.03,115.02,115.05,114.98,115.10,78.10,82.6,0,60.01
7:03:06,0,0.00,78.10,82.73,73.81,72.91,70.75,0,17.37,53.56,27.41,0,0,1,115.03,115.14,114.97,115.07,114.86,115.08,115.01,115.05,78.10,82.7,0,60.00
7:04:06,0,0.00,78.10,82.32,73.81,72.91,70.75,0,17.27,54.09,27.40,0,0,1,115.04,115.16,114.96,115.13,114.92,115.10,115.08,115.11,78.10,82.3,0,60.00
7:05:06,0,0.00,78.10,82.92,73.81,72.91,70.75,0,17.16,53.49,27.39,0,0,1,114.95,115.03,114.98,115.05,115.23,115.12,115.11,115.07,78.10,82.8,0,59.99
7:06:06,0,0.00,78.10,83.23,73.63,73.00,70.75,0,17.87,52.98,27.52,0,0,1,115.00,115.13,114.94,115.12,115.21,115.13,115.05,115.07,78.10,83.2,0,60.00
7:07:07,0,0.00,78.10,83.13,73.63,73.00,70.75,0,17.77,53.11,27.52,0,0,1,115.02,115.07,114.89,115.05,115.10,115.16,115.02,115.14,78.10,83.2,0,59.98
7:08:07,0,0.00,77.89,83.52,74.08,73.00,70.75,0,17.95,52.74,27.52,0,0,1,114.94,115.04,114.87,115.01,115.26,115.10,115.09,115.01,77.89,83.4,0,59.99
7:09:07,0,0.00,77.89,83.52,74.08,73.00,70.75,0,18.07,52.60,27.52,0,0,1,115.01,115.14,115.19,114.32,115.13,114.92,115.01,115.07,77.89,83.5,0,59.97
7:10:07,0,0.00,77.89,83.52,74.08,73.00,70.75,0,18.20,52.57,27.52,0,0,1,115.01,115.14,115.03,114.94,115.12,114.94,114.98,115.06,77.89,83.5,0,59.97
7:11:07,0,0.00,77.89,83.31,74.08,73.00,70.75,0,18.33,52.80,27.52,0,0,1,115.12,115.26,115.09,115.03,115.21,115.10,115.07,115.00,77.89,83.3,0,59.99
7:12:07,0,0.00,77.89,83.50,73.99,73.18,70.75,0,18.77,52.54,27.80,0,0,1,115.14,115.16,115.11,115.02,115.16,115.11,115.00,115.09,77.89,83.6,0,59.99
7:13:08,0,0.00,77.89,83.51,74.26,73.00,70.75,0,17.84,52.52,27.52,0,0,1,115.22,114.63,115.25,115.11,115.20,115.09,115.10,115.06,77.89,83.4,0,60.01
7:14:08,0,0.00,77.89,83.61,74.26,73.00,70.75,0,17.98,52.24,27.52,0,0,1,115.04,115.14,115.22,115.04,114.78,115.12,115.16,115.19,77.89,83.7,0,60.01
7:15:08,0,0.00,77.89,83.51,73.99,73.00,70.75,0,19.07,52.45,27.10,0,0,1,115.02,115.02,115.18,115.05,115.00,114.97,115.08,115.08,77.89,83.5,0,59.99
7:16:08,0,0.00,77.89,83.71,74.26,73.18,70.75,0,18.12,52.18,27.79,0,0,1,115.22,115.08,115.10,114.99,115.01,115.19,115.06,115.03,77.89,83.7,0,60.00
7:17:08,0,0.00,77.89,83.51,74.26,72.91,70.75,0,18.25,52.40,27.38,0,0,1,115.14,115.14,115.13,115.02,115.05,115.07,115.05,115.08,77.89,83.5,0,59.99
