0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:07,1,0.00,115.0,0.10,0.02,0.00000,-2.4000,37.9267,90.32,-999.00,-999.00,0,1.88,2.45,-3.90,-0.72,-2.58,35.86,38.74,39.18,89.68,90.36,90.29,89.31,90.27,90.64
0:00:50,1,0.00,115.2,0.10,0.02,0.00000,-2.4300,37.9167,90.32,-999.00,-999.00,0,0.96,1.25,-3.93,-0.78,-2.58,35.94,38.69,39.12,89.68,90.36,90.29,89.29,90.27,90.63
0:01:41,1,0.00,115.2,0.10,0.02,0.00001,-2.4500,37.9733,90.32,-999.00,-999.00,0,0.90,1.27,-3.94,-0.84,-2.57,36.07,38.70,39.15,89.68,90.37,90.29,89.29,90.26,90.64
0:02:31,1,0.00,115.2,0.10,0.02,0.00001,-2.4533,38.0500,90.32,-999.00,-999.00,0,0.83,1.29,-3.89,-0.90,-2.57,36.22,38.72,39.21,89.68,90.36,90.29,89.33,90.27,90.58
0:03:21,1,0.00,115.3,0.10,0.02,0.00001,-2.4267,38.1167,90.32,-999.00,-999.00,0,0.74,1.25,-3.86,-0.90,-2.52,36.36,38.75,39.24,89.68,90.37,90.29,89.31,90.26,90.61
0:04:12,1,0.00,115.2,0.10,0.02,0.00002,-2.4033,38.1800,90.32,-999.00,-999.00,0,0.70,1.23,-3.83,-0.92,-2.46,36.49,38.78,39.27,89.68,90.37,90.29,89.34,90.27,90.59
0:05:02,1,0.00,115.3,0.10,0.02,0.00002,-2.3600,38.2567,90.29,-999.00,-999.00,0,0.33,0.04,-3.75,-0.92,-2.41,36.65,38.81,39.31,89.70,90.35,90.29,89.34,90.24,90.58
0:05:53,1,0.00,115.2,0.10,0.02,0.00002,-2.3233,38.3667,90.29,-999.00,-999.00,0,0.44,0.08,-3.67,-0.92,-2.38,36.81,38.89,39.40,89.67,90.35,90.29,89.31,90.22,90.57
0:06:43,1,0.00,115.2,0.10,0.02,0.00003,-2.2800,38.4600,90.32,-999.00,-999.00,0,0.53,0.12,-3.60,-0.92,-2.32,36.95,38.94,39.49,89.69,90.36,90.29,89.34,90.27,90.58
0:07:33,1,0.00,115.1,0.10,0.02,0.00003,-2.2100,38.5567,90.26,-999.00,-999.00,0,0.63,0.19,-3.47,-0.93,-2.23,37.12,38.99,39.56,89.68,90.30,90.29,89.30,90.21,90.56
0:08:23,1,0.00,115.2,0.10,0.02,0.00003,-2.1367,38.6833,90.26,-999.00,-999.00,0,0.77,0.26,-3.35,-0.90,-2.16,37.29,39.10,39.66,89.67,90.31,90.29,89.31,90.21,90.57
0:09:13,1,0.00,115.2,0.10,0.02,0.00004,-2.0867,38.8067,90.25,-999.00,-999.00,0,0.88,0.32,-3.23,-0.91,-2.12,37.47,39.18,39.77,89.66,90.30,90.29,89.29,90.19,90.56
0:10:03,1,0.00,115.2,0.10,0.02,0.00004,-2.0133,38.9233,90.23,-999.00,-999.00,0,0.66,0.35,-3.09,-0.91,-2.04,37.66,39.26,39.85,89.65,90.29,90.29,89.29,90.16,90.56
0:10:54,1,0.00,115.2,0.10,0.02,0.00004,-1.9067,39.0567,90.24,-999.00,-999.00,0,0.80,0.46,-2.93,-0.84,-1.95,37.82,39.38,39.97,89.66,90.30,90.29,89.30,90.18,90.57
0:11:44,1,0.00,115.2,0.10,0.02,0.00005,-1.8100,39.1533,90.20,-999.00,-999.00,0,0.90,0.56,-2.76,-0.79,-1.88,37.98,39.45,40.03,89.65,90.24,90.29,89.29,90.16,90.56
