0:00:00,STATE,PFACTOR,RMDRY1,RMHUM1,RMSUPPT1,RMCOOLT1,RMDEHUMT1,RMHEATCTRL1,RMSTEAMCTRL1,RMCOOLCTRL1,RMDEHUMCTRL1,RMSTATUS1,DOORENABLE,VOLTSET1,VOLTSET2,VOLTSET3,VOLTSET4,VOLTSET5,VOLTSET6,VOLTSET7,VOLTSET8,GBLRMDRY1,GBLRMHUM1,GBLESTOP1,FREQ
0:10:01,0,0.00,69.97,24.67,65.35,64.72,52.75,21.94,0,24.99,98.58,0,1,115.38,114.92,115.12,114.96,122.16,114.81,114.95,114.90,69.97,24.7,0,60.03
0:11:01,0,0.00,69.97,24.67,65.35,65.26,53.02,21.94,0,25.82,98.86,0,1,115.24,114.87,115.10,114.90,122.12,114.78,114.92,114.90,69.97,24.7,0,60.01
0:12:01,0,0.00,69.97,24.67,65.62,65.80,53.56,20.91,0,26.66,100.00,0,1,115.21,114.86,115.05,114.76,122.00,114.85,114.70,114.79,69.97,24.7,0,59.98
0:13:02,0,0.00,69.97,24.67,65.62,65.53,53.56,20.88,0,26.27,100.00,0,1,115.24,114.87,115.14,114.88,122.12,114.80,114.79,114.89,69.97,24.7,0,60.01
0:14:02,0,0.00,69.97,24.67,65.62,64.81,52.93,20.89,0,25.19,98.79,0,1,115.14,114.99,115.17,114.89,122.10,114.82,114.87,114.88,69.97,24.7,0,60.01
0:15:02,0,0.00,69.97,24.67,65.35,64.45,52.39,21.91,0,24.63,98.22,0,1,115.15,114.77,115.08,114.83,122.10,114.75,114.82,114.86,69.97,24.7,0,59.99
0:16:02,0,0.00,70.17,24.67,65.35,64.45,52.57,20.39,0,24.63,98.86,0,1,115.24,114.90,115.11,114.89,122.12,114.89,114.84,114.99,70.17,24.7,0,60.02
0:17:02,0,0.00,70.17,24.67,64.99,64.72,52.39,21.54,0,25.03,98.58,0,1,115.24,114.96,115.06,114.79,122.10,114.96,114.84,114.92,70.17,24.7,0,60.03
0:18:02,0,0.00,70.17,24.67,64.99,65.26,52.84,21.33,0,25.86,99.53,0,1,115.16,115.32,115.08,114.82,122.09,114.79,114.85,114.89,70.17,24.7,0,60.00
0:19:03,0,0.00,70.17,24.57,65.26,65.80,52.84,20.23,0,26.69,99.58,0,1,115.13,114.72,115.07,114.82,122.14,114.77,114.82,114.76,70.17,24.6,0,59.99
0:20:03,0,0.00,70.17,24.57,65.44,66.16,53.02,19.43,0,27.27,100.00,0,1,115.20,115.12,115.27,114.83,122.07,114.77,114.80,114.78,70.17,24.6,0,60.00
0:21:03,0,0.00,70.17,24.57,65.44,65.35,52.75,19.36,0,26.03,100.00,0,1,115.21,114.72,115.27,114.81,122.10,114.87,114.89,114.90,70.17,24.6,0,60.02
0:22:03,0,0.00,70.17,24.57,65.26,64.63,52.57,19.97,0,24.93,99.13,0,1,115.40,114.73,115.23,114.90,122.19,114.78,114.85,114.87,70.17,24.6,0,60.02
0:23:03,0,0.00,70.17,24.47,64.81,64.45,52.21,21.66,0,24.65,98.82,0,1,115.24,114.72,114.66,114.89,122.22,114.89,115.24,115.01,70.17,24.5,0,60.02
0:24:03,0,0.00,70.17,24.47,64.63,64.45,52.21,22.31,0,24.64,98.85,0,1,115.88,116.08,115.09,115.66,122.21,114.81,115.20,114.91,70.17,24.5,0,60.03
0:25:04,0,0.00,70.17,24.47,64.81,64.72,52.21,21.61,0,25.05,98.91,0,1,114.85,114.69,115.23,115.30,122.12,114.91,115.05,114.90,70.17,24.5,0,60.01
0:26:04,0,0.00,70.17,24.37,65.08,65.26,52.84,20.57,0,25.87,100.00,0,1,114.73,114.73,115.10,115.15,122.12,114.78,115.00,114.92,70.17,24.4,0,59.99
0:27:04,0,0.00,70.17,24.37,65.26,65.98,53.02,19.79,0,26.99,100.00,0,1,114.74,115.10,115.27,115.29,122.04,114.73,114.94,114.87,70.17,24.4,0,59.98
0:28:04,0,0.00,70.17,24.37,65.26,65.35,53.02,19.72,0,26.04,100.00,0,1,114.86,115.10,115.08,115.29,121.98,114.62,115.01,114.79,70.17,24.4,0,60.00
0:29:04,0,0.00,70.17,24.37,64.99,64.63,52.57,19.99,0,24.94,99.14,0,1,114.84,115.12,115.04,115.22,121.94,114.89,115.15,114.89,70.17,24.4,0,60.00
0:30:04,0,0.00,70.17,24.37,64.81,64.45,52.39,21.37,0,24.65,99.16,0,1,114.82,115.10,115.12,115.28,122.09,114.85,115.15,114.93,70.17,24.4,0,60.00
0:31:04,0,0.00,70.17,24.37,64.81,64.45,52.21,21.38,0,24.64,98.52,0,1,114.85,115.09,115.09,115.15,122.24,114.77,115.07,114.86,70.17,24.4,0,60.00
0:32:05,0,0.00,70.17,24.37,64.81,64.90,52.21,21.40,0,25.32,98.90,0,1,114.87,115.10,115.13,115.17,122.10,114.81,115.02,114.91,70.17,24.4,0,60.01
0:33:05,0,0.00,70.17,24.37,65.08,65.62,52.66,20.37,0,26.42,99.89,0,1,115.24,115.13,115.27,115.19,122.13,114.82,115.23,114.89,70.17,24.4,0,60.01
0:34:05,0,0.00,70.17,24.37,65.26,65.98,52.84,19.63,0,26.99,100.00,0,1,115.18,115.26,115.10,115.14,122.06,114.77,115.20,114.87,70.17,24.4,0,60.00
0:35:05,0,0.00,70.17,24.37,65.44,65.17,52.84,18.89,0,25.75,100.00,0,1,115.34,115.13,115.13,115.18,122.08,114.81,115.15,114.91,70.17,24.4,0,59.99
0:36:05,0,0.00,70.17,24.27,64.99,64.45,52.21,20.59,0,24.64,99.13,0,1,115.18,115.24,115.10,115.25,122.22,114.56,115.05,115.01,70.17,24.3,0,60.02
0:37:05,0,0.00,70.17,24.27,64.81,64.27,52.21,21.27,0,24.35,98.82,0,1,115.16,115.27,114.91,115.19,121.90,114.79,115.20,115.12,70.17,24.3,0,60.00
0:38:06,0,0.00,70.17,24.27,64.63,64.54,52.03,22.00,0,24.75,98.51,0,1,115.16,115.22,114.92,115.11,121.91,114.82,115.14,115.14,70.17,24.3,0,60.00
0:39:06,0,0.00,70.17,24.27,64.90,64.90,52.30,21.00,0,25.01,99.10,0,1,115.27,115.32,114.93,115.44,121.91,114.90,115.06,115.23,70.17,24.3,0,60.02
0:40:06,0,0.00,70.17,24.17,65.08,65.62,52.66,20.33,0,26.39,99.88,0,1,115.17,115.26,114.94,115.28,121.94,114.81,115.22,115.22,70.17,24.2,0,60.01
0:41:06,0,0.00,70.17,24.17,65.26,65.80,52.84,19.61,0,26.68,100.00,0,1,115.39,115.08,114.95,115.29,122.01,114.83,115.21,115.23,70.17,24.2,0,60.00
0:42:06,0,0.00,70.17,24.17,65.26,65.35,52.66,19.55,0,26.28,100.00,0,1,115.17,115.28,114.98,115.27,122.02,114.78,115.22,115.23,70.17,24.2,0,60.02
0:43:06,0,0.00,70.17,24.17,64.99,64.45,52.21,20.51,0,24.62,99.14,0,1,115.31,115.31,114.97,115.31,121.97,114.84,115.05,115.28,70.17,24.2,0,60.03
0:44:07,0,0.00,70.17,24.17,64.81,64.45,52.03,21.17,0,24.61,98.83,0,1,115.23,115.10,114.88,115.23,121.97,114.89,115.21,115.26,70.17,24.2,0,60.02
0:45:07,0,0.00,70.17,24.17,64.81,64.90,52.03,21.18,0,25.00,99.23,0,1,115.24,115.21,114.89,115.21,122.11,114.80,115.19,115.15,70.17,24.2,0,60.01
0:46:07,0,0.00,70.17,24.17,65.26,65.62,52.30,20.15,0,26.10,99.85,0,1,115.14,115.13,114.97,115.19,122.08,114.78,115.18,115.16,70.17,24.2,0,60.01
0:47:07,0,0.00,70.17,24.17,65.26,65.80,52.66,19.38,0,26.66,100.00,0,1,115.16,115.20,114.91,115.19,121.93,114.79,115.22,115.17,70.17,24.2,0,60.01
0:48:07,0,0.00,70.17,24.17,65.26,64.81,52.39,19.35,0,25.43,100.00,0,1,115.15,115.27,114.86,115.21,121.93,114.79,115.01,115.19,70.17,24.2,0,60.00
0:49:07,0,0.00,70.17,24.17,64.99,64.45,52.03,20.34,0,24.59,98.79,0,1,115.22,115.29,114.96,115.20,121.88,114.77,115.01,115.19,70.17,24.2,0,60.01
0:50:07,0,0.00,70.17,24.17,64.81,64.45,52.03,20.99,0,24.58,98.84,0,1,115.21,115.07,114.90,115.19,121.90,114.90,115.04,115.15,70.17,24.2,0,60.00
0:51:08,0,0.00,70.17,24.17,64.81,64.90,52.12,21.01,0,25.26,99.08,0,1,115.21,115.23,114.92,115.28,122.13,114.86,115.11,115.19,70.17,24.2,0,60.03
0:52:08,0,0.00,70.17,24.17,65.08,65.62,52.48,19.99,0,26.37,99.87,0,1,115.11,115.24,114.92,115.17,121.99,114.63,115.08,115.17,70.17,24.2,0,60.01
0:53:08,0,0.00,70.17,24.17,65.44,65.80,52.66,19.27,0,26.66,100.00,0,1,115.15,115.05,114.88,115.19,121.95,114.62,115.06,115.22,70.17,24.2,0,60.00
0:54:08,0,0.00,70.17,24.17,65.26,65.17,52.39,19.23,0,25.71,99.47,0,1,115.21,115.22,115.02,115.26,122.00,114.80,115.18,115.14,70.17,24.2,0,60.01
0:55:08,0,0.00,70.17,24.17,64.99,64.63,52.03,20.22,0,24.89,99.48,0,1,115.41,115.09,114.89,115.30,121.99,114.79,115.17,115.17,70.17,24.2,0,60.02
0:56:08,0,0.00,70.17,24.17,64.81,64.45,52.03,20.91,0,24.60,98.80,0,1,115.09,115.18,114.98,115.27,122.04,114.66,115.23,115.18,70.17,24.2,0,60.02
0:57:09,0,0.00,70.17,24.17,64.63,64.27,51.85,21.62,0,24.33,98.49,0,1,115.16,115.28,114.87,115.24,122.01,114.62,115.06,115.23,70.17,24.2,0,60.01
0:58:09,0,0.00,70.17,24.17,64.63,64.54,51.85,21.68,0,24.74,98.87,0,1,115.13,115.07,114.89,115.20,121.94,114.80,115.22,115.17,70.17,24.2,0,60.00
0:59:09,0,0.00,70.17,24.17,65.08,65.44,52.30,20.65,0,25.83,99.48,0,1,115.13,115.10,114.90,115.20,121.91,114.79,115.05,115.13,70.17,24.2,0,60.00
1:00:09,0,0.00,70.17,24.17,65.26,65.80,52.48,19.22,0,26.66,100.00,0,1,115.12,115.32,114.91,115.22,121.93,114.80,115.10,115.22,70.17,24.2,0,60.01
1:01:09,0,0.00,70.17,24.17,65.26,65.80,52.30,19.23,0,26.67,99.93,0,1,115.14,115.06,114.90,115.21,121.94,114.82,115.07,115.17,70.17,24.2,0,60.01
1:02:09,0,0.00,70.17,24.17,65.26,64.99,52.30,19.17,0,25.44,100.00,0,1,115.09,115.16,114.91,115.27,122.00,114.82,115.22,115.27,70.17,24.2,0,60.02
1:03:10,0,0.00,70.17,24.17,64.99,64.45,51.85,20.18,0,24.61,98.80,0,1,115.22,115.27,114.91,115.20,122.01,114.78,115.17,115.22,70.17,24.2,0,60.01
1:04:10,0,0.00,70.17,24.17,64.63,64.27,51.67,21.59,0,24.33,98.80,0,1,115.04,115.16,114.90,115.13,121.95,114.68,115.02,114.98,70.17,24.2,0,59.99
1:05:10,0,0.00,70.17,24.17,64.63,64.27,51.67,21.61,0,24.32,98.82,0,1,115.13,115.29,114.86,115.22,121.95,114.84,115.17,115.10,70.17,24.2,0,60.01
1:06:10,0,0.00,70.17,24.17,64.63,64.72,51.85,21.65,0,24.73,99.24,0,1,115.23,115.19,114.86,115.26,121.96,114.79,115.07,115.13,70.17,24.2,0,60.01
1:07:10,0,0.00,70.17,24.17,65.08,65.44,52.12,19.92,0,26.10,99.83,0,1,115.11,115.06,114.97,115.21,122.12,114.75,115.22,115.00,70.17,24.2,0,60.00
1:08:10,0,0.00,70.17,24.17,65.26,65.80,52.30,19.19,0,26.65,100.00,0,1,115.16,115.25,115.00,115.30,122.03,114.82,115.19,114.96,70.17,24.2,0,60.01
1:09:10,0,0.00,70.17,24.17,65.26,65.35,52.30,19.12,0,25.99,100.00,0,1,115.19,115.27,114.86,115.26,122.00,114.88,115.15,114.99,70.17,24.2,0,60.00
1:10:11,0,0.00,70.17,24.17,65.26,64.81,52.30,19.09,0,25.16,100.00,0,1,115.10,115.02,114.92,115.13,121.94,114.83,115.12,115.08,70.17,24.2,0,60.00
1:11:11,0,0.00,70.17,24.17,64.99,64.27,51.85,20.09,0,24.32,98.80,0,1,115.16,115.09,114.97,115.23,121.97,114.79,115.07,114.95,70.17,24.2,0,60.01
1:12:11,0,0.00,70.17,24.17,64.81,64.45,51.85,20.79,0,24.58,99.18,0,1,115.19,115.12,114.97,115.31,122.13,114.91,115.07,115.16,70.17,24.2,0,60.01
1:13:11,0,0.00,70.17,24.17,64.63,64.72,51.85,21.50,0,24.99,99.23,0,1,115.14,115.12,114.74,114.65,121.93,114.66,115.10,115.11,70.17,24.2,0,60.01
1:14:11,0,0.00,70.17,24.17,64.90,65.26,52.12,20.47,0,25.54,99.43,0,1,115.23,115.21,115.01,115.22,121.92,114.87,115.22,115.15,70.17,24.2,0,60.01
1:15:11,0,0.00,70.17,24.17,65.26,65.80,52.12,19.07,0,26.37,99.85,0,1,114.62,115.25,115.31,114.61,121.94,114.65,115.25,115.09,70.17,24.2,0,60.01
1:16:12,0,0.00,70.17,24.17,65.26,65.80,52.30,18.99,0,26.66,100.00,0,1,115.21,115.23,115.23,114.88,121.85,114.88,115.03,115.15,70.17,24.2,0,60.01
1:17:12,0,0.00,70.17,24.17,65.17,64.99,52.03,18.26,0,25.42,99.45,0,1,115.19,114.73,115.25,114.96,121.99,114.80,115.07,114.99,70.17,24.2,0,60.00
1:18:12,0,0.00,70.17,24.17,64.81,64.45,51.85,19.94,0,24.59,99.15,0,1,115.18,114.63,115.08,114.95,121.98,114.81,115.17,114.92,70.17,24.2,0,59.99
1:19:12,0,0.00,70.17,24.17,64.81,64.45,51.67,20.64,0,24.59,98.80,0,1,115.34,114.63,115.16,114.91,122.00,114.79,115.19,114.99,70.17,24.2,0,60.00
1:20:12,0,0.00,70.17,24.17,64.81,64.90,51.94,20.65,0,24.99,99.41,0,1,115.22,114.66,115.16,114.82,121.90,114.62,115.08,114.93,70.17,24.2,0,59.98
1:21:12,0,0.00,70.17,24.17,64.81,65.26,52.12,20.67,0,25.82,99.81,0,1,115.36,115.07,115.09,114.88,122.12,114.64,115.10,114.86,70.17,24.2,0,59.99
1:22:12,0,0.00,70.17,24.17,65.26,65.80,52.12,18.92,0,26.65,99.87,0,1,115.39,115.12,115.13,114.89,122.10,114.76,115.10,114.75,70.17,24.2,0,60.00
1:23:13,0,0.00,70.17,24.17,65.26,65.71,52.30,18.89,0,26.53,100.00,0,1,115.12,115.02,115.10,114.92,122.15,114.76,115.09,114.81,70.17,24.2,0,60.00
1:24:13,0,0.00,70.17,24.17,65.26,64.99,52.03,18.92,0,25.71,99.47,0,1,115.13,115.02,115.09,114.93,122.14,114.86,115.28,114.89,70.17,24.2,0,60.00
1:25:13,0,0.00,70.17,24.17,64.99,64.45,51.85,19.92,0,24.60,99.45,0,1,115.20,115.09,115.24,114.97,122.21,114.90,115.15,114.89,70.17,24.2,0,60.02
1:26:13,0,0.00,70.17,24.27,64.81,64.27,51.49,20.61,0,24.31,98.44,0,1,115.12,115.17,115.24,114.98,122.22,114.88,115.28,114.87,70.17,24.3,0,60.02
1:27:13,0,0.00,70.17,24.27,64.63,64.54,51.49,21.35,0,24.31,98.48,0,1,115.15,115.12,115.25,114.93,122.21,114.85,115.14,114.85,70.17,24.3,0,60.02
1:28:13,0,0.00,70.17,24.27,64.90,65.26,51.94,20.33,0,25.54,99.06,0,1,115.24,115.11,115.12,115.11,122.21,114.88,115.20,114.79,70.17,24.3,0,60.01
1:29:14,0,0.00,70.17,24.27,65.26,65.80,52.12,18.98,0,26.65,99.85,0,1,115.20,115.12,115.27,115.02,122.12,114.81,115.10,114.90,70.17,24.3,0,60.00
1:30:14,0,0.00,70.17,24.37,65.26,65.80,52.12,18.94,0,26.66,99.88,0,1,115.13,115.13,115.25,115.07,122.17,114.84,115.22,114.90,70.17,24.4,0,60.01
1:31:14,0,0.00,70.17,24.37,65.26,65.35,52.12,18.90,0,25.98,100.00,0,1,115.09,115.09,115.10,114.89,122.09,114.77,115.04,114.62,70.17,24.4,0,59.99
1:32:14,0,0.00,70.17,24.37,64.99,64.63,52.03,19.88,0,24.88,99.46,0,1,115.12,115.10,115.10,115.12,122.11,114.81,115.12,114.84,70.17,24.4,0,60.00
1:33:14,0,0.00,70.17,24.37,64.63,64.27,51.49,20.57,0,24.33,98.78,0,1,115.23,115.06,114.67,115.09,122.23,114.90,114.99,114.88,70.17,24.4,0,60.02
1:34:14,0,0.00,70.17,24.37,64.81,64.45,51.85,20.59,0,24.59,99.50,0,1,115.08,115.08,115.29,114.85,122.12,114.77,115.17,114.87,70.17,24.4,0,59.99
1:35:15,0,0.00,70.17,24.37,64.81,64.90,51.85,20.58,0,25.27,99.22,0,1,115.22,115.11,115.05,114.93,122.24,114.86,115.17,114.84,70.17,24.4,0,60.01
1:36:15,0,0.00,70.17,24.47,65.08,65.44,52.12,19.57,0,26.10,99.83,0,1,115.17,115.09,114.72,114.90,121.76,114.87,115.23,114.88,70.17,24.5,0,60.02
1:37:15,0,0.00,70.17,24.47,65.26,65.80,52.12,18.87,0,26.66,99.87,0,1,115.15,115.09,115.25,114.98,121.63,114.90,115.10,114.86,70.17,24.5,0,60.02
1:38:15,0,0.00,70.17,24.47,65.26,65.17,52.30,18.79,0,25.71,100.00,0,1,115.05,115.12,115.11,114.91,121.65,114.77,115.15,114.86,70.17,24.5,0,60.00
1:39:15,0,0.00,70.17,24.47,64.99,64.45,51.85,19.81,0,24.61,99.13,0,1,115.07,115.10,115.31,114.89,121.66,114.77,115.04,114.87,70.17,24.5,0,59.99
1:40:15,0,0.00,70.17,24.47,64.81,64.27,51.49,20.53,0,24.32,98.43,0,1,115.12,115.09,115.07,114.99,121.65,114.78,115.12,114.79,70.17,24.5,0,60.00
1:41:15,0,0.00,70.17,24.47,64.81,64.72,51.49,20.56,0,24.59,98.77,0,1,115.04,115.04,115.06,114.94,121.59,114.68,115.10,114.86,70.17,24.5,0,60.00
1:42:16,0,0.00,70.17,24.47,65.08,65.26,51.94,20.58,0,25.55,99.79,0,1,115.21,115.03,115.25,115.05,121.74,114.90,115.36,114.88,70.17,24.5,0,60.01
1:43:16,0,0.00,70.17,24.47,65.26,65.80,51.94,18.85,0,26.38,99.83,0,1,115.23,115.23,115.18,115.13,121.79,114.87,115.24,115.01,70.17,24.5,0,60.02
1:44:16,0,0.00,70.17,24.47,65.44,65.53,52.12,18.12,0,26.67,100.00,0,1,115.17,115.04,115.22,115.05,121.75,114.87,115.18,114.92,70.17,24.5,0,60.00
1:45:16,0,0.00,70.17,24.47,65.26,64.81,51.85,18.72,0,25.16,99.12,0,1,115.13,115.11,115.07,114.91,121.62,114.76,115.20,114.84,70.17,24.5,0,59.99
1:46:16,0,0.00,70.17,24.47,64.81,64.45,51.31,20.42,0,24.60,98.70,0,1,115.05,115.10,115.09,115.09,121.66,114.87,115.11,114.77,70.17,24.5,0,59.99
1:47:16,0,0.00,70.17,24.47,64.81,64.45,51.49,20.42,0,24.59,98.82,0,1,115.15,115.01,115.13,114.94,121.64,114.81,115.07,114.86,70.17,24.5,0,60.00
1:48:17,0,0.00,70.17,24.47,64.81,65.26,51.76,20.41,0,25.81,99.42,0,1,115.13,115.09,115.11,115.10,121.65,114.78,115.16,114.81,70.17,24.5,0,60.00
1:49:17,0,0.00,70.17,24.47,65.26,65.62,52.12,18.64,0,26.10,100.00,0,1,115.18,115.04,115.09,114.94,121.86,114.82,115.06,114.86,70.17,24.5,0,60.00
1:50:17,0,0.00,70.17,24.47,65.26,65.53,52.12,18.58,0,26.25,99.90,0,1,115.21,115.12,115.30,114.91,121.65,114.88,115.20,114.87,70.17,24.5,0,60.01
1:51:17,0,0.00,69.97,24.57,65.35,64.63,51.85,18.90,0,25.16,99.48,0,1,115.12,115.11,115.14,114.98,121.79,114.89,114.88,114.90,69.97,24.6,0,60.01
1:52:17,0,0.00,69.97,24.57,65.44,64.45,51.94,19.75,0,24.60,99.98,0,1,115.03,115.08,115.10,115.10,121.64,114.82,114.92,114.89,69.97,24.6,0,60.00
1:53:17,0,0.00,69.97,24.57,65.17,64.45,51.85,20.78,0,24.59,99.19,0,1,115.05,115.13,115.22,114.93,121.68,115.15,114.75,114.99,69.97,24.6,0,60.00
1:54:18,0,0.00,69.97,24.57,65.17,65.08,51.94,20.85,0,25.54,99.05,0,1,115.21,115.10,115.27,115.07,121.86,114.29,114.80,115.11,69.97,24.6,0,60.01
1:55:18,0,0.00,70.17,24.57,65.17,65.44,51.94,19.23,0,26.09,99.47,0,1,115.12,115.11,115.09,115.11,121.68,114.44,114.65,114.99,70.17,24.6,0,59.99
1:56:18,0,0.00,70.17,24.47,65.26,65.62,52.12,18.74,0,26.38,100.00,0,1,115.22,115.06,115.25,115.04,121.77,114.08,114.69,115.26,70.17,24.5,0,60.01
1:57:18,0,0.00,70.17,24.47,65.26,64.81,51.49,18.60,0,25.15,99.00,0,1,115.10,115.09,115.08,114.94,121.77,115.16,114.69,115.11,70.17,24.5,0,59.99
1:58:18,0,0.00,70.17,24.47,64.99,64.45,51.67,19.59,0,24.59,99.47,0,1,115.14,115.04,115.25,115.12,121.73,114.63,114.70,115.23,70.17,24.5,0,59.99
1:59:18,0,0.00,70.17,24.47,64.81,64.45,51.49,20.24,0,24.58,98.80,0,1,115.11,115.12,115.30,114.93,121.63,114.64,114.85,114.99,70.17,24.5,0,59.99
2:00:18,0,0.00,70.17,24.47,64.81,64.72,51.49,20.20,0,24.99,98.84,0,1,115.17,115.11,115.21,114.91,121.83,114.67,114.86,115.07,70.17,24.5,0,59.99
2:01:19,0,0.00,70.17,24.47,65.26,65.44,51.76,18.49,0,26.09,99.70,0,1,115.21,115.24,115.15,115.06,121.66,114.81,114.72,115.01,70.17,24.5,0,60.00
2:02:19,0,0.00,70.17,24.47,65.26,65.62,51.94,18.40,0,26.38,100.00,0,1,115.06,115.02,115.13,114.96,121.63,114.77,114.79,115.17,70.17,24.5,0,59.98
2:03:19,0,0.00,70.17,24.47,65.44,64.99,51.94,17.62,0,25.70,100.00,0,1,115.15,115.27,115.23,115.11,121.75,114.79,114.86,115.20,70.17,24.5,0,60.00
2:04:19,0,0.00,70.17,24.47,64.99,64.45,51.31,19.28,0,24.59,98.76,0,1,115.09,115.10,115.07,114.91,121.74,114.80,114.67,115.13,70.17,24.5,0,60.00
2:05:19,0,0.00,70.17,24.47,64.63,64.27,50.95,20.69,0,24.31,98.27,0,1,115.06,114.91,115.15,114.87,121.68,114.79,114.80,114.99,70.17,24.5,0,59.99
2:06:19,0,0.00,70.17,24.47,64.81,64.45,50.95,20.04,0,24.58,98.44,0,1,115.21,115.11,115.29,114.86,121.73,114.79,114.81,115.21,70.17,24.5,0,59.99
2:07:20,0,0.00,70.17,24.47,64.81,65.26,51.49,20.04,0,25.53,99.58,0,1,115.20,115.09,115.11,114.83,121.53,114.71,114.77,115.03,70.17,24.5,0,59.99
2:08:20,0,0.00,70.17,24.47,65.08,65.62,51.94,18.99,0,26.37,100.00,0,1,115.18,115.02,115.14,114.86,121.71,114.82,114.71,115.16,70.17,24.5,0,60.00
2:09:20,0,0.00,70.17,24.47,65.26,65.53,51.94,18.25,0,26.65,100.00,0,1,115.15,115.08,115.11,114.90,121.76,114.77,114.82,115.12,70.17,24.5,0,60.00
2:10:20,0,0.00,70.17,24.47,65.26,64.81,51.76,18.21,0,25.42,99.90,0,1,115.24,115.13,115.16,114.83,121.85,114.75,114.61,115.13,70.17,24.5,0,59.99
2:11:20,0,0.00,70.17,24.47,64.99,64.45,51.49,19.19,0,24.59,99.48,0,1,115.20,115.13,115.05,114.91,121.68,114.68,114.81,114.97,70.17,24.5,0,59.98
2:12:20,0,0.00,70.17,24.57,64.81,64.45,51.13,19.84,0,24.59,98.08,0,1,115.22,115.22,115.09,114.85,121.67,114.62,114.89,115.17,70.17,24.6,0,59.98
2:13:21,0,0.00,70.17,24.57,64.81,64.72,51.22,19.88,0,24.99,98.52,0,1,115.18,114.67,115.28,114.83,121.62,114.86,114.65,114.96,70.17,24.6,0,59.99
2:14:21,0,0.00,70.17,24.57,64.99,65.44,51.76,19.11,0,25.81,99.93,0,1,115.15,115.14,115.13,114.83,121.80,114.73,114.77,115.10,70.17,24.6,0,59.98
2:15:21,0,0.00,70.17,24.57,65.26,65.98,51.94,18.07,0,26.92,100.00,0,1,115.07,115.23,115.25,114.88,121.79,114.83,114.70,115.01,70.17,24.6,0,60.00
2:16:21,0,0.00,70.17,24.67,65.26,65.35,51.94,18.01,0,25.97,100.00,0,1,115.41,115.03,114.63,114.96,121.80,114.82,114.86,115.14,70.17,24.7,0,60.01
2:17:21,0,0.00,70.17,24.67,64.99,64.63,51.49,19.00,0,24.88,99.36,0,1,115.36,114.99,115.13,114.96,121.62,114.67,114.84,115.09,70.17,24.7,0,60.00
