0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC4,TC5,TC6,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FF 1 Upper,FF 2 Upper,FF 3 Upper,FF 1  Lower,FF 2 Lower,FF3 Lower,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:00,2,0.97,114.7,7.00,7.82,0.00000,-999.0000,37.3483,89.76,-999.00,-999.00,0,0.34,999.00,42.18,39.16,35.45,39.06,32.56,35.68,89.54,89.77,89.82,90.15,89.76,89.85
0:00:52,2,0.98,115.1,7.00,7.79,0.00108,-999.0000,37.2750,89.77,-999.00,-999.00,0,0.10,999.00,42.16,39.13,35.38,39.04,32.34,35.60,89.55,89.77,89.78,90.13,89.78,89.82
0:01:42,2,0.97,114.7,6.90,7.72,0.00215,-999.0000,37.1767,89.77,-999.00,-999.00,0,0.20,999.00,42.11,39.08,35.25,38.99,32.13,35.50,89.54,89.78,89.82,90.13,89.77,89.83
0:01:50,1,0.42,114.9,0.60,0.30,0.00241,-999.0000,37.1483,89.77,-999.00,-999.00,0,0.23,999.00,42.10,39.07,35.22,38.98,32.06,35.46,89.54,89.78,89.82,90.12,89.76,89.83
0:01:56,1,0.42,114.9,0.60,0.30,0.00241,-999.0000,37.1483,89.77,-999.00,-999.00,0,0.23,999.00,42.10,39.07,35.22,38.98,32.06,35.46,89.54,89.78,89.82,90.12,89.76,89.83
0:01:56,1,0.42,114.9,0.60,0.30,0.00241,-999.0000,37.1483,89.77,-999.00,-999.00,0,0.23,999.00,42.10,39.07,35.22,38.98,32.06,35.46,89.54,89.78,89.82,90.12,89.76,89.83
0:02:47,1,0.41,115.1,0.60,0.29,0.00245,-999.0000,37.0450,89.79,-999.00,-999.00,0,0.33,999.00,42.05,39.00,35.10,38.90,31.85,35.37,89.55,89.79,89.84,90.14,89.80,89.86
0:03:37,1,0.42,115.1,0.60,0.30,0.00249,-999.0000,36.9167,89.83,-999.00,-999.00,0,0.46,999.00,41.98,38.89,34.97,38.80,31.62,35.24,89.60,89.85,89.84,90.13,89.81,89.87
0:04:27,1,0.42,115.1,0.60,0.30,0.00253,-999.0000,36.8400,89.79,-999.00,-999.00,0,0.54,999.00,41.90,38.86,34.88,38.76,31.47,35.17,89.56,89.80,89.82,90.14,89.78,89.86
0:05:18,1,0.42,115.2,0.60,0.29,0.00257,-999.0000,36.7783,89.79,-999.00,-999.00,0,0.57,999.00,41.86,38.80,34.81,38.71,31.38,35.11,89.61,89.80,89.82,90.22,89.79,89.86
0:06:08,1,0.29,115.2,0.30,0.09,0.00261,-999.0000,36.7067,89.81,-999.00,-999.00,0,0.64,999.00,41.79,38.72,34.76,38.63,31.28,35.06,89.61,89.79,89.82,90.22,89.82,89.85
0:06:58,1,0.29,115.2,0.30,0.09,0.00262,-999.0000,36.6833,89.83,-999.00,-999.00,0,0.67,999.00,41.77,38.72,34.69,38.62,31.25,35.05,89.60,89.85,89.84,90.26,89.82,89.91
0:07:48,1,0.30,115.1,0.30,0.09,0.00263,-999.0000,36.6567,89.85,-999.00,-999.00,0,0.69,999.00,41.75,38.67,34.66,38.62,31.24,35.00,89.61,89.85,89.84,90.26,89.84,89.91
