0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,TC20,TC21,TC22,TC23,TC24,TC25,TC26,TC27,TC28,TC29,TC30,TC31,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V (Y * 1.0),Amps A,Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Comp. Shell Top,Comp. Shell Bttm,Comp. Shell OLP,Comp. Lead Com.,Overload Lead,Overload case,TSD2 Case,Run Cap. Case,Cond. Fan Case,Cond. Fan Lead,SpplyCordStrainRlf,SpplyCordSeparation,IM Water Valve,Ambient Left,Left Side Wall,Top,Rear Wall,Right Side Wall,Floor,Fresh Food Mid,Frzr Air Mid,Evap. Fan Case,Evap. Fan Lead,Heater lead wire,HeaterMoldedTermnl,LeadClosest Heater,FlammableMaterialClosest to H,TCO,Ambient Right,Liner Adj IM,IM mold near htr,Humidity
0:44:03,8,0.53,121.932,0.4657,3.0015,0.05160,-0.21,41.25,108.95,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.66,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.24,0.02,-1.49,9.0
0:44:13,8,0.53,121.932,0.4654,2.9973,0.05169,-0.21,41.25,108.94,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.65,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.23,0.02,-1.49,9.0
0:44:23,8,0.53,121.921,0.4648,2.9926,0.05177,-0.21,41.25,108.94,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.66,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.22,0.02,-1.49,9.0
0:44:33,8,0.53,121.921,0.4655,3.0021,0.05186,-0.21,41.25,108.95,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.65,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.25,0.02,-1.49,9.0
0:44:43,8,0.53,121.940,0.4639,3.0023,0.05192,-0.21,41.25,108.95,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.65,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.25,0.02,-1.49,9.0
0:44:53,8,0.53,121.946,0.4631,3.0042,0.05201,-0.21,41.25,108.95,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.66,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.24,0.02,-1.49,9.0
0:45:04,8,0.53,121.959,0.4628,3.0016,0.05210,-0.21,41.25,108.95,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.66,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.24,0.02,-1.49,9.0
0:45:14,8,0.53,121.966,0.4622,2.9989,0.05219,-0.21,41.25,108.96,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.67,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.25,0.02,-1.49,9.0
0:45:24,8,0.53,121.971,0.4642,3.0109,0.05228,-0.21,41.25,108.96,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.66,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.26,0.02,-1.49,9.0
0:45:35,8,0.53,121.962,0.4641,3.0128,0.05237,-0.21,41.25,108.96,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.66,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.25,0.02,-1.49,9.0
0:45:45,8,0.53,121.965,0.4628,3.0047,0.05246,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.70,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.27,0.02,-1.49,9.0
0:45:55,8,0.53,121.974,0.4630,3.0048,0.05255,-0.21,41.25,108.97,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.70,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.24,0.02,-1.49,9.0
0:46:05,8,0.53,121.963,0.4648,3.0049,0.05261,-0.21,41.25,108.96,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.68,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.24,0.02,-1.49,9.0
0:46:15,8,0.53,121.928,0.4653,2.9995,0.05270,-0.21,41.25,108.96,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.69,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.24,0.02,-1.49,9.0
0:46:26,8,0.53,121.905,0.4621,2.9912,0.05279,-0.21,41.25,108.98,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.71,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.25,0.02,-1.49,9.0
0:46:36,8,0.53,121.905,0.4630,2.9906,0.05287,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.72,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.27,0.02,-1.49,9.0
0:46:46,8,0.53,121.892,0.4616,2.9942,0.05296,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.69,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.28,0.02,-1.49,9.0
0:46:57,8,0.53,121.881,0.4643,3.0103,0.05305,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.71,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.26,0.02,-1.49,9.0
0:47:07,8,0.53,121.886,0.4633,3.0038,0.05314,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.70,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.27,0.02,-1.49,9.0
0:47:17,8,0.53,121.898,0.4632,2.9911,0.05323,-0.21,41.25,108.98,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.69,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.26,0.02,-1.49,9.0
0:47:27,8,0.53,121.911,0.4629,2.9954,0.05332,-0.21,41.25,109.00,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.71,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.29,0.02,-1.49,9.0
0:47:37,8,0.53,121.906,0.4618,2.9836,0.05338,-0.21,41.25,109.00,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.69,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:47:47,8,0.54,121.916,0.4582,2.9927,0.05347,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.68,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:47:57,8,0.54,121.921,0.4590,2.9988,0.05356,-0.21,41.25,109.01,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.73,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:48:07,8,0.54,121.922,0.4582,2.9934,0.05365,-0.21,41.25,109.00,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.69,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:48:18,8,0.54,121.929,0.4586,2.9950,0.05374,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.70,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.28,0.02,-1.49,9.0
0:48:28,8,0.54,121.934,0.4584,2.9941,0.05382,-0.21,41.25,108.99,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.70,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.29,0.02,-1.49,9.0
0:48:38,8,0.54,121.924,0.4578,2.9906,0.05391,-0.21,41.25,109.01,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.73,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:48:49,8,0.54,121.943,0.4567,2.9950,0.05397,-0.21,41.25,109.01,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.73,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:48:59,8,0.54,121.947,0.4564,2.9934,0.05406,-0.21,41.25,109.01,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.73,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:49:09,8,0.54,121.957,0.4575,2.9984,0.05415,-0.21,41.25,109.01,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.73,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:49:20,8,0.54,121.968,0.4568,2.9913,0.05424,-0.21,41.25,109.03,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.75,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:49:30,8,0.54,121.970,0.4566,2.9893,0.05433,-0.21,41.25,109.02,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.74,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:49:40,8,0.54,121.961,0.4571,2.9967,0.05442,-0.21,41.25,109.03,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.75,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:49:50,8,0.54,121.958,0.4567,2.9951,0.05451,-0.21,41.25,109.03,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.30,0.02,-1.49,9.0
0:50:01,8,0.54,121.944,0.4567,2.9981,0.05459,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,9.0
0:50:11,8,0.54,121.938,0.4566,2.9959,0.05468,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,9.0
0:50:21,8,0.54,121.926,0.4572,2.9997,0.05474,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.31,0.02,-1.49,9.0
0:50:31,8,0.54,121.915,0.4573,2.9994,0.05483,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.31,0.02,-1.49,9.0
0:50:41,8,0.54,121.907,0.4566,2.9916,0.05492,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,9.0
0:50:51,8,0.54,121.915,0.4568,2.9977,0.05501,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.31,0.02,-1.49,9.0
0:51:01,8,0.54,121.915,0.4568,2.9975,0.05510,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,9.0
0:51:11,8,0.54,121.921,0.4564,2.9934,0.05519,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,8.9
0:51:22,8,0.54,121.917,0.4568,2.9954,0.05528,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,8.9
0:51:32,8,0.54,121.915,0.4567,2.9967,0.05534,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:51:42,8,0.54,121.922,0.4567,2.9950,0.05542,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:51:52,8,0.54,121.911,0.4575,2.9954,0.05551,-0.21,41.25,109.06,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.79,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.32,0.02,-1.49,8.9
0:52:03,8,0.54,121.907,0.4567,2.9914,0.05560,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:52:13,8,0.54,121.915,0.4568,2.9982,0.05569,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:52:23,8,0.54,121.933,0.4572,3.0007,0.05578,-0.21,41.25,109.06,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.78,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:52:34,8,0.54,121.929,0.4556,2.9876,0.05587,-0.21,41.25,109.06,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.78,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:52:44,8,0.54,121.926,0.4566,2.9924,0.05596,-0.21,41.25,109.04,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.76,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:52:54,8,0.54,121.934,0.4572,2.9940,0.05605,-0.21,41.25,109.06,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.79,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:53:04,8,0.54,121.934,0.4578,2.9968,0.05611,-0.21,41.25,109.07,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.81,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:53:15,8,0.54,121.947,0.4573,2.9942,0.05620,-0.21,41.25,109.05,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.77,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:53:25,8,0.54,121.944,0.4565,2.9868,0.05629,-0.21,41.25,109.05,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.77,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:53:35,8,0.54,121.940,0.4569,2.9881,0.05637,-0.21,41.25,109.08,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.35,0.02,-1.49,8.9
0:53:45,8,0.54,121.928,0.4572,2.9899,0.05646,-0.21,41.25,109.07,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.80,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:53:56,8,0.54,121.928,0.4567,2.9873,0.05655,-0.21,41.25,109.07,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.80,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.35,0.02,-1.49,8.9
0:54:06,8,0.54,121.935,0.4570,2.9918,0.05664,-0.21,41.25,109.08,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.34,0.02,-1.49,8.9
0:54:16,8,0.54,121.942,0.4563,2.9868,0.05673,-0.21,41.25,109.07,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,8.9
0:54:27,8,0.54,121.950,0.4578,2.9941,0.05679,-0.21,41.25,109.09,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.36,0.02,-1.49,9.0
0:54:37,8,0.54,121.965,0.4566,2.9976,0.05688,-0.21,41.25,109.09,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.36,0.02,-1.49,9.0
0:54:47,8,0.54,121.993,0.4559,2.9952,0.05697,-0.21,41.25,109.07,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.33,0.02,-1.49,9.0
0:54:57,8,0.54,122.007,0.4569,3.0027,0.05706,-0.21,41.25,109.09,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.36,0.02,-1.49,9.0
0:55:08,8,0.54,122.016,0.4564,2.9986,0.05714,-0.21,41.25,109.08,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.35,0.02,-1.49,9.0
0:55:18,8,0.54,122.008,0.4570,3.0043,0.05723,-0.21,41.25,109.08,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.34,0.02,-1.49,9.0
0:55:28,8,0.54,121.999,0.4569,2.9989,0.05732,-0.21,41.25,109.10,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.38,0.02,-1.49,9.0
0:55:38,8,0.54,121.986,0.4567,2.9976,0.05741,-0.21,41.25,109.10,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.37,0.02,-1.49,9.0
0:55:49,8,0.54,121.981,0.4569,2.9945,0.05750,-0.21,41.25,109.08,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.34,0.02,-1.49,9.0
0:55:59,8,0.54,121.974,0.4566,2.9915,0.05756,-0.21,41.25,109.10,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.38,0.02,-1.49,9.0
0:56:09,8,0.54,121.959,0.4573,2.9929,0.05765,-0.21,41.25,109.09,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.36,0.02,-1.49,9.0
0:56:19,8,0.54,121.959,0.4573,2.9951,0.05774,-0.21,41.25,109.10,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.82,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.38,0.02,-1.49,9.0
0:56:29,8,0.54,121.975,0.4557,2.9919,0.05783,-0.21,41.25,109.11,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.83,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.39,0.02,-1.49,9.0
0:56:39,8,0.54,121.987,0.4554,2.9917,0.05792,-0.21,41.25,109.11,197.09,187.32,182.19,144.80,146.22,167.27,162.44,153.48,129.31,124.24,120.52,122.15,122.10,108.83,103.80,104.33,128.82,120.66,127.85,41.25,-0.21,25.44,0.89,-2.97,-3.08,-3.76,3.44,-1.21,109.39,0.02,-1.49,9.0
