0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:07,1,0.04,115.0,0.30,0.01,0.00000,-1.8267,37.7300,89.99,-999.00,-999.00,0,0.94,1.50,-4.49,-0.53,-0.46,39.50,38.01,35.68,89.68,89.89,90.24,90.50,90.10,90.20
0:00:51,1,0.04,115.1,0.30,0.01,0.00000,-1.8500,37.7000,89.99,-999.00,-999.00,0,0.26,0.37,-4.46,-0.58,-0.51,39.44,38.00,35.66,89.66,89.89,90.24,90.50,90.10,90.20
0:01:42,1,0.04,115.1,0.30,0.01,0.00000,-1.8533,37.7400,90.01,-999.00,-999.00,0,0.22,0.38,-4.38,-0.64,-0.54,39.46,38.01,35.75,89.68,89.92,90.24,90.50,90.10,90.20
0:02:32,1,0.03,115.2,0.30,0.01,0.00001,-1.8300,37.7933,90.01,-999.00,-999.00,0,0.16,0.35,-4.27,-0.66,-0.56,39.52,38.03,35.83,89.66,89.91,90.24,90.50,90.10,90.20
0:03:22,1,0.03,115.2,0.30,0.01,0.00001,-1.8200,37.8267,90.01,-999.00,-999.00,0,0.13,0.34,-4.18,-0.69,-0.59,39.52,38.08,35.88,89.68,89.92,90.24,90.50,90.10,90.20
0:04:13,1,0.04,115.2,0.30,0.01,0.00001,-1.7833,37.9133,90.01,-999.00,-999.00,0,0.02,0.31,-4.07,-0.69,-0.59,39.60,38.15,35.99,89.68,89.91,90.24,90.50,90.10,90.20
0:05:03,1,0.03,115.2,0.30,0.01,0.00001,-1.7400,37.9567,89.99,-999.00,-999.00,0,0.23,0.09,-3.94,-0.69,-0.59,39.63,38.19,36.05,89.68,89.89,90.24,90.49,90.10,90.20
0:05:54,1,0.04,115.2,0.30,0.01,0.00001,-1.6733,38.0400,90.01,-999.00,-999.00,0,0.31,0.15,-3.80,-0.68,-0.54,39.72,38.22,36.18,89.68,89.91,90.24,90.46,90.10,90.19
0:06:44,1,0.04,115.2,0.30,0.01,0.00002,-1.6233,38.1367,89.99,-999.00,-999.00,0,0.41,0.20,-3.64,-0.69,-0.54,39.79,38.31,36.31,89.68,89.89,90.24,90.44,90.10,90.15
0:07:34,1,0.04,115.2,0.30,0.01,0.00002,-1.5400,38.2000,89.97,-999.00,-999.00,0,0.49,0.27,-3.47,-0.64,-0.51,39.82,38.37,36.41,89.65,89.88,90.24,90.44,90.07,90.16
0:08:25,1,0.04,115.2,0.30,0.01,0.00002,-1.4667,38.3033,90.01,-999.00,-999.00,0,0.58,0.36,-3.31,-0.58,-0.51,39.93,38.45,36.53,89.67,89.91,90.25,90.44,90.10,90.18
0:09:15,1,0.04,115.2,0.30,0.01,0.00002,-1.3767,38.3800,90.02,-999.00,-999.00,0,0.65,0.45,-3.14,-0.54,-0.45,39.98,38.53,36.63,89.68,89.92,90.25,90.44,90.12,90.19
0:10:06,1,0.03,115.2,0.30,0.01,0.00002,-1.2933,38.4767,90.00,-999.00,-999.00,0,0.52,0.45,-2.97,-0.51,-0.40,40.06,38.62,36.75,89.66,89.90,90.25,90.43,90.10,90.18
0:10:56,1,0.04,115.2,0.30,0.01,0.00003,-1.1833,38.5767,89.96,-999.00,-999.00,0,0.63,0.55,-2.75,-0.45,-0.35,40.17,38.69,36.87,89.63,89.87,90.24,90.44,90.06,90.16
0:11:46,1,0.03,115.2,0.30,0.01,0.00003,-1.0500,38.6667,90.01,-999.00,-999.00,0,0.70,0.67,-2.55,-0.36,-0.24,40.24,38.76,37.00,89.67,89.91,90.25,90.42,90.10,90.19
0:12:37,1,0.04,115.2,0.30,0.01,0.00003,-0.9600,38.7833,90.01,-999.00,-999.00,0,0.81,0.77,-2.36,-0.31,-0.21,40.33,38.86,37.16,89.68,89.92,90.26,90.42,90.10,90.19
0:13:27,1,0.04,115.2,0.30,0.01,0.00003,-0.8233,38.8800,90.01,-999.00,-999.00,0,0.92,0.92,-2.13,-0.24,-0.10,40.39,38.97,37.28,89.68,89.92,90.25,90.42,90.10,90.20
0:14:17,1,0.04,115.2,0.30,0.01,0.00003,-0.6900,38.9733,90.01,-999.00,-999.00,0,1.02,1.05,-1.91,-0.12,-0.04,40.48,39.03,37.41,89.68,89.92,90.25,90.42,90.10,90.18
0:15:07,1,0.03,115.2,0.30,0.01,0.00004,-0.5800,39.0767,90.01,-999.00,-999.00,0,0.60,0.72,-1.71,-0.07,0.04,40.59,39.14,37.50,89.66,89.92,90.26,90.42,90.10,90.17
0:15:15,2,0.98,115.0,8.80,9.92,0.00034,-0.5167,39.1200,90.01,-999.00,-999.00,0,0.64,0.78,-1.59,-0.05,0.09,40.61,39.17,37.58,89.65,89.92,90.25,90.42,90.10,90.19
0:15:23,2,0.98,115.0,8.80,9.92,0.00034,-0.5167,39.1200,90.01,-999.00,-999.00,0,0.64,0.78,-1.59,-0.05,0.09,40.61,39.17,37.58,89.65,89.92,90.25,90.42,90.10,90.19
0:15:23,2,0.98,115.0,8.80,9.92,0.00034,-0.5167,39.1200,90.01,-999.00,-999.00,0,0.64,0.78,-1.59,-0.05,0.09,40.61,39.17,37.58,89.65,89.92,90.25,90.42,90.10,90.19
0:16:13,2,0.98,114.8,8.50,9.51,0.00172,-0.0567,39.1833,90.01,-999.00,-999.00,0,0.71,1.24,-0.79,0.27,0.35,40.64,39.25,37.66,89.64,89.92,90.24,90.37,90.10,90.15
0:17:04,2,0.97,114.9,7.60,8.47,0.00295,0.1800,39.1633,90.01,-999.00,-999.00,0,0.69,1.48,-0.40,0.45,0.49,40.64,39.22,37.63,89.68,89.92,90.25,90.38,90.10,90.18
0:17:54,2,0.97,114.9,7.70,8.68,0.00408,0.2933,39.1567,90.01,-999.00,-999.00,0,0.68,1.59,-0.33,0.60,0.61,40.65,39.22,37.60,89.67,89.92,90.24,90.38,90.10,90.18
0:18:44,2,0.97,114.9,7.80,8.69,0.00530,0.2533,39.1400,89.99,-999.00,-999.00,0,0.66,1.55,-0.52,0.67,0.61,40.60,39.22,37.60,89.67,89.92,90.24,90.36,90.06,90.15
0:19:34,2,0.97,114.9,7.80,8.72,0.00654,0.1933,39.0733,90.00,-999.00,-999.00,0,0.60,1.50,-0.72,0.68,0.62,40.55,39.18,37.49,89.62,89.92,90.24,90.36,90.09,90.15
0:20:24,2,0.97,114.9,7.80,8.77,0.00777,0.0733,38.9867,90.00,-999.00,-999.00,0,0.08,0.68,-1.02,0.65,0.59,40.49,39.10,37.37,89.68,89.92,90.24,90.39,90.08,90.16
0:21:15,2,0.97,114.9,7.80,8.72,0.00900,-0.0133,38.9433,89.99,-999.00,-999.00,0,0.14,0.57,-1.29,0.64,0.61,40.46,39.08,37.29,89.62,89.89,90.24,90.36,90.08,90.17
0:22:05,2,0.97,114.9,7.80,8.68,0.01022,-0.1800,38.8333,89.97,-999.00,-999.00,0,0.25,0.40,-1.63,0.56,0.53,40.36,38.99,37.15,89.67,89.88,90.24,90.38,90.06,90.18
0:22:55,2,0.97,115.0,7.70,8.67,0.01144,-0.3067,38.7633,90.00,-999.00,-999.00,0,0.32,0.28,-1.95,0.54,0.49,40.32,38.95,37.02,89.67,89.91,90.24,90.42,90.09,90.19
0:23:45,2,0.97,115.0,7.70,8.60,0.01258,-0.4867,38.6533,89.99,-999.00,-999.00,0,0.43,0.10,-2.27,0.43,0.38,40.21,38.86,36.89,89.67,89.90,90.22,90.40,90.08,90.18
0:24:36,2,0.97,115.0,7.60,8.56,0.01387,-0.6500,38.5367,89.99,-999.00,-999.00,0,0.54,0.07,-2.56,0.31,0.30,40.13,38.74,36.74,89.67,89.88,90.23,90.41,90.09,90.19
0:25:26,2,0.97,115.0,7.70,8.58,0.01509,-0.8267,38.4367,89.96,-999.00,-999.00,0,0.61,0.96,-2.88,0.21,0.19,40.05,38.65,36.61,89.65,89.86,90.20,90.39,90.05,90.17
0:26:16,2,0.97,115.0,7.70,8.56,0.01621,-1.0067,38.3067,89.96,-999.00,-999.00,0,0.73,1.16,-3.21,0.10,0.09,39.94,38.55,36.43,89.65,89.85,90.20,90.39,90.07,90.16
0:27:07,2,0.97,115.0,7.60,8.56,0.01742,-1.2200,38.1867,89.94,-999.00,-999.00,0,0.86,1.38,-3.54,-0.06,-0.06,39.82,38.44,36.30,89.67,89.85,90.17,90.41,90.04,90.14
0:27:57,2,0.97,115.1,7.60,8.54,0.01862,-1.4233,38.0733,89.94,-999.00,-999.00,0,0.98,1.59,-3.85,-0.23,-0.19,39.72,38.33,36.17,89.65,89.85,90.16,90.39,90.03,90.13
0:28:47,2,0.97,115.1,7.60,8.49,0.01982,-1.5933,37.9567,89.95,-999.00,-999.00,0,1.10,1.76,-4.11,-0.35,-0.32,39.63,38.25,35.99,89.65,89.86,90.18,90.42,90.04,90.15
0:29:37,2,0.97,115.1,7.60,8.48,0.02101,-1.8033,37.8200,89.94,-999.00,-999.00,0,1.23,1.97,-4.42,-0.52,-0.47,39.50,38.12,35.84,89.62,89.85,90.18,90.42,90.04,90.15
0:30:04,1,0.03,115.2,0.30,0.01,0.02166,-1.9067,37.7400,89.94,-999.00,-999.00,0,0.74,1.17,-4.56,-0.62,-0.54,39.44,38.06,35.72,89.62,89.85,90.18,90.42,90.04,90.15
