0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:00,1,0.04,115.2,0.30,0.01,0.22517,0.8333,39.9700,89.54,-999.00,-999.00,0.000000,0.000000,0.000000,1.62,-0.30,1.18,41.66,40.29,37.96,89.40,89.69,90.19,89.59,89.39,89.53
0:00:50,1,0.04,115.2,0.30,0.01,0.00000,0.9267,40.0567,89.53,-999.00,-999.00,0,999.00,999.00,1.65,-0.11,1.24,41.75,40.36,38.06,89.39,89.68,90.19,89.59,89.37,89.52
0:01:03,2,0.98,115.0,9.20,10.32,0.00025,0.9967,40.1000,89.52,-999.00,-999.00,0,999.00,999.00,1.68,0.03,1.28,41.77,40.38,38.15,89.39,89.67,90.18,89.59,89.37,89.51
0:01:11,2,0.98,115.0,9.20,10.32,0.00035,0.9967,40.1000,89.52,-999.00,-999.00,0,999.00,999.00,1.68,0.03,1.28,41.77,40.38,38.15,89.39,89.67,90.18,89.59,89.37,89.51
0:01:11,2,0.98,115.0,9.20,10.32,0.00035,0.9967,40.1000,89.52,-999.00,-999.00,0,999.00,999.00,1.68,0.03,1.28,41.77,40.38,38.15,89.39,89.67,90.18,89.59,89.37,89.51
0:02:01,2,0.98,115.0,9.00,10.20,0.00168,2.1233,40.1633,89.54,-999.00,-999.00,0,999.00,999.00,2.29,1.86,2.22,41.79,40.46,38.24,89.38,89.68,90.19,89.59,89.39,89.52
0:02:51,2,0.98,115.0,8.30,9.37,0.00305,2.5467,40.1900,89.51,-999.00,-999.00,0,999.00,999.00,2.57,2.48,2.59,41.82,40.48,38.27,89.34,89.67,90.17,89.59,89.35,89.51
0:03:41,2,0.98,115.0,8.20,9.21,0.00436,2.6900,40.1900,89.53,-999.00,-999.00,0,999.00,999.00,2.68,2.61,2.78,41.81,40.49,38.27,89.38,89.68,90.19,89.59,89.37,89.53
0:04:31,2,0.98,115.0,8.10,9.13,0.00565,2.6500,40.1933,89.51,-999.00,-999.00,0,999.00,999.00,2.69,2.44,2.82,41.82,40.49,38.27,89.37,89.66,90.17,89.59,89.35,89.49
0:05:21,2,0.98,115.0,8.10,9.07,0.00693,2.5200,40.1400,89.50,-999.00,-999.00,0,0.17,1.69,2.64,2.17,2.75,41.78,40.43,38.21,89.38,89.66,90.17,89.59,89.33,89.50
0:06:12,2,0.98,115.0,8.00,9.02,0.00821,2.3767,40.1233,89.54,-999.00,-999.00,0,0.15,1.54,2.58,1.91,2.64,41.78,40.42,38.17,89.40,89.68,90.19,89.59,89.39,89.52
0:07:02,2,0.98,115.0,8.00,8.96,0.00947,2.2333,40.0767,89.50,-999.00,-999.00,0,0.11,1.40,2.53,1.59,2.58,41.74,40.39,38.10,89.38,89.66,90.17,89.59,89.34,89.50
0:07:52,2,0.98,115.0,7.90,8.89,0.01073,2.0800,40.0333,89.50,-999.00,-999.00,0,0.06,1.25,2.44,1.27,2.53,41.67,40.37,38.06,89.38,89.66,90.17,89.59,89.34,89.50
0:08:43,2,0.98,115.0,7.90,8.87,0.01190,1.8900,39.9833,89.50,-999.00,-999.00,0,0.01,1.06,2.33,0.93,2.41,41.66,40.33,37.96,89.38,89.66,90.16,89.59,89.33,89.50
0:09:33,2,0.97,115.1,7.90,8.84,0.01315,1.7000,39.9233,89.50,-999.00,-999.00,0,0.03,0.87,2.20,0.59,2.31,41.61,40.26,37.90,89.39,89.66,90.16,89.59,89.33,89.50
0:10:23,2,0.97,115.1,7.80,8.80,0.01439,1.4733,39.8567,89.50,-999.00,-999.00,0,0.31,1.11,2.04,0.26,2.12,41.55,40.21,37.81,89.40,89.67,90.17,89.60,89.34,89.50
0:11:13,2,0.97,115.1,7.80,8.76,0.01563,1.2500,39.7867,89.51,-999.00,-999.00,0,0.38,1.34,1.90,-0.10,1.95,41.51,40.15,37.70,89.40,89.68,90.16,89.63,89.33,89.50
0:12:03,2,0.97,115.1,7.80,8.73,0.01686,1.0133,39.7200,89.51,-999.00,-999.00,0,0.45,1.57,1.71,-0.43,1.76,41.45,40.08,37.63,89.40,89.69,90.18,89.65,89.33,89.50
0:12:54,2,0.97,115.1,7.80,8.70,0.01809,0.7867,39.6333,89.51,-999.00,-999.00,0,0.54,1.80,1.54,-0.76,1.58,41.37,40.01,37.52,89.40,89.69,90.16,89.65,89.33,89.52
0:13:44,2,0.97,115.1,7.70,8.66,0.01931,0.5467,39.5567,89.51,-999.00,-999.00,0,0.61,2.04,1.37,-1.11,1.38,41.31,39.95,37.41,89.43,89.69,90.18,89.65,89.33,89.53
0:14:34,2,0.97,115.0,7.70,8.64,0.02053,0.2867,39.4833,89.51,-999.00,-999.00,0,0.69,2.30,1.17,-1.47,1.16,41.26,39.87,37.32,89.45,89.69,90.18,89.65,89.33,89.53
0:15:25,2,0.97,115.0,7.70,8.61,0.02175,0.0167,39.4000,89.51,-999.00,-999.00,0,0.47,1.53,0.96,-1.83,0.92,41.20,39.79,37.21,89.46,89.69,90.18,89.65,89.33,89.52
0:16:15,2,0.97,115.0,7.70,8.59,0.02296,-0.2433,39.2800,89.54,-999.00,-999.00,0,0.61,1.81,0.75,-2.18,0.70,41.08,39.68,37.08,89.46,89.73,90.19,89.65,89.36,89.53
0:17:06,2,0.97,115.0,7.60,8.55,0.02417,-0.5133,39.1967,89.54,-999.00,-999.00,0,0.69,2.08,0.55,-2.52,0.43,41.04,39.60,36.95,89.46,89.72,90.19,89.67,89.37,89.53
0:17:56,2,0.97,115.0,7.60,8.55,0.02537,-0.7733,39.1033,89.55,-999.00,-999.00,0,0.79,2.34,0.30,-2.84,0.22,40.92,39.52,36.87,89.46,89.72,90.19,89.67,89.38,89.53
