TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:26:49,2,0.54,114.8,9.400,5.86,0.0261,-999.00,42.54,90.30,-999.00,-999.00,0,42.03,40.03,45.56,90.1100,90.2300,90.2700,89.9900,90.3700,90.3700
0:27:39,2,0.54,114.8,9.400,5.82,0.0269,-999.00,42.53,90.29,-999.00,-999.00,0,42.02,40.02,45.55,90.1100,90.2200,90.2700,89.9700,90.3700,90.3700
0:28:29,2,0.54,114.8,9.400,5.80,0.0277,-999.00,42.53,90.33,-999.00,-999.00,0,42.02,40.02,45.55,90.1100,90.2700,90.2700,90.0000,90.3900,90.3900
0:29:19,2,0.54,114.8,9.400,5.80,0.0285,-999.00,42.53,90.33,-999.00,-999.00,0,42.02,40.01,45.55,90.1100,90.2800,90.2700,89.9900,90.3900,90.3700
0:30:10,2,0.54,114.8,9.400,5.80,0.0294,-999.00,42.53,90.32,-999.00,-999.00,0,42.02,40.02,45.55,90.1100,90.2300,90.2700,89.9600,90.4000,90.4000
0:31:00,2,0.54,114.8,9.400,5.80,0.0302,-999.00,42.54,90.31,-999.00,-999.00,0,42.02,40.03,45.56,90.1100,90.2200,90.2700,89.9600,90.4000,90.4100
0:31:50,2,0.54,114.8,9.400,5.79,0.0310,-999.00,42.53,90.33,-999.00,-999.00,0,42.02,40.02,45.55,90.1100,90.2300,90.2700,89.9900,90.4300,90.4500
0:32:40,2,0.54,114.8,9.400,5.82,0.0318,-999.00,42.53,90.35,-999.00,-999.00,0,42.02,40.01,45.56,90.1100,90.2600,90.2700,89.9900,90.4400,90.4500
0:33:31,2,0.54,114.8,9.400,5.79,0.0326,-999.00,42.53,90.33,-999.00,-999.00,0,42.02,40.01,45.55,90.1100,90.2200,90.2700,89.9400,90.4500,90.4500
0:34:21,2,0.54,114.8,9.400,5.80,0.0335,-999.00,42.55,90.31,-999.00,-999.00,0,42.02,40.04,45.58,90.1200,90.2000,90.2400,89.9300,90.4200,90.4100
0:35:11,2,0.54,114.8,9.400,5.79,0.0342,-999.00,42.53,90.35,-999.00,-999.00,0,42.02,40.01,45.57,90.1200,90.2700,90.3300,89.9700,90.4300,90.4200
0:36:01,2,0.54,114.8,9.400,5.82,0.0350,-999.00,42.54,90.32,-999.00,-999.00,0,42.02,40.04,45.55,90.1200,90.2300,90.2800,89.9600,90.4200,90.4200
0:36:52,2,0.54,114.8,9.400,5.87,0.0358,-999.00,42.53,90.36,-999.00,-999.00,0,42.02,40.02,45.55,90.1100,90.2700,90.3300,89.9600,90.4500,90.4400
0:37:42,2,0.54,114.8,9.400,5.82,0.0367,-999.00,42.53,90.33,-999.00,-999.00,0,42.02,40.01,45.57,90.1100,90.2200,90.3200,89.9800,90.4500,90.5000
0:38:32,2,0.54,114.8,9.400,5.81,0.0375,-999.00,42.55,90.33,-999.00,-999.00,0,42.02,40.05,45.58,90.1200,90.2200,90.3000,89.9600,90.4400,90.4300
0:39:22,2,0.54,114.8,9.400,5.79,0.0383,-999.00,42.53,90.35,-999.00,-999.00,0,42.02,40.01,45.56,90.1200,90.2500,90.3200,89.9800,90.4500,90.4800
0:40:12,2,0.54,114.8,9.400,5.79,0.0391,-999.00,42.54,90.33,-999.00,-999.00,0,42.02,40.02,45.58,90.1600,90.2200,90.3000,89.9800,90.4500,90.4800
0:41:03,2,0.54,114.8,9.400,5.80,0.0399,-999.00,42.53,90.33,-999.00,-999.00,0,42.01,40.01,45.58,90.1300,90.2200,90.3000,89.9500,90.4500,90.5000
0:41:53,2,0.54,114.8,9.400,5.78,0.0407,-999.00,42.54,90.35,-999.00,-999.00,0,42.02,40.02,45.58,90.1500,90.2100,90.2800,89.9300,90.4900,90.5000
0:42:43,2,0.54,114.8,9.400,5.87,0.0415,-999.00,42.54,90.33,-999.00,-999.00,0,42.02,40.01,45.58,90.1500,90.2200,90.2900,89.9500,90.4500,90.5000
0:43:33,2,0.53,114.8,9.400,5.77,0.0423,-999.00,42.54,90.32,-999.00,-999.00,0,42.02,40.01,45.58,90.1500,90.2000,90.2500,89.9300,90.4300,90.4600
0:44:24,2,0.54,114.8,9.400,5.80,0.0431,-999.00,42.53,90.32,-999.00,-999.00,0,42.02,40.01,45.57,90.1200,90.2000,90.2500,89.9300,90.4300,90.4500
0:45:14,2,0.54,114.8,9.400,5.79,0.0440,-999.00,42.51,90.32,-999.00,-999.00,0,42.02,39.98,45.53,90.1200,90.1900,90.2400,89.9200,90.4600,90.4200
0:46:04,2,0.54,114.8,9.400,5.79,0.0448,-999.00,42.54,90.31,-999.00,-999.00,0,42.02,40.02,45.58,90.1200,90.1900,90.2400,89.9200,90.4200,90.4200
0:46:54,2,0.54,114.8,9.400,5.80,0.0456,-999.00,42.53,90.31,-999.00,-999.00,0,42.00,40.01,45.57,90.1200,90.1900,90.2400,89.9200,90.4200,90.4200
0:47:45,2,0.53,114.8,9.400,5.77,0.0464,-999.00,42.55,90.29,-999.00,-999.00,0,42.02,40.04,45.58,90.1200,90.1800,90.2300,89.8900,90.4100,90.4100
0:48:35,2,0.54,114.8,9.400,5.81,0.0472,-999.00,42.53,90.32,-999.00,-999.00,0,42.02,40.02,45.56,90.1200,90.2000,90.2500,89.9200,90.4300,90.4000
0:49:25,2,0.54,114.8,9.400,5.87,0.0480,-999.00,42.51,90.29,-999.00,-999.00,0,42.00,40.00,45.52,90.1200,90.1700,90.2300,89.8800,90.4000,90.3800
0:50:15,2,0.53,114.8,9.400,5.77,0.0488,-999.00,42.50,90.31,-999.00,-999.00,0,42.02,39.97,45.52,90.1100,90.2000,90.2500,89.9200,90.4200,90.4200
0:51:05,2,0.54,114.8,9.400,5.78,0.0496,-999.00,42.52,90.29,-999.00,-999.00,0,42.02,39.98,45.55,90.1100,90.1700,90.2300,89.8900,90.4000,90.3800
0:51:55,2,0.54,114.9,9.400,5.78,0.0505,-999.00,42.54,90.31,-999.00,-999.00,0,42.02,40.02,45.58,90.1100,90.1900,90.2800,89.9200,90.4200,90.4200
0:52:46,2,0.54,114.8,9.400,5.80,0.0513,-999.00,42.52,90.29,-999.00,-999.00,0,42.02,39.99,45.55,90.1100,90.1700,90.2400,89.9100,90.4000,90.3700
0:53:36,2,0.54,114.8,9.500,5.92,0.0521,-999.00,42.52,90.29,-999.00,-999.00,0,42.02,39.97,45.56,90.1100,90.1900,90.2200,89.9100,90.3800,90.3900
0:54:26,2,0.54,114.8,9.400,5.84,0.0529,-999.00,42.53,90.29,-999.00,-999.00,0,42.03,40.00,45.55,90.1100,90.1700,90.2200,89.9000,90.4000,90.3700
0:55:17,2,0.54,114.8,9.400,5.78,0.0537,-999.00,42.54,90.28,-999.00,-999.00,0,42.03,40.02,45.56,90.1100,90.1800,90.2300,89.8800,90.3800,90.3700
0:56:07,2,0.54,114.8,9.400,5.80,0.0545,-999.00,42.53,90.27,-999.00,-999.00,0,42.04,40.01,45.55,90.1100,90.1700,90.2200,89.9000,90.3700,90.3700
0:56:57,2,0.53,114.8,9.400,5.76,0.0553,-999.00,42.53,90.27,-999.00,-999.00,0,42.05,39.98,45.56,90.1000,90.1700,90.2200,89.9000,90.3700,90.3700
0:57:47,2,0.53,114.9,9.400,5.75,0.0561,-999.00,42.53,90.28,-999.00,-999.00,0,42.02,40.02,45.55,90.1000,90.1800,90.2300,89.9200,90.3700,90.3700
0:58:38,2,0.54,114.9,9.400,5.80,0.0569,-999.00,42.54,90.26,-999.00,-999.00,0,42.06,40.01,45.55,90.1100,90.1700,90.2200,89.9100,90.3600,90.3500
0:59:28,2,0.54,114.8,9.400,5.80,0.0577,-999.00,42.53,90.25,-999.00,-999.00,0,42.06,40.01,45.53,90.1100,90.1700,90.2200,89.9100,90.3400,90.3400
1:00:18,2,0.53,114.8,9.400,5.74,0.0585,-999.00,42.53,90.25,-999.00,-999.00,0,42.07,40.01,45.52,90.0900,90.1600,90.2100,89.9200,90.3400,90.3100
1:01:08,2,0.54,114.8,9.400,5.80,0.0594,-999.00,42.54,90.25,-999.00,-999.00,0,42.07,40.01,45.55,90.1000,90.1700,90.2000,89.8900,90.3400,90.3400
1:01:59,2,0.53,114.8,9.400,5.76,0.0602,-999.00,42.54,90.24,-999.00,-999.00,0,42.07,40.01,45.54,90.0900,90.1600,90.2100,89.9100,90.3100,90.3100
1:02:49,2,0.53,114.8,9.400,5.75,0.0610,-999.00,42.54,90.23,-999.00,-999.00,0,42.07,40.01,45.55,90.0900,90.1500,90.1900,89.9200,90.3100,90.3100
1:03:39,2,0.54,114.9,9.400,5.86,0.0618,-999.00,42.54,90.23,-999.00,-999.00,0,42.07,40.01,45.55,90.0900,90.1500,90.1900,89.9100,90.3100,90.3100
1:04:30,2,0.54,114.9,9.400,5.80,0.0626,-999.00,42.54,90.23,-999.00,-999.00,0,42.07,40.03,45.53,90.0900,90.1500,90.1900,89.9100,90.3000,90.3100
1:05:20,2,0.53,114.9,9.400,5.76,0.0634,-999.00,42.54,90.23,-999.00,-999.00,0,42.07,40.01,45.55,90.0900,90.1500,90.1900,89.9100,90.3100,90.3000
1:06:11,2,0.53,114.9,9.400,5.76,0.0642,-999.00,42.54,90.24,-999.00,-999.00,0,42.07,40.01,45.54,90.0800,90.1600,90.1900,89.9200,90.3100,90.3100
1:07:01,2,0.54,114.9,9.400,5.79,0.0650,-999.00,42.54,90.23,-999.00,-999.00,0,42.07,40.01,45.55,90.0800,90.1500,90.1900,89.9100,90.3100,90.3200
1:07:51,2,0.54,114.8,9.400,5.83,0.0658,-999.00,42.54,90.23,-999.00,-999.00,0,42.07,40.01,45.55,90.0800,90.1500,90.1900,89.9100,90.3100,90.3100
1:08:41,2,0.54,114.9,9.400,5.86,0.0666,-999.00,42.54,90.24,-999.00,-999.00,0,42.07,40.01,45.54,90.0800,90.1700,90.1900,89.9100,90.3100,90.3100
1:09:32,2,0.54,114.8,9.400,5.84,0.0675,-999.00,42.54,90.24,-999.00,-999.00,0,42.07,40.01,45.55,90.0800,90.1500,90.2000,89.9100,90.3300,90.3100
1:10:22,2,0.54,114.8,9.400,5.88,0.0683,-999.00,42.54,90.25,-999.00,-999.00,0,42.07,40.01,45.55,90.1000,90.1600,90.2100,89.9100,90.3400,90.3600
1:11:12,2,0.54,114.8,9.400,5.83,0.0691,-999.00,42.55,90.27,-999.00,-999.00,0,42.08,40.01,45.55,90.1000,90.1700,90.2000,89.9200,90.3700,90.3400
1:12:02,2,0.54,114.8,9.400,5.84,0.0699,-999.00,42.55,90.27,-999.00,-999.00,0,42.08,40.02,45.55,90.1100,90.1700,90.2200,89.9100,90.3700,90.3600
1:12:53,2,0.54,114.8,9.400,5.85,0.0708,-999.00,42.55,90.26,-999.00,-999.00,0,42.08,40.03,45.55,90.1100,90.1600,90.2000,89.9100,90.3600,90.3400
1:13:43,2,0.54,114.8,9.400,5.83,0.0716,-999.00,42.55,90.27,-999.00,-999.00,0,42.08,40.01,45.55,90.1100,90.1700,90.2200,89.9100,90.3700,90.3300
1:14:33,2,0.54,114.8,9.400,5.86,0.0724,-999.00,42.55,90.24,-999.00,-999.00,0,42.09,40.02,45.55,90.1000,90.1500,90.1800,89.8900,90.3400,90.3300
1:15:23,2,0.54,114.8,9.400,5.84,0.0732,-999.00,42.54,90.25,-999.00,-999.00,0,42.08,40.01,45.54,90.0900,90.1400,90.1500,89.8600,90.3600,90.3100
1:16:13,2,0.54,114.8,9.400,5.80,0.0740,-999.00,42.55,90.24,-999.00,-999.00,0,42.08,40.01,45.55,90.0900,90.1400,90.1900,89.8700,90.3400,90.3200
1:17:04,2,0.54,114.9,9.400,5.85,0.0748,-999.00,42.55,90.23,-999.00,-999.00,0,42.08,40.01,45.55,90.0900,90.1400,90.1500,89.8700,90.3200,90.3200
1:17:54,2,0.54,114.8,9.400,5.82,0.0757,-999.00,42.55,90.23,-999.00,-999.00,0,42.10,40.01,45.55,90.0900,90.1400,90.1700,89.8600,90.3200,90.3100
1:18:44,2,0.54,114.9,9.400,5.80,0.0765,-999.00,42.56,90.24,-999.00,-999.00,0,42.07,40.04,45.57,90.0800,90.1300,90.1600,89.8600,90.3500,90.3100
1:19:34,2,0.54,114.8,9.400,5.84,0.0773,-999.00,42.54,90.25,-999.00,-999.00,0,42.05,40.02,45.55,90.1000,90.1200,90.1600,89.8900,90.3800,90.3500
1:20:25,2,0.54,114.8,9.400,5.84,0.0781,-999.00,42.56,90.23,-999.00,-999.00,0,42.09,40.03,45.56,90.0900,90.0800,90.1300,89.8500,90.3700,90.3700
1:21:15,2,0.54,114.9,9.500,5.86,0.0789,-999.00,42.56,90.26,-999.00,-999.00,0,42.07,40.04,45.56,90.1100,90.1200,90.1700,89.8800,90.3900,90.3900
1:22:05,2,0.54,114.8,9.400,5.84,0.0797,-999.00,42.57,90.24,-999.00,-999.00,0,42.09,40.05,45.56,90.0900,90.0900,90.1400,89.8600,90.3900,90.3300
1:22:56,2,0.54,114.8,9.400,5.80,0.0805,-999.00,42.55,90.26,-999.00,-999.00,0,42.04,40.06,45.56,90.1000,90.1000,90.1500,89.8400,90.4200,90.3800
1:23:47,2,0.54,114.8,9.400,5.82,0.0814,-999.00,42.56,90.24,-999.00,-999.00,0,42.07,40.04,45.57,90.0900,90.0900,90.1400,89.8500,90.3900,90.3700
1:24:37,2,0.54,114.8,9.400,5.81,0.0822,-999.00,42.54,90.26,-999.00,-999.00,0,42.04,40.04,45.55,90.1000,90.1100,90.1600,89.8500,90.4200,90.3800
1:25:27,2,0.54,114.7,9.400,5.78,0.0830,-999.00,42.54,90.23,-999.00,-999.00,0,42.05,40.01,45.55,90.0900,90.0800,90.1200,89.8400,90.3700,90.3100
1:26:17,2,0.54,114.7,9.400,5.81,0.0838,-999.00,42.53,90.23,-999.00,-999.00,0,42.02,40.01,45.55,90.0800,90.0800,90.1200,89.8400,90.3700,90.3100
1:27:07,2,0.54,114.8,9.400,5.79,0.0846,-999.00,42.56,90.23,-999.00,-999.00,0,42.07,40.06,45.55,90.0500,90.0800,90.1300,89.8400,90.3700,90.3100
1:27:58,2,0.54,114.8,9.400,5.81,0.0855,-999.00,42.54,90.23,-999.00,-999.00,0,42.04,40.01,45.56,90.0800,90.0800,90.1300,89.8400,90.3700,90.3100
1:28:48,2,0.54,114.8,9.400,5.80,0.0863,-999.00,42.53,90.23,-999.00,-999.00,0,42.04,40.01,45.55,90.0800,90.0800,90.1300,89.8400,90.3700,90.3100
1:29:38,2,0.54,114.8,9.500,5.91,0.0871,-999.00,42.56,90.23,-999.00,-999.00,0,42.05,40.04,45.58,90.0800,90.1000,90.1300,89.8400,90.3600,90.2900
1:30:29,2,0.54,114.8,9.400,5.79,0.0879,-999.00,42.54,90.26,-999.00,-999.00,0,42.04,40.02,45.56,90.0800,90.1400,90.1300,89.8500,90.3700,90.3000
1:31:19,2,0.54,114.8,9.400,5.79,0.0887,-999.00,42.53,90.24,-999.00,-999.00,0,42.02,40.02,45.56,90.0800,90.1400,90.1600,89.8500,90.3500,90.3100
1:32:09,2,0.53,114.8,9.400,5.76,0.0895,-999.00,42.56,90.24,-999.00,-999.00,0,42.05,40.06,45.56,90.0800,90.1400,90.1500,89.8500,90.3300,90.3000
1:32:59,2,0.54,114.8,9.400,5.78,0.0903,-999.00,42.54,90.24,-999.00,-999.00,0,42.04,40.03,45.56,90.0800,90.1300,90.1800,89.8500,90.3600,90.3000
1:33:49,2,0.53,114.8,9.400,5.77,0.0911,-999.00,42.54,90.24,-999.00,-999.00,0,42.02,40.04,45.57,90.0900,90.1300,90.1700,89.8900,90.3400,90.3000
1:34:39,2,0.54,114.8,9.500,5.89,0.0919,-999.00,42.54,90.25,-999.00,-999.00,0,42.03,40.02,45.56,90.1000,90.1500,90.1800,89.8900,90.3500,90.3000
1:35:30,2,0.54,114.8,9.400,5.79,0.0928,-999.00,42.54,90.26,-999.00,-999.00,0,42.04,40.03,45.56,90.1100,90.1600,90.1800,89.9100,90.3500,90.3000
1:36:20,2,0.53,114.8,9.400,5.77,0.0936,-999.00,42.54,90.23,-999.00,-999.00,0,42.04,40.03,45.56,90.1000,90.1500,90.2000,89.8800,90.3100,90.2900
1:37:10,2,0.54,114.8,9.400,5.78,0.0944,-999.00,42.55,90.24,-999.00,-999.00,0,42.03,40.04,45.57,90.1100,90.1700,90.1900,89.9100,90.3200,90.2900
1:38:01,2,0.54,114.8,9.500,5.87,0.0952,-999.00,42.55,90.23,-999.00,-999.00,0,42.04,40.05,45.55,90.0900,90.1600,90.1900,89.8900,90.2900,90.2800
1:38:51,2,0.54,114.8,9.400,5.79,0.0960,-999.00,42.54,90.23,-999.00,-999.00,0,42.02,40.03,45.57,90.1000,90.1700,90.1900,89.9100,90.2900,90.2800
1:39:41,2,0.55,114.8,9.400,5.89,0.0968,-999.00,42.56,90.23,-999.00,-999.00,0,42.05,40.06,45.58,90.1000,90.1700,90.2000,89.9200,90.2900,90.2900
1:40:31,2,0.54,114.8,9.400,5.82,0.0976,-999.00,42.56,90.27,-999.00,-999.00,0,42.06,40.06,45.56,90.1100,90.2400,90.2100,89.9300,90.3000,90.2900
1:41:22,2,0.54,114.8,9.400,5.82,0.0984,-999.00,42.55,90.26,-999.00,-999.00,0,42.05,40.05,45.56,90.1100,90.2100,90.2400,89.9300,90.3000,90.2700
1:42:12,2,0.53,114.8,9.500,5.81,0.0992,-999.00,42.54,90.29,-999.00,-999.00,0,42.02,40.05,45.55,90.1400,90.2700,90.2400,89.9600,90.3000,90.2900
1:43:02,2,0.54,114.8,9.400,5.81,0.1001,-999.00,42.55,90.28,-999.00,-999.00,0,42.03,40.06,45.56,90.1600,90.2800,90.2600,89.9900,90.2800,90.2800
1:43:52,2,0.54,114.8,9.400,5.80,0.1009,-999.00,42.55,90.24,-999.00,-999.00,0,42.05,40.06,45.55,90.1200,90.2300,90.2200,89.9400,90.2400,90.2400
1:44:42,2,0.54,114.8,9.400,5.82,0.1017,-999.00,42.56,90.24,-999.00,-999.00,0,42.05,40.06,45.58,90.1200,90.2800,90.2300,89.9400,90.2000,90.2100
1:45:33,2,0.54,114.8,9.400,5.85,0.1025,-999.00,42.55,90.26,-999.00,-999.00,0,42.05,40.05,45.56,90.1200,90.2800,90.2700,89.9600,90.2300,90.2500
1:46:23,2,0.54,114.8,9.400,5.86,0.1033,-999.00,42.53,90.26,-999.00,-999.00,0,42.03,40.02,45.54,90.1500,90.3000,90.2700,90.0100,90.2300,90.2900
1:47:13,2,0.54,114.8,9.400,5.80,0.1041,-999.00,42.55,90.29,-999.00,-999.00,0,42.03,40.06,45.56,90.1500,90.3300,90.3000,90.0400,90.2600,90.3000
1:48:03,2,0.54,114.8,9.400,5.79,0.1049,-999.00,42.55,90.30,-999.00,-999.00,0,42.03,40.06,45.55,90.1500,90.3100,90.3100,90.0500,90.2900,90.3100
1:48:53,2,0.54,114.8,9.400,5.83,0.1058,-999.00,42.53,90.33,-999.00,-999.00,0,42.03,40.02,45.54,90.1900,90.3600,90.3500,90.0700,90.3000,90.3600
1:49:44,2,0.54,114.8,9.400,5.85,0.1066,-999.00,42.53,90.34,-999.00,-999.00,0,42.03,40.03,45.53,90.2200,90.3800,90.3400,90.0700,90.3000,90.3600
1:50:34,2,0.54,114.8,9.400,5.83,0.1074,-999.00,42.53,90.32,-999.00,-999.00,0,42.03,40.02,45.55,90.1700,90.3600,90.3300,90.0500,90.2900,90.3200
1:51:24,2,0.54,114.9,9.400,5.87,0.1082,-999.00,42.52,90.33,-999.00,-999.00,0,42.01,40.00,45.54,90.1600,90.3800,90.3300,90.0700,90.2900,90.3100
1:52:15,2,0.54,114.8,9.400,5.80,0.1090,-999.00,42.53,90.33,-999.00,-999.00,0,42.03,40.02,45.55,90.1600,90.3600,90.3300,90.0700,90.3100,90.3700
1:53:05,2,0.54,114.9,9.400,5.81,0.1099,-999.00,42.55,90.33,-999.00,-999.00,0,42.04,40.04,45.57,90.1700,90.3600,90.3300,90.0700,90.3100,90.3800
1:53:55,2,0.54,114.8,9.400,5.83,0.1106,-999.00,42.54,90.33,-999.00,-999.00,0,42.04,40.03,45.56,90.2100,90.3600,90.3300,90.0500,90.3100,90.4000
1:54:45,2,0.54,114.8,9.400,5.82,0.1115,-999.00,42.55,90.34,-999.00,-999.00,0,42.03,40.04,45.57,90.2200,90.3600,90.3300,90.0500,90.3200,90.3900
1:55:36,2,0.54,114.9,9.400,5.81,0.1123,-999.00,42.53,90.35,-999.00,-999.00,0,42.02,40.02,45.55,90.2200,90.3600,90.3400,90.0500,90.3300,90.4000
1:56:27,2,0.54,114.8,9.400,5.79,0.1131,-999.00,42.53,90.35,-999.00,-999.00,0,42.02,40.01,45.55,90.2200,90.3500,90.3300,90.0500,90.3600,90.4000
1:57:17,2,0.54,114.8,9.400,5.80,0.1139,-999.00,42.54,90.35,-999.00,-999.00,0,42.03,40.02,45.56,90.1800,90.3500,90.3200,90.0400,90.3600,90.3900
