0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:00,1,0.04,115.1,0.30,0.01,0.77201,-1.6200,37.8733,90.13,-999.00,-999.00,0.000000,0.000000,0.000000,-4.07,-0.50,-0.29,39.38,38.59,35.65,89.81,89.95,90.32,90.72,90.32,90.34
0:00:50,1,0.04,115.1,0.30,0.01,0.00000,-1.5800,37.9233,90.15,-999.00,-999.00,0,999.00,999.00,-3.95,-0.50,-0.29,39.44,38.60,35.73,89.81,89.97,90.32,90.72,90.32,90.35
0:01:41,1,0.03,115.2,0.30,0.01,0.00000,-1.5433,37.9867,90.13,-999.00,-999.00,0,999.00,999.00,-3.79,-0.50,-0.34,39.50,38.62,35.84,89.81,89.95,90.32,90.67,90.32,90.34
0:02:31,1,0.03,115.1,0.30,0.01,0.00001,-1.4467,38.0800,90.13,-999.00,-999.00,0,999.00,999.00,-3.58,-0.48,-0.28,39.57,38.70,35.97,89.81,89.95,90.32,90.66,90.32,90.29
0:03:21,1,0.04,115.2,0.30,0.01,0.00001,-1.3767,38.1367,90.15,-999.00,-999.00,0,999.00,999.00,-3.41,-0.45,-0.27,39.62,38.73,36.06,89.84,89.99,90.34,90.67,90.32,90.34
0:04:12,1,0.04,115.2,0.30,0.01,0.00001,-1.2800,38.2133,90.15,-999.00,-999.00,0,999.00,999.00,-3.17,-0.41,-0.26,39.65,38.80,36.19,89.82,89.98,90.32,90.66,90.31,90.32
0:05:02,1,0.03,115.3,0.30,0.01,0.00001,-1.1967,38.3100,90.14,-999.00,-999.00,0,0.44,0.42,-2.99,-0.39,-0.21,39.76,38.86,36.31,89.79,89.98,90.30,90.64,90.30,90.31
0:05:52,1,0.04,115.3,0.30,0.01,0.00001,-1.0400,38.4233,90.12,-999.00,-999.00,0,0.55,0.58,-2.73,-0.28,-0.11,39.84,38.95,36.48,89.80,89.94,90.31,90.63,90.30,90.28
0:06:42,1,0.03,115.3,0.30,0.01,0.00002,-0.9400,38.5233,90.10,-999.00,-999.00,0,0.65,0.68,-2.49,-0.26,-0.07,39.93,39.03,36.61,89.81,89.95,90.32,90.64,90.26,90.28
0:07:32,1,0.04,115.1,0.30,0.01,0.00002,-0.8133,38.6300,90.10,-999.00,-999.00,0,0.76,0.81,-2.29,-0.16,0.01,40.04,39.11,36.74,89.81,89.95,90.32,90.59,90.26,90.28
0:08:23,1,0.03,115.1,0.30,0.01,0.00002,-0.6900,38.7167,90.10,-999.00,-999.00,0,0.84,0.93,-2.06,-0.09,0.08,40.11,39.17,36.87,89.81,89.95,90.30,90.58,90.26,90.26
