0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:06,1,0.03,115.2,0.30,0.01,0.00000,-3.7800,36.3767,90.36,-999.00,-999.00,0,1.26,1.97,-5.51,-3.00,-2.83,38.37,36.76,34.00,90.49,90.56,90.41,90.19,90.16,89.91
0:00:51,1,0.03,114.9,0.30,0.01,0.00000,-3.8133,36.3467,90.36,-999.00,-999.00,0,0.58,0.87,-5.50,-3.05,-2.89,38.34,36.72,33.98,90.46,90.55,90.41,90.19,90.16,89.94
0:01:41,1,0.03,114.9,0.30,0.01,0.00000,-3.7767,36.3633,90.36,-999.00,-999.00,0,0.56,0.83,-5.38,-3.05,-2.90,38.34,36.74,34.01,90.46,90.56,90.39,90.20,90.17,89.94
0:02:32,1,0.03,114.9,0.30,0.01,0.00001,-3.7733,36.4333,90.38,-999.00,-999.00,0,0.49,0.83,-5.31,-3.06,-2.95,38.41,36.77,34.12,90.45,90.58,90.35,90.21,90.18,89.93
0:03:22,1,0.03,114.9,0.30,0.01,0.00001,-3.7467,36.4400,90.38,-999.00,-999.00,0,0.48,0.80,-5.20,-3.09,-2.95,38.40,36.77,34.15,90.45,90.57,90.38,90.21,90.18,89.93
0:04:13,1,0.03,114.9,0.30,0.01,0.00001,-3.7167,36.5367,90.35,-999.00,-999.00,0,0.39,0.77,-5.08,-3.11,-2.96,38.49,36.85,34.27,90.45,90.53,90.35,90.21,90.18,89.93
0:05:03,1,0.03,114.9,0.30,0.01,0.00001,-3.6933,36.6100,90.35,-999.00,-999.00,0,0.23,0.09,-4.97,-3.12,-2.99,38.56,36.90,34.37,90.44,90.52,90.35,90.21,90.17,89.93
0:05:53,1,0.03,114.8,0.30,0.01,0.00001,-3.6167,36.7000,90.35,-999.00,-999.00,0,0.32,0.16,-4.81,-3.09,-2.95,38.64,36.99,34.47,90.40,90.52,90.33,90.18,90.18,89.92
0:06:44,1,0.03,114.8,0.30,0.01,0.00002,-3.5567,36.7867,90.35,-999.00,-999.00,0,0.41,0.22,-4.67,-3.05,-2.95,38.69,37.07,34.60,90.39,90.52,90.33,90.21,90.18,89.92
0:07:34,1,0.03,114.8,0.30,0.01,0.00002,-3.5433,36.8733,90.33,-999.00,-999.00,0,0.50,0.24,-4.55,-3.09,-2.99,38.78,37.13,34.71,90.38,90.50,90.33,90.18,90.16,89.90
0:08:25,1,0.03,114.8,0.30,0.01,0.00002,-3.4167,36.9700,90.32,-999.00,-999.00,0,0.59,0.36,-4.33,-3.02,-2.90,38.86,37.22,34.83,90.36,90.50,90.30,90.21,90.15,89.88
0:09:15,1,0.03,114.8,0.30,0.01,0.00002,-3.3433,37.0333,90.32,-999.00,-999.00,0,0.66,0.44,-4.18,-2.96,-2.89,38.91,37.27,34.92,90.35,90.50,90.27,90.20,90.15,89.87
0:10:06,1,0.03,114.7,0.30,0.01,0.00002,-3.2667,37.1300,90.29,-999.00,-999.00,0,0.51,0.40,-4.01,-2.93,-2.86,38.98,37.37,35.04,90.34,90.44,90.27,90.16,90.15,89.87
0:10:56,1,0.03,114.7,0.30,0.01,0.00002,-3.1300,37.2633,90.30,-999.00,-999.00,0,0.64,0.53,-3.76,-2.82,-2.81,39.10,37.48,35.21,90.34,90.45,90.23,90.16,90.15,89.86
0:11:46,1,0.03,114.8,0.30,0.01,0.00003,-3.0100,37.3800,90.29,-999.00,-999.00,0,0.75,0.65,-3.56,-2.76,-2.71,39.21,37.59,35.34,90.33,90.44,90.22,90.15,90.14,89.85
0:12:37,1,0.04,114.8,0.30,0.01,0.00003,-2.8700,37.4733,90.27,-999.00,-999.00,0,0.85,0.79,-3.34,-2.65,-2.62,39.28,37.66,35.48,90.31,90.42,90.22,90.15,90.13,89.85
0:13:27,1,0.04,114.8,0.30,0.01,0.00003,-2.7700,37.5967,90.25,-999.00,-999.00,0,0.98,0.89,-3.15,-2.58,-2.58,39.40,37.78,35.61,90.31,90.41,90.19,90.15,90.09,89.85
0:14:17,1,0.03,114.8,0.30,0.01,0.00003,-2.6533,37.6967,90.27,-999.00,-999.00,0,1.08,1.01,-2.92,-2.51,-2.53,39.48,37.88,35.73,90.32,90.41,90.21,90.15,90.13,89.86
0:15:08,1,0.03,114.8,0.30,0.01,0.00003,-2.4967,37.8100,90.24,-999.00,-999.00,0,0.68,0.75,-2.69,-2.39,-2.41,39.57,37.98,35.88,90.30,90.39,90.19,90.14,90.09,89.84
0:15:58,1,0.03,114.7,0.30,0.01,0.00004,-2.3633,37.9367,90.26,-999.00,-999.00,0,0.82,0.87,-2.48,-2.27,-2.34,39.68,38.09,36.04,90.29,90.39,90.20,90.14,90.12,89.86
0:16:49,1,0.03,114.8,0.30,0.01,0.00004,-2.1633,38.0400,90.24,-999.00,-999.00,0,0.91,1.08,-2.18,-2.11,-2.20,39.76,38.18,36.18,90.27,90.38,90.18,90.14,90.10,89.85
0:17:39,1,0.03,114.8,0.30,0.01,0.00004,-2.0400,38.1533,90.22,-999.00,-999.00,0,1.03,1.20,-1.96,-2.01,-2.15,39.85,38.31,36.30,90.25,90.36,90.13,90.14,90.09,89.84
0:18:30,1,0.03,114.8,0.30,0.01,0.00004,-1.8467,38.2833,90.21,-999.00,-999.00,0,1.16,1.40,-1.71,-1.85,-1.98,39.96,38.41,36.48,90.25,90.36,90.13,90.14,90.07,89.79
0:19:20,1,0.03,114.7,0.30,0.01,0.00004,-1.6900,38.4000,90.22,-999.00,-999.00,0,1.27,1.53,-1.47,-1.72,-1.88,40.08,38.51,36.61,90.27,90.37,90.15,90.09,90.07,89.81
0:20:10,1,0.03,114.7,0.30,0.01,0.00005,-1.5333,38.5233,90.21,-999.00,-999.00,0,0.72,0.98,-1.23,-1.59,-1.78,40.17,38.64,36.76,90.24,90.34,90.13,90.08,90.07,89.79
0:20:46,2,0.98,114.7,8.70,9.85,0.00028,-1.3633,38.6233,90.21,-999.00,-999.00,0,0.82,1.16,-0.97,-1.47,-1.65,40.26,38.73,36.88,90.25,90.36,90.14,90.08,90.07,89.80
0:20:52,2,0.98,114.7,8.70,9.85,0.00028,-1.3633,38.6233,90.21,-999.00,-999.00,0,0.82,1.16,-0.97,-1.47,-1.65,40.26,38.73,36.88,90.25,90.36,90.14,90.08,90.07,89.80
0:20:52,2,0.98,114.7,8.70,9.85,0.00028,-1.3633,38.6233,90.21,-999.00,-999.00,0,0.82,1.16,-0.97,-1.47,-1.65,40.26,38.73,36.88,90.25,90.36,90.14,90.08,90.07,89.80
0:21:42,2,0.98,114.8,8.60,9.72,0.00169,-0.9167,38.6800,90.22,-999.00,-999.00,0,0.88,1.60,-0.34,-1.07,-1.34,40.31,38.80,36.93,90.27,90.37,90.15,90.08,90.07,89.81
0:22:33,2,0.98,114.9,7.90,8.84,0.00298,-0.6200,38.7000,90.20,-999.00,-999.00,0,0.90,1.91,0.03,-0.78,-1.11,40.32,38.80,36.98,90.27,90.33,90.14,90.08,90.07,89.81
0:23:23,2,0.98,114.9,7.90,8.85,0.00423,-0.4733,38.7367,90.22,-999.00,-999.00,0,0.93,2.05,0.10,-0.60,-0.92,40.37,38.85,36.99,90.29,90.36,90.19,90.07,90.08,89.79
0:24:13,2,0.98,114.9,7.90,8.90,0.00548,-0.3867,38.6967,90.21,-999.00,-999.00,0,0.89,2.14,0.10,-0.45,-0.81,40.34,38.82,36.93,90.26,90.35,90.17,90.06,90.07,89.79
0:25:03,2,0.98,114.9,7.90,8.91,0.00673,-0.3900,38.6800,90.21,-999.00,-999.00,0,0.17,1.16,-0.05,-0.39,-0.73,40.34,38.83,36.87,90.28,90.35,90.17,90.07,90.06,89.82
0:25:53,2,0.98,114.8,7.90,8.88,0.00799,-0.4100,38.6033,90.21,-999.00,-999.00,0,0.10,1.14,-0.21,-0.33,-0.69,40.28,38.76,36.77,90.25,90.36,90.18,90.05,90.07,89.79
0:26:43,2,0.98,114.8,7.90,8.85,0.00915,-0.4567,38.5767,90.18,-999.00,-999.00,0,0.07,1.09,-0.38,-0.32,-0.67,40.26,38.76,36.71,90.24,90.33,90.12,90.05,90.04,89.78
0:27:34,2,0.98,114.9,7.80,8.79,0.01039,-0.5367,38.4967,90.21,-999.00,-999.00,0,0.01,1.01,-0.62,-0.32,-0.67,40.20,38.69,36.60,90.28,90.36,90.16,90.05,90.06,89.79
0:28:24,2,0.98,114.9,7.80,8.79,0.01163,-0.6433,38.4200,90.19,-999.00,-999.00,0,0.09,0.91,-0.84,-0.39,-0.70,40.14,38.62,36.50,90.25,90.35,90.13,90.05,90.03,89.79
0:29:14,2,0.98,114.9,7.80,8.73,0.01287,-0.7733,38.3600,90.17,-999.00,-999.00,0,0.15,0.78,-1.11,-0.47,-0.74,40.11,38.58,36.39,90.24,90.31,90.13,90.05,90.03,89.79
0:30:05,2,0.98,114.9,7.80,8.73,0.01410,-0.8633,38.2633,90.21,-999.00,-999.00,0,0.39,0.48,-1.32,-0.51,-0.76,40.03,38.50,36.26,90.25,90.34,90.13,90.04,90.07,89.79
0:30:55,2,0.98,114.9,7.80,8.69,0.01532,-1.0267,38.1733,90.20,-999.00,-999.00,0,0.48,0.64,-1.60,-0.62,-0.86,39.96,38.40,36.16,90.25,90.33,90.13,90.00,90.07,89.79
0:31:46,2,0.98,114.8,7.70,8.67,0.01655,-1.1800,38.0600,90.19,-999.00,-999.00,0,0.60,0.79,-1.90,-0.70,-0.94,39.85,38.31,36.02,90.26,90.31,90.14,90.01,90.07,89.80
0:32:36,2,0.98,114.8,7.70,8.64,0.01777,-1.3500,37.9633,90.18,-999.00,-999.00,0,0.69,0.96,-2.16,-0.84,-1.05,39.77,38.23,35.89,90.26,90.31,90.14,90.00,90.04,89.79
0:33:26,2,0.97,114.8,7.70,8.63,0.01898,-1.5367,37.8533,90.19,-999.00,-999.00,0,0.80,1.15,-2.47,-0.98,-1.16,39.68,38.13,35.75,90.28,90.31,90.14,90.01,90.07,89.80
0:34:17,2,0.97,114.8,7.70,8.60,0.02020,-1.7233,37.7433,90.21,-999.00,-999.00,0,0.91,1.34,-2.75,-1.13,-1.29,39.57,38.03,35.63,90.32,90.34,90.17,90.04,90.08,89.83
0:35:07,2,0.98,114.8,7.70,8.58,0.02141,-1.8900,37.6333,90.21,-999.00,-999.00,0,0.63,1.02,-3.01,-1.29,-1.37,39.49,37.92,35.49,90.33,90.35,90.18,90.04,90.08,89.85
0:35:57,2,0.98,114.8,7.70,8.57,0.02261,-2.0667,37.5100,90.20,-999.00,-999.00,0,0.76,1.20,-3.27,-1.42,-1.51,39.41,37.79,35.33,90.32,90.33,90.15,90.02,90.07,89.82
0:36:47,2,0.97,114.9,7.60,8.53,0.02374,-2.2333,37.3800,90.22,-999.00,-999.00,0,0.89,1.36,-3.51,-1.56,-1.63,39.27,37.70,35.17,90.32,90.36,90.16,90.04,90.09,89.85
