0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC18,TC19,TC20,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FA1,FA2,FA3,FA4,FA5,FA1_B,FA2_B,FA3_B,FA4_B,FA5_B,Frzr Door Top,Frzr Door Mid,Frzr Door Bottom,RoomTemp,Humidity
0:00:00,1,0.36,115.2,0.40,0.17,0.00000,-5.72,-5.95,-999.00,-6.81,-999.00,0,-6.39,-5.31,-5.45,-6.32,-5.11,-6.05,-6.60,-7.17,-5.47,-4.48,-6.32,-7.01,-7.09,90.37,31.8
0:00:51,1,0.35,115.2,0.40,0.17,0.00002,-5.65,-5.87,-999.00,-6.64,-999.00,0,-6.27,-5.25,-5.39,-6.25,-5.10,-5.89,-6.49,-7.10,-5.41,-4.46,-6.02,-6.89,-7.02,90.37,31.2
0:01:41,1,0.36,115.2,0.40,0.17,0.00005,-5.57,-5.77,-999.00,-6.43,-999.00,0,-6.13,-5.17,-5.32,-6.19,-5.04,-5.73,-6.36,-7.04,-5.32,-4.40,-5.67,-6.74,-6.88,90.37,30.8
0:02:31,1,0.35,115.2,0.40,0.16,0.00007,-5.56,-5.73,-999.00,-6.29,-999.00,0,-6.05,-5.18,-5.32,-6.18,-5.08,-5.62,-6.30,-7.03,-5.28,-4.40,-5.39,-6.65,-6.83,90.37,30.3
0:03:21,1,0.35,115.2,0.40,0.16,0.00009,-5.51,-5.65,-999.00,-6.11,-999.00,0,-5.96,-5.14,-5.32,-6.10,-5.03,-5.49,-6.17,-6.98,-5.22,-4.39,-5.08,-6.54,-6.72,90.37,29.9
0:04:11,1,0.35,115.2,0.40,0.16,0.00011,-5.46,-5.58,-999.00,-5.92,-999.00,0,-5.84,-5.12,-5.27,-6.05,-5.02,-5.36,-6.05,-6.95,-5.19,-4.34,-4.75,-6.41,-6.61,90.37,29.7
0:05:02,1,0.35,115.2,0.40,0.16,0.00014,-5.40,-5.50,-999.00,-5.76,-999.00,0,-5.76,-5.07,-5.21,-5.99,-4.97,-5.18,-5.97,-6.87,-5.14,-4.33,-4.45,-6.31,-6.53,90.37,29.7
0:05:52,1,0.35,115.2,0.40,0.16,0.00016,-5.34,-5.42,-999.00,-5.58,-999.00,0,-5.65,-5.00,-5.17,-5.93,-4.96,-5.04,-5.86,-6.84,-5.06,-4.28,-4.15,-6.16,-6.42,90.37,29.8
0:06:43,1,0.36,115.2,0.40,0.17,0.00018,-5.30,-5.34,-999.00,-5.38,-999.00,0,-5.57,-4.96,-5.16,-5.88,-4.92,-4.92,-5.72,-6.78,-5.00,-4.27,-3.81,-6.03,-6.29,90.37,31.2
