0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FA MID,CA MID,Current Leakage (mA),RoomTemp,Humidity
0:00:00,2,0.98,114.9,9.20,10.30,0.00000,4.21,40.71,-999.00,-999.00,-999.00,0,4.21,40.71,0.06475,109.93,28.4,111.57
0:00:50,2,0.98,114.7,10.20,11.54,0.00148,5.47,41.51,-999.00,-999.00,-999.00,0,5.47,41.51,0.06475,109.93,28.3,111.57
0:01:40,2,0.98,114.8,10.10,11.37,0.00310,5.92,41.69,-999.00,-999.00,-999.00,0,5.92,41.69,0.06475,109.93,28.6,111.57
0:02:30,2,0.98,114.8,10.00,11.27,0.00469,6.17,41.76,-999.00,-999.00,-999.00,0,6.17,41.76,0.06475,109.93,28.3,111.57
0:03:20,2,0.98,114.8,10.00,11.28,0.00628,6.52,41.70,-999.00,-999.00,-999.00,0,6.52,41.70,0.06475,109.93,28.3,111.57
0:04:10,2,0.98,114.8,10.00,11.24,0.00787,6.70,41.67,-999.00,-999.00,-999.00,0,6.70,41.67,0.06475,109.93,28.3,111.57
0:05:00,2,0.98,114.8,9.90,11.11,0.00944,6.73,41.70,-999.00,-999.00,-999.00,0,6.73,41.70,0.06475,109.93,28.2,111.57
0:05:51,2,0.98,114.8,9.80,11.05,0.01100,6.70,41.70,-999.00,-999.00,-999.00,0,6.70,41.70,0.06475,110.13,28.1,111.57
0:06:41,2,0.98,114.8,9.80,11.02,0.01256,6.72,41.72,-999.00,-999.00,-999.00,0,6.72,41.72,0.06475,110.13,28.2,111.57
0:07:32,2,0.98,114.8,9.80,10.98,0.01410,6.68,41.76,-999.00,-999.00,-999.00,0,6.68,41.76,0.06475,110.13,28.2,111.57
0:08:02,2,0.98,114.8,9.70,10.91,0.01492,6.63,41.75,-999.00,-999.00,-999.00,0,6.63,41.75,0.06475,110.13,28.1,111.57
0:08:02,2,0.98,114.8,9.70,10.91,0.01492,6.63,41.75,-999.00,-999.00,-999.00,0,6.63,41.75,0.06475,110.13,28.1,111.57
0:08:02,2,0.98,114.8,9.70,10.91,0.01492,6.63,41.75,-999.00,-999.00,-999.00,0,6.63,41.75,0.06475,110.13,28.1,111.57
0:08:08,2,0.98,114.8,10.00,10.92,0.01513,6.58,41.73,-999.00,-999.00,-999.00,0,6.58,41.73,0.06475,110.13,28.1,111.57
0:08:08,2,0.98,114.8,10.00,10.92,0.01513,6.58,41.73,-999.00,-999.00,-999.00,0,6.58,41.73,0.06475,110.13,28.1,111.57
0:08:08,2,0.98,114.8,10.00,10.92,0.01513,6.58,41.73,-999.00,-999.00,-999.00,0,6.58,41.73,0.06475,110.13,28.1,111.57
0:08:58,2,0.98,114.7,9.90,11.17,0.01669,6.59,42.40,-999.00,-999.00,-999.00,0,6.59,42.40,0.06475,110.13,28.2,111.57
0:09:48,2,0.98,114.7,9.90,11.17,0.01826,6.60,42.53,-999.00,-999.00,-999.00,0,6.60,42.53,0.06475,110.13,28.1,111.57
0:10:38,2,0.98,114.7,9.90,11.10,0.01984,6.49,42.52,-999.00,-999.00,-999.00,0,6.49,42.52,0.06475,110.13,28.1,111.57
0:11:28,2,0.98,114.7,9.90,11.09,0.02140,6.58,42.49,-999.00,-999.00,-999.00,0,6.58,42.49,0.06475,110.13,28.1,111.57
0:12:19,2,0.98,115.0,9.80,11.08,0.02297,6.40,42.39,-999.00,-999.00,-999.00,0,6.40,42.39,0.06475,110.13,28.2,111.57
0:13:09,2,0.98,115.1,9.80,11.01,0.02452,6.25,42.40,-999.00,-999.00,-999.00,0,6.25,42.40,0.06475,110.13,28.2,111.57
0:13:59,2,0.98,115.1,9.70,10.91,0.02596,6.05,42.39,-999.00,-999.00,-999.00,0,6.05,42.39,0.06475,110.13,28.2,111.57
0:14:50,2,0.98,115.1,9.60,10.85,0.02749,6.03,42.37,-999.00,-999.00,-999.00,0,6.03,42.37,0.06475,110.13,28.2,111.57
0:15:40,2,0.98,115.1,9.60,10.78,0.02902,5.96,42.36,-999.00,-999.00,-999.00,0,5.96,42.36,0.06475,110.13,28.1,111.57
0:16:04,2,0.98,115.1,9.50,10.75,0.02973,5.83,42.31,-999.00,-999.00,-999.00,0,5.83,42.31,0.06475,110.13,28.1,111.57
0:16:04,2,0.98,115.1,9.50,10.75,0.02973,5.83,42.31,-999.00,-999.00,-999.00,0,5.83,42.31,0.06475,110.13,28.1,111.57
0:16:04,2,0.98,115.1,9.50,10.75,0.02973,5.83,42.31,-999.00,-999.00,-999.00,0,5.83,42.31,0.06475,110.13,28.1,111.57
0:16:10,2,0.98,115.1,9.90,10.77,0.02993,5.76,42.31,-999.00,-999.00,-999.00,0,5.76,42.31,0.06475,110.13,28.1,111.57
0:16:10,2,0.98,115.1,9.90,10.77,0.02993,5.76,42.31,-999.00,-999.00,-999.00,0,5.76,42.31,0.06475,110.13,28.1,111.57
0:16:10,2,0.98,115.1,9.90,10.77,0.02993,5.76,42.31,-999.00,-999.00,-999.00,0,5.76,42.31,0.06475,110.13,28.1,111.57
0:17:00,2,0.98,114.8,9.80,11.06,0.03149,5.57,42.98,-999.00,-999.00,-999.00,0,5.57,42.98,0.06475,110.13,28.1,111.57
0:17:50,2,0.98,114.8,9.90,11.09,0.03304,5.64,43.04,-999.00,-999.00,-999.00,0,5.64,43.04,0.06475,110.13,28.0,111.57
0:18:40,2,0.98,114.8,9.80,11.06,0.03461,5.50,43.01,-999.00,-999.00,-999.00,0,5.50,43.01,0.06475,110.13,28.0,111.57
0:19:30,2,0.98,114.9,9.80,11.02,0.03617,5.40,42.91,-999.00,-999.00,-999.00,0,5.40,42.91,0.06475,110.13,28.0,111.57
0:20:21,2,0.98,115.1,9.70,10.99,0.03771,5.32,42.91,-999.00,-999.00,-999.00,0,5.32,42.91,0.06475,110.13,28.0,111.57
0:21:11,2,0.98,115.1,9.70,10.93,0.03916,5.25,42.90,-999.00,-999.00,-999.00,0,5.25,42.90,0.06475,110.13,28.0,111.57
0:22:02,2,0.98,115.1,9.70,10.89,0.04070,5.06,42.83,-999.00,-999.00,-999.00,0,5.06,42.83,0.06475,110.13,28.0,111.57
0:22:52,2,0.98,115.2,9.60,10.81,0.04223,4.96,42.80,-999.00,-999.00,-999.00,0,4.96,42.80,0.06475,110.13,28.0,111.57
0:23:42,2,0.98,115.1,9.50,10.74,0.04374,4.77,42.77,-999.00,-999.00,-999.00,0,4.77,42.77,0.06475,110.13,28.1,111.57
0:24:06,2,0.98,115.1,9.50,10.72,0.04445,4.73,42.75,-999.00,-999.00,-999.00,0,4.73,42.75,0.06475,110.13,28.0,111.57
0:24:06,2,0.98,115.1,9.50,10.72,0.04445,4.73,42.75,-999.00,-999.00,-999.00,0,4.73,42.75,0.06475,110.13,28.0,111.57
0:24:06,2,0.98,115.1,9.50,10.72,0.04445,4.73,42.75,-999.00,-999.00,-999.00,0,4.73,42.75,0.06475,110.13,28.0,111.57
0:24:12,2,0.98,115.2,9.90,10.73,0.04465,4.69,42.73,-999.00,-999.00,-999.00,0,4.69,42.73,0.06475,110.13,28.0,111.57
0:24:12,2,0.98,115.2,9.90,10.73,0.04465,4.69,42.73,-999.00,-999.00,-999.00,0,4.69,42.73,0.06475,110.13,28.0,111.57
0:24:12,2,0.98,115.2,9.90,10.73,0.04465,4.69,42.73,-999.00,-999.00,-999.00,0,4.69,42.73,0.06475,110.13,28.0,111.57
0:25:02,2,0.98,115.1,9.80,11.06,0.04620,4.64,43.30,-999.00,-999.00,-999.00,0,4.64,43.30,0.06475,110.13,28.0,111.57
0:25:52,2,0.98,115.0,9.80,11.04,0.04776,4.72,43.39,-999.00,-999.00,-999.00,0,4.72,43.39,0.06475,110.13,27.9,111.57
0:26:43,2,0.98,115.0,9.80,11.06,0.04931,4.68,43.38,-999.00,-999.00,-999.00,0,4.68,43.38,0.06475,110.13,28.0,111.57
0:27:33,2,0.98,115.1,9.80,11.05,0.05087,4.48,43.24,-999.00,-999.00,-999.00,0,4.48,43.24,0.06475,110.13,28.0,111.57
0:28:23,2,0.98,115.1,9.70,11.00,0.05231,4.61,43.21,-999.00,-999.00,-999.00,0,4.61,43.21,0.06475,110.13,28.0,111.57
0:29:13,2,0.98,115.1,9.60,10.85,0.05385,4.46,43.22,-999.00,-999.00,-999.00,0,4.46,43.22,0.06475,110.13,28.0,111.57
0:30:03,2,0.98,115.1,9.60,10.87,0.05538,4.33,43.18,-999.00,-999.00,-999.00,0,4.33,43.18,0.06475,110.13,28.0,111.57
0:30:54,2,0.98,115.1,9.50,10.76,0.05690,4.22,43.13,-999.00,-999.00,-999.00,0,4.22,43.13,0.06475,110.13,28.0,111.57
0:31:44,2,0.98,115.1,9.50,10.76,0.05842,4.05,43.07,-999.00,-999.00,-999.00,0,4.05,43.07,0.06475,110.13,28.0,111.57
0:32:34,2,0.98,115.1,10.50,11.80,0.05997,5.84,43.52,-999.00,-999.00,-999.00,0,5.84,43.52,0.06475,110.13,27.9,111.57
0:33:24,2,0.98,115.1,10.30,11.71,0.06163,6.35,43.73,-999.00,-999.00,-999.00,0,6.35,43.73,0.06475,110.13,28.1,111.57
0:34:14,2,0.98,115.1,10.30,11.59,0.06326,6.53,43.76,-999.00,-999.00,-999.00,0,6.53,43.76,0.06475,110.13,27.8,111.57
0:35:05,2,0.98,115.1,10.10,11.46,0.06478,6.47,43.67,-999.00,-999.00,-999.00,0,6.47,43.67,0.06475,110.13,27.8,111.57
0:35:55,2,0.98,115.0,10.00,11.34,0.06638,6.67,43.65,-999.00,-999.00,-999.00,0,6.67,43.65,0.06475,110.13,27.9,111.57
0:36:45,2,0.98,115.0,10.00,11.29,0.06798,6.55,43.60,-999.00,-999.00,-999.00,0,6.55,43.60,0.06475,110.13,27.9,111.57
0:37:35,2,0.98,115.0,9.90,11.23,0.06956,6.61,43.58,-999.00,-999.00,-999.00,0,6.61,43.58,0.06475,110.13,27.9,111.57
