0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,HAUXINPUT,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FA MID,CA MID,Current Leakage (mA),RoomTemp,Humidity
0:00:00,1,0.04,115.1,0.30,0.01,0.00000,1.84,38.07,-999.00,-999.00,-999.00,0,1.84,38.07,0.06475,70.05,29.9,111.57
0:00:50,1,0.04,115.2,0.30,0.01,0.00001,2.61,38.27,-999.00,-999.00,-999.00,0,2.61,38.27,0.06475,70.05,30.2,111.57
0:01:41,1,0.04,115.1,0.30,0.01,0.00002,2.68,38.33,-999.00,-999.00,-999.00,0,2.68,38.33,0,70.05,29.9,111.57
0:02:31,1,0.04,115.1,0.30,0.01,0.00002,2.91,38.37,-999.00,-999.00,-999.00,0,2.91,38.37,0.06475,70.05,29.9,111.57
0:03:22,1,0.04,115.1,0.30,0.01,0.00002,2.97,38.46,-999.00,-999.00,-999.00,0,2.97,38.46,0,70.05,29.9,111.57
0:04:12,1,0.04,115.1,0.30,0.01,0.00002,3.21,38.53,-999.00,-999.00,-999.00,0,3.21,38.53,0,70.05,29.9,111.57
0:05:02,1,0.04,115.1,0.30,0.01,0.00002,3.17,38.55,-999.00,-999.00,-999.00,0,3.17,38.55,0,70.05,29.9,111.57
0:05:52,1,0.04,115.1,0.30,0.01,0.00003,3.40,38.62,-999.00,-999.00,-999.00,0,3.40,38.62,0.06475,70.05,30.0,111.57
0:06:42,1,0.04,115.1,0.30,0.01,0.00003,3.50,38.70,-999.00,-999.00,-999.00,0,3.50,38.70,0.06475,70.05,29.9,111.57
0:07:33,1,0.04,115.0,0.30,0.01,0.00003,3.69,38.74,-999.00,-999.00,-999.00,0,3.69,38.74,0.06475,70.05,30.1,111.57
0:08:02,1,0.04,115.0,0.30,0.01,0.00003,3.79,38.78,-999.00,-999.00,-999.00,0,3.79,38.78,0,70.05,30.1,111.57
0:08:02,1,0.04,115.0,0.30,0.01,0.00003,3.79,38.78,-999.00,-999.00,-999.00,0,3.79,38.78,0,70.05,30.1,111.57
