0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:00,1,0.04,115.2,0.30,0.01,0.36670,-1.1633,36.0800,89.54,-999.00,-999.00,0.000000,0.000000,0.000000,-3.16,0.52,-0.85,38.17,36.50,33.57,89.02,89.69,90.24,89.51,89.39,89.53
0:00:50,1,0.04,115.3,0.30,0.01,0.00000,-0.4167,36.3333,89.49,-999.00,-999.00,0,999.00,999.00,-2.51,1.41,-0.15,38.36,36.76,33.88,89.02,89.66,90.19,89.47,89.32,89.50
0:01:40,1,0.04,115.2,0.30,0.01,0.00000,0.3267,36.5633,89.50,-999.00,-999.00,0,999.00,999.00,-1.83,2.29,0.52,38.53,36.96,34.20,89.03,89.66,90.19,89.46,89.33,89.50
0:02:22,2,0.98,115.0,9.30,10.48,0.00020,0.9700,36.7633,89.49,-999.00,-999.00,0,999.00,999.00,-1.23,3.03,1.11,38.70,37.16,34.43,89.02,89.66,90.19,89.46,89.32,89.50
0:02:27,2,0.98,115.0,9.30,10.48,0.00020,0.9700,36.7633,89.49,-999.00,-999.00,0,999.00,999.00,-1.23,3.03,1.11,38.70,37.16,34.43,89.02,89.66,90.19,89.46,89.32,89.50
0:02:27,2,0.98,115.0,9.30,10.48,0.00020,0.9700,36.7633,89.49,-999.00,-999.00,0,999.00,999.00,-1.23,3.03,1.11,38.70,37.16,34.43,89.02,89.66,90.19,89.46,89.32,89.50
0:03:17,2,0.98,114.8,9.10,10.29,0.00169,2.1567,36.8700,89.49,-999.00,-999.00,0,999.00,999.00,-0.23,4.53,2.17,38.79,37.21,34.61,89.07,89.66,90.17,89.46,89.32,89.50
0:04:07,2,0.98,114.8,8.60,9.65,0.00308,2.9733,36.9233,89.49,-999.00,-999.00,0,999.00,999.00,0.58,5.37,2.97,38.86,37.29,34.62,89.07,89.66,90.17,89.46,89.32,89.50
0:04:58,2,0.98,114.9,8.60,9.65,0.00444,3.5267,36.9733,89.49,-999.00,-999.00,0,999.00,999.00,1.23,5.78,3.57,38.94,37.37,34.61,89.09,89.66,90.17,89.46,89.31,89.50
0:05:48,2,0.98,114.9,8.60,9.61,0.00570,3.8100,37.0233,89.50,-999.00,-999.00,0,0.94,4.97,1.64,5.87,3.92,39.00,37.43,34.64,89.10,89.66,90.17,89.46,89.33,89.50
0:06:38,2,0.98,114.8,8.50,9.55,0.00705,4.0500,37.0600,89.49,-999.00,-999.00,0,0.98,5.21,2.05,5.85,4.25,39.01,37.48,34.69,89.10,89.66,90.16,89.46,89.31,89.50
0:07:28,2,0.98,114.8,8.40,9.46,0.00839,4.1467,37.1000,89.49,-999.00,-999.00,0,1.02,5.31,2.36,5.66,4.42,39.05,37.50,34.75,89.10,89.66,90.16,89.46,89.31,89.50
0:08:18,2,0.98,114.8,8.40,9.41,0.00972,4.1300,37.1100,89.49,-999.00,-999.00,0,1.03,5.29,2.54,5.35,4.50,39.06,37.51,34.76,89.12,89.66,90.17,89.47,89.31,89.50
0:09:08,2,0.98,114.8,8.30,9.34,0.01104,4.0500,37.1100,89.49,-999.00,-999.00,0,1.03,5.21,2.65,4.99,4.51,39.06,37.51,34.76,89.16,89.66,90.18,89.50,89.32,89.50
0:09:59,2,0.98,115.2,8.20,9.27,0.01235,3.9067,37.0700,89.49,-999.00,-999.00,0,0.99,5.08,2.73,4.55,4.44,39.01,37.47,34.73,89.16,89.66,90.16,89.51,89.31,89.50
0:10:49,2,0.98,115.2,8.20,9.22,0.01365,3.7367,37.0500,89.49,-999.00,-999.00,0,0.08,0.20,2.77,4.10,4.34,39.00,37.46,34.69,89.17,89.66,90.16,89.51,89.32,89.50
0:11:39,2,0.98,115.3,8.20,9.18,0.01495,3.5167,36.9767,89.46,-999.00,-999.00,0,0.00,0.02,2.72,3.65,4.18,38.92,37.39,34.62,89.17,89.63,90.14,89.48,89.29,89.47
0:12:30,2,0.98,115.2,8.10,9.12,0.01624,3.2700,36.9533,89.43,-999.00,-999.00,0,0.02,0.27,2.66,3.15,4.00,38.90,37.37,34.59,89.16,89.60,90.12,89.46,89.26,89.44
