System Date,System Time,Elapsed Time (sec),Software Elapsed Time (sec),2C01,2C02,2C03,2C04,2C05,2C07,2C08,2C09,2C10,2C11,2C12,2C13,2C14,2C15,2C16,2C17,2C18,2C19,2C20,N/A,N/A,N/A,N/A
11/28/2018,10:47:25.675,0.000000,0.000000,-0.028438,-0.000247,-0.031510,-0.052729,-0.004492,0.057780,0.072290,0.052691,-0.034819,-0.072833,-0.085885,-0.014225,0.031058,0.064419,0.047957,-0.211909,-0.036452,0.021871,-0.113461,,,,
11/28/2018,10:47:29.452,3.777323,0.000000,0.113016,-0.000231,-0.049167,-0.065049,0.052169,0.041269,-0.070783,-0.028901,0.077493,0.001286,-0.080478,-0.027551,0.077417,0.002206,-0.078165,0.015553,-0.201702,0.167032,-0.105274,,,,
11/28/2018,10:47:32.845,7.170881,0.000000,-0.010023,-0.000231,0.020831,0.073350,0.040204,-0.074716,-0.024231,0.074184,-0.006257,-0.083297,0.015785,0.063386,-0.020777,-0.076793,0.036062,-0.121292,0.043797,0.095694,0.033428,,,,
11/28/2018,10:47:36.233,10.558194,0.000000,0.066340,-0.000215,-0.065113,-0.030407,0.075410,0.055252,-0.060841,-0.041355,0.070256,0.022908,-0.081355,-0.000705,0.071510,-0.025302,-0.073022,0.019873,-0.181505,-0.100497,-0.056726,,,,
11/28/2018,10:47:39.608,13.933719,0.000000,0.008850,-0.000242,-0.034835,0.080182,-0.019847,-0.072957,0.032484,0.055612,-0.059270,-0.048979,0.056371,0.033264,-0.081608,-0.021084,0.075803,-0.213691,-0.058958,-0.109897,-0.107845,,,,
11/28/2018,10:47:42.972,17.297224,0.000000,-0.007128,-0.000253,0.017124,0.033286,0.001399,-0.080693,0.014590,0.065743,-0.043507,-0.056430,0.055537,0.035454,-0.073247,-0.057646,0.053649,-0.214501,-0.011707,-0.125234,-0.272663,,,,
11/28/2018,10:47:46.322,20.647816,0.000000,0.051631,-0.000247,-0.093616,0.075653,0.024188,-0.079515,-0.000296,0.069713,-0.031392,-0.065640,0.018840,0.065641,-0.039462,-0.056629,0.056209,-0.240315,-0.016640,-0.118213,0.115351,,,,
11/28/2018,10:47:49.696,24.021174,0.000000,-0.016011,-0.000264,0.031661,-0.108566,-0.071494,0.046671,0.045170,-0.070714,-0.032764,0.075884,0.012487,-0.082942,0.010604,0.078482,0.003309,-0.135656,-0.029616,-0.121832,-0.163576,,,,
11/28/2018,10:47:53.063,27.388258,0.000000,-0.058862,-0.000247,0.103822,-0.060788,-0.047031,0.068788,0.024339,-0.080252,-0.012686,0.077358,0.016732,-0.082097,0.004724,0.070461,-0.026491,0.084750,0.107814,-0.273473,-0.167086,,,,
11/28/2018,10:47:56.401,30.726059,0.000000,0.018308,-0.000242,-0.005676,0.098469,-0.005326,-0.072220,0.023618,0.067416,0.018819,-0.083405,-0.010808,0.072629,-0.025146,-0.073398,0.035717,-0.066262,0.019009,-0.136952,-0.051432,,,,
11/28/2018,10:47:59.776,34.100392,0.000000,-0.040877,-0.000253,0.090065,-0.073780,-0.043303,0.070256,0.024565,-0.080925,-0.003755,0.074872,-0.002373,-0.074985,0.027179,0.062386,-0.049899,0.102390,-0.104712,-0.236859,-0.074147,,,,
11/28/2018,10:48:03.114,37.439153,0.000000,0.002394,-0.000247,0.054768,0.065119,-0.048828,-0.053810,-0.020078,0.074361,-0.014020,-0.076621,0.028788,0.055548,-0.058598,-0.050404,0.063058,-0.161848,0.071608,-0.254788,-0.241395,,,,
11/28/2018,10:48:06.463,40.788006,0.000000,0.032355,-0.000231,-0.009307,0.073361,0.043276,-0.073296,-0.021998,0.075771,-0.002238,-0.080231,0.020040,0.064021,-0.016436,-0.071246,0.037859,-0.125126,0.041691,-0.191712,-0.159904,,,,
11/28/2018,10:48:09.812,44.137635,0.000000,0.056791,-0.000242,-0.090033,0.078316,0.014025,-0.081409,0.004761,0.067819,-0.035470,-0.065361,0.007596,0.068497,-0.033130,-0.062278,0.050598,-0.215095,0.074849,-0.224330,-0.149265,,,,
11/28/2018,10:48:13.159,47.484900,0.000000,0.017490,-0.000237,-0.032441,0.056091,-0.038994,-0.063101,-0.029563,0.073861,0.001388,-0.083039,0.007532,0.065619,-0.040371,-0.058221,0.051082,-0.152883,0.053247,-0.211207,-0.193332,,,,
