Elapsed Time,Board Address,UpperElement,LowerElement,Compressor,Fan,SetPoint,T2(TankSensor),T3A(EvapIn),T3B(EvapOut),T4(CompressorDischarge),T5(Ambient),Current,Voltage,EEV,Hex,Com Err Count,Vrms,Irms,P(kWatts),Energy(Wh),Pres_HI1 (P1),Pres_HI2 (P2),Pres_LOW (P3),HEATER_TOP,HEATER_BOT,T_Shell,Tc_1,Tc_2,Tc_3,Tc_4,Tc_5,Tc_6,Tc_down,T_Shell_2,T_Shell_3,T_Shell_4,RTD_IN,RTD_OUT,RTD_AMB,WATT_HOURS,GALLONS,FLOW(GPM),T_Shell_Raw,Tc_1_Raw,Tc_2_Raw,Tc_3_Raw,Tc_4_Raw,Tc_5_Raw,Tc_6_Raw,Tc_down_Raw,T_Shell_2_Raw,T_Shell_3_Raw,T_Shell_4_Raw,UE Relay,LE Relay
41.656250,128,0,0,1,0,140,119.600000,64.700000,66.600000,116.300000,72.500000,2.600000,242.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAC_0x02_0x87_0x02_0x9A_0x04_0x8B_0x02_0xD5_0x1A_0x00_0xF2_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.620000,0.002104,0.502000,9.000000,-97.92,-125.42,-40.11,1.00,1.00,214745087.90,121.30,121.30,121.40,121.20,121.10,121.30,118.20,285.40,560.00,-214738534.30,117.60,114.30,66.40,9.00,50.97,0.00,214745087.900000,121.300000,121.300000,121.400000,121.200000,121.100000,121.300000,118.200000,285.400000,560.000000,-214738534.300000,0,0
MSG: ,Run, t =,41.955078
MSG: ,SetMode, t =,41.960937
MSG: ,Stabilize, t =,45.303711
6931.972656,128,0,0,0,0,140,139.800000,77.900000,78.400000,104.800000,87.600000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x0B_0x03_0x10_0x04_0x18_0x03_0x6C_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.430000,0.000021,0.005000,967.000000,-113.42,-101.55,-55.74,1.00,1.00,214745087.90,141.10,141.70,141.80,141.40,140.40,138.60,78.00,-214738534.30,-214738534.30,-214738534.30,108.90,96.80,68.30,967.00,0.00,0.00,214745087.900000,141.100000,141.700000,141.800000,141.400000,140.400000,138.600000,78.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
6941.973633,128,0,0,0,0,140,139.800000,77.900000,78.200000,104.500000,88.000000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x0B_0x03_0x0E_0x04_0x15_0x03_0x70_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.670000,0.000021,0.005000,967.000000,-102.92,-115.42,-44.49,1.00,1.00,214745087.90,141.20,141.80,141.80,141.40,140.50,138.60,78.00,-129.20,-214738534.30,-214738534.30,107.80,97.00,68.30,967.00,0.00,0.00,214745087.900000,141.200000,141.800000,141.800000,141.400000,140.500000,138.600000,78.000000,-129.200000,-214738534.300000,-214738534.300000,0,0
6951.973633,128,0,0,0,0,140,139.800000,77.900000,78.100000,104.300000,87.800000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x0B_0x03_0x0D_0x04_0x13_0x03_0x6E_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.130000,0.000017,0.004000,967.000000,-96.92,-127.30,-36.11,1.00,1.00,214745087.90,141.20,141.70,141.80,141.40,140.40,138.60,78.00,63.70,550.50,-214738534.30,107.20,97.00,68.30,967.00,0.00,0.00,214745087.900000,141.200000,141.700000,141.800000,141.400000,140.400000,138.600000,78.000000,63.700000,550.500000,-214738534.300000,0,0
6961.973633,128,0,0,0,0,140,139.800000,77.600000,78.100000,104.300000,87.800000,0.000000,241.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x08_0x03_0x0D_0x04_0x13_0x03_0x6E_0x00_0x00_0xF1_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,238.950000,0.000013,0.003000,967.000000,-93.05,-130.30,-35.74,1.00,1.00,214745087.90,141.30,141.70,141.80,141.40,140.40,138.60,78.00,-214738534.30,-214738534.30,-214738534.30,107.20,97.50,68.30,967.00,0.00,0.00,214745087.900000,141.300000,141.700000,141.800000,141.400000,140.400000,138.600000,78.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
6971.973633,128,0,0,0,0,140,139.800000,77.600000,77.900000,104.000000,88.000000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x08_0x03_0x0B_0x04_0x10_0x03_0x70_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.400000,0.000008,0.002000,967.000000,-103.67,-114.92,-39.05,1.00,1.00,214745087.90,141.10,141.60,141.80,141.40,140.40,138.60,78.00,-214738534.30,-214738534.30,-214738534.30,107.20,97.40,68.20,967.00,0.00,0.00,214745087.900000,141.100000,141.600000,141.800000,141.400000,140.400000,138.600000,78.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
6981.973633,128,0,0,0,0,140,139.800000,77.600000,78.100000,104.000000,87.800000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x08_0x03_0x0D_0x04_0x10_0x03_0x6E_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.310000,0.000008,0.002000,967.000000,-105.30,-106.42,-44.80,1.00,1.00,214745087.90,140.80,141.60,141.80,141.40,140.40,138.60,78.00,-214738534.30,-214738534.30,-214738534.30,107.90,97.10,68.30,967.00,0.00,0.00,214745087.900000,140.800000,141.600000,141.800000,141.400000,140.400000,138.600000,78.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
6991.973633,128,0,0,0,0,140,139.800000,77.600000,77.800000,103.700000,87.600000,0.000000,241.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x08_0x03_0x0A_0x04_0x0D_0x03_0x6C_0x00_0x00_0xF1_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.190000,0.000013,0.003000,967.000000,-114.80,-96.42,-49.17,1.00,1.00,214745087.90,140.80,141.70,141.80,141.40,140.40,138.60,78.00,-147.90,-214738534.30,-214738534.30,106.90,96.80,68.30,967.00,0.00,0.00,214745087.900000,140.800000,141.700000,141.800000,141.400000,140.400000,138.600000,78.000000,-147.900000,-214738534.300000,-214738534.300000,0,0
7001.973633,128,0,0,0,0,140,139.800000,77.500000,77.600000,103.700000,87.800000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x07_0x03_0x08_0x04_0x0D_0x03_0x6E_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.310000,0.000017,0.004000,967.000000,-119.05,-90.17,-55.99,1.00,1.00,214745087.90,141.10,141.70,141.80,141.40,140.40,138.60,78.00,-214738534.30,188.40,-214738534.30,106.50,97.00,68.30,967.00,0.00,0.00,214745087.900000,141.100000,141.700000,141.800000,141.400000,140.400000,138.600000,78.000000,-214738534.300000,188.400000,-214738534.300000,0,0
7011.973633,128,0,0,0,0,140,139.700000,77.500000,77.800000,103.700000,87.800000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x75_0x03_0x07_0x03_0x0A_0x04_0x0D_0x03_0x6E_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.310000,0.000017,0.004000,967.000000,-121.67,-88.17,-57.05,1.00,1.00,214745087.90,141.00,141.70,141.80,141.40,140.40,138.60,77.90,-214738534.30,-214738534.30,-214738534.30,106.60,97.30,68.30,967.00,0.00,0.00,214745087.900000,141.000000,141.700000,141.800000,141.400000,140.400000,138.600000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7021.973633,128,0,0,0,0,140,139.800000,77.300000,77.800000,103.500000,87.800000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x05_0x03_0x0A_0x04_0x0B_0x03_0x6E_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.520000,0.000021,0.005000,967.000000,-108.42,-111.42,-46.86,1.00,1.00,214745087.90,141.10,141.70,141.80,141.40,140.40,138.60,78.00,-214738534.30,-214738534.30,-214738534.30,106.90,97.20,68.30,967.00,0.00,0.00,214745087.900000,141.100000,141.700000,141.800000,141.400000,140.400000,138.600000,78.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7031.973633,128,0,0,0,0,140,139.800000,77.200000,77.800000,103.200000,87.600000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x04_0x03_0x0A_0x04_0x08_0x03_0x6C_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,238.950000,0.000017,0.004000,967.000000,-95.92,-126.67,-35.74,1.00,1.00,214745087.90,141.00,141.70,141.80,141.40,140.40,138.60,77.90,42.00,448.60,-214738534.30,107.30,97.30,68.30,967.00,0.00,0.00,214745087.900000,141.000000,141.700000,141.800000,141.400000,140.400000,138.600000,77.900000,42.000000,448.600000,-214738534.300000,0,0
7041.973633,128,0,0,0,0,140,139.800000,77.000000,77.500000,103.200000,87.600000,0.000000,244.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x02_0x03_0x07_0x04_0x08_0x03_0x6C_0x00_0x00_0xF4_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.280000,0.000013,0.003000,967.000000,-98.92,-122.42,-36.17,1.00,1.00,214745087.90,141.10,141.70,141.80,141.40,140.40,138.60,77.90,-214738534.30,-214738534.30,-214738534.30,108.50,97.70,68.30,967.00,0.00,0.00,214745087.900000,141.100000,141.700000,141.800000,141.400000,140.400000,138.600000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7051.973633,128,0,0,0,0,140,139.800000,77.000000,77.500000,103.200000,87.600000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x02_0x03_0x07_0x04_0x08_0x03_0x6C_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.160000,0.000008,0.002000,967.000000,-117.05,-94.17,-49.74,1.00,1.00,214745087.90,141.20,141.60,141.80,141.40,140.40,138.60,77.90,-57.00,-214738534.30,-214738534.30,108.50,97.60,68.30,967.00,0.00,0.00,214745087.900000,141.200000,141.600000,141.800000,141.400000,140.400000,138.600000,77.900000,-57.000000,-214738534.300000,-214738534.300000,0,0
7061.974609,128,0,0,0,0,140,139.900000,77.000000,77.300000,103.000000,87.600000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x77_0x03_0x02_0x03_0x05_0x04_0x06_0x03_0x6C_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.130000,0.000017,0.004000,967.000000,-123.42,-91.92,-55.99,1.00,1.00,214745087.90,141.00,141.70,141.80,141.40,140.40,138.60,77.90,-214738534.30,-214738534.30,-214738534.30,108.80,97.40,68.30,967.00,0.00,0.00,214745087.900000,141.000000,141.700000,141.800000,141.400000,140.400000,138.600000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7071.974609,128,0,0,0,0,140,139.800000,77.000000,77.500000,103.000000,87.500000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x02_0x03_0x07_0x04_0x06_0x03_0x6B_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,238.740000,0.000021,0.005000,967.000000,-118.80,-91.05,-57.49,1.00,1.00,214745087.90,141.00,141.70,141.80,141.50,140.50,138.60,78.00,-214738534.30,-214738534.30,-214738534.30,108.50,97.50,68.30,967.00,0.00,0.00,214745087.900000,141.000000,141.700000,141.800000,141.500000,140.500000,138.600000,78.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7081.974609,128,0,0,0,0,140,139.800000,77.000000,77.500000,102.700000,87.500000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x03_0x02_0x03_0x07_0x04_0x03_0x03_0x6B_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.430000,0.000017,0.004000,967.000000,-111.42,-109.42,-49.80,1.00,1.00,214745087.90,140.90,141.70,141.80,141.40,140.40,138.50,77.90,-214738534.30,-214738534.30,-214738534.30,108.60,97.60,68.30,967.00,0.00,0.00,214745087.900000,140.900000,141.700000,141.800000,141.400000,140.400000,138.500000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7091.975586,128,0,0,0,0,140,139.700000,76.900000,77.300000,103.000000,87.500000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x75_0x03_0x01_0x03_0x05_0x04_0x06_0x03_0x6B_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.430000,0.000017,0.004000,967.000000,-99.42,-118.55,-43.67,1.00,1.00,214745087.90,141.00,141.70,141.80,141.40,140.40,138.50,77.90,204.70,-214738534.30,-214738534.30,108.60,97.40,68.30,967.00,0.00,0.00,214745087.900000,141.000000,141.700000,141.800000,141.400000,140.400000,138.500000,77.900000,204.700000,-214738534.300000,-214738534.300000,0,0
7101.975586,128,0,0,0,0,140,139.800000,76.700000,77.300000,102.500000,87.300000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x02_0xFF_0x03_0x05_0x04_0x01_0x03_0x69_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.340000,0.000021,0.005000,967.000000,-97.05,-127.55,-36.61,1.00,1.00,214745087.90,141.00,141.60,141.80,141.40,140.40,138.50,77.90,64.40,562.80,-214738534.30,108.70,97.60,68.40,967.00,0.00,0.00,214745087.900000,141.000000,141.600000,141.800000,141.400000,140.400000,138.500000,77.900000,64.400000,562.800000,-214738534.300000,0,0
7111.975586,128,0,0,0,0,140,139.800000,76.500000,77.000000,102.500000,87.600000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x02_0xFD_0x03_0x02_0x04_0x01_0x03_0x6C_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.130000,0.000017,0.004000,967.000000,-92.80,-126.55,-35.67,1.00,1.00,214745087.90,141.10,141.70,141.70,141.30,140.40,138.50,77.90,-284.20,-135.50,-72.70,108.50,97.70,68.40,967.00,0.00,0.00,214745087.900000,141.100000,141.700000,141.700000,141.300000,140.400000,138.500000,77.900000,-284.200000,-135.500000,-72.700000,0,0
7121.975586,128,0,0,0,0,140,139.800000,76.500000,77.200000,102.200000,87.100000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x02_0xFD_0x03_0x04_0x03_0xFE_0x03_0x67_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.100000,0.000013,0.003000,967.000000,-92.05,-128.80,-36.55,1.00,1.00,214745087.90,141.10,141.60,141.80,141.30,140.40,138.60,77.90,-214738534.30,-214738534.30,-214738534.30,108.50,97.90,68.40,967.00,0.00,0.00,214745087.900000,141.100000,141.600000,141.800000,141.300000,140.400000,138.600000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7131.974609,128,0,0,0,0,140,139.900000,76.300000,77.200000,101.900000,87.500000,0.000000,244.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x77_0x02_0xFB_0x03_0x04_0x03_0xFB_0x03_0x6B_0x00_0x00_0xF4_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.190000,0.000013,0.003000,967.000000,-95.55,-129.18,-35.49,1.00,1.00,214745087.90,141.20,141.70,141.80,141.40,140.40,138.60,77.90,-214738534.30,-214738534.30,-214738534.30,108.30,97.80,68.30,967.00,0.00,0.00,214745087.900000,141.200000,141.700000,141.800000,141.400000,140.400000,138.600000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7141.975586,128,0,0,0,0,140,139.700000,76.300000,77.000000,101.900000,87.300000,0.000000,242.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x75_0x02_0xFB_0x03_0x02_0x03_0xFB_0x03_0x69_0x00_0x00_0xF2_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,238.860000,0.000008,0.002000,967.000000,-97.80,-125.05,-35.67,1.00,1.00,214745087.90,141.50,141.60,141.70,141.40,140.40,138.60,77.90,-214738534.30,-214738534.30,-214738534.30,107.80,98.10,68.30,967.00,0.00,0.00,214745087.900000,141.500000,141.600000,141.700000,141.400000,140.400000,138.600000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7151.975586,128,0,0,0,0,140,139.700000,76.500000,77.200000,101.900000,87.100000,0.000000,245.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x75_0x02_0xFD_0x03_0x04_0x03_0xFB_0x03_0x67_0x00_0x00_0xF5_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.250000,0.000013,0.003000,967.000000,-95.92,-130.05,-35.42,1.00,1.00,214745087.90,141.30,141.70,141.70,141.40,140.40,138.50,77.90,-214738534.30,-214738534.30,-214738534.30,107.00,98.00,68.30,967.00,0.00,0.00,214745087.900000,141.300000,141.700000,141.700000,141.400000,140.400000,138.500000,77.900000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7161.974609,128,0,0,0,0,140,140.000000,76.300000,77.000000,101.700000,87.100000,0.000000,244.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x78_0x02_0xFB_0x03_0x02_0x03_0xF9_0x03_0x67_0x00_0x00_0xF4_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.220000,0.000013,0.003000,967.000000,-92.55,-128.43,-36.61,1.00,1.00,214745087.90,141.10,141.70,141.70,141.30,140.40,138.50,77.80,-214738534.30,-214738534.30,-214738534.30,106.70,97.80,68.30,967.00,0.00,0.00,214745087.900000,141.100000,141.700000,141.700000,141.300000,140.400000,138.500000,77.800000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7171.974609,128,0,0,0,0,140,139.900000,76.300000,76.900000,101.700000,86.900000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x77_0x02_0xFB_0x03_0x01_0x03_0xF9_0x03_0x65_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.130000,0.000013,0.003000,967.000000,-91.67,-127.42,-35.99,1.00,1.00,214745087.90,141.00,141.70,141.70,141.30,140.40,138.50,77.80,-214738534.30,-214738534.30,-214738534.30,106.40,97.90,68.20,967.00,0.00,0.00,214745087.900000,141.000000,141.700000,141.700000,141.300000,140.400000,138.500000,77.800000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
7181.974609,128,0,0,0,0,140,139.800000,76.300000,77.200000,101.700000,87.100000,0.000000,244.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x02_0xFB_0x03_0x04_0x03_0xF9_0x03_0x67_0x00_0x00_0xF4_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.370000,0.000017,0.004000,967.000000,-94.92,-125.80,-35.67,1.00,1.00,214745087.90,140.80,141.60,141.80,141.30,140.40,138.50,77.80,-114.60,-14.30,-225.90,105.40,98.00,68.20,967.00,0.00,0.00,214745087.900000,140.800000,141.600000,141.800000,141.300000,140.400000,138.500000,77.800000,-114.600000,-14.300000,-225.900000,0,0
7191.974609,128,0,0,0,0,140,139.900000,76.100000,76.700000,101.400000,87.100000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x77_0x02_0xF9_0x02_0xFF_0x03_0xF6_0x03_0x67_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.010000,0.000017,0.004000,967.000000,-95.80,-126.17,-35.55,1.00,1.00,214745087.90,140.80,141.60,141.80,141.30,140.40,138.50,77.80,-36.30,112.00,-214738534.30,105.00,98.20,68.20,967.00,0.00,0.00,214745087.900000,140.800000,141.600000,141.800000,141.300000,140.400000,138.500000,77.800000,-36.300000,112.000000,-214738534.300000,0,0
7201.974609,128,0,0,0,0,140,139.600000,76.100000,76.900000,101.200000,86.900000,0.000000,244.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x74_0x02_0xF9_0x03_0x01_0x03_0xF4_0x03_0x65_0x00_0x00_0xF4_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.220000,0.000017,0.004000,967.000000,-95.05,-127.80,-35.11,1.00,1.00,214745087.90,141.00,141.60,141.80,141.40,140.40,138.50,77.80,2.50,196.50,-214738534.30,105.50,98.30,68.10,967.00,0.00,0.00,214745087.900000,141.000000,141.600000,141.800000,141.400000,140.400000,138.500000,77.800000,2.500000,196.500000,-214738534.300000,0,0
7211.974609,128,0,0,0,0,140,139.600000,76.100000,76.500000,101.200000,86.900000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x74_0x02_0xF9_0x02_0xFD_0x03_0xF4_0x03_0x65_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,238.890000,0.000013,0.003000,967.000000,-94.42,-125.80,-35.80,1.00,1.00,214745087.90,141.00,141.60,141.70,141.30,140.40,138.50,77.80,-115.20,15.20,-138.00,105.50,98.10,68.20,967.00,0.00,0.00,214745087.900000,141.000000,141.600000,141.700000,141.300000,140.400000,138.500000,77.800000,-115.200000,15.200000,-138.000000,0,0
7221.974609,128,0,0,0,0,140,139.800000,76.100000,76.700000,101.200000,86.900000,0.000000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x02_0xF9_0x02_0xFF_0x03_0xF4_0x03_0x65_0x00_0x00_0xF3_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.070000,0.000017,0.004000,967.000000,-95.30,-126.05,-35.67,1.00,1.00,214745087.90,140.80,141.60,141.70,141.40,140.40,138.50,77.80,-64.50,61.60,-295.10,105.70,98.10,68.20,967.00,0.00,0.00,214745087.900000,140.800000,141.600000,141.700000,141.400000,140.400000,138.500000,77.800000,-64.500000,61.600000,-295.100000,0,0
7231.974609,128,0,0,0,0,140,139.800000,75.800000,76.500000,101.200000,86.900000,0.000000,244.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x00_0x00_0x8C_0x05_0x76_0x02_0xF6_0x02_0xFD_0x03_0xF4_0x03_0x65_0x00_0x00_0xF4_0x00_0x5A_0x00_0x01_0x00_0x0A_0x05_0x78_0x05_0x78_0x00_0x32_0x00_0x00_0x00_0x05_0x02_0x01_0x02,0,239.100000,0.000021,0.005000,967.000000,-98.05,-128.80,-38.67,1.00,1.00,214745087.90,140.60,141.60,141.70,141.40,140.40,138.50,77.80,61.90,425.10,-214738534.30,105.80,97.90,68.10,967.00,0.00,0.00,214745087.900000,140.600000,141.600000,141.700000,141.400000,140.400000,138.500000,77.800000,61.900000,425.100000,-214738534.300000,0,0
