FILENAME:,20141121_1254_HUETP_ VD603003G_Mod_HY_ 4A_   T00000
UNIT:,VD603003G
MODEL:,GEH50DEEDSCB
DATE:,20141121_1254
TEST_TYPE:,HUETP
VERSION:,1.0.0.155
AMBIENT TEMP:,Mode:Hybrid Tset:140
TEST STATION:,AP2LABADMIN-PC
COMPUTER_NAME:,4A
TEST_NUMBER:,T00000
ENGINEER:,RJ HILL
TECHNICIAN:,CT
COMMENTS:,DAILY FACTORY HU
MSG: ,Critical Version=1.26 NonCrit Ver=1.31, t =,26.016602
Elapsed Time,Board Address,UpperElement,LowerElement,Compressor,Fan,SetPoint,T2(TankSensor),T3A(EvapIn),T3B(EvapOut),T4(CompressorDischarge),T5(Ambient),Current,Voltage,EEV,Hex,Com Err Count,Vrms,Irms,P(kWatts),Energy(Wh),Pres_HI1 (P1),Pres_HI2 (P2),Pres_LOW (P3),HEATER_TOP,HEATER_BOT,T_Shell,Tc_1,Tc_2,Tc_3,Tc_4,Tc_5,Tc_6,Tc_down,T_Shell_2,T_Shell_3,T_Shell_4,RTD_IN,RTD_OUT,RTD_AMB,WATT_HOURS,GALLONS,FLOW(GPM),T_Shell_Raw,Tc_1_Raw,Tc_2_Raw,Tc_3_Raw,Tc_4_Raw,Tc_5_Raw,Tc_6_Raw,Tc_down_Raw,T_Shell_2_Raw,T_Shell_3_Raw,T_Shell_4_Raw,UE Relay,LE Relay
41.656250,128,0,0,1,0,140,119.600000,64.700000,66.600000,116.300000,72.500000,2.600000,242.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAC_0x02_0x87_0x02_0x9A_0x04_0x8B_0x02_0xD5_0x1A_0x00_0xF2_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.620000,0.002104,0.502000,9.000000,-97.92,-125.42,-40.11,1.00,1.00,214745087.90,121.30,121.30,121.40,121.20,121.10,121.30,118.20,285.40,560.00,-214738534.30,117.60,114.30,66.40,9.00,50.97,0.00,214745087.900000,121.300000,121.300000,121.400000,121.200000,121.100000,121.300000,118.200000,285.400000,560.000000,-214738534.300000,0,0
MSG: ,Run, t =,41.955078
MSG: ,SetMode, t =,41.960937
MSG: ,Stabilize, t =,45.303711
45.830078,128,0,0,1,0,140,119.600000,64.200000,66.800000,116.300000,72.200000,2.700000,243.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAC_0x02_0x82_0x02_0x9C_0x04_0x8B_0x02_0xD2_0x1B_0x00_0xF3_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.260000,0.002107,0.502000,0.000000,-97.92,-125.05,-40.42,1.00,1.00,214745087.90,121.30,121.30,121.40,121.30,121.10,121.30,118.30,287.20,514.20,-214738534.30,117.60,114.20,66.40,0.00,0.00,0.00,214745087.900000,121.300000,121.300000,121.400000,121.300000,121.100000,121.300000,118.300000,287.200000,514.200000,-214738534.300000,0,0
51.958984,128,0,0,1,0,140,119.700000,61.800000,66.500000,117.500000,71.700000,2.600000,242.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAD_0x02_0x6A_0x02_0x99_0x04_0x97_0x02_0xCD_0x1A_0x00_0xF2_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.530000,0.002100,0.501000,1.000000,-97.80,-125.30,-40.11,1.00,1.00,214745087.90,121.30,121.30,121.40,121.30,121.20,121.30,118.20,279.90,530.30,-214738534.30,117.60,114.00,66.30,1.00,0.00,0.00,214745087.900000,121.300000,121.300000,121.400000,121.300000,121.200000,121.300000,118.200000,279.900000,530.300000,-214738534.300000,0,0
62.147461,128,0,0,1,0,140,119.700000,59.400000,67.000000,118.400000,71.000000,2.700000,242.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAD_0x02_0x52_0x02_0x9E_0x04_0xA0_0x02_0xC6_0x1B_0x00_0xF2_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.560000,0.002088,0.498000,2.000000,-97.67,-126.42,-39.24,1.00,1.00,214745087.90,121.30,121.30,121.30,121.20,121.10,121.30,118.10,268.40,681.90,-171.70,117.60,113.80,66.20,2.00,0.00,0.00,214745087.900000,121.300000,121.300000,121.300000,121.200000,121.100000,121.300000,118.100000,268.400000,681.900000,-171.700000,0,0
71.962891,128,0,0,1,0,140,119.900000,57.400000,67.300000,118.900000,70.800000,2.600000,242.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAF_0x02_0x3E_0x02_0xA1_0x04_0xA5_0x02_0xC4_0x1A_0x00_0xF2_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.680000,0.002061,0.492000,4.000000,-97.67,-126.05,-39.42,1.00,1.00,214745087.90,121.40,121.30,121.40,121.20,121.20,121.30,118.00,275.20,675.40,-166.40,117.10,113.50,66.30,4.00,0.00,0.00,214745087.900000,121.400000,121.300000,121.400000,121.200000,121.200000,121.300000,118.000000,275.200000,675.400000,-166.400000,0,0
81.963867,128,0,0,1,0,140,119.800000,56.000000,67.600000,119.400000,70.500000,2.700000,243.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAE_0x02_0x30_0x02_0xA4_0x04_0xAA_0x02_0xC1_0x1B_0x00_0xF3_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.770000,0.002031,0.485000,5.000000,-97.67,-127.17,-37.42,1.00,1.00,214745087.90,121.50,121.30,121.40,121.30,121.10,121.30,117.90,228.50,214745087.90,-69.90,116.80,113.20,66.60,5.00,0.00,0.00,214745087.900000,121.500000,121.300000,121.400000,121.300000,121.100000,121.300000,117.900000,228.500000,214745087.900000,-69.900000,0,0
91.963867,128,0,0,1,0,140,119.900000,54.200000,67.900000,119.700000,70.200000,2.600000,242.000000,80.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAF_0x02_0x1E_0x02_0xA7_0x04_0xAD_0x02_0xBE_0x1A_0x00_0xF2_0x00_0x50_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.800000,0.002006,0.479000,6.000000,-94.67,-127.17,-35.36,1.00,1.00,214745087.90,121.40,121.50,121.50,121.30,121.10,121.30,117.90,46.40,439.60,384.80,116.90,113.00,66.80,6.00,0.00,0.00,214745087.900000,121.400000,121.500000,121.500000,121.300000,121.100000,121.300000,117.900000,46.400000,439.600000,384.800000,0,0
101.964844,128,0,0,1,0,140,119.900000,52.600000,68.000000,120.500000,70.200000,2.500000,241.000000,85.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAF_0x02_0x0E_0x02_0xA8_0x04_0xB5_0x02_0xBE_0x19_0x00_0xF1_0x00_0x55_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.680000,0.001990,0.475000,8.000000,-92.42,-129.05,-36.67,1.00,1.00,214745087.90,121.50,121.50,121.60,121.30,121.20,121.30,117.80,-214738534.30,-214738534.30,-92.50,116.70,112.60,66.90,8.00,0.00,0.00,214745087.900000,121.500000,121.500000,121.600000,121.300000,121.200000,121.300000,117.800000,-214738534.300000,-214738534.300000,-92.500000,0,0
112.150391,128,0,0,1,0,140,120.000000,51.400000,68.300000,120.900000,69.900000,2.600000,243.000000,90.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB0_0x02_0x02_0x02_0xAB_0x04_0xB9_0x02_0xBB_0x1A_0x00_0xF3_0x00_0x5A_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.470000,0.002009,0.479000,9.000000,-103.55,-112.05,-40.67,1.00,1.00,214745087.90,121.60,121.60,121.70,121.40,121.20,121.30,117.50,-214738534.30,-214738534.30,-214738534.30,116.40,112.30,67.00,9.00,0.00,0.00,214745087.900000,121.600000,121.600000,121.700000,121.400000,121.200000,121.300000,117.500000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
121.966797,128,0,0,1,0,140,120.000000,50.000000,68.300000,121.300000,70.000000,2.600000,242.000000,95.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB0_0x01_0xF4_0x02_0xAB_0x04_0xBD_0x02_0xBC_0x1A_0x00_0xF2_0x00_0x5F_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.500000,0.002029,0.484000,10.000000,-108.42,-103.42,-47.42,1.00,1.00,214745087.90,121.60,121.60,121.80,121.50,121.20,121.30,117.60,-214738534.30,-214738534.30,-214738534.30,116.00,112.10,66.90,10.00,0.00,0.00,214745087.900000,121.600000,121.600000,121.800000,121.500000,121.200000,121.300000,117.600000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
131.966797,128,0,0,1,0,140,120.100000,49.300000,68.600000,121.700000,70.000000,2.700000,242.000000,100.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB1_0x01_0xED_0x02_0xAE_0x04_0xC1_0x02_0xBC_0x1B_0x00_0xF2_0x00_0x64_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.380000,0.002047,0.488000,12.000000,-112.30,-99.55,-48.42,1.00,1.00,214745087.90,121.60,121.70,121.80,121.40,121.20,121.30,117.60,-214738534.30,-214738534.30,-214738534.30,115.70,111.80,66.80,12.00,0.00,0.00,214745087.900000,121.600000,121.700000,121.800000,121.400000,121.200000,121.300000,117.600000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
141.967773,128,0,0,1,0,140,119.900000,49.000000,68.600000,122.500000,69.300000,2.500000,242.000000,104.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xAF_0x01_0xEA_0x02_0xAE_0x04_0xC9_0x02_0xB5_0x19_0x00_0xF2_0x00_0x68_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.260000,0.002065,0.492000,13.000000,-114.67,-95.80,-49.24,1.00,1.00,214745087.90,121.60,121.70,121.70,121.30,121.20,121.30,117.40,57.40,-214738534.30,-214738534.30,115.50,111.60,66.80,13.00,0.00,0.00,214745087.900000,121.600000,121.700000,121.700000,121.300000,121.200000,121.300000,117.400000,57.400000,-214738534.300000,-214738534.300000,0,0
152.151367,128,0,0,1,0,140,120.100000,48.400000,68.700000,123.100000,69.500000,2.600000,241.000000,109.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB1_0x01_0xE4_0x02_0xAF_0x04_0xCF_0x02_0xB7_0x1A_0x00_0xF1_0x00_0x6D_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.110000,0.002087,0.497000,14.000000,-114.67,-97.67,-48.67,1.00,1.00,214745087.90,121.80,121.80,121.80,121.40,121.30,121.30,117.50,-115.90,-214738534.30,-214738534.30,115.30,111.30,66.80,14.00,0.00,0.00,214745087.900000,121.800000,121.800000,121.800000,121.400000,121.300000,121.300000,117.500000,-115.900000,-214738534.300000,-214738534.300000,0,0
161.969727,128,0,0,1,0,140,120.000000,48.200000,68.700000,124.000000,69.300000,2.700000,242.000000,111.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB0_0x01_0xE2_0x02_0xAF_0x04_0xD8_0x02_0xB5_0x1B_0x00_0xF2_0x00_0x6F_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.590000,0.002100,0.501000,16.000000,-109.80,-102.42,-47.74,1.00,1.00,214745087.90,121.80,121.90,121.70,121.30,121.20,121.30,117.20,-214738534.30,-214738534.30,-214738534.30,115.10,111.10,66.90,16.00,0.00,0.00,214745087.900000,121.800000,121.900000,121.700000,121.300000,121.200000,121.300000,117.200000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
171.969727,128,0,0,1,0,140,120.100000,48.000000,68.400000,124.800000,69.200000,2.600000,242.000000,115.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB1_0x01_0xE0_0x02_0xAC_0x04_0xE0_0x02_0xB4_0x1A_0x00_0xF2_0x00_0x73_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.380000,0.002114,0.504000,17.000000,-104.55,-109.17,-42.74,1.00,1.00,214745087.90,121.80,121.90,121.80,121.30,121.20,121.30,117.10,-214738534.30,-214738534.30,-214738534.30,115.10,110.90,66.80,17.00,0.00,0.00,214745087.900000,121.800000,121.900000,121.800000,121.300000,121.200000,121.300000,117.100000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
181.970703,128,0,0,1,0,140,120.200000,48.000000,68.300000,125.600000,69.200000,2.700000,240.000000,117.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB2_0x01_0xE0_0x02_0xAB_0x04_0xE8_0x02_0xB4_0x1B_0x00_0xF0_0x00_0x75_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.260000,0.002128,0.507000,19.000000,-93.80,-130.93,-35.24,1.00,1.00,214745087.90,121.90,121.90,121.90,121.30,121.20,121.30,117.20,-214738534.30,-214738534.30,-214738534.30,114.80,110.60,66.90,19.00,0.00,0.00,214745087.900000,121.900000,121.900000,121.900000,121.300000,121.200000,121.300000,117.200000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
192.152344,128,0,0,1,0,140,120.100000,48.400000,68.400000,126.500000,69.000000,2.700000,242.000000,120.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB1_0x01_0xE4_0x02_0xAC_0x04_0xF1_0x02_0xB2_0x1B_0x00_0xF2_0x00_0x78_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.470000,0.002147,0.512000,20.000000,-93.55,-126.42,-35.80,1.00,1.00,214745087.90,122.00,122.00,121.90,121.30,121.20,121.30,117.10,-214738534.30,10.00,383.70,114.70,110.40,66.70,20.00,0.00,0.00,214745087.900000,122.000000,122.000000,121.900000,121.300000,121.200000,121.300000,117.100000,-214738534.300000,10.000000,383.700000,0,0
201.971680,128,0,0,1,0,140,120.000000,48.600000,68.000000,127.400000,69.200000,2.800000,242.000000,122.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB0_0x01_0xE6_0x02_0xA8_0x04_0xFA_0x02_0xB4_0x1C_0x00_0xF2_0x00_0x7A_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.200000,0.002183,0.520000,21.000000,-97.80,-125.92,-39.42,1.00,1.00,214745087.90,122.00,122.00,122.00,121.40,121.20,121.30,116.90,222.60,669.00,-163.30,114.80,110.20,66.70,21.00,0.00,0.00,214745087.900000,122.000000,122.000000,122.000000,121.400000,121.200000,121.300000,116.900000,222.600000,669.000000,-163.300000,0,0
211.971680,128,0,0,1,0,140,120.200000,48.800000,67.700000,128.100000,68.900000,2.800000,242.000000,123.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB2_0x01_0xE8_0x02_0xA5_0x05_0x01_0x02_0xB1_0x1C_0x00_0xF2_0x00_0x7B_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.110000,0.002217,0.528000,23.000000,-103.05,-116.80,-44.24,1.00,1.00,214745087.90,122.00,122.10,122.00,121.60,121.20,121.30,116.90,418.70,110.30,-214738534.30,114.80,109.90,66.60,23.00,0.00,0.00,214745087.900000,122.000000,122.100000,122.000000,121.600000,121.200000,121.300000,116.900000,418.700000,110.300000,-214738534.300000,0,0
221.973633,128,0,0,1,0,140,120.300000,49.300000,67.500000,129.200000,68.900000,2.600000,241.000000,124.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB3_0x01_0xED_0x02_0xA3_0x05_0x0C_0x02_0xB1_0x1A_0x00_0xF1_0x00_0x7C_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.170000,0.002238,0.533000,24.000000,-106.92,-110.92,-46.67,1.00,1.00,214745087.90,122.10,122.10,122.00,121.60,121.20,121.30,116.90,-27.60,-214738534.30,-214738534.30,114.70,109.70,66.60,24.00,0.00,0.00,214745087.900000,122.100000,122.100000,122.000000,121.600000,121.200000,121.300000,116.900000,-27.600000,-214738534.300000,-214738534.300000,0,0
232.153320,128,0,0,1,0,140,120.300000,49.700000,67.000000,130.000000,68.900000,2.800000,241.000000,124.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB3_0x01_0xF1_0x02_0x9E_0x05_0x14_0x02_0xB1_0x1C_0x00_0xF1_0x00_0x7C_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.350000,0.002245,0.535000,26.000000,-111.55,-106.55,-52.55,1.00,1.00,214745087.90,122.10,122.10,122.00,121.80,121.20,121.30,116.80,-214738534.30,-214738534.30,-214738534.30,114.80,109.50,66.60,26.00,0.00,0.00,214745087.900000,122.100000,122.100000,122.000000,121.800000,121.200000,121.300000,116.800000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
241.973633,128,0,0,1,0,140,120.600000,50.000000,66.800000,130.800000,68.600000,2.700000,241.000000,123.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB6_0x01_0xF4_0x02_0x9C_0x05_0x1C_0x02_0xAE_0x1B_0x00_0xF1_0x00_0x7B_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.470000,0.002239,0.534000,27.000000,-116.92,-96.67,-56.92,1.00,1.00,214745087.90,122.10,122.20,122.00,121.70,121.20,121.30,116.60,-214738534.30,-214738534.30,-214738534.30,114.20,109.20,66.60,27.00,0.00,0.00,214745087.900000,122.100000,122.200000,122.000000,121.700000,121.200000,121.300000,116.600000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
251.973633,128,0,0,1,0,140,120.400000,50.200000,65.500000,131.300000,68.600000,2.700000,241.000000,123.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB4_0x01_0xF6_0x02_0x8F_0x05_0x21_0x02_0xAE_0x1B_0x00_0xF1_0x00_0x7B_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.500000,0.002247,0.536000,29.000000,-120.05,-89.30,-57.11,1.00,1.00,214745087.90,122.10,122.20,122.10,121.70,121.20,121.30,116.50,-214738534.30,-214738534.30,-214738534.30,113.40,108.90,66.70,29.00,0.00,0.00,214745087.900000,122.100000,122.200000,122.100000,121.700000,121.200000,121.300000,116.500000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
261.973633,128,0,0,1,0,140,120.700000,50.600000,64.600000,131.900000,68.600000,2.800000,240.000000,122.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB7_0x01_0xFA_0x02_0x86_0x05_0x27_0x02_0xAE_0x1C_0x00_0xF0_0x00_0x7A_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.200000,0.002259,0.538000,30.000000,-115.67,-96.67,-56.74,1.00,1.00,214745087.90,122.20,122.20,122.10,121.70,121.20,121.30,116.40,-214738534.30,-214738534.30,-214738534.30,113.50,108.70,66.60,30.00,0.00,0.00,214745087.900000,122.200000,122.200000,122.100000,121.700000,121.200000,121.300000,116.400000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
272.150391,128,0,0,1,0,140,120.700000,50.800000,63.300000,132.500000,68.600000,2.800000,241.000000,120.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB7_0x01_0xFC_0x02_0x79_0x05_0x2D_0x02_0xAE_0x1C_0x00_0xF1_0x00_0x78_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.410000,0.002273,0.542000,32.000000,-112.80,-104.30,-53.67,1.00,1.00,214745087.90,122.30,122.30,122.10,121.70,121.20,121.30,116.20,-214738534.30,-214738534.30,-214738534.30,113.60,108.50,66.50,32.00,0.00,0.00,214745087.900000,122.300000,122.300000,122.100000,121.700000,121.200000,121.300000,116.200000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
281.973633,128,0,0,1,0,140,120.800000,51.400000,61.600000,133.300000,68.600000,2.700000,241.000000,115.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB8_0x02_0x02_0x02_0x68_0x05_0x35_0x02_0xAE_0x1B_0x00_0xF1_0x00_0x73_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.260000,0.002275,0.542000,33.000000,-109.30,-110.30,-48.42,1.00,1.00,214745087.90,122.40,122.40,122.20,121.80,121.30,121.30,116.20,-256.70,-214738534.30,-214738534.30,113.40,108.30,66.50,33.00,0.00,0.00,214745087.900000,122.400000,122.400000,122.200000,121.800000,121.300000,121.300000,116.200000,-256.700000,-214738534.300000,-214738534.300000,0,0
291.973633,128,0,0,1,0,140,120.900000,51.400000,60.200000,133.700000,68.400000,2.800000,241.000000,110.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB9_0x02_0x02_0x02_0x5A_0x05_0x39_0x02_0xAC_0x1C_0x00_0xF1_0x00_0x6E_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,237.960000,0.002282,0.543000,35.000000,-99.55,-120.17,-43.30,1.00,1.00,214745087.90,122.40,122.40,122.20,121.80,121.20,121.20,116.20,484.30,147.30,-214738534.30,113.00,108.20,66.50,35.00,0.00,0.00,214745087.900000,122.400000,122.400000,122.200000,121.800000,121.200000,121.200000,116.200000,484.300000,147.300000,-214738534.300000,0,0
301.973633,128,0,0,1,0,140,120.900000,51.800000,58.100000,133.700000,68.400000,2.800000,242.000000,105.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xB9_0x02_0x06_0x02_0x45_0x05_0x39_0x02_0xAC_0x1C_0x00_0xF2_0x00_0x69_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.200000,0.002242,0.534000,36.000000,-93.55,-126.67,-35.74,1.00,1.00,214745087.90,122.40,122.40,122.30,121.90,121.30,121.30,116.20,-92.00,316.80,423.60,112.50,108.00,66.50,36.00,0.00,0.00,214745087.900000,122.400000,122.400000,122.300000,121.900000,121.300000,121.300000,116.200000,-92.000000,316.800000,423.600000,0,0
312.150391,128,0,0,1,0,140,121.100000,52.100000,57.900000,135.000000,68.600000,2.700000,241.000000,101.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xBB_0x02_0x09_0x02_0x43_0x05_0x46_0x02_0xAE_0x1B_0x00_0xF1_0x00_0x65_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.290000,0.002237,0.533000,38.000000,-100.92,-122.05,-36.05,1.00,1.00,214745087.90,122.40,122.40,122.40,122.00,121.30,121.30,116.20,-214738534.30,-214738534.30,-214738534.30,112.70,107.60,66.40,38.00,0.00,0.00,214745087.900000,122.400000,122.400000,122.400000,122.000000,121.300000,121.300000,116.200000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
321.973633,128,0,0,1,0,140,121.000000,51.400000,57.400000,135.200000,68.100000,2.700000,241.000000,101.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xBA_0x02_0x02_0x02_0x3E_0x05_0x48_0x02_0xA9_0x1B_0x00_0xF1_0x00_0x65_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.230000,0.002237,0.533000,39.000000,-105.05,-106.17,-45.42,1.00,1.00,214745087.90,122.50,122.50,122.40,122.00,121.30,121.30,116.00,-214738534.30,-214738534.30,-214738534.30,112.40,107.50,66.40,39.00,0.00,0.00,214745087.900000,122.500000,122.500000,122.400000,122.000000,121.300000,121.300000,116.000000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
331.973633,128,0,0,1,0,140,121.200000,51.400000,57.700000,135.200000,68.600000,2.800000,242.000000,100.000000,0x80_0x2D_0x60_0x56_0x00_0x00_0x01_0x00_0x8C_0x04_0xBC_0x02_0x02_0x02_0x41_0x05_0x48_0x02_0xAE_0x1C_0x00_0xF2_0x00_0x64_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0x00_0xFF_0x01_0x05_0x02,0,238.200000,0.002238,0.533000,41.000000,-110.80,-100.80,-48.17,1.00,1.00,214745087.90,122.60,122.60,122.40,122.00,121.30,121.30,115.80,-214738534.30,-214738534.30,-214738534.30,112.30,107.40,66.40,41.00,0.00,0.00,214745087.900000,122.600000,122.600000,122.400000,122.000000,121.300000,121.300000,115.800000,-214738534.300000,-214738534.300000,-214738534.300000,0,0
