0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC4,HREF,LREF,ROOMTEMP,HUMIDITY
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC,FF,FC door bin,FF door bin,Setra Pressure 0-500,Setra Pressure -14.7 to 200,RoomTemp,Humidity
0:00:00,1,0.84,114.8,1.580,1.21,0.0000,-4.84,32.32,-999.00,-999.00,-999.00,0,-4.84,32.32,-2.81,37.18,-10.0000,-18.9511,90.00,29.1,-10.0000
0:00:11,1,0.77,114.8,1.360,0.29,0.0000,-4.84,32.35,-999.00,-999.00,-999.00,0,-4.84,32.35,-2.56,37.19,-10.0000,-18.9940,90.00,29.1,-10.0000
0:00:21,1,0.29,114.8,0.870,0.29,0.0000,-4.84,32.33,-999.00,-999.00,-999.00,0,-4.84,32.33,-2.39,37.23,-10.0000,-18.9940,90.00,29.1,-10.0000
0:00:31,1,0.83,114.8,1.570,0.30,0.0001,-4.66,32.32,-999.00,-999.00,-999.00,0,-4.66,32.32,-2.22,37.25,-10.0000,-18.9511,90.00,29.1,-10.0000
0:00:41,1,0.77,114.8,1.360,1.21,0.0001,-4.67,32.35,-999.00,-999.00,-999.00,0,-4.67,32.35,-2.10,37.26,-10.0000,-18.9940,90.00,29.1,-10.0000
0:00:51,1,0.84,114.7,1.590,1.21,0.0001,-4.65,32.35,-999.00,-999.00,-999.00,0,-4.65,32.35,-1.96,37.30,-9.9000,-18.9940,90.00,29.1,-9.9000
0:01:01,1,0.77,114.7,1.360,0.29,0.0002,-4.67,32.37,-999.00,-999.00,-999.00,0,-4.67,32.37,-1.86,37.32,-10.0000,-18.9940,90.00,29.1,-10.0000
0:01:11,1,0.29,114.7,0.870,1.52,0.0002,-4.72,32.37,-999.00,-999.00,-999.00,0,-4.72,32.37,-1.76,37.38,-9.9000,-18.9511,90.00,29.2,-9.9000
0:01:21,1,0.84,114.7,1.480,1.21,0.0002,-4.67,32.38,-999.00,-999.00,-999.00,0,-4.67,32.38,-1.65,37.43,-10.0000,-18.9940,90.00,29.2,-10.0000
0:01:32,1,0.77,114.7,1.360,0.29,0.0002,-4.69,32.39,-999.00,-999.00,-999.00,0,-4.69,32.39,-1.54,37.45,-10.0000,-18.9940,90.00,29.2,-10.0000
0:01:42,1,0.84,114.7,1.580,1.21,0.0003,-4.73,32.39,-999.00,-999.00,-999.00,0,-4.73,32.39,-1.44,37.47,-10.0000,-18.9940,90.00,29.2,-10.0000
0:01:52,1,0.77,114.8,1.360,0.29,0.0003,-4.75,32.40,-999.00,-999.00,-999.00,0,-4.75,32.40,-1.39,37.50,-10.0000,-18.9940,90.00,29.2,-10.0000
0:02:02,1,0.29,115.0,0.870,0.29,0.0003,-4.73,32.40,-999.00,-999.00,-999.00,0,-4.73,32.40,-1.31,37.52,-10.0000,-18.9940,90.00,29.2,-10.0000
0:02:13,1,0.84,115.0,1.480,1.24,0.0003,-4.68,32.42,-999.00,-999.00,-999.00,0,-4.68,32.42,-1.21,37.58,-10.0000,-18.9940,90.00,29.2,-10.0000
0:02:23,1,0.77,115.0,1.360,0.29,0.0004,-4.70,32.45,-999.00,-999.00,-999.00,0,-4.70,32.45,-1.12,37.59,-10.0000,-18.9940,90.00,29.2,-10.0000
0:02:33,1,0.29,115.0,1.590,1.21,0.0004,-4.69,32.46,-999.00,-999.00,-999.00,0,-4.69,32.46,-1.04,37.60,-10.0000,-18.9940,90.00,29.2,-10.0000
0:02:43,1,0.77,115.0,1.370,0.29,0.0004,-4.66,32.46,-999.00,-999.00,-999.00,0,-4.66,32.46,-0.92,37.63,-10.0000,-18.9940,90.00,29.3,-10.0000
0:02:53,1,0.29,115.0,0.870,0.29,0.0005,-4.68,32.46,-999.00,-999.00,-999.00,0,-4.68,32.46,-0.87,37.66,-10.0000,-18.9940,90.00,29.3,-10.0000
0:03:03,1,0.84,115.0,1.580,1.21,0.0005,-4.65,32.51,-999.00,-999.00,-999.00,0,-4.65,32.51,-0.77,37.66,-10.0000,-18.9940,90.00,29.3,-10.0000
0:03:13,1,0.77,115.1,1.360,0.30,0.0005,-4.65,32.51,-999.00,-999.00,-999.00,0,-4.65,32.51,-0.70,37.71,-9.9000,-18.9511,89.80,29.3,-9.9000
0:03:24,1,0.29,114.9,1.580,1.21,0.0005,-4.65,32.51,-999.00,-999.00,-999.00,0,-4.65,32.51,-0.62,37.73,-10.0000,-18.9940,89.80,29.3,-10.0000
0:03:34,1,0.77,114.8,1.360,0.29,0.0006,-4.65,32.52,-999.00,-999.00,-999.00,0,-4.65,32.52,-0.52,37.74,-10.0000,-18.9940,89.80,29.3,-10.0000
0:03:44,1,0.29,114.8,0.870,1.52,0.0006,-4.70,32.54,-999.00,-999.00,-999.00,0,-4.70,32.54,-0.44,37.80,-10.0000,-18.9940,89.80,29.3,-10.0000
0:03:54,1,0.84,114.8,1.570,1.21,0.0006,-4.69,32.54,-999.00,-999.00,-999.00,0,-4.69,32.54,-0.33,37.80,-10.0000,-18.9940,89.80,29.3,-10.0000
0:04:04,1,0.77,114.8,1.360,0.29,0.0006,-4.66,32.54,-999.00,-999.00,-999.00,0,-4.66,32.54,-0.26,37.84,-10.0000,-18.9940,89.80,29.3,-10.0000
0:04:14,1,0.29,114.8,1.580,1.52,0.0007,-4.65,32.56,-999.00,-999.00,-999.00,0,-4.65,32.56,-0.18,37.85,-10.0000,-18.9940,89.80,29.3,-10.0000
0:04:24,1,0.77,114.8,1.360,1.21,0.0007,-4.65,32.57,-999.00,-999.00,-999.00,0,-4.65,32.57,-0.08,37.88,-10.0000,-18.9940,89.80,29.3,-10.0000
0:04:34,1,0.29,114.8,0.870,0.29,0.0007,-4.69,32.59,-999.00,-999.00,-999.00,0,-4.69,32.59,-0.01,37.93,-10.0000,-18.9940,89.80,29.3,-10.0000
0:04:45,1,0.84,114.8,1.580,1.52,0.0007,-4.68,32.59,-999.00,-999.00,-999.00,0,-4.68,32.59,0.06,37.93,-10.0000,-18.9940,89.80,29.3,-10.0000
0:04:55,1,0.77,114.8,1.360,1.21,0.0008,-4.65,32.61,-999.00,-999.00,-999.00,0,-4.65,32.61,0.18,37.98,-10.0000,-18.9940,89.80,29.3,-10.0000
0:05:05,1,0.84,114.8,1.580,1.21,0.0008,-4.66,32.64,-999.00,-999.00,-999.00,0,-4.66,32.64,0.23,37.99,-10.0000,-18.9940,89.80,29.3,-10.0000
0:05:15,1,0.77,114.8,1.360,0.29,0.0008,-4.65,32.65,-999.00,-999.00,-999.00,0,-4.65,32.65,0.33,38.01,-9.9000,-18.9940,89.80,29.3,-9.9000
0:05:25,1,0.29,114.8,0.870,0.29,0.0008,-4.68,32.65,-999.00,-999.00,-999.00,0,-4.68,32.65,0.40,38.01,-9.9000,-18.9940,89.80,29.3,-9.9000
0:05:36,1,0.84,114.8,1.580,1.21,0.0009,-4.65,32.68,-999.00,-999.00,-999.00,0,-4.65,32.68,0.49,38.06,-10.0000,-18.9940,89.80,29.3,-10.0000
0:05:46,1,0.77,114.8,1.370,0.29,0.0009,-4.62,32.70,-999.00,-999.00,-999.00,0,-4.62,32.70,0.58,38.10,-10.0000,-18.9511,89.80,29.3,-10.0000
0:05:56,1,0.29,114.8,0.870,1.21,0.0009,-4.64,32.70,-999.00,-999.00,-999.00,0,-4.64,32.70,0.63,38.12,-9.9000,-18.9940,89.80,29.3,-9.9000
0:06:06,1,0.77,114.8,1.370,0.29,0.0010,-4.63,32.70,-999.00,-999.00,-999.00,0,-4.63,32.70,0.73,38.13,-10.0000,-18.9940,89.80,29.3,-10.0000
0:06:16,1,0.29,114.8,0.870,0.29,0.0010,-4.62,32.72,-999.00,-999.00,-999.00,0,-4.62,32.72,0.78,38.15,-10.0000,-18.9940,89.80,29.3,-10.0000
0:06:27,1,0.84,114.8,1.580,1.21,0.0010,-4.58,32.73,-999.00,-999.00,-999.00,0,-4.58,32.73,0.88,38.15,-9.9000,-18.9511,89.80,29.3,-9.9000
0:06:37,1,0.77,114.9,1.360,0.29,0.0010,-4.58,32.76,-999.00,-999.00,-999.00,0,-4.58,32.76,0.95,38.21,-10.0000,-18.9940,89.80,29.4,-10.0000
0:06:47,1,0.29,114.8,0.870,1.21,0.0011,-4.57,32.78,-999.00,-999.00,-999.00,0,-4.57,32.78,1.02,38.25,-10.0000,-18.9940,89.80,29.4,-10.0000
0:06:57,1,0.77,114.9,1.360,0.32,0.0011,-4.52,32.79,-999.00,-999.00,-999.00,0,-4.52,32.79,1.08,38.26,-9.9000,-18.9940,89.80,29.4,-9.9000
0:07:07,1,0.29,114.9,0.870,1.52,0.0011,-4.59,32.79,-999.00,-999.00,-999.00,0,-4.59,32.79,1.17,38.26,-9.9000,-18.9940,89.80,29.4,-9.9000
0:07:17,1,0.84,114.9,1.580,1.52,0.0011,-4.56,32.79,-999.00,-999.00,-999.00,0,-4.56,32.79,1.27,38.28,-10.0000,-18.9940,89.80,29.4,-10.0000
0:07:27,1,0.77,114.9,1.370,0.29,0.0012,-4.55,32.83,-999.00,-999.00,-999.00,0,-4.55,32.83,1.33,38.29,-10.0000,-18.9940,89.80,29.4,-10.0000
0:07:37,1,0.29,114.8,0.870,1.52,0.0012,-4.51,32.84,-999.00,-999.00,-999.00,0,-4.51,32.84,1.40,38.35,-9.9000,-18.9940,89.80,29.4,-9.9000
0:07:48,1,0.77,114.9,1.370,1.21,0.0012,-4.53,32.84,-999.00,-999.00,-999.00,0,-4.53,32.84,1.45,38.35,-10.0000,-18.9940,89.80,29.4,-10.0000
0:07:58,1,0.29,114.8,0.870,0.29,0.0012,-4.51,32.87,-999.00,-999.00,-999.00,0,-4.51,32.87,1.58,38.40,-10.0000,-18.9940,89.80,29.4,-10.0000
0:08:08,1,0.84,114.8,1.580,1.21,0.0013,-4.47,32.87,-999.00,-999.00,-999.00,0,-4.47,32.87,1.61,38.43,-10.0000,-18.9940,89.80,29.4,-10.0000
0:08:19,1,0.77,114.8,1.360,0.29,0.0013,-4.47,32.88,-999.00,-999.00,-999.00,0,-4.47,32.88,1.68,38.46,-10.0000,-18.9511,89.80,29.4,-10.0000
0:08:29,1,0.29,114.8,0.870,1.21,0.0013,-4.46,32.91,-999.00,-999.00,-999.00,0,-4.46,32.91,1.76,38.46,-10.0000,-18.9940,89.80,29.4,-10.0000
0:08:39,1,0.77,114.8,1.360,0.29,0.0013,-4.45,32.92,-999.00,-999.00,-999.00,0,-4.45,32.92,1.80,38.46,-10.0000,-18.9940,89.80,29.4,-10.0000
0:08:49,1,0.29,114.8,0.870,1.52,0.0014,-4.40,32.92,-999.00,-999.00,-999.00,0,-4.40,32.92,1.89,38.48,-10.0000,-18.9940,89.80,29.4,-10.0000
0:08:59,1,0.84,114.8,1.590,1.21,0.0014,-4.37,32.93,-999.00,-999.00,-999.00,0,-4.37,32.93,1.95,38.48,-9.9000,-18.9511,89.80,29.4,-9.9000
0:09:09,1,0.77,114.8,1.360,0.29,0.0014,-4.39,32.97,-999.00,-999.00,-999.00,0,-4.39,32.97,2.01,38.54,-10.0000,-18.9940,89.80,29.4,-10.0000
0:09:19,1,0.29,114.8,0.870,1.52,0.0015,-4.37,32.98,-999.00,-999.00,-999.00,0,-4.37,32.98,2.09,38.59,-10.0000,-18.9940,89.80,29.4,-10.0000
0:09:29,1,0.77,114.9,1.360,1.21,0.0015,-4.32,32.99,-999.00,-999.00,-999.00,0,-4.32,32.99,2.16,38.60,-10.0000,-18.9940,89.80,29.4,-10.0000
0:09:40,1,0.29,114.9,0.870,0.29,0.0015,-4.32,33.01,-999.00,-999.00,-999.00,0,-4.32,33.01,2.22,38.60,-10.0000,-18.9940,89.80,29.4,-10.0000
0:09:50,1,0.84,114.8,1.580,1.52,0.0015,-4.31,33.01,-999.00,-999.00,-999.00,0,-4.31,33.01,2.28,38.62,-10.0000,-18.9940,89.80,29.4,-10.0000
0:10:00,1,0.77,114.8,1.360,1.21,0.0015,-4.32,33.01,-999.00,-999.00,-999.00,0,-4.32,33.01,2.35,38.62,-10.0000,-18.9940,89.80,29.4,-10.0000
0:10:10,1,0.29,114.8,0.870,1.21,0.0016,-4.26,33.05,-999.00,-999.00,-999.00,0,-4.26,33.05,2.38,38.67,-10.0000,-18.9940,89.80,29.4,-10.0000
0:10:20,1,0.77,114.8,1.370,0.30,0.0016,-4.26,33.06,-999.00,-999.00,-999.00,0,-4.26,33.06,2.48,38.71,-10.0000,-18.9940,89.80,29.4,-10.0000
0:10:30,1,0.30,114.8,0.870,0.30,0.0016,-4.24,33.06,-999.00,-999.00,-999.00,0,-4.24,33.06,2.53,38.73,-10.0000,-18.9940,89.80,29.4,-10.0000
0:10:41,1,0.84,114.8,1.580,1.21,0.0017,-4.19,33.11,-999.00,-999.00,-999.00,0,-4.19,33.11,2.61,38.73,-10.0000,-18.9940,89.80,29.4,-10.0000
0:10:51,1,0.77,114.8,1.360,0.29,0.0017,-4.19,33.11,-999.00,-999.00,-999.00,0,-4.19,33.11,2.68,38.76,-9.9000,-18.9940,89.80,29.4,-9.9000
0:11:01,1,0.30,114.8,0.870,1.52,0.0017,-4.18,33.12,-999.00,-999.00,-999.00,0,-4.18,33.12,2.73,38.77,-10.0000,-18.9940,89.80,29.4,-10.0000
0:11:11,1,0.77,114.8,1.360,1.21,0.0017,-4.17,33.13,-999.00,-999.00,-999.00,0,-4.17,33.13,2.79,38.81,-9.9000,-18.9940,89.80,29.4,-9.9000
0:11:21,1,0.30,114.8,0.870,0.30,0.0018,-4.14,33.14,-999.00,-999.00,-999.00,0,-4.14,33.14,2.82,38.86,-10.0000,-18.9940,89.80,29.4,-10.0000
0:11:31,1,0.84,114.8,1.580,1.52,0.0018,-4.14,33.14,-999.00,-999.00,-999.00,0,-4.14,33.14,2.91,38.86,-10.0000,-18.9940,89.80,29.4,-10.0000
0:11:42,1,0.77,114.8,1.370,1.21,0.0018,-4.11,33.17,-999.00,-999.00,-999.00,0,-4.11,33.17,2.99,38.87,-10.0000,-18.9511,89.80,29.4,-10.0000
0:11:52,1,0.30,114.8,0.870,1.21,0.0019,-4.07,33.20,-999.00,-999.00,-999.00,0,-4.07,33.20,3.04,38.90,-10.0000,-18.9940,89.80,29.4,-10.0000
0:12:02,1,0.77,114.8,1.360,0.30,0.0019,-4.03,33.24,-999.00,-999.00,-999.00,0,-4.03,33.24,3.11,38.91,-9.9000,-18.9511,89.80,29.4,-9.9000
0:12:12,1,0.29,114.8,0.870,0.29,0.0019,-3.98,33.21,-999.00,-999.00,-999.00,0,-3.98,33.21,3.17,38.95,-9.9000,-18.9940,89.80,29.4,-9.9000
0:12:23,1,0.84,114.8,1.580,1.52,0.0019,-3.99,33.25,-999.00,-999.00,-999.00,0,-3.99,33.25,3.22,38.97,-10.0000,-18.9940,89.80,29.4,-10.0000
0:12:33,1,0.77,114.8,1.360,0.30,0.0019,-3.97,33.25,-999.00,-999.00,-999.00,0,-3.97,33.25,3.29,38.95,-10.0000,-18.9511,89.80,29.4,-10.0000
0:12:43,1,0.30,114.8,0.870,1.21,0.0020,-3.96,33.28,-999.00,-999.00,-999.00,0,-3.96,33.28,3.36,39.01,-10.0000,-18.9940,89.80,29.4,-10.0000
0:12:53,1,0.77,114.8,1.360,0.29,0.0020,-3.94,33.31,-999.00,-999.00,-999.00,0,-3.94,33.31,3.39,39.03,-10.0000,-18.9940,89.80,29.4,-10.0000
0:13:03,1,0.29,114.8,0.870,1.52,0.0020,-3.93,33.31,-999.00,-999.00,-999.00,0,-3.93,33.31,3.45,39.03,-9.9000,-18.9511,89.80,29.4,-9.9000
0:13:13,1,0.84,114.8,1.580,1.21,0.0021,-3.87,33.33,-999.00,-999.00,-999.00,0,-3.87,33.33,3.51,39.03,-10.0000,-18.9940,89.80,29.4,-10.0000
0:13:23,1,0.77,114.8,1.370,0.29,0.0021,-3.85,33.34,-999.00,-999.00,-999.00,0,-3.85,33.34,3.58,39.09,-9.9000,-18.9511,89.80,29.4,-9.9000
0:13:34,1,0.29,114.8,0.870,1.52,0.0021,-3.82,33.36,-999.00,-999.00,-999.00,0,-3.82,33.36,3.64,39.09,-10.0000,-18.9940,89.80,29.4,-10.0000
0:13:44,1,0.77,114.8,1.360,1.21,0.0021,-3.80,33.39,-999.00,-999.00,-999.00,0,-3.80,33.39,3.73,39.14,-10.0000,-18.9940,89.80,29.4,-10.0000
0:13:54,1,0.29,114.8,0.870,0.29,0.0022,-3.78,33.39,-999.00,-999.00,-999.00,0,-3.78,33.39,3.77,39.14,-10.0000,-18.9940,89.80,29.4,-10.0000
0:14:04,1,0.84,114.8,1.580,1.21,0.0022,-3.77,33.41,-999.00,-999.00,-999.00,0,-3.77,33.41,3.80,39.16,-9.9000,-18.9940,89.80,29.4,-9.9000
0:14:14,1,0.77,114.8,1.370,0.29,0.0022,-3.74,33.45,-999.00,-999.00,-999.00,0,-3.74,33.45,3.87,39.17,-10.0000,-18.9940,89.80,29.4,-10.0000
0:14:25,1,0.30,114.8,0.870,1.21,0.0022,-3.69,33.45,-999.00,-999.00,-999.00,0,-3.69,33.45,3.94,39.17,-10.0000,-18.9511,89.80,29.4,-10.0000
0:14:35,1,0.77,114.8,1.360,0.30,0.0023,-3.65,33.47,-999.00,-999.00,-999.00,0,-3.65,33.47,4.00,39.21,-10.0000,-18.9940,89.80,29.4,-10.0000
0:14:45,1,0.30,114.8,0.870,0.29,0.0023,-3.67,33.47,-999.00,-999.00,-999.00,0,-3.67,33.47,4.07,39.22,-10.0000,-18.9940,89.80,29.4,-10.0000
0:14:55,1,0.84,114.7,1.580,1.21,0.0023,-3.63,33.47,-999.00,-999.00,-999.00,0,-3.63,33.47,4.12,39.28,-10.0000,-18.9940,89.80,29.4,-10.0000
0:15:05,1,0.77,114.7,1.360,0.30,0.0023,-3.58,33.53,-999.00,-999.00,-999.00,0,-3.58,33.53,4.16,39.28,-10.0000,-18.9940,89.80,29.4,-10.0000
0:15:15,1,0.29,114.7,0.870,1.21,0.0024,-3.58,33.53,-999.00,-999.00,-999.00,0,-3.58,33.53,4.22,39.30,-10.0000,-18.9940,89.80,29.4,-10.0000
0:15:25,1,0.77,114.7,1.370,0.29,0.0024,-3.53,33.57,-999.00,-999.00,-999.00,0,-3.53,33.57,4.27,39.30,-10.0000,-18.9940,89.80,29.4,-10.0000
0:15:36,1,0.30,114.7,0.870,1.52,0.0024,-3.50,33.58,-999.00,-999.00,-999.00,0,-3.50,33.58,4.33,39.31,-10.0000,-18.9511,89.80,29.4,-10.0000
0:15:46,1,0.84,114.7,1.580,1.21,0.0025,-3.44,33.58,-999.00,-999.00,-999.00,0,-3.44,33.58,4.39,39.36,-10.0000,-18.9940,89.80,29.4,-10.0000
0:15:56,1,0.77,115.2,1.370,0.30,0.0025,-3.44,33.61,-999.00,-999.00,-999.00,0,-3.44,33.61,4.45,39.38,-9.9000,-18.9940,89.80,29.4,-9.9000
0:16:06,1,0.29,115.2,0.870,1.53,0.0025,-3.38,33.61,-999.00,-999.00,-999.00,0,-3.38,33.61,4.51,39.41,-9.9000,-18.9940,89.80,29.4,-9.9000
0:16:17,1,0.77,115.3,1.370,1.22,0.0025,-3.33,33.66,-999.00,-999.00,-999.00,0,-3.33,33.66,4.58,39.44,-10.0000,-18.9940,89.80,29.4,-10.0000
0:16:27,1,0.29,115.3,0.870,0.29,0.0025,-3.33,33.66,-999.00,-999.00,-999.00,0,-3.33,33.66,4.63,39.45,-10.0000,-18.9940,89.80,29.4,-10.0000
0:16:37,1,0.84,115.3,1.580,1.53,0.0026,-3.32,33.70,-999.00,-999.00,-999.00,0,-3.32,33.70,4.70,39.49,-10.0000,-18.9511,89.80,29.4,-10.0000
0:16:47,1,0.77,115.3,1.360,1.21,0.0026,-3.30,33.71,-999.00,-999.00,-999.00,0,-3.30,33.71,4.75,39.50,-10.0000,-18.9940,89.80,29.4,-10.0000
0:16:57,1,0.29,115.2,0.870,0.29,0.0026,-3.26,33.72,-999.00,-999.00,-999.00,0,-3.26,33.72,4.79,39.50,-9.9000,-18.9940,89.80,29.4,-9.9000
0:17:07,1,0.77,115.2,1.370,0.29,0.0027,-3.23,33.72,-999.00,-999.00,-999.00,0,-3.23,33.72,4.85,39.50,-9.9000,-18.9511,89.80,29.4,-9.9000
0:17:17,1,0.29,115.2,0.870,1.52,0.0027,-3.20,33.75,-999.00,-999.00,-999.00,0,-3.20,33.75,4.91,39.52,-10.0000,-18.9940,89.80,29.4,-10.0000
0:17:27,1,0.84,115.2,1.580,1.21,0.0027,-3.15,33.75,-999.00,-999.00,-999.00,0,-3.15,33.75,4.98,39.56,-10.0000,-18.9940,89.80,29.4,-10.0000
0:17:38,1,0.77,115.2,1.370,0.29,0.0027,-3.12,33.79,-999.00,-999.00,-999.00,0,-3.12,33.79,5.04,39.57,-10.0000,-18.9940,89.80,29.4,-10.0000
0:17:48,1,0.29,115.2,0.870,1.52,0.0028,-3.11,33.80,-999.00,-999.00,-999.00,0,-3.11,33.80,5.09,39.58,-10.0000,-18.9940,89.80,29.4,-10.0000
0:17:58,1,0.77,115.2,1.360,1.21,0.0028,-3.11,33.82,-999.00,-999.00,-999.00,0,-3.11,33.82,5.15,39.60,-10.0000,-18.9940,89.80,29.4,-10.0000
0:18:08,1,0.30,115.2,0.870,0.30,0.0028,-3.06,33.86,-999.00,-999.00,-999.00,0,-3.06,33.86,5.18,39.64,-10.0000,-18.9940,89.80,29.4,-10.0000
0:18:18,1,0.84,115.0,1.580,1.21,0.0028,-3.01,33.86,-999.00,-999.00,-999.00,0,-3.01,33.86,5.25,39.69,-10.0000,-18.9940,89.80,29.4,-10.0000
0:18:28,1,0.77,114.9,1.360,0.30,0.0028,-2.97,33.86,-999.00,-999.00,-999.00,0,-2.97,33.86,5.29,39.69,-10.0000,-18.9940,89.80,29.4,-10.0000
0:18:38,1,0.30,114.9,0.870,1.52,0.0029,-2.94,33.89,-999.00,-999.00,-999.00,0,-2.94,33.89,5.34,39.69,-10.0000,-18.9940,89.80,29.4,-10.0000
0:18:49,1,0.77,114.8,1.370,0.29,0.0029,-2.96,33.89,-999.00,-999.00,-999.00,0,-2.96,33.89,5.40,39.72,-10.0000,-18.9940,89.80,29.4,-10.0000
0:18:59,1,0.29,114.8,0.870,0.29,0.0029,-2.91,33.94,-999.00,-999.00,-999.00,0,-2.91,33.94,5.48,39.75,-10.0000,-18.9940,89.80,29.4,-10.0000
0:19:09,1,0.84,114.8,1.580,1.52,0.0030,-2.87,33.94,-999.00,-999.00,-999.00,0,-2.87,33.94,5.53,39.75,-10.0000,-18.9940,90.00,29.4,-10.0000
0:19:19,1,0.77,114.8,1.360,1.21,0.0030,-2.83,33.98,-999.00,-999.00,-999.00,0,-2.83,33.98,5.60,39.76,-9.9000,-18.9940,90.00,29.3,-9.9000
0:19:29,1,0.29,114.8,0.870,1.21,0.0030,-2.81,34.00,-999.00,-999.00,-999.00,0,-2.81,34.00,5.65,39.77,-10.0000,-18.9940,90.00,29.3,-10.0000
0:19:40,1,0.77,114.8,1.360,0.29,0.0030,-2.75,34.00,-999.00,-999.00,-999.00,0,-2.75,34.00,5.70,39.79,-10.0000,-18.9940,90.00,29.3,-10.0000
0:19:50,1,0.29,114.8,0.870,1.52,0.0031,-2.74,34.05,-999.00,-999.00,-999.00,0,-2.74,34.05,5.75,39.83,-10.0000,-18.9940,90.00,29.3,-10.0000
0:20:00,1,0.84,114.8,1.580,1.21,0.0031,-2.70,34.05,-999.00,-999.00,-999.00,0,-2.70,34.05,5.80,39.83,-10.0000,-18.9940,90.00,29.3,-10.0000
0:20:10,1,0.77,114.8,1.360,0.30,0.0031,-2.70,34.07,-999.00,-999.00,-999.00,0,-2.70,34.07,5.86,39.85,-10.0000,-18.9940,90.00,29.3,-10.0000
0:20:20,1,0.29,114.8,0.870,1.21,0.0031,-2.70,34.08,-999.00,-999.00,-999.00,0,-2.70,34.08,5.92,39.88,-10.0000,-18.9940,90.00,29.3,-10.0000
0:20:31,1,0.77,114.8,1.360,1.21,0.0032,-2.63,34.08,-999.00,-999.00,-999.00,0,-2.63,34.08,5.96,39.91,-9.9000,-18.9511,90.00,29.3,-9.9000
0:20:41,1,0.29,114.8,0.870,0.29,0.0032,-2.62,34.13,-999.00,-999.00,-999.00,0,-2.62,34.13,6.04,39.91,-10.0000,-18.9940,90.00,29.3,-10.0000
0:20:51,1,0.29,114.8,1.580,1.21,0.0032,-2.57,34.13,-999.00,-999.00,-999.00,0,-2.57,34.13,6.10,39.96,-10.0000,-18.9940,90.00,29.3,-10.0000
0:21:01,1,0.77,114.8,1.360,0.29,0.0032,-2.52,34.15,-999.00,-999.00,-999.00,0,-2.52,34.15,6.12,39.97,-10.0000,-18.9511,90.00,29.3,-10.0000
0:21:11,1,0.29,114.8,0.880,1.52,0.0033,-2.56,34.18,-999.00,-999.00,-999.00,0,-2.56,34.18,6.18,39.99,-9.9000,-18.9940,90.00,29.3,-9.9000
0:21:21,1,0.77,115.0,1.360,0.29,0.0033,-2.51,34.22,-999.00,-999.00,-999.00,0,-2.51,34.22,6.24,40.02,-10.0000,-18.9940,90.00,29.3,-10.0000
0:21:31,1,0.29,115.0,0.870,0.29,0.0033,-2.50,34.22,-999.00,-999.00,-999.00,0,-2.50,34.22,6.29,40.02,-10.0000,-18.9940,90.00,29.3,-10.0000
0:21:41,1,0.84,115.0,1.580,1.52,0.0033,-2.46,34.26,-999.00,-999.00,-999.00,0,-2.46,34.26,6.33,40.05,-10.0000,-18.9940,90.00,29.3,-10.0000
0:21:52,1,0.77,115.1,1.370,0.30,0.0034,-2.43,34.25,-999.00,-999.00,-999.00,0,-2.43,34.25,6.37,40.05,-10.0000,-18.9511,90.00,29.3,-10.0000
0:22:02,1,0.29,115.1,0.880,1.21,0.0034,-2.32,34.27,-999.00,-999.00,-999.00,0,-2.32,34.27,6.43,40.06,-9.9000,-18.9940,90.00,29.3,-9.9000
0:22:12,1,0.84,115.1,1.590,0.29,0.0034,-2.30,34.32,-999.00,-999.00,-999.00,0,-2.30,34.32,6.50,40.09,-10.0000,-18.9940,90.00,29.3,-10.0000
0:22:23,1,0.29,115.1,0.870,1.52,0.0034,-2.26,34.33,-999.00,-999.00,-999.00,0,-2.26,34.33,6.53,40.10,-9.9000,-18.9940,90.00,29.3,-9.9000
0:22:33,1,0.29,115.1,1.590,1.21,0.0035,-2.23,34.35,-999.00,-999.00,-999.00,0,-2.23,34.35,6.60,40.12,-10.0000,-18.9940,90.00,29.3,-10.0000
0:22:43,1,0.77,115.1,1.370,0.29,0.0035,-2.20,34.35,-999.00,-999.00,-999.00,0,-2.20,34.35,6.63,40.15,-10.0000,-18.9940,90.00,29.3,-10.0000
0:22:53,1,0.29,115.1,0.870,1.53,0.0035,-2.18,34.40,-999.00,-999.00,-999.00,0,-2.18,34.40,6.71,40.18,-10.0000,-18.9940,90.00,29.3,-10.0000
0:23:03,1,0.84,115.1,1.480,1.21,0.0035,-2.15,34.41,-999.00,-999.00,-999.00,0,-2.15,34.41,6.74,40.18,-10.0000,-18.9940,90.00,29.3,-10.0000
0:23:13,1,0.29,115.1,0.870,0.29,0.0036,-2.15,34.41,-999.00,-999.00,-999.00,0,-2.15,34.41,6.78,40.19,-10.0000,-18.9940,90.00,29.3,-10.0000
0:23:23,1,0.29,115.1,1.590,1.52,0.0036,-2.12,34.45,-999.00,-999.00,-999.00,0,-2.12,34.45,6.83,40.22,-10.0000,-18.9940,90.00,29.3,-10.0000
