0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC4,TC5,TC6,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:45:39,2,1.00,115.0,17.020,19.56,0.0660,1.6767,38.8267,89.58,-999.00,-999.00,0,0.27,0.83,4.27,1.59,1.82,2.80,-0.38,-0.04,40.63,38.72,37.13,89.53,89.41,89.75,91.31,89.75,90.21
0:46:29,2,1.00,115.1,17.000,19.54,0.0688,1.8633,38.8667,89.57,-999.00,-999.00,0,0.31,1.02,4.66,1.66,1.88,3.24,-0.30,0.04,40.66,38.78,37.16,89.51,89.39,89.76,91.24,89.76,90.18
0:47:19,2,1.00,115.1,17.010,19.57,0.0717,2.0383,38.9133,89.60,-999.00,-999.00,0,0.36,1.20,5.05,1.68,1.93,3.67,-0.19,0.09,40.71,38.82,37.21,89.54,89.45,89.76,91.19,89.75,90.23
0:48:10,2,1.00,115.2,17.010,19.57,0.0744,2.2533,38.9700,89.60,-999.00,-999.00,0,0.41,1.41,5.51,1.78,1.96,4.16,-0.05,0.16,40.76,38.86,37.29,89.53,89.44,89.76,91.12,89.76,90.20
0:49:00,2,1.00,115.1,17.000,19.55,0.0771,2.4583,39.0133,89.60,-999.00,-999.00,0,0.46,1.62,5.98,1.85,2.02,4.63,0.04,0.23,40.78,38.92,37.34,89.51,89.44,89.74,91.05,89.76,90.20
0:49:51,2,1.00,115.1,17.000,19.54,0.0798,2.6917,39.0600,89.60,-999.00,-999.00,0,0.50,1.85,6.44,1.93,2.11,5.14,0.19,0.34,40.81,38.97,37.40,89.50,89.43,89.71,91.01,89.76,90.20
0:50:41,2,1.00,115.1,17.020,19.56,0.0825,2.9367,39.1333,89.60,-999.00,-999.00,0,0.34,1.39,6.96,2.04,2.18,5.70,0.33,0.41,40.87,39.05,37.48,89.49,89.43,89.72,90.96,89.76,90.20
0:51:31,2,1.00,115.1,17.010,19.56,0.0852,3.2017,39.2033,89.57,-999.00,-999.00,0,0.42,1.64,7.52,2.12,2.26,6.29,0.50,0.52,40.94,39.12,37.55,89.49,89.39,89.71,90.91,89.74,90.20
0:52:22,2,1.00,115.1,17.000,19.55,0.0881,3.4617,39.2733,89.57,-999.00,-999.00,0,0.48,1.91,8.09,2.24,2.32,6.86,0.66,0.60,41.01,39.18,37.63,89.48,89.39,89.71,90.82,89.74,90.17
0:53:12,2,1.00,115.1,17.000,19.55,0.0908,3.7467,39.3333,89.57,-999.00,-999.00,0,0.54,2.20,8.68,2.37,2.40,7.52,0.81,0.70,41.03,39.28,37.69,89.49,89.40,89.72,90.79,89.75,90.22
0:54:02,2,1.00,115.1,17.010,19.57,0.0935,4.0617,39.3900,89.57,-999.00,-999.00,0,0.60,2.51,9.37,2.50,2.51,8.19,1.00,0.80,41.11,39.34,37.72,89.43,89.39,89.71,90.73,89.74,90.17
0:54:03,1,0.29,115.1,0.090,0.03,0.0937,4.1217,39.4167,89.54,-999.00,-999.00,0,0.62,2.57,9.49,2.51,2.54,8.33,1.05,0.81,41.11,39.36,37.78,89.43,89.39,89.71,90.71,89.69,90.20
0:54:10,1,0.30,115.1,0.090,0.03,0.0937,4.1217,39.4167,89.54,-999.00,-999.00,0,0.62,2.57,9.49,2.51,2.54,8.33,1.05,0.81,41.11,39.36,37.78,89.43,89.39,89.71,90.71,89.69,90.20
0:54:10,1,0.30,115.1,0.090,0.03,0.0937,4.1217,39.4167,89.54,-999.00,-999.00,0,0.62,2.57,9.49,2.51,2.54,8.33,1.05,0.81,41.11,39.36,37.78,89.43,89.39,89.71,90.71,89.69,90.20
0:55:01,1,0.29,115.1,0.090,0.03,0.0937,4.4600,39.4767,89.54,-999.00,-999.00,0,0.40,1.71,10.22,2.66,2.60,9.13,1.23,0.92,41.15,39.45,37.83,89.43,89.39,89.71,90.65,89.69,90.19
0:55:51,1,0.29,115.1,0.100,0.03,0.0937,4.8583,39.5567,89.56,-999.00,-999.00,0,0.50,2.10,11.12,2.80,2.71,10.04,1.45,1.03,41.26,39.49,37.92,89.43,89.41,89.73,90.60,89.71,90.23
0:56:41,1,0.36,115.0,0.130,0.06,0.0937,5.2567,39.6567,89.54,-999.00,-999.00,0,0.56,2.48,12.02,2.95,2.81,10.99,1.66,1.11,41.32,39.63,38.02,89.42,89.38,89.73,90.57,89.71,90.23
0:57:32,1,0.36,115.1,0.130,0.05,0.0937,5.6700,39.7333,89.55,-999.00,-999.00,0,0.65,2.92,12.96,3.13,2.90,11.95,1.86,1.22,41.39,39.71,38.10,89.41,89.39,89.73,90.50,89.71,90.23
0:58:22,1,0.29,115.2,0.090,0.03,0.0937,6.1250,39.8067,89.53,-999.00,-999.00,0,0.73,3.37,14.02,3.32,2.98,12.96,2.11,1.36,41.46,39.79,38.17,89.41,89.37,89.71,90.43,89.69,90.21
0:59:12,1,0.29,115.1,0.090,0.03,0.0937,6.5950,39.8767,89.53,-999.00,-999.00,0,0.80,3.84,15.06,3.51,3.14,14.01,2.37,1.48,41.52,39.88,38.23,89.36,89.36,89.72,90.41,89.69,90.21
0:59:28,2,0.61,115.0,16.280,11.40,0.0938,6.8267,39.9233,89.54,-999.00,-999.00,0,0.84,4.07,15.60,3.62,3.17,14.53,2.50,1.54,41.55,39.93,38.29,89.40,89.38,89.76,90.38,89.70,90.22
0:59:38,2,0.61,115.0,16.280,11.40,0.0938,6.8267,39.9233,89.54,-999.00,-999.00,0,0.84,4.07,15.60,3.62,3.17,14.53,2.50,1.54,41.55,39.93,38.29,89.40,89.38,89.76,90.38,89.70,90.22
0:59:38,2,0.61,115.0,16.280,11.40,0.0938,6.8267,39.9233,89.54,-999.00,-999.00,0,0.84,4.07,15.60,3.62,3.17,14.53,2.50,1.54,41.55,39.93,38.29,89.40,89.38,89.76,90.38,89.70,90.22
1:00:28,2,0.59,115.0,11.680,7.89,0.0950,7.2800,40.0100,89.54,-999.00,-999.00,0,0.53,2.82,16.62,3.83,3.28,15.54,2.78,1.63,41.65,40.01,38.37,89.36,89.37,89.73,90.41,89.70,90.22
1:01:19,2,0.59,114.9,12.130,8.26,0.0962,7.7250,40.0833,89.54,-999.00,-999.00,0,0.61,3.27,17.53,4.06,3.38,16.52,3.07,1.79,41.71,40.10,38.44,89.38,89.38,89.75,90.43,89.69,90.25
1:02:09,2,0.58,114.9,11.330,7.58,0.0973,8.1300,40.1833,89.54,-999.00,-999.00,0,0.71,3.67,18.36,4.26,3.52,17.42,3.33,1.89,41.80,40.19,38.56,89.37,89.37,89.77,90.49,89.71,90.23
1:02:59,2,0.58,114.9,11.300,7.56,0.0983,8.5600,40.2600,89.53,-999.00,-999.00,0,0.77,4.07,19.19,4.51,3.64,18.32,3.66,2.04,41.87,40.28,38.63,89.35,89.36,89.74,90.52,89.69,90.21
1:03:50,2,0.58,114.9,11.380,7.60,0.0994,8.9867,40.3367,89.56,-999.00,-999.00,0,0.86,4.53,19.91,4.80,3.87,19.08,4.02,2.24,41.93,40.36,38.72,89.42,89.38,89.77,90.60,89.73,90.25
1:04:40,2,0.58,115.0,11.110,7.46,0.1004,9.9550,40.4433,89.57,-999.00,-999.00,0,0.97,5.49,20.70,5.82,5.02,19.83,5.00,3.36,42.04,40.48,38.81,89.47,89.40,89.78,90.69,89.73,90.26
1:05:30,2,0.58,115.0,10.790,7.22,0.1014,10.8217,40.5067,89.54,-999.00,-999.00,0,0.58,3.80,21.23,6.81,6.18,20.35,5.87,4.49,42.10,40.56,38.86,89.49,89.37,89.77,90.77,89.70,90.23
1:06:20,2,0.58,115.0,10.750,7.19,0.1024,11.5533,40.6233,89.55,-999.00,-999.00,0,0.70,4.53,21.53,7.68,7.27,20.62,6.67,5.55,42.21,40.68,38.98,89.52,89.40,89.77,90.83,89.70,90.23
1:07:10,2,0.58,115.0,10.630,7.10,0.1034,12.1233,40.7000,89.55,-999.00,-999.00,0,0.77,5.10,21.67,8.45,8.24,20.73,7.27,6.38,42.29,40.76,39.05,89.57,89.39,89.76,90.87,89.71,90.26
1:08:00,2,0.58,115.0,10.720,7.18,0.1045,12.6100,40.7467,89.57,-999.00,-999.00,0,0.82,5.59,21.72,9.19,9.08,20.76,7.80,7.11,42.35,40.80,39.09,89.59,89.39,89.76,90.87,89.74,90.24
1:08:50,2,0.58,115.0,10.710,7.16,0.1055,13.0167,40.7633,89.57,-999.00,-999.00,0,0.84,5.99,21.67,9.79,9.82,20.73,8.27,7.82,42.36,40.82,39.11,89.61,89.39,89.76,90.93,89.74,90.25
1:09:41,2,0.58,115.0,10.680,7.15,0.1065,13.3867,40.7567,89.60,-999.00,-999.00,0,0.83,6.36,21.59,10.41,10.50,20.62,8.71,8.49,42.34,40.82,39.11,89.64,89.42,89.77,90.94,89.78,90.23
1:10:31,2,0.58,114.9,10.690,7.15,0.1075,13.7000,40.7500,89.64,-999.00,-999.00,0,0.26,3.37,21.45,10.93,11.13,20.47,9.15,9.07,42.32,40.82,39.11,89.68,89.47,89.78,91.02,89.80,90.27
1:11:21,2,0.58,114.9,10.660,7.13,0.1085,13.9483,40.7033,89.66,-999.00,-999.00,0,0.26,3.62,21.27,11.41,11.63,20.28,9.51,9.59,42.26,40.78,39.07,89.72,89.48,89.78,91.04,89.84,90.28
1:12:11,2,0.58,115.0,10.730,7.17,0.1094,14.1633,40.6833,89.68,-999.00,-999.00,0,0.22,3.85,21.08,11.81,12.08,20.10,9.86,10.05,42.24,40.76,39.05,89.72,89.51,89.79,91.07,89.85,90.28
1:13:01,2,0.58,115.0,10.670,7.13,0.1104,14.3333,40.6400,89.68,-999.00,-999.00,0,0.18,4.02,20.88,12.17,12.47,19.88,10.13,10.47,42.21,40.71,39.00,89.73,89.51,89.79,91.05,89.86,90.28
1:13:52,2,0.58,115.0,10.660,7.12,0.1114,14.4850,40.5733,89.72,-999.00,-999.00,0,0.11,4.17,20.64,12.52,12.81,19.68,10.42,10.84,42.10,40.65,38.97,89.79,89.53,89.80,91.05,89.91,90.29
1:14:42,2,0.58,115.0,10.620,7.08,0.1124,14.5967,40.5000,89.73,-999.00,-999.00,0,0.04,4.28,20.41,12.81,13.09,19.43,10.66,11.18,42.02,40.57,38.91,89.79,89.52,89.82,91.09,89.94,90.32
1:15:33,2,0.58,115.0,10.630,7.16,0.1135,14.6683,40.4233,89.74,-999.00,-999.00,0,0.30,1.16,20.17,13.03,13.31,19.18,10.88,11.44,41.93,40.51,38.83,89.79,89.52,89.80,91.10,89.96,90.34
1:16:23,2,0.58,115.0,10.620,7.10,0.1145,14.7383,40.3367,89.76,-999.00,-999.00,0,0.39,1.21,19.93,13.26,13.51,18.94,11.08,11.71,41.82,40.41,38.78,89.79,89.55,89.79,91.12,89.97,90.34
1:17:13,2,0.58,115.0,10.640,7.11,0.1154,14.7667,40.2267,89.78,-999.00,-999.00,0,0.48,1.27,19.66,13.42,13.66,18.67,11.27,11.92,41.70,40.31,38.67,89.80,89.57,89.79,91.14,89.98,90.34
1:18:03,2,0.58,115.0,10.620,7.10,0.1164,14.7783,40.1133,89.81,-999.00,-999.00,0,0.59,1.29,19.39,13.56,13.79,18.43,11.41,12.09,41.58,40.18,38.58,89.85,89.58,89.79,91.18,90.04,90.34
1:18:54,2,0.58,115.0,10.600,7.08,0.1174,14.7850,40.0500,89.81,-999.00,-999.00,0,0.68,1.28,19.17,13.70,13.88,18.16,11.54,12.26,41.52,40.13,38.50,89.87,89.58,89.79,91.23,90.04,90.34
1:19:44,2,0.58,115.1,10.550,7.06,0.1184,14.7750,39.9433,89.83,-999.00,-999.00,0,0.78,1.27,18.91,13.81,13.97,17.93,11.63,12.40,41.39,40.02,38.42,89.92,89.60,89.80,91.24,90.07,90.34
1:20:34,2,0.58,115.0,10.530,7.07,0.1194,14.7583,39.8167,89.83,-999.00,-999.00,0,0.65,0.12,18.66,13.90,14.02,17.70,11.77,12.50,41.25,39.89,38.31,89.93,89.59,89.79,91.23,90.07,90.34
