0:00:00,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC4,TC5,TC6,TC11,TC12,TC13,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
0:00:00,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FC1,FC2,FC3,FC4,FC5,FC6,FF1,FF2,FF3,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:01,2,0.58,115.1,8.660,5.79,0.0098,-3.6767,43.1767,90.06,-999.00,-999.00,0.000000,0.000000,0.000000,-2.33,-3.07,-3.30,-3.54,-5.25,-4.57,46.15,40.27,43.11,89.78,90.17,90.17,90.40,89.94,90.00
0:00:50,2,0.58,115.1,8.910,5.94,0.0008,-3.5600,42.9033,90.06,-999.00,-999.00,0,999.00,999.00,-2.21,-2.90,-3.09,-3.52,-5.16,-4.48,45.85,40.09,42.77,89.80,90.21,90.13,90.40,89.91,89.99
0:01:40,2,0.58,115.0,9.020,5.97,0.0016,-3.3817,42.5600,90.07,-999.00,-999.00,0,999.00,999.00,-2.03,-2.69,-2.84,-3.40,-5.01,-4.32,45.45,39.80,42.43,89.81,90.20,90.17,90.47,89.93,90.00
0:02:30,2,0.58,115.0,9.070,6.06,0.0025,-3.2017,42.2467,90.02,-999.00,-999.00,0,999.00,999.00,-1.82,-2.50,-2.55,-3.30,-4.88,-4.16,45.11,39.53,42.10,89.84,90.17,90.15,90.46,89.88,89.99
0:03:21,2,0.58,115.1,9.110,6.08,0.0034,-3.0117,42.0700,90.04,-999.00,-999.00,0,999.00,999.00,-1.62,-2.28,-2.23,-3.22,-4.70,-4.02,44.94,39.34,41.93,89.86,90.19,90.17,90.46,89.89,90.00
0:04:11,2,0.58,115.0,9.180,6.11,0.0042,-2.8200,41.9600,90.07,-999.00,-999.00,0,999.00,999.00,-1.42,-2.06,-1.94,-3.11,-4.53,-3.86,44.85,39.24,41.79,89.91,90.22,90.20,90.41,89.93,90.00
0:05:00,2,0.58,115.0,9.190,6.12,0.0051,-2.6317,41.8267,90.07,-999.00,-999.00,0,1.35,1.04,-1.20,-1.84,-1.67,-3.02,-4.37,-3.69,44.75,39.07,41.66,89.92,90.23,90.20,90.46,89.91,90.03
0:05:52,2,0.58,115.0,9.210,6.13,0.0059,-2.4317,41.7000,90.10,-999.00,-999.00,0,1.46,1.24,-1.01,-1.64,-1.36,-2.89,-4.19,-3.50,44.65,38.96,41.49,89.94,90.25,90.24,90.47,89.94,90.03
0:06:42,2,0.58,115.0,9.210,6.13,0.0068,-2.2467,41.5667,90.11,-999.00,-999.00,0,1.60,1.43,-0.82,-1.40,-1.14,-2.78,-4.01,-3.33,44.56,38.81,41.33,90.01,90.26,90.28,90.47,89.96,90.06
0:07:32,2,0.58,115.0,9.170,6.11,0.0076,-2.0733,41.4167,90.10,-999.00,-999.00,0,1.74,1.60,-0.64,-1.21,-0.90,-2.65,-3.87,-3.17,44.43,38.67,41.15,90.01,90.26,90.25,90.44,89.95,90.06
0:08:22,2,0.58,115.0,9.250,6.17,0.0085,-1.9017,41.2700,90.11,-999.00,-999.00,0,1.91,1.77,-0.47,-1.02,-0.66,-2.53,-3.72,-3.01,44.31,38.52,40.98,90.06,90.27,90.30,90.47,89.96,90.08
0:09:12,2,0.58,115.1,9.250,6.11,0.0094,-1.7433,41.1100,90.13,-999.00,-999.00,0,2.07,1.93,-0.30,-0.84,-0.46,-2.44,-3.55,-2.87,44.16,38.38,40.79,90.08,90.28,90.31,90.48,89.97,90.09
0:10:02,2,0.58,115.1,9.290,6.19,0.0102,-1.5650,40.9467,90.11,-999.00,-999.00,0,0.88,1.07,-0.11,-0.67,-0.25,-2.28,-3.39,-2.69,44.01,38.24,40.59,90.07,90.26,90.29,90.47,89.96,90.07
0:10:52,2,0.58,115.0,9.330,6.21,0.0111,-1.3717,40.7400,90.13,-999.00,-999.00,0,1.09,1.26,0.07,-0.45,-0.02,-2.16,-3.19,-2.48,43.82,38.03,40.37,90.11,90.28,90.31,90.54,89.97,90.09
0:11:42,2,0.58,115.0,9.330,6.20,0.0120,-1.2533,40.5300,90.13,-999.00,-999.00,0,1.30,1.38,0.20,-0.33,0.14,-2.06,-3.10,-2.37,43.62,37.85,40.12,90.11,90.28,90.33,90.57,89.97,90.09
0:12:33,2,0.58,115.0,9.370,6.24,0.0128,-1.0883,40.3333,90.13,-999.00,-999.00,0,1.49,1.54,0.36,-0.17,0.31,-1.91,-2.92,-2.20,43.42,37.66,39.92,90.16,90.28,90.33,90.55,89.97,90.09
0:13:23,2,0.58,115.0,9.340,6.24,0.0137,-0.9400,40.1233,90.13,-999.00,-999.00,0,1.70,1.69,0.50,-0.01,0.50,-1.82,-2.77,-2.04,43.21,37.47,39.69,90.16,90.28,90.33,90.54,89.97,90.09
0:14:13,2,0.58,115.1,9.390,6.25,0.0146,-0.7917,39.9133,90.13,-999.00,-999.00,0,1.91,1.84,0.64,0.14,0.67,-1.70,-2.62,-1.88,43.02,37.28,39.44,90.16,90.28,90.33,90.52,89.97,90.10
0:15:03,2,0.58,115.0,9.410,6.27,0.0154,-0.6617,39.6933,90.12,-999.00,-999.00,0,1.25,0.90,0.77,0.28,0.82,-1.61,-2.49,-1.74,42.80,37.07,39.21,90.16,90.27,90.33,90.49,89.97,90.10
0:15:54,2,0.58,115.1,9.370,6.24,0.0164,-0.5183,39.4667,90.10,-999.00,-999.00,0,1.47,1.04,0.91,0.45,0.95,-1.46,-2.36,-1.60,42.58,36.87,38.95,90.20,90.23,90.33,90.47,89.97,90.09
0:16:44,2,0.58,115.0,9.400,6.26,0.0172,-0.3900,39.2633,90.10,-999.00,-999.00,0,1.71,1.17,1.02,0.57,1.11,-1.37,-2.22,-1.45,42.37,36.69,38.73,90.19,90.22,90.33,90.54,89.97,90.09
0:17:34,2,0.58,115.1,9.460,6.27,0.0181,-0.2567,39.0367,90.11,-999.00,-999.00,0,1.91,1.31,1.16,0.70,1.24,-1.23,-2.09,-1.32,42.14,36.47,38.50,90.22,90.24,90.38,90.54,89.99,90.07
0:18:24,2,0.58,115.0,9.490,6.31,0.0190,-0.1450,38.8400,90.16,-999.00,-999.00,0,2.10,1.42,1.27,0.83,1.34,-1.14,-1.98,-1.19,41.92,36.32,38.28,90.24,90.27,90.39,90.56,90.05,90.10
0:19:14,2,0.58,115.1,9.450,6.30,0.0198,-0.0167,38.6000,90.14,-999.00,-999.00,0,2.34,1.55,1.38,0.94,1.49,-1.02,-1.84,-1.05,41.66,36.09,38.05,90.24,90.23,90.39,90.54,90.04,90.09
0:20:05,2,0.58,115.0,9.450,6.31,0.0207,0.1050,38.3767,90.15,-999.00,-999.00,0,1.32,0.77,1.49,1.08,1.59,-0.93,-1.68,-0.92,41.44,35.90,37.79,90.25,90.24,90.36,90.55,90.05,90.06
0:20:55,2,0.58,115.1,9.450,6.31,0.0216,0.2167,38.1300,90.18,-999.00,-999.00,0,1.57,0.88,1.62,1.17,1.70,-0.82,-1.58,-0.79,41.21,35.66,37.52,90.29,90.27,90.41,90.56,90.10,90.09
0:21:45,2,0.58,115.1,9.470,6.33,0.0225,0.3367,37.8900,90.18,-999.00,-999.00,0,1.81,1.00,1.75,1.30,1.83,-0.74,-1.47,-0.65,40.95,35.45,37.27,90.30,90.25,90.42,90.57,90.11,90.11
0:22:35,2,0.58,115.1,9.460,6.32,0.0233,0.4483,37.6567,90.18,-999.00,-999.00,0,2.04,1.11,1.83,1.41,1.91,-0.58,-1.33,-0.55,40.69,35.24,37.04,90.30,90.24,90.42,90.58,90.11,90.11
0:23:25,2,0.58,115.1,9.480,6.36,0.0243,0.5700,37.4067,90.18,-999.00,-999.00,0,2.29,1.24,1.98,1.49,2.02,-0.50,-1.18,-0.39,40.42,35.01,36.79,90.26,90.25,90.40,90.58,90.11,90.10
0:24:16,2,0.58,115.1,9.480,6.34,0.0252,0.6733,37.1733,90.18,-999.00,-999.00,0,2.51,1.35,2.07,1.60,2.13,-0.38,-1.08,-0.30,40.19,34.81,36.52,90.30,90.22,90.39,90.59,90.13,90.09
0:25:06,2,0.58,115.0,9.430,6.35,0.0260,0.7950,36.9367,90.18,-999.00,-999.00,0,1.44,0.68,2.21,1.71,2.24,-0.27,-0.96,-0.16,39.93,34.60,36.28,90.30,90.22,90.39,90.59,90.14,90.09
0:25:56,2,0.58,115.0,9.480,6.33,0.0269,0.8967,36.6933,90.18,-999.00,-999.00,0,1.70,0.80,2.30,1.83,2.33,-0.19,-0.85,-0.04,39.66,34.39,36.03,90.30,90.22,90.39,90.62,90.13,90.09
0:26:46,2,0.58,115.0,9.530,6.36,0.0278,0.9800,36.4433,90.17,-999.00,-999.00,0,1.95,0.89,2.37,1.91,2.41,-0.11,-0.77,0.07,39.39,34.18,35.76,90.30,90.20,90.39,90.58,90.14,90.07
0:27:36,2,0.58,115.0,9.470,6.35,0.0287,1.0800,36.2567,90.15,-999.00,-999.00,0,2.14,0.99,2.48,2.01,2.49,0.01,-0.66,0.15,39.19,34.03,35.55,90.30,90.17,90.39,90.57,90.14,90.06
0:28:13,1,0.50,115.1,0.700,0.40,0.0294,1.1617,36.0333,90.17,-999.00,-999.00,0,2.36,1.07,2.56,2.09,2.55,0.09,-0.58,0.26,38.95,33.80,35.35,90.30,90.18,90.39,90.59,90.15,90.04
0:28:20,1,0.50,115.1,0.700,0.40,0.0294,1.1617,36.0333,90.17,-999.00,-999.00,0,2.36,1.07,2.56,2.09,2.55,0.09,-0.58,0.26,38.95,33.80,35.35,90.30,90.18,90.39,90.59,90.15,90.04
0:28:20,1,0.50,115.1,0.700,0.40,0.0294,1.1617,36.0333,90.17,-999.00,-999.00,0,2.36,1.07,2.56,2.09,2.55,0.09,-0.58,0.26,38.95,33.80,35.35,90.30,90.18,90.39,90.59,90.15,90.04
0:29:10,1,0.49,115.3,0.670,0.38,0.0294,1.3050,35.8333,90.16,-999.00,-999.00,0,2.56,1.21,2.69,2.22,2.71,0.22,-0.41,0.40,38.72,33.63,35.15,90.26,90.19,90.40,90.57,90.13,90.05
0:30:01,1,0.49,115.3,0.670,0.38,0.0295,1.5417,35.6133,90.15,-999.00,-999.00,0,1.34,0.77,2.89,2.47,2.99,0.42,-0.16,0.64,38.49,33.44,34.91,90.26,90.18,90.36,90.51,90.12,90.03
0:30:51,1,0.49,115.2,0.670,0.38,0.0296,1.8517,35.3967,90.13,-999.00,-999.00,0,1.56,1.08,3.20,2.77,3.38,0.65,0.16,0.95,38.22,33.25,34.72,90.26,90.18,90.36,90.50,90.08,90.02
0:31:12,2,1.00,115.1,17.020,19.55,0.0299,2.0233,35.3067,90.17,-999.00,-999.00,0,1.65,1.25,3.36,2.92,3.58,0.80,0.35,1.13,38.10,33.20,34.62,90.30,90.22,90.39,90.48,90.11,90.03
0:31:19,2,1.00,115.1,17.020,19.55,0.0299,2.0233,35.3067,90.17,-999.00,-999.00,0,1.65,1.25,3.36,2.92,3.58,0.80,0.35,1.13,38.10,33.20,34.62,90.30,90.22,90.39,90.48,90.11,90.03
0:31:19,2,1.00,115.1,17.020,19.55,0.0299,2.0233,35.3067,90.17,-999.00,-999.00,0,1.65,1.25,3.36,2.92,3.58,0.80,0.35,1.13,38.10,33.20,34.62,90.30,90.22,90.39,90.48,90.11,90.03
0:32:10,2,1.00,114.9,16.910,19.42,0.0325,2.1650,35.1967,90.16,-999.00,-999.00,0,1.76,1.40,3.52,3.06,3.68,0.99,0.50,1.24,37.95,33.10,34.54,90.30,90.21,90.39,90.47,90.11,90.03
0:33:00,2,1.00,115.0,16.910,19.43,0.0352,2.2717,35.1333,90.12,-999.00,-999.00,0,1.82,1.50,3.69,3.11,3.76,1.17,0.60,1.30,37.84,33.07,34.49,90.30,90.18,90.39,90.43,90.06,90.03
0:33:50,2,1.00,115.0,16.900,19.42,0.0379,2.3733,35.0933,90.11,-999.00,-999.00,0,1.86,1.61,3.85,3.18,3.85,1.33,0.68,1.35,37.75,33.07,34.46,90.25,90.17,90.37,90.40,90.05,90.01
0:34:40,2,1.00,115.0,16.900,19.42,0.0406,2.4933,35.0933,90.10,-999.00,-999.00,0,1.86,1.73,4.07,3.26,3.88,1.54,0.77,1.44,37.73,33.07,34.48,90.24,90.17,90.38,90.35,90.03,90.00
0:35:30,2,1.00,115.0,16.900,19.42,0.0433,2.6183,35.0200,90.10,-999.00,-999.00,0,0.59,1.08,4.28,3.37,3.97,1.76,0.83,1.50,37.63,33.03,34.40,90.24,90.17,90.39,90.33,90.03,90.00
0:36:21,2,1.00,115.1,16.910,19.44,0.0462,2.7550,35.0133,90.08,-999.00,-999.00,0,0.60,1.21,4.54,3.44,4.06,1.97,0.94,1.58,37.58,33.04,34.42,90.24,90.17,90.33,90.30,90.00,90.00
0:37:11,2,1.00,115.0,16.880,19.39,0.0489,2.8900,35.0367,90.10,-999.00,-999.00,0,0.58,1.35,4.81,3.48,4.11,2.22,1.05,1.67,37.56,33.10,34.45,90.24,90.19,90.36,90.29,90.00,90.02
0:38:01,2,1.00,115.0,16.870,19.38,0.0516,3.0217,35.0100,90.07,-999.00,-999.00,0,0.60,1.48,5.06,3.58,4.17,2.50,1.12,1.70,37.50,33.09,34.44,90.23,90.18,90.35,90.24,89.95,90.01
0:38:51,2,1.00,115.0,16.870,19.39,0.0543,3.2117,35.0067,90.06,-999.00,-999.00,0,0.61,1.67,5.41,3.68,4.27,2.83,1.25,1.83,37.50,33.10,34.42,90.23,90.17,90.33,90.24,89.94,90.00
0:39:41,2,1.00,115.0,16.870,19.39,0.0570,3.3417,35.0300,90.07,-999.00,-999.00,0,0.58,1.80,5.74,3.72,4.30,3.12,1.31,1.86,37.47,33.16,34.46,90.22,90.18,90.34,90.19,89.95,90.01
0:40:32,2,1.00,115.0,16.870,19.39,0.0597,3.5400,35.0367,90.07,-999.00,-999.00,0,0.03,0.96,6.12,3.81,4.41,3.48,1.45,1.97,37.46,33.19,34.46,90.22,90.20,90.37,90.21,89.94,90.02
0:41:22,2,1.00,115.1,16.890,19.43,0.0624,3.7217,35.0267,90.08,-999.00,-999.00,0,0.03,1.16,6.54,3.89,4.48,3.84,1.52,2.06,37.41,33.21,34.46,90.22,90.22,90.39,90.15,89.94,90.03
0:42:12,2,1.00,115.0,16.870,19.39,0.0650,3.9117,35.0367,90.08,-999.00,-999.00,0,0.02,1.35,6.93,3.99,4.55,4.23,1.64,2.13,37.41,33.23,34.47,90.21,90.22,90.38,90.13,89.94,90.03
0:43:02,2,1.00,115.0,16.860,19.38,0.0677,4.1100,35.0633,90.06,-999.00,-999.00,0,0.01,1.55,7.34,4.07,4.64,4.63,1.75,2.23,37.41,33.29,34.49,90.19,90.22,90.33,90.10,89.89,90.03
0:43:52,2,1.00,115.0,16.850,19.36,0.0706,4.3233,35.0733,90.06,-999.00,-999.00,0,0.02,1.76,7.80,4.18,4.70,5.07,1.87,2.32,37.41,33.29,34.52,90.21,90.22,90.33,90.10,89.89,90.03
0:44:43,2,1.00,114.9,16.850,19.35,0.0733,4.5567,35.1267,90.06,-999.00,-999.00,0,0.07,2.00,8.27,4.28,4.82,5.52,2.02,2.43,37.44,33.37,34.57,90.18,90.22,90.33,90.04,89.89,90.03
0:45:33,2,1.00,115.0,16.860,19.36,0.0760,4.7600,35.1567,90.03,-999.00,-999.00,0,0.13,1.35,8.74,4.37,4.89,5.95,2.11,2.50,37.45,33.41,34.61,90.17,90.22,90.34,90.02,89.84,90.03
0:46:23,2,1.00,115.0,16.870,19.38,0.0787,5.0117,35.1733,90.03,-999.00,-999.00,0,0.14,1.60,9.22,4.48,5.01,6.44,2.28,2.64,37.44,33.46,34.62,90.19,90.22,90.33,90.02,89.83,90.03
0:47:14,2,1.00,115.0,16.880,19.40,0.0814,5.2650,35.2167,90.03,-999.00,-999.00,0,0.21,1.84,9.74,4.63,5.09,6.95,2.45,2.73,37.44,33.52,34.69,90.20,90.22,90.33,89.96,89.83,90.02
0:48:04,2,1.00,115.0,16.860,19.38,0.0841,5.5067,35.2567,90.03,-999.00,-999.00,0,0.23,2.10,10.24,4.73,5.20,7.44,2.57,2.86,37.47,33.57,34.73,90.17,90.22,90.33,89.96,89.83,90.01
0:48:54,2,1.00,114.9,16.850,19.35,0.0869,5.7683,35.3233,90.01,-999.00,-999.00,0,0.29,2.36,10.80,4.85,5.30,7.97,2.73,2.96,37.50,33.68,34.79,90.19,90.22,90.33,89.94,89.81,90.00
0:49:45,2,1.00,114.9,16.850,19.34,0.0896,6.0333,35.3533,90.01,-999.00,-999.00,0,0.32,2.62,11.39,4.98,5.40,8.50,2.86,3.07,37.53,33.71,34.82,90.17,90.22,90.32,89.93,89.81,90.00
0:50:35,2,1.00,114.9,16.850,19.35,0.0923,6.3583,35.3967,90.01,-999.00,-999.00,0,0.26,1.72,12.06,5.15,5.52,9.15,3.07,3.20,37.55,33.76,34.88,90.19,90.22,90.36,89.91,89.81,90.01
0:50:54,1,0.27,115.0,0.090,0.03,0.0934,6.5433,35.4233,90.01,-999.00,-999.00,0,0.28,1.90,12.47,5.24,5.59,9.51,3.19,3.26,37.55,33.82,34.90,90.20,90.22,90.35,89.91,89.81,90.00
0:51:00,1,0.27,115.0,0.090,0.03,0.0934,6.5433,35.4233,90.01,-999.00,-999.00,0,0.28,1.90,12.47,5.24,5.59,9.51,3.19,3.26,37.55,33.82,34.90,90.20,90.22,90.35,89.91,89.81,90.00
0:51:00,1,0.27,115.0,0.090,0.03,0.0934,6.5433,35.4233,90.01,-999.00,-999.00,0,0.28,1.90,12.47,5.24,5.59,9.51,3.19,3.26,37.55,33.82,34.90,90.20,90.22,90.35,89.91,89.81,90.00
0:51:50,1,0.27,115.1,0.090,0.03,0.0934,6.8467,35.4667,90.01,-999.00,-999.00,0,0.33,2.21,13.19,5.36,5.67,10.16,3.32,3.38,37.61,33.84,34.95,90.18,90.22,90.34,89.92,89.81,90.00
0:52:40,1,0.27,115.1,0.090,0.03,0.0934,7.2467,35.5300,90.04,-999.00,-999.00,0,0.39,2.61,14.08,5.55,5.83,10.97,3.57,3.48,37.63,33.93,35.03,90.22,90.26,90.33,89.89,89.81,90.02
0:53:30,1,0.27,115.1,0.090,0.03,0.0934,7.6450,35.5800,90.01,-999.00,-999.00,0,0.44,3.01,15.01,5.73,5.95,11.79,3.75,3.64,37.68,33.98,35.08,90.17,90.23,90.33,89.88,89.80,90.01
0:54:20,1,0.34,115.1,0.140,0.05,0.0934,8.0617,35.6500,90.01,-999.00,-999.00,0,0.51,3.42,16.02,5.90,6.05,12.68,3.97,3.75,37.72,34.08,35.15,90.16,90.28,90.33,89.85,89.75,90.00
0:55:11,1,0.28,115.1,0.090,0.03,0.0934,8.4933,35.7000,90.01,-999.00,-999.00,0,0.34,2.34,17.05,6.07,6.17,13.60,4.21,3.86,37.75,34.12,35.23,90.16,90.28,90.33,89.82,89.75,90.00
0:56:01,1,0.28,115.0,0.090,0.03,0.0934,8.9450,35.7767,90.01,-999.00,-999.00,0,0.42,2.79,18.10,6.28,6.30,14.56,4.41,4.02,37.83,34.22,35.28,90.16,90.28,90.33,89.82,89.75,90.01
0:56:10,2,0.58,114.9,12.140,8.14,0.0941,9.2817,35.8333,90.01,-999.00,-999.00,0,0.48,3.13,18.86,6.44,6.41,15.27,4.60,4.11,37.88,34.28,35.34,90.16,90.26,90.32,89.82,89.75,90.00
0:56:37,2,0.58,114.9,12.140,8.14,0.0941,9.2817,35.8333,90.01,-999.00,-999.00,0,0.48,3.13,18.86,6.44,6.41,15.27,4.60,4.11,37.88,34.28,35.34,90.16,90.26,90.32,89.82,89.75,90.00
0:56:37,2,0.58,114.9,12.140,8.14,0.0941,9.2817,35.8333,90.01,-999.00,-999.00,0,0.48,3.13,18.86,6.44,6.41,15.27,4.60,4.11,37.88,34.28,35.34,90.16,90.26,90.32,89.82,89.75,90.00
0:57:28,2,0.58,115.0,11.800,8.03,0.0952,9.7267,35.8900,90.03,-999.00,-999.00,0,0.53,3.55,19.86,6.65,6.50,16.24,4.84,4.27,37.93,34.32,35.42,90.16,90.28,90.33,89.92,89.78,90.00
0:58:18,2,0.58,115.0,11.520,8.09,0.0963,10.1417,35.9767,89.99,-999.00,-999.00,0,0.62,3.96,20.70,6.88,6.64,17.11,5.08,4.44,38.02,34.42,35.49,90.16,90.24,90.31,89.93,89.75,90.00
0:59:08,2,0.58,115.0,11.780,7.83,0.0974,10.5283,36.0467,89.99,-999.00,-999.00,0,0.69,4.37,21.46,7.09,6.77,17.97,5.33,4.55,38.07,34.50,35.57,90.16,90.24,90.31,89.96,89.75,90.01
0:59:58,2,0.58,115.0,11.800,7.85,0.0984,10.9083,36.1100,90.01,-999.00,-999.00,0,0.75,4.75,22.16,7.31,6.89,18.80,5.60,4.69,38.11,34.58,35.64,90.16,90.27,90.33,89.94,89.75,90.00
1:00:49,2,0.58,115.0,12.110,8.05,0.0995,11.5550,36.2100,90.00,-999.00,-999.00,0,0.52,3.16,22.78,7.95,7.50,19.57,6.29,5.24,38.20,34.68,35.75,90.16,90.24,90.33,90.02,89.77,90.00
1:01:39,2,0.58,115.0,11.940,7.88,0.1007,12.5933,36.2733,90.02,-999.00,-999.00,0,0.58,4.20,23.36,9.11,8.76,20.34,7.51,6.48,38.27,34.72,35.83,90.17,90.28,90.31,90.02,89.76,90.01
1:02:29,2,0.58,115.0,11.430,7.66,0.1018,13.5067,36.3733,90.00,-999.00,-999.00,0,0.68,5.11,23.74,10.16,9.95,20.96,8.56,7.67,38.35,34.83,35.94,90.16,90.23,90.31,90.02,89.76,90.00
1:03:20,2,0.58,115.0,11.450,7.71,0.1029,14.2917,36.4600,90.01,-999.00,-999.00,0,0.77,5.90,23.96,11.11,11.04,21.40,9.46,8.78,38.43,34.91,36.04,90.16,90.22,90.31,90.02,89.79,89.96
1:04:10,2,0.58,115.0,11.080,7.39,0.1039,14.8883,36.5233,90.06,-999.00,-999.00,0,0.83,6.48,24.01,11.95,11.93,21.60,10.19,9.65,38.49,34.97,36.11,90.22,90.28,90.31,90.08,89.83,90.00
1:05:00,2,0.58,115.0,11.060,7.37,0.1049,15.3833,36.5667,90.06,-999.00,-999.00,0,0.43,4.45,23.99,12.69,12.72,21.69,10.83,10.38,38.51,35.00,36.19,90.22,90.28,90.31,90.10,89.83,90.02
1:05:50,2,0.58,115.1,10.990,7.33,0.1060,15.8533,36.6167,90.07,-999.00,-999.00,0,0.49,4.93,23.97,13.38,13.43,21.79,11.42,11.13,38.56,35.05,36.24,90.22,90.27,90.31,90.09,89.88,90.00
1:06:40,2,0.58,115.1,10.980,7.37,0.1070,16.2183,36.6233,90.08,-999.00,-999.00,0,0.49,5.30,23.83,13.95,14.02,21.79,11.94,11.78,38.54,35.07,36.26,90.22,90.28,90.31,90.10,89.89,90.01
1:07:30,2,0.58,115.1,10.990,7.33,0.1080,16.5083,36.6100,90.08,-999.00,-999.00,0,0.48,5.59,23.66,14.47,14.51,21.71,12.40,12.30,38.51,35.06,36.26,90.23,90.28,90.32,90.15,89.89,90.03
1:08:21,2,0.58,115.0,11.040,7.37,0.1090,16.7350,36.6100,90.08,-999.00,-999.00,0,0.48,5.81,23.44,14.90,14.95,21.60,12.75,12.77,38.51,35.07,36.25,90.24,90.28,90.32,90.18,89.89,90.01
1:09:11,2,0.58,115.0,11.040,7.36,0.1101,16.9300,36.6367,90.11,-999.00,-999.00,0,0.51,6.01,23.25,15.27,15.33,21.46,13.07,13.20,38.49,35.14,36.28,90.24,90.28,90.33,90.18,89.94,90.01
1:10:01,2,0.58,115.0,11.030,7.35,0.1111,17.0667,36.5767,90.11,-999.00,-999.00,0,0.02,1.69,22.99,15.59,15.63,21.29,13.36,13.54,38.43,35.07,36.23,90.24,90.28,90.32,90.23,89.94,90.02
1:10:51,2,0.58,115.0,11.020,7.30,0.1121,17.1883,36.5600,90.12,-999.00,-999.00,0,0.00,1.81,22.73,15.87,15.91,21.13,13.63,13.86,38.39,35.06,36.23,90.24,90.27,90.33,90.24,89.97,90.03
1:11:42,2,0.58,115.0,10.990,7.37,0.1132,17.2367,36.5233,90.11,-999.00,-999.00,0,0.03,1.86,22.45,16.08,16.06,20.90,13.79,14.14,38.35,35.03,36.19,90.24,90.26,90.33,90.25,89.96,90.02
1:12:32,2,0.58,115.0,10.940,7.28,0.1142,17.2883,36.4933,90.09,-999.00,-999.00,0,0.07,1.91,22.20,16.24,16.25,20.69,13.99,14.36,38.29,35.04,36.15,90.24,90.22,90.33,90.24,89.96,90.02
1:13:22,2,0.58,115.1,10.930,7.29,0.1152,17.2833,36.4300,90.11,-999.00,-999.00,0,0.13,1.91,21.90,16.41,16.34,20.44,14.11,14.50,38.21,34.98,36.10,90.26,90.24,90.35,90.30,89.99,90.05
1:14:12,2,0.58,115.0,10.980,7.32,0.1162,17.2883,36.3800,90.13,-999.00,-999.00,0,0.18,1.91,21.63,16.50,16.44,20.25,14.23,14.68,38.11,34.97,36.06,90.24,90.25,90.33,90.33,90.02,90.04
1:15:02,2,0.58,115.0,10.850,7.21,0.1172,17.2417,36.3167,90.15,-999.00,-999.00,0,0.27,0.19,21.35,16.57,16.45,19.98,14.30,14.80,38.07,34.91,35.97,90.28,90.26,90.37,90.32,90.05,90.07
1:15:53,2,0.58,115.1,10.890,7.24,0.1183,17.2300,36.2500,90.13,-999.00,-999.00,0,0.34,0.18,21.12,16.66,16.51,19.80,14.38,14.91,37.96,34.86,35.93,90.24,90.22,90.33,90.32,90.03,90.02
1:16:43,2,0.58,115.1,10.890,7.25,0.1193,17.1183,36.1800,90.13,-999.00,-999.00,0,0.41,0.07,20.81,16.63,16.47,19.51,14.37,14.92,37.88,34.83,35.83,90.24,90.21,90.34,90.32,90.04,90.03
1:17:33,2,0.58,115.1,10.810,7.21,0.1203,17.0433,36.1033,90.14,-999.00,-999.00,0,0.48,0.00,20.53,16.64,16.46,19.30,14.38,14.95,37.78,34.78,35.75,90.29,90.22,90.39,90.27,90.05,90.07
1:18:23,2,0.58,115.1,10.850,7.22,0.1213,16.9567,36.0200,90.13,-999.00,-999.00,0,0.57,0.09,20.28,16.62,16.42,19.04,14.40,14.98,37.69,34.70,35.67,90.29,90.21,90.38,90.32,90.05,90.08
1:19:14,2,0.58,115.1,10.830,7.22,0.1223,16.8500,35.9400,90.13,-999.00,-999.00,0,0.65,0.20,19.99,16.57,16.34,18.83,14.38,14.99,37.61,34.64,35.57,90.28,90.20,90.38,90.32,90.05,90.08
1:20:04,2,0.58,115.0,10.800,7.18,0.1233,16.6950,35.8467,90.10,-999.00,-999.00,0,0.47,0.55,19.67,16.50,16.24,18.53,14.31,14.92,37.48,34.57,35.49,90.27,90.16,90.36,90.33,90.04,90.03
1:20:54,2,0.58,115.0,10.850,7.22,0.1243,16.5817,35.7533,90.11,-999.00,-999.00,0,0.56,0.66,19.44,16.44,16.14,18.30,14.28,14.89,37.36,34.50,35.40,90.28,90.16,90.37,90.34,90.05,90.02
1:21:45,2,0.58,115.0,10.820,7.20,0.1253,16.4567,35.6667,90.11,-999.00,-999.00,0,0.65,0.79,19.18,16.35,16.06,18.07,14.23,14.85,37.28,34.44,35.28,90.30,90.17,90.34,90.32,90.05,90.03
1:22:35,2,0.58,115.0,10.790,7.12,0.1264,16.3100,35.5700,90.12,-999.00,-999.00,0,0.75,0.93,18.92,16.25,15.94,17.82,14.13,14.80,37.15,34.36,35.20,90.30,90.15,90.33,90.32,90.08,90.06
