TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,TC1,TC2,TC3,TC4,TC5,TC6,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Fresh Food,Ambient,Frez Door,Cab Door,Def/Rec Time,FC1,FC2,FC3,FC4,FC5,FC6,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:00,2,0.89,114.8,8.900,9.05,0.0000,1.20,-999.00,89.65,-999.00,-999.00,0.000000,3.75,-1.16,-0.07,3.93,-1.00,1.76,89.6400,89.7200,89.6800,89.7700,89.5800,89.5700
0:01:37,2,0.87,114.8,7.800,7.76,0.0035,1.20,-999.00,89.68,-999.00,-999.00,0,3.62,-1.14,-0.03,3.93,-1.05,1.84,89.6400,89.7500,89.7000,89.7700,89.6000,89.5800
0:02:27,2,0.86,114.8,7.700,7.56,0.0046,1.19,-999.00,89.69,-999.00,-999.00,0,3.55,-1.12,0.01,3.93,-1.08,1.87,89.6500,89.7800,89.7000,89.7700,89.6000,89.5700
0:03:17,2,0.86,114.8,7.600,7.47,0.0056,1.18,-999.00,89.71,-999.00,-999.00,0,3.50,-1.12,0.01,3.93,-1.11,1.87,89.6600,89.7900,89.7200,89.7800,89.6400,89.5900
0:04:07,2,0.85,114.8,7.500,7.33,0.0066,1.16,-999.00,89.74,-999.00,-999.00,0,3.47,-1.15,0.02,3.90,-1.11,1.83,89.6900,89.8100,89.7600,89.7900,89.6800,89.5900
0:04:58,2,0.85,114.9,7.400,7.24,0.0076,1.15,-999.00,89.74,-999.00,-999.00,0,3.41,-1.11,0.01,3.87,-1.11,1.82,89.6600,89.8100,89.7300,89.7800,89.6600,89.5900
0:05:48,2,0.85,114.8,7.400,7.19,0.0086,1.14,-999.00,89.77,-999.00,-999.00,0,3.36,-1.11,0.01,3.88,-1.11,1.82,89.7000,89.8400,89.7800,89.8200,89.7000,89.6200
0:06:26,1,0.85,114.9,0,0,0.0094,1.12,-999.00,89.80,-999.00,-999.00,0,3.30,-1.11,0.01,3.87,-1.11,1.77,89.7000,89.9000,89.7800,89.8100,89.7000,89.6300
0:06:32,1,0.00,114.9,0,0,0.0094,1.12,-999.00,89.80,-999.00,-999.00,0,3.30,-1.11,0.01,3.87,-1.11,1.77,89.7000,89.9000,89.7800,89.8100,89.7000,89.6300
0:07:22,1,0.00,115.1,0,0,0.0094,1.10,-999.00,89.82,-999.00,-999.00,0,3.30,-1.11,-0.03,3.84,-1.11,1.71,89.7200,89.9100,89.7900,89.8400,89.7300,89.6300
0:08:12,1,0.00,115.1,0,0,0.0094,1.09,-999.00,89.84,-999.00,-999.00,0,3.28,-1.10,-0.03,3.84,-1.11,1.68,89.7300,89.9100,89.8200,89.8400,89.7600,89.6300
0:09:03,1,0.00,115.1,0,0,0.0094,1.10,-999.00,89.82,-999.00,-999.00,0,3.28,-1.08,-0.06,3.84,-1.07,1.68,89.7000,89.9000,89.7800,89.8300,89.7400,89.6200
0:09:53,1,0.00,115.1,0,0,0.0094,1.07,-999.00,89.84,-999.00,-999.00,0,3.28,-1.11,-0.10,3.79,-1.07,1.63,89.7200,89.9200,89.7800,89.8600,89.7600,89.6700
0:10:43,1,0.00,115.0,0,0,0.0094,1.07,-999.00,89.81,-999.00,-999.00,0,3.30,-1.11,-0.13,3.82,-1.05,1.57,89.7100,89.8700,89.7700,89.8200,89.7400,89.6500
0:11:33,1,0.00,115.1,0,0,0.0094,1.07,-999.00,89.83,-999.00,-999.00,0,3.35,-1.11,-0.15,3.79,-1.05,1.57,89.7100,89.8800,89.7800,89.8500,89.7800,89.6700
0:12:23,1,0.00,115.1,0,0,0.0094,1.06,-999.00,89.82,-999.00,-999.00,0,3.36,-1.10,-0.15,3.79,-1.05,1.52,89.7000,89.8600,89.7700,89.8500,89.7700,89.6400
0:13:13,1,0.00,115.1,0,0,0.0094,1.06,-999.00,89.82,-999.00,-999.00,0,3.37,-1.11,-0.17,3.79,-1.05,1.52,89.7000,89.8700,89.7700,89.8500,89.7700,89.6500
0:14:04,1,0.00,115.1,0,0,0.0094,1.06,-999.00,89.84,-999.00,-999.00,0,3.40,-1.11,-0.18,3.79,-1.04,1.52,89.7200,89.8900,89.7800,89.8700,89.7900,89.6800
0:14:54,1,0.00,115.1,0,0,0.0094,1.07,-999.00,89.83,-999.00,-999.00,0,3.41,-1.11,-0.18,3.80,-1.03,1.50,89.7100,89.8800,89.7800,89.8600,89.7800,89.6700
0:15:44,1,0.00,115.1,0,0,0.0094,1.07,-999.00,89.83,-999.00,-999.00,0,3.46,-1.11,-0.18,3.79,-1.02,1.51,89.7200,89.8800,89.7900,89.8700,89.7900,89.6900
0:16:34,1,0.00,115.1,0,0,0.0094,1.07,-999.00,89.80,-999.00,-999.00,0,3.47,-1.11,-0.21,3.79,-1.01,1.51,89.7000,89.8300,89.7700,89.8500,89.7700,89.6500
0:17:24,1,0.00,115.1,0,0,0.0094,1.09,-999.00,89.80,-999.00,-999.00,0,3.50,-1.11,-0.18,3.81,-1.00,1.52,89.7000,89.8300,89.7800,89.8500,89.7700,89.6400
0:18:15,1,0.00,115.1,0,0,0.0094,1.09,-999.00,89.81,-999.00,-999.00,0,3.50,-1.11,-0.18,3.84,-1.02,1.53,89.7000,89.8500,89.7900,89.8500,89.7700,89.6400
0:19:05,1,0.00,115.1,0,0,0.0094,1.11,-999.00,89.82,-999.00,-999.00,0,3.55,-1.11,-0.18,3.84,-1.01,1.57,89.7200,89.8600,89.7900,89.8500,89.7700,89.6700
0:19:55,1,0.00,115.1,0,0,0.0094,1.12,-999.00,89.82,-999.00,-999.00,0,3.59,-1.11,-0.17,3.84,-1.01,1.61,89.7000,89.8600,89.7900,89.8500,89.7700,89.6900
0:20:45,1,0.00,115.1,0,0,0.0094,1.14,-999.00,89.82,-999.00,-999.00,0,3.61,-1.11,-0.15,3.86,-1.01,1.62,89.7000,89.8600,89.7900,89.8600,89.7700,89.6700
0:21:35,1,0.00,115.2,0,0,0.0094,1.15,-999.00,89.82,-999.00,-999.00,0,3.66,-1.13,-0.15,3.87,-1.00,1.65,89.7000,89.8600,89.8000,89.8500,89.7700,89.7000
0:22:26,1,0.00,115.2,0,0,0.0094,1.16,-999.00,89.82,-999.00,-999.00,0,3.66,-1.11,-0.14,3.87,-1.00,1.67,89.7100,89.8700,89.8500,89.8600,89.7700,89.7000
0:23:16,1,0.00,115.1,0,0,0.0094,1.18,-999.00,89.81,-999.00,-999.00,0,3.69,-1.14,-0.10,3.92,-1.00,1.70,89.7000,89.8600,89.8300,89.8500,89.7600,89.7000
0:24:06,1,0.00,115.1,0,0,0.0094,1.19,-999.00,89.82,-999.00,-999.00,0,3.73,-1.16,-0.10,3.93,-1.00,1.71,89.6700,89.8600,89.8500,89.8500,89.7700,89.7000
0:24:43,2,0.00,115.0,9.000,9.28,0.0096,1.22,-999.00,89.82,-999.00,-999.00,0,3.78,-1.14,-0.04,3.96,-1.00,1.76,89.7000,89.8700,89.8500,89.8600,89.7600,89.7100
0:24:50,2,0.90,115.0,9.000,9.28,0.0096,1.22,-999.00,89.82,-999.00,-999.00,0,3.78,-1.14,-0.04,3.96,-1.00,1.76,89.7000,89.8700,89.8500,89.8600,89.7600,89.7100
0:25:40,2,0.89,114.8,8.800,8.97,0.0110,1.24,-999.00,89.81,-999.00,-999.00,0,3.80,-1.11,-0.02,3.97,-1.00,1.81,89.6700,89.8600,89.8500,89.8500,89.7600,89.7000
0:26:30,2,0.88,114.8,8.200,8.24,0.0122,1.22,-999.00,89.82,-999.00,-999.00,0,3.75,-1.15,-0.03,3.98,-1.04,1.82,89.7000,89.8700,89.8500,89.8600,89.7600,89.7000
0:27:21,2,0.87,114.8,7.900,7.85,0.0133,1.22,-999.00,89.80,-999.00,-999.00,0,3.69,-1.15,0.01,3.98,-1.05,1.87,89.7000,89.8600,89.8500,89.8500,89.7400,89.7000
0:28:11,2,0.86,114.8,7.800,7.72,0.0144,1.23,-999.00,89.85,-999.00,-999.00,0,3.66,-1.11,0.02,3.98,-1.05,1.88,89.7000,89.9200,89.8500,89.8700,89.7700,89.7000
0:29:01,2,0.86,114.8,7.700,7.58,0.0155,1.23,-999.00,89.85,-999.00,-999.00,0,3.61,-1.11,0.04,3.97,-1.05,1.89,89.7100,89.9200,89.8500,89.8500,89.7700,89.7000
0:29:51,2,0.86,114.8,7.600,7.46,0.0165,1.21,-999.00,89.85,-999.00,-999.00,0,3.54,-1.11,0.04,3.94,-1.06,1.89,89.7300,89.9200,89.8500,89.8600,89.7700,89.7000
0:30:41,2,0.85,114.8,7.500,7.31,0.0175,1.18,-999.00,89.86,-999.00,-999.00,0,3.47,-1.11,0.04,3.93,-1.11,1.88,89.7400,89.9400,89.8700,89.8700,89.7800,89.7100
0:31:31,2,0.84,114.9,7.500,7.27,0.0186,1.17,-999.00,89.85,-999.00,-999.00,0,3.42,-1.11,0.04,3.93,-1.11,1.88,89.7300,89.9400,89.8600,89.8500,89.7700,89.7000
0:32:22,2,0.84,114.8,7.400,7.17,0.0196,1.16,-999.00,89.85,-999.00,-999.00,0,3.36,-1.11,0.04,3.88,-1.10,1.86,89.7300,89.9400,89.8700,89.8500,89.7700,89.7000
0:32:56,1,0.84,115.1,0,0,0.0203,1.14,-999.00,89.85,-999.00,-999.00,0,3.35,-1.11,0.02,3.87,-1.11,1.82,89.7300,89.9400,89.8700,89.8500,89.7700,89.7000
0:33:03,1,0.00,115.1,0,0,0.0203,1.14,-999.00,89.85,-999.00,-999.00,0,3.35,-1.11,0.02,3.87,-1.11,1.82,89.7300,89.9400,89.8700,89.8500,89.7700,89.7000
0:33:54,1,0.00,115.2,0,0,0.0203,1.13,-999.00,89.84,-999.00,-999.00,0,3.34,-1.10,0.02,3.88,-1.10,1.77,89.7300,89.9400,89.8600,89.8500,89.7300,89.6700
0:34:44,1,0.00,115.1,0,0,0.0203,1.11,-999.00,89.89,-999.00,-999.00,0,3.30,-1.11,0.01,3.86,-1.11,1.71,89.7600,89.9800,89.9100,89.8700,89.7900,89.7100
0:35:34,1,0.00,115.2,0,0,0.0203,1.10,-999.00,89.89,-999.00,-999.00,0,3.29,-1.09,-0.02,3.84,-1.10,1.68,89.7600,90.0000,89.9100,89.8800,89.7800,89.7000
0:36:24,1,0.00,115.1,0,0,0.0203,1.09,-999.00,89.85,-999.00,-999.00,0,3.30,-1.10,-0.07,3.83,-1.05,1.66,89.7500,89.9600,89.8900,89.8600,89.7400,89.7000
0:37:15,1,0.00,115.1,0,0,0.0203,1.10,-999.00,89.88,-999.00,-999.00,0,3.32,-1.09,-0.08,3.85,-1.03,1.64,89.7700,89.9800,89.9100,89.8800,89.7700,89.7000
0:38:05,1,0.00,115.2,0,0,0.0203,1.08,-999.00,89.88,-999.00,-999.00,0,3.36,-1.11,-0.13,3.83,-1.05,1.58,89.7700,89.9900,89.8800,89.8800,89.7600,89.7100
0:38:55,1,0.00,115.2,0,0,0.0203,1.08,-999.00,89.87,-999.00,-999.00,0,3.36,-1.11,-0.15,3.83,-1.05,1.57,89.7800,89.9800,89.8700,89.8800,89.7600,89.7000
0:39:45,1,0.00,115.1,0,0,0.0203,1.08,-999.00,89.82,-999.00,-999.00,0,3.39,-1.10,-0.14,3.82,-1.04,1.57,89.7400,89.9300,89.8500,89.8700,89.7200,89.6600
0:40:35,1,0.00,115.1,0,0,0.0203,1.07,-999.00,89.82,-999.00,-999.00,0,3.42,-1.10,-0.17,3.80,-1.04,1.53,89.7400,89.9200,89.8500,89.8500,89.7200,89.6500
0:41:25,1,0.00,115.0,0,0,0.0203,1.12,-999.00,89.84,-999.00,-999.00,0,3.47,-1.07,-0.13,3.85,-0.97,1.58,89.7700,89.9300,89.8700,89.8700,89.7500,89.6900
0:42:16,1,0.00,115.1,0,0,0.0203,1.11,-999.00,89.85,-999.00,-999.00,0,3.49,-1.08,-0.16,3.84,-1.00,1.60,89.7800,89.9400,89.8800,89.8800,89.7700,89.7000
0:43:06,1,0.00,115.0,0,0,0.0203,1.10,-999.00,89.82,-999.00,-999.00,0,3.48,-1.10,-0.16,3.84,-1.03,1.56,89.7600,89.9200,89.8500,89.8800,89.7200,89.7000
0:43:56,1,0.00,115.1,0,0,0.0203,1.13,-999.00,89.82,-999.00,-999.00,0,3.53,-1.08,-0.16,3.86,-0.98,1.61,89.7300,89.9200,89.8500,89.8800,89.7100,89.7000
0:44:46,1,0.00,115.1,0,0,0.0203,1.13,-999.00,89.81,-999.00,-999.00,0,3.56,-1.10,-0.16,3.86,-0.99,1.60,89.7300,89.9000,89.8600,89.8800,89.7100,89.7000
0:45:37,1,0.00,115.1,0,0,0.0203,1.16,-999.00,89.76,-999.00,-999.00,0,3.61,-1.06,-0.13,3.88,-0.98,1.62,89.6800,89.8300,89.8200,89.8200,89.7000,89.6200
0:46:27,1,0.00,115.1,0,0,0.0203,1.16,-999.00,89.79,-999.00,-999.00,0,3.62,-1.10,-0.11,3.88,-0.98,1.67,89.6900,89.8800,89.8600,89.8400,89.6900,89.6400
0:47:17,1,0.00,115.0,0,0,0.0203,1.17,-999.00,89.78,-999.00,-999.00,0,3.65,-1.10,-0.11,3.89,-0.99,1.68,89.7000,89.8600,89.8700,89.8500,89.6900,89.6400
0:48:07,1,0.00,115.0,0,0,0.0203,1.17,-999.00,89.76,-999.00,-999.00,0,3.68,-1.13,-0.11,3.91,-1.00,1.69,89.6900,89.8500,89.8500,89.8300,89.6800,89.6300
0:48:57,1,0.00,115.1,0,0,0.0203,1.19,-999.00,89.76,-999.00,-999.00,0,3.71,-1.12,-0.07,3.92,-1.01,1.73,89.6900,89.8500,89.8600,89.7900,89.6800,89.6300
0:49:47,1,0.00,115.0,0,0,0.0203,1.22,-999.00,89.78,-999.00,-999.00,0,3.73,-1.11,-0.04,3.96,-1.01,1.76,89.7000,89.8600,89.8500,89.7900,89.6900,89.6400
0:50:37,1,0.00,115.0,0,0,0.0203,1.23,-999.00,89.74,-999.00,-999.00,0,3.76,-1.11,-0.03,3.95,-1.00,1.79,89.6400,89.8200,89.8500,89.7900,89.6500,89.5900
0:50:50,2,0.00,115.1,9.100,9.39,0.0205,1.24,-999.00,89.75,-999.00,-999.00,0,3.79,-1.11,-0.01,3.98,-1.00,1.81,89.6500,89.8400,89.8500,89.7800,89.6700,89.6200
0:50:56,2,0.90,115.1,9.100,9.39,0.0205,1.24,-999.00,89.75,-999.00,-999.00,0,3.79,-1.11,-0.01,3.98,-1.00,1.81,89.6500,89.8400,89.8500,89.7800,89.6700,89.6200
0:51:47,2,0.89,115.3,8.800,8.99,0.0219,1.24,-999.00,89.73,-999.00,-999.00,0,3.78,-1.12,0,3.96,-1.01,1.83,89.6400,89.8300,89.8500,89.7700,89.6300,89.6000
0:52:37,2,0.87,114.9,8.200,8.22,0.0231,1.27,-999.00,89.72,-999.00,-999.00,0,3.80,-1.11,0.01,4.04,-1.00,1.87,89.6400,89.8100,89.8500,89.7700,89.6300,89.6000
0:53:27,2,0.86,114.7,8.000,7.91,0.0242,1.27,-999.00,89.72,-999.00,-999.00,0,3.74,-1.08,0.04,4.04,-1.03,1.89,89.6400,89.8100,89.8500,89.7700,89.6300,89.5900
0:54:17,2,0.86,114.7,7.800,7.66,0.0253,1.24,-999.00,89.74,-999.00,-999.00,0,3.66,-1.10,0.04,3.99,-1.05,1.90,89.6700,89.8100,89.8500,89.7700,89.6600,89.5900
0:55:07,2,0.86,114.7,7.700,7.58,0.0264,1.23,-999.00,89.72,-999.00,-999.00,0,3.61,-1.11,0.04,3.98,-1.05,1.91,89.6400,89.8100,89.8400,89.7700,89.6300,89.6000
0:55:58,2,0.86,114.9,7.600,7.50,0.0274,1.24,-999.00,89.74,-999.00,-999.00,0,3.55,-1.10,0.10,3.98,-1.05,1.95,89.6700,89.8400,89.8300,89.7500,89.6300,89.5900
0:56:48,2,0.86,114.9,7.500,7.38,0.0285,1.22,-999.00,89.74,-999.00,-999.00,0,3.50,-1.11,0.10,3.97,-1.05,1.91,89.7000,89.8500,89.8400,89.7400,89.6300,89.5900
0:57:38,2,0.84,114.8,7.500,7.27,0.0295,1.22,-999.00,89.74,-999.00,-999.00,0,3.47,-1.06,0.10,3.95,-1.05,1.89,89.7000,89.8600,89.7900,89.7100,89.6300,89.5900
0:58:14,1,0.84,115.0,0,0,0.0302,1.19,-999.00,89.75,-999.00,-999.00,0,3.41,-1.08,0.06,3.93,-1.07,1.89,89.7000,89.8600,89.7900,89.7300,89.6400,89.5900
0:58:21,1,0.00,115.0,0,0,0.0302,1.19,-999.00,89.75,-999.00,-999.00,0,3.41,-1.08,0.06,3.93,-1.07,1.89,89.7000,89.8600,89.7900,89.7300,89.6400,89.5900
0:59:11,1,0.00,115.1,0,0,0.0302,1.19,-999.00,89.75,-999.00,-999.00,0,3.37,-1.06,0.05,3.93,-1.05,1.88,89.7000,89.8600,89.8000,89.7100,89.6400,89.5900
1:00:01,1,0.00,115.0,0,0,0.0302,1.17,-999.00,89.81,-999.00,-999.00,0,3.36,-1.06,0.04,3.89,-1.05,1.82,89.7100,89.9200,89.8000,89.7300,89.6900,89.5900
1:00:52,1,0.00,115.0,0,0,0.0302,1.14,-999.00,89.81,-999.00,-999.00,0,3.34,-1.07,0.04,3.86,-1.07,1.75,89.7200,89.9200,89.8300,89.7100,89.6900,89.6200
1:01:42,1,0.00,115.1,0,0,0.0302,1.15,-999.00,89.78,-999.00,-999.00,0,3.36,-1.06,0.01,3.87,-1.04,1.76,89.7000,89.8900,89.7900,89.7100,89.6600,89.5900
1:02:32,1,0.00,115.1,0,0,0.0302,1.14,-999.00,89.77,-999.00,-999.00,0,3.38,-1.06,-0.01,3.85,-1.03,1.69,89.7000,89.8600,89.7900,89.7100,89.6800,89.5900
1:03:23,1,0.00,115.1,0,0,0.0302,1.14,-999.00,89.75,-999.00,-999.00,0,3.41,-1.06,-0.04,3.87,-1.00,1.68,89.7000,89.8600,89.7900,89.7100,89.6400,89.5900
1:04:13,1,0.00,115.1,0,0,0.0302,1.15,-999.00,89.74,-999.00,-999.00,0,3.44,-1.06,-0.04,3.87,-1.00,1.67,89.7000,89.8600,89.7900,89.7100,89.6300,89.5900
1:05:03,1,0.00,115.1,0,0,0.0302,1.15,-999.00,89.73,-999.00,-999.00,0,3.47,-1.06,-0.05,3.87,-1.00,1.67,89.7000,89.8300,89.7700,89.6900,89.6300,89.5900
1:05:53,1,0.00,115.1,0,0,0.0302,1.14,-999.00,89.72,-999.00,-999.00,0,3.49,-1.06,-0.10,3.86,-1.00,1.67,89.7000,89.8200,89.7700,89.6600,89.6300,89.5800
1:06:43,1,0.00,115.1,0,0,0.0302,1.14,-999.00,89.72,-999.00,-999.00,0,3.50,-1.09,-0.10,3.87,-1.01,1.67,89.6400,89.8100,89.7700,89.6600,89.6300,89.5900
1:07:34,1,0.00,115.1,0,0,0.0302,1.16,-999.00,89.72,-999.00,-999.00,0,3.54,-1.06,-0.08,3.87,-1.00,1.67,89.6400,89.8100,89.7700,89.6600,89.6300,89.5900
1:08:24,1,0.00,115.1,0,0,0.0302,1.15,-999.00,89.72,-999.00,-999.00,0,3.55,-1.09,-0.10,3.87,-1.00,1.67,89.6400,89.8100,89.7700,89.6600,89.6300,89.5900
1:09:14,1,0.00,115.1,0,0,0.0302,1.16,-999.00,89.70,-999.00,-999.00,0,3.59,-1.08,-0.09,3.87,-1.00,1.68,89.6400,89.7800,89.7600,89.6600,89.6200,89.5800
1:10:04,1,0.00,115.0,0,0,0.0302,1.16,-999.00,89.68,-999.00,-999.00,0,3.61,-1.10,-0.10,3.87,-1.00,1.69,89.6400,89.7800,89.7200,89.6600,89.5800,89.5600
1:10:55,1,0.00,115.1,0,0,0.0302,1.18,-999.00,89.68,-999.00,-999.00,0,3.63,-1.11,-0.06,3.93,-1.00,1.70,89.6400,89.7800,89.7100,89.6600,89.5800,89.5600
1:11:45,1,0.00,115.0,0,0,0.0302,1.20,-999.00,89.68,-999.00,-999.00,0,3.66,-1.10,-0.04,3.93,-1.00,1.73,89.6400,89.7800,89.7200,89.6700,89.5800,89.5600
1:12:35,1,0.00,115.0,0,0,0.0302,1.21,-999.00,89.65,-999.00,-999.00,0,3.69,-1.11,-0.04,3.93,-1.00,1.76,89.6200,89.7200,89.7100,89.6500,89.5800,89.5600
1:13:25,1,0.00,115.0,0,0,0.0302,1.22,-999.00,89.65,-999.00,-999.00,0,3.69,-1.11,-0.01,3.94,-0.98,1.78,89.6200,89.7200,89.6900,89.6300,89.5800,89.5600
1:14:15,1,0.00,115.0,0,0,0.0302,1.24,-999.00,89.65,-999.00,-999.00,0,3.74,-1.11,0.01,3.96,-1.00,1.82,89.6200,89.7200,89.7000,89.6300,89.5800,89.5600
1:15:06,1,0.00,115.0,0,0,0.0302,1.25,-999.00,89.64,-999.00,-999.00,0,3.78,-1.11,0.01,3.98,-1.00,1.83,89.5900,89.7200,89.7000,89.6300,89.5600,89.5600
1:15:24,2,0.00,114.9,9.100,9.33,0.0304,1.26,-999.00,89.65,-999.00,-999.00,0,3.80,-1.11,0.04,3.98,-1.00,1.87,89.5900,89.7200,89.7100,89.6300,89.5700,89.5600
1:16:21,2,0.89,114.8,8.800,8.95,0.0318,1.27,-999.00,89.64,-999.00,-999.00,0,3.81,-1.11,0.04,3.99,-1.00,1.89,89.6200,89.7200,89.7100,89.6300,89.5500,89.5600
1:17:11,2,0.87,114.8,8.200,8.23,0.0330,1.28,-999.00,89.64,-999.00,-999.00,0,3.80,-1.11,0.04,4.04,-1.01,1.90,89.6000,89.7200,89.7100,89.6300,89.5600,89.5600
1:18:02,2,0.87,114.8,7.900,7.91,0.0341,1.27,-999.00,89.65,-999.00,-999.00,0,3.72,-1.11,0.09,4.02,-1.04,1.94,89.6000,89.7200,89.7100,89.6300,89.5700,89.5600
1:18:53,2,0.86,114.7,7.800,7.72,0.0352,1.27,-999.00,89.65,-999.00,-999.00,0,3.69,-1.11,0.10,4.04,-1.05,1.96,89.6300,89.7400,89.7100,89.6400,89.5600,89.5600
1:19:43,2,0.86,114.7,7.700,7.56,0.0363,1.26,-999.00,89.66,-999.00,-999.00,0,3.63,-1.10,0.11,4.01,-1.05,1.96,89.6200,89.7600,89.7100,89.6300,89.5600,89.5600
1:20:33,2,0.86,114.7,7.600,7.46,0.0374,1.26,-999.00,89.68,-999.00,-999.00,0,3.58,-1.08,0.15,3.98,-1.05,1.96,89.6400,89.8000,89.7500,89.6500,89.5700,89.5600
1:21:23,2,0.86,114.7,7.500,7.39,0.0384,1.23,-999.00,89.68,-999.00,-999.00,0,3.50,-1.11,0.12,3.98,-1.08,1.95,89.6300,89.8000,89.7500,89.6500,89.5500,89.5600
1:22:13,2,0.84,114.7,7.500,7.26,0.0394,1.22,-999.00,89.69,-999.00,-999.00,0,3.48,-1.09,0.12,3.95,-1.09,1.95,89.6300,89.8000,89.7300,89.6400,89.5800,89.5500
1:23:03,2,0.85,114.8,7.400,7.19,0.0404,1.19,-999.00,89.69,-999.00,-999.00,0,3.41,-1.11,0.10,3.93,-1.11,1.90,89.6300,89.8100,89.7100,89.6300,89.5800,89.5600
1:23:16,1,0.85,114.9,0,0,0.0407,1.21,-999.00,89.72,-999.00,-999.00,0,3.42,-1.05,0.13,3.95,-1.05,1.89,89.6900,89.8600,89.7600,89.6600,89.5800,89.5300
1:23:22,1,0.00,114.9,0,0,0.0407,1.21,-999.00,89.72,-999.00,-999.00,0,3.42,-1.05,0.13,3.95,-1.05,1.89,89.6900,89.8600,89.7600,89.6600,89.5800,89.5300
1:24:12,1,0.00,115.2,0,0,0.0407,1.22,-999.00,89.71,-999.00,-999.00,0,3.41,-1.04,0.12,3.97,-1.05,1.88,89.6400,89.8400,89.7400,89.6500,89.5800,89.5600
1:25:02,1,0.00,115.2,0,0,0.0407,1.19,-999.00,89.75,-999.00,-999.00,0,3.38,-1.03,0.09,3.92,-1.03,1.82,89.6900,89.9100,89.7700,89.7000,89.5800,89.5600
1:25:52,1,0.00,115.2,0,0,0.0407,1.16,-999.00,89.76,-999.00,-999.00,0,3.33,-1.06,0.07,3.90,-1.02,1.77,89.7000,89.9000,89.7800,89.6900,89.6100,89.5800
1:26:43,1,0.00,115.1,0,0,0.0407,1.14,-999.00,89.76,-999.00,-999.00,0,3.33,-1.07,0.02,3.87,-1.04,1.71,89.7000,89.8900,89.7800,89.6900,89.6200,89.5800
1:27:33,1,0.00,115.1,0,0,0.0407,1.15,-999.00,89.75,-999.00,-999.00,0,3.39,-1.06,0.02,3.88,-1.02,1.70,89.7000,89.8800,89.7700,89.6700,89.6300,89.5800
1:28:23,1,0.00,115.1,0,0,0.0407,1.14,-999.00,89.76,-999.00,-999.00,0,3.40,-1.07,0,3.86,-1.01,1.68,89.7200,89.8900,89.7800,89.7200,89.6300,89.5900
1:29:13,1,0.00,115.1,0,0,0.0407,1.14,-999.00,89.77,-999.00,-999.00,0,3.42,-1.05,-0.03,3.85,-1.02,1.67,89.7300,89.9100,89.8100,89.7300,89.6300,89.5900
1:30:03,1,0.00,115.1,0,0,0.0407,1.13,-999.00,89.77,-999.00,-999.00,0,3.43,-1.08,-0.05,3.85,-1.01,1.66,89.7300,89.9100,89.7900,89.7500,89.6300,89.5900
1:30:54,1,0.00,115.1,0,0,0.0407,1.14,-999.00,89.77,-999.00,-999.00,0,3.48,-1.07,-0.05,3.86,-1.01,1.65,89.7300,89.9200,89.8300,89.7300,89.6300,89.5900
1:31:44,1,0.00,115.1,0,0,0.0407,1.13,-999.00,89.75,-999.00,-999.00,0,3.48,-1.09,-0.08,3.85,-1.00,1.65,89.7200,89.8600,89.7900,89.7100,89.6400,89.6000
1:32:34,1,0.00,115.1,0,0,0.0407,1.17,-999.00,89.76,-999.00,-999.00,0,3.55,-1.05,-0.04,3.87,-0.96,1.66,89.7100,89.8900,89.8100,89.7400,89.6300,89.6000
1:33:25,1,0.00,115.1,0,0,0.0407,1.18,-999.00,89.75,-999.00,-999.00,0,3.55,-1.06,-0.04,3.91,-0.95,1.67,89.7300,89.8700,89.8100,89.7600,89.6300,89.5900
1:34:15,1,0.00,115.1,0,0,0.0407,1.19,-999.00,89.74,-999.00,-999.00,0,3.61,-1.06,-0.04,3.91,-0.96,1.67,89.7100,89.8400,89.7900,89.7200,89.6400,89.6400
1:35:05,1,0.00,115.1,0,0,0.0407,1.20,-999.00,89.76,-999.00,-999.00,0,3.61,-1.06,-0.04,3.93,-0.94,1.67,89.7300,89.8700,89.7900,89.7700,89.6400,89.6400
1:35:55,1,0.00,115.2,0,0,0.0407,1.20,-999.00,89.75,-999.00,-999.00,0,3.65,-1.06,-0.03,3.93,-0.98,1.70,89.7300,89.8600,89.7900,89.7700,89.6400,89.6400
1:36:45,1,0.00,115.1,0,0,0.0407,1.23,-999.00,89.76,-999.00,-999.00,0,3.68,-1.06,0,3.97,-0.94,1.72,89.7300,89.8600,89.7900,89.7700,89.6500,89.6400
1:37:36,1,0.00,115.2,0,0,0.0407,1.24,-999.00,89.76,-999.00,-999.00,0,3.69,-1.06,0.01,3.97,-0.95,1.76,89.7200,89.8600,89.7900,89.7700,89.6600,89.6400
1:38:26,1,0.00,115.2,0,0,0.0407,1.25,-999.00,89.74,-999.00,-999.00,0,3.74,-1.06,0.01,3.98,-0.94,1.76,89.7300,89.8500,89.7900,89.7700,89.6300,89.6200
