TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,CABVARIATION,FRZVARIATION,TC1,TC2,TC3,TC4,TC5,TC6,AMBLEFTBOT,AMBLEFT,AMBLEFTTOP,AMBRIGHTBOT,AMBRIGHT,AMBRIGHTTOP
Test Time,State,Pwr Fac,Voltage V,Amps A (Y * 10.0),Wattage W (Y * 0.1),Kwatt Hours,Freezer,Cab,Ambient,Frez Door,Cab Door,Def/Rec Time,CabVariation,FrzVariation,FF 1 Upper,FF 2 Upper,FF 3 Upper,FF 1  Lower,FF 2 Lower,FF3 Lower,AmbLeftBot,AmbLeft,AmbLeftTop,AmbRightBot,AmbRight,AmbRightTop
0:00:50,2,0.99,114.9,7.400,8.38,0.0012,-999.0000,43.2300,89.84,-999.00,-999.00,0.000000,999.00,999.00,47.65,44.93,41.53,44.52,38.98,41.77,89.5900,89.8700,89.9000,90.1300,89.8100,89.8000
0:01:41,2,0.98,114.9,7.300,8.24,0.0023,-999.0000,43.1200,89.83,-999.00,-999.00,0,999.00,999.00,47.60,44.85,41.40,44.46,38.76,41.65,89.5800,89.8500,89.9000,90.1200,89.8200,89.8100
0:02:31,2,0.97,114.8,7.300,8.15,0.0034,-999.0000,43.0333,89.83,-999.00,-999.00,0,999.00,999.00,47.58,44.80,41.28,44.43,38.55,41.56,89.5700,89.8500,89.9000,90.0900,89.8200,89.8000
0:03:21,2,0.98,114.9,7.200,8.09,0.0046,-999.0000,42.9283,89.84,-999.00,-999.00,0,999.00,999.00,47.52,44.75,41.14,44.38,38.30,41.48,89.6000,89.8700,89.9000,90.0800,89.8100,89.8200
0:03:57,1,0.98,115.1,0.600,0.29,0.0054,-999.0000,42.8033,89.82,-999.00,-999.00,0,999.00,999.00,47.46,44.67,40.98,44.27,38.07,41.37,89.5500,89.8500,89.9000,90.0600,89.7900,89.7900
0:04:04,1,0.42,115.1,0.600,0.29,0.0054,-999.0000,42.8033,89.82,-999.00,-999.00,0,999.00,999.00,47.46,44.67,40.98,44.27,38.07,41.37,89.5500,89.8500,89.9000,90.0600,89.7900,89.7900
0:04:55,1,0.42,115.3,0.600,0.29,0.0055,-999.0000,42.6817,89.83,-999.00,-999.00,0,999.00,999.00,47.39,44.60,40.85,44.19,37.79,41.27,89.5700,89.8500,89.9000,90.0500,89.8100,89.7900
0:05:45,1,0.42,114.9,0.600,0.29,0.0055,-999.0000,42.5900,89.83,-999.00,-999.00,0,999.00,999.00,47.33,44.54,40.71,44.16,37.62,41.18,89.6000,89.8500,89.9000,90.0500,89.8100,89.8000
0:06:35,1,0.42,115.3,0.600,0.29,0.0055,-999.0000,42.4583,89.82,-999.00,-999.00,0,999.00,999.00,47.22,44.41,40.57,44.05,37.46,41.04,89.5500,89.8500,89.8400,90.0500,89.7800,89.7700
0:07:26,1,0.42,115.2,0.600,0.29,0.0056,-999.0000,42.3850,89.82,-999.00,-999.00,0,999.00,999.00,47.17,44.37,40.46,43.98,37.33,41.00,89.5400,89.8400,89.8500,90.0500,89.8100,89.7700
0:08:16,1,0.42,115.2,0.600,0.29,0.0056,-999.0000,42.3967,89.81,-999.00,-999.00,0,999.00,999.00,47.44,44.39,40.44,43.96,37.23,40.92,89.5400,89.8100,89.8400,90.0400,89.8100,89.7900
0:08:54,2,0.42,114.9,11.100,12.69,0.0060,-999.0000,42.3567,89.81,-999.00,-999.00,0,999.00,999.00,47.46,44.33,40.38,43.91,37.18,40.88,89.5400,89.8000,89.8400,90.0000,89.8100,89.7700
0:09:00,2,0.99,114.9,11.100,12.69,0.0060,-999.0000,42.3567,89.81,-999.00,-999.00,0,999.00,999.00,47.46,44.33,40.38,43.91,37.18,40.88,89.5400,89.8000,89.8400,90.0000,89.8100,89.7700
0:09:50,2,0.98,115.2,8.300,9.40,0.0075,-999.0000,42.2833,89.82,-999.00,-999.00,0,999.00,999.00,47.39,44.28,40.31,43.87,37.05,40.80,89.5400,89.8200,89.8400,89.9900,89.8100,89.7800
0:10:40,2,0.98,115.3,8.300,9.42,0.0089,-999.0000,42.2333,89.80,-999.00,-999.00,0,999.00,999.00,47.39,44.26,40.24,43.83,36.94,40.74,89.5300,89.7900,89.8200,89.9500,89.8100,89.8000
0:11:31,2,0.98,114.7,7.800,8.79,0.0102,-999.0000,42.1383,89.82,-999.00,-999.00,0,999.00,999.00,47.33,44.19,40.11,43.77,36.80,40.63,89.5300,89.7900,89.8200,89.9400,89.8500,89.8000
0:12:22,2,0.98,114.8,7.500,8.46,0.0114,-999.0000,42.0367,89.82,-999.00,-999.00,0,0.45,999.00,47.27,44.12,39.99,43.71,36.61,40.52,89.5100,89.7800,89.8300,89.9500,89.8600,89.8100
0:13:12,2,0.97,114.8,7.400,8.27,0.0125,-999.0000,41.9017,89.80,-999.00,-999.00,0,0.55,999.00,47.21,44.03,39.83,43.62,36.36,40.36,89.5300,89.7800,89.8400,89.9400,89.8200,89.8000
0:14:02,2,0.98,114.8,7.200,8.13,0.0136,-999.0000,41.7567,89.81,-999.00,-999.00,0,0.69,999.00,47.14,43.94,39.64,43.51,36.12,40.19,89.5300,89.7900,89.8400,89.9400,89.8200,89.8000
0:14:52,2,0.98,114.8,7.100,8.02,0.0148,-999.0000,41.6150,89.83,-999.00,-999.00,0,0.83,999.00,47.04,43.86,39.46,43.41,35.90,40.02,89.5400,89.7900,89.8400,89.9400,89.8700,89.8500
0:15:43,2,0.98,114.8,7.100,7.95,0.0159,-999.0000,41.4500,89.81,-999.00,-999.00,0,0.98,999.00,46.97,43.73,39.28,43.30,35.60,39.82,89.5400,89.8000,89.8500,89.9200,89.8200,89.8100
0:16:33,2,0.98,114.8,7.000,7.90,0.0170,-999.0000,41.2700,89.83,-999.00,-999.00,0,1.14,999.00,46.82,43.60,39.05,43.19,35.33,39.63,89.5500,89.8500,89.8400,89.9400,89.8200,89.8100
0:17:23,2,0.98,114.7,7.000,7.85,0.0181,-999.0000,41.1050,89.85,-999.00,-999.00,0,0.87,999.00,46.71,43.50,38.87,43.08,35.05,39.42,89.5900,89.8300,89.8300,89.9400,89.8600,89.8400
0:18:13,2,0.97,114.7,7.000,7.82,0.0192,-999.0000,40.9317,89.81,-999.00,-999.00,0,1.03,999.00,46.62,43.36,38.63,43.00,34.77,39.21,89.5600,89.8000,89.8300,89.9100,89.8200,89.8000
0:19:04,2,0.98,114.7,6.900,7.79,0.0203,-999.0000,40.6983,89.86,-999.00,-999.00,0,1.21,999.00,46.46,43.18,38.36,42.81,34.44,38.94,89.6000,89.8500,89.8400,89.9400,89.8700,89.8500
0:19:54,2,0.98,114.8,6.900,7.76,0.0214,-999.0000,40.5250,89.86,-999.00,-999.00,0,1.44,999.00,46.34,43.08,38.14,42.70,34.16,38.73,89.6300,89.8500,89.8400,89.9400,89.8800,89.8600
0:20:44,2,0.98,114.7,6.900,7.72,0.0225,-999.0000,40.3200,89.84,-999.00,-999.00,0,1.61,999.00,46.20,42.92,37.89,42.56,33.85,38.50,89.5800,89.8500,89.8500,89.9200,89.8300,89.8700
0:21:35,2,0.97,114.7,6.900,7.70,0.0236,-999.0000,40.0983,89.86,-999.00,-999.00,0,1.82,999.00,46.01,42.73,37.63,42.40,33.53,38.29,89.5500,89.8500,89.8500,89.9200,89.8800,89.8600
0:22:25,2,1.10,114.7,0.600,7.67,0.0246,-999.0000,39.8983,89.86,-999.00,-999.00,0,1.17,999.00,45.88,42.59,37.39,42.26,33.22,38.05,89.6000,89.8500,89.8400,89.9300,89.8800,89.9100
0:22:30,1,1.10,114.9,0.600,0.30,0.0246,-999.0000,39.8617,89.86,-999.00,-999.00,0,1.37,999.00,45.85,42.56,37.35,42.22,33.20,37.99,89.6000,89.8500,89.8400,89.9400,89.8800,89.9100
0:23:20,1,0.42,115.1,0.600,0.29,0.0247,-999.0000,39.6683,89.86,-999.00,-999.00,0,1.41,999.00,45.71,42.42,37.12,42.09,32.92,37.75,89.6200,89.8500,89.8500,89.9400,89.8800,89.9100
0:24:11,1,0.42,115.2,0.600,0.29,0.0247,-999.0000,39.4683,89.86,-999.00,-999.00,0,1.60,999.00,45.55,42.26,36.89,41.93,32.67,37.51,89.6100,89.8500,89.8400,89.9200,89.8700,89.8600
0:25:01,1,0.42,115.2,0.600,0.29,0.0248,-999.0000,39.3117,89.86,-999.00,-999.00,0,1.80,999.00,45.41,42.13,36.73,41.82,32.45,37.33,89.6000,89.8500,89.8400,89.9100,89.8800,89.9000
0:25:51,1,0.43,115.1,0.600,0.30,0.0248,-999.0000,39.1733,89.86,-999.00,-999.00,0,1.96,999.00,45.27,41.99,36.59,41.71,32.31,37.17,89.6100,89.8500,89.8400,89.9200,89.8800,89.9100
0:26:41,1,0.81,115.1,0.300,0.28,0.0249,-999.0000,39.0283,89.87,-999.00,-999.00,0,2.10,999.00,45.14,41.83,36.44,41.60,32.15,37.01,89.6300,89.8500,89.8400,89.9400,89.8900,89.9100
0:27:32,1,0.26,115.2,0.300,0.09,0.0249,-999.0000,38.9283,89.85,-999.00,-999.00,0,1.07,999.00,45.05,41.72,36.37,41.52,32.02,36.89,89.6100,89.8400,89.8300,89.9400,89.8700,89.9100
0:28:22,1,0.26,115.1,0.300,0.09,0.0249,-999.0000,38.8433,89.86,-999.00,-999.00,0,1.17,999.00,44.96,41.61,36.26,41.44,31.98,36.81,89.6100,89.8500,89.8400,89.9400,89.8800,89.8700
0:29:12,1,0.26,115.1,0.300,0.09,0.0249,-999.0000,38.7650,89.87,-999.00,-999.00,0,1.25,999.00,44.85,41.52,36.23,41.37,31.91,36.71,89.6300,89.8500,89.8400,89.9800,89.8900,89.9100
0:30:03,1,0.26,115.1,0.300,0.09,0.0249,-999.0000,38.6767,89.85,-999.00,-999.00,0,1.33,999.00,44.73,41.45,36.18,41.25,31.85,36.60,89.6200,89.8200,89.8300,89.9700,89.8800,89.9100
0:30:53,1,0.26,115.2,0.300,0.09,0.0249,-999.0000,38.6217,89.84,-999.00,-999.00,0,1.42,999.00,44.65,41.39,36.12,41.19,31.84,36.54,89.6100,89.8000,89.8200,89.9500,89.8800,89.9100
0:31:43,1,0.26,115.1,0.300,0.09,0.0249,-999.0000,38.5950,89.84,-999.00,-999.00,0,1.48,999.00,44.58,41.33,36.11,41.16,31.87,36.52,89.6100,89.7900,89.8200,89.9400,89.8900,89.9100
0:32:33,1,0.26,115.2,0.300,0.09,0.0249,-999.0000,38.5550,89.84,-999.00,-999.00,0,0.43,999.00,44.55,41.26,36.09,41.11,31.85,36.47,89.6200,89.7900,89.8300,89.9700,89.8900,89.9100
0:33:24,1,0.26,115.1,0.300,0.09,0.0250,-999.0000,38.5217,89.83,-999.00,-999.00,0,0.47,999.00,44.48,41.21,36.08,41.04,31.89,36.43,89.6000,89.7800,89.8400,89.9700,89.8900,89.9000
0:34:14,1,0.26,115.1,0.300,0.09,0.0250,-999.0000,38.4850,89.83,-999.00,-999.00,0,0.51,999.00,44.42,41.13,36.04,41.00,31.92,36.40,89.6100,89.7700,89.8400,89.9500,89.8900,89.9000
0:35:04,1,0.26,115.1,0.300,0.09,0.0250,-999.0000,38.4800,89.84,-999.00,-999.00,0,0.54,999.00,44.36,41.11,36.06,40.97,31.98,36.40,89.6100,89.7900,89.8400,89.9500,89.8900,89.8800
0:35:54,1,0.26,115.1,0.300,0.09,0.0250,-999.0000,38.4517,89.84,-999.00,-999.00,0,0.55,999.00,44.33,41.03,36.05,40.90,32.03,36.37,89.6000,89.7900,89.8500,89.9300,89.8900,89.8700
0:36:45,1,0.26,115.1,0.300,0.09,0.0250,-999.0000,38.4533,89.84,-999.00,-999.00,0,0.58,999.00,44.28,41.00,36.04,40.89,32.12,36.39,89.5900,89.7900,89.8500,89.9100,89.8900,89.8700
0:37:35,1,0.23,115.1,0.300,0.08,0.0250,-999.0000,38.4333,89.83,-999.00,-999.00,0,0.14,999.00,44.23,40.97,36.05,40.83,32.18,36.34,89.6000,89.7900,89.8200,89.8800,89.8800,89.8100
0:38:26,1,0.26,115.2,0.300,0.09,0.0250,-999.0000,38.4667,89.83,-999.00,-999.00,0,0.16,999.00,44.23,40.97,36.09,40.84,32.26,36.41,89.6000,89.7900,89.8400,89.8600,89.8800,89.8500
0:39:16,1,0.26,115.2,0.300,0.09,0.0250,-999.0000,38.4933,89.83,-999.00,-999.00,0,0.13,999.00,44.22,40.96,36.12,40.83,32.39,36.44,89.6000,89.7900,89.8400,89.9100,89.8800,89.8500
0:40:06,1,0.26,115.2,0.300,0.09,0.0250,-999.0000,38.5050,89.83,-999.00,-999.00,0,0.10,999.00,44.16,40.95,36.17,40.83,32.47,36.45,89.6000,89.7900,89.8400,89.9100,89.8700,89.8500
0:40:56,1,0.26,115.1,0.300,0.09,0.0251,-999.0000,38.5350,89.79,-999.00,-999.00,0,0.09,999.00,44.17,40.92,36.21,40.83,32.60,36.48,89.5500,89.7700,89.8200,89.8500,89.8200,89.8000
0:41:47,1,0.26,115.1,0.300,0.09,0.0251,-999.0000,38.5833,89.80,-999.00,-999.00,0,0.06,999.00,44.17,40.97,36.26,40.83,32.73,36.54,89.5800,89.7800,89.8200,89.8500,89.8200,89.8000
0:42:37,1,0.26,115.2,0.300,0.09,0.0251,-999.0000,38.5983,89.79,-999.00,-999.00,0,0.13,999.00,44.17,40.94,36.28,40.81,32.83,36.56,89.5800,89.7600,89.8200,89.8400,89.8100,89.8000
0:43:27,1,0.26,115.2,0.300,0.09,0.0251,-999.0000,38.6550,89.76,-999.00,-999.00,0,0.14,999.00,44.20,40.96,36.35,40.83,32.98,36.61,89.5300,89.7400,89.7700,89.8000,89.7800,89.7800
0:44:17,1,0.26,115.2,0.300,0.09,0.0251,-999.0000,38.6833,89.76,-999.00,-999.00,0,0.20,999.00,44.16,40.97,36.42,40.83,33.08,36.64,89.5300,89.7600,89.7800,89.8300,89.7700,89.7700
0:44:36,2,0.26,115.0,11.600,13.10,0.0257,-999.0000,38.7150,89.78,-999.00,-999.00,0,0.23,999.00,44.16,40.97,36.43,40.87,33.19,36.67,89.5900,89.7600,89.8100,89.8400,89.8000,89.8000
0:44:43,2,0.98,115.0,11.600,13.10,0.0257,-999.0000,38.7150,89.78,-999.00,-999.00,0,0.26,999.00,44.16,40.97,36.43,40.87,33.19,36.67,89.5900,89.7600,89.8100,89.8400,89.8000,89.8000
0:45:33,2,0.99,114.8,8.900,10.09,0.0272,-999.0000,38.7683,89.76,-999.00,-999.00,0,0.26,999.00,44.21,41.00,36.50,40.89,33.28,36.73,89.5400,89.7300,89.8100,89.8900,89.7800,89.7700
0:46:24,2,0.98,114.8,8.700,9.83,0.0286,-999.0000,38.7767,89.78,-999.00,-999.00,0,0.31,999.00,44.20,40.99,36.54,40.87,33.31,36.75,89.5400,89.7600,89.8100,89.9700,89.8000,89.7700
0:47:14,2,0.98,114.8,8.200,9.27,0.0299,-999.0000,38.7583,89.78,-999.00,-999.00,0,0.32,999.00,44.16,40.97,36.52,40.84,33.33,36.73,89.5400,89.7500,89.8000,89.9800,89.8000,89.7600
0:48:04,2,0.98,114.8,7.900,8.86,0.0312,-999.0000,38.7467,89.79,-999.00,-999.00,0,0.17,999.00,44.15,40.92,36.51,40.83,33.33,36.74,89.5400,89.7600,89.8100,89.9900,89.8100,89.8000
0:48:54,2,0.98,114.8,7.600,8.57,0.0324,-999.0000,38.7017,89.79,-999.00,-999.00,0,0.16,999.00,44.13,40.90,36.45,40.79,33.23,36.71,89.5700,89.7800,89.8200,89.9900,89.8100,89.8000
0:49:44,2,0.99,114.8,7.400,8.38,0.0337,-999.0000,38.6567,89.76,-999.00,-999.00,0,0.12,999.00,44.08,40.86,36.42,40.78,33.17,36.63,89.5500,89.7600,89.7600,89.9400,89.7700,89.7700
0:50:35,2,0.98,114.8,7.300,8.19,0.0348,-999.0000,38.5683,89.76,-999.00,-999.00,0,0.07,999.00,44.01,40.78,36.31,40.69,33.06,36.56,89.5400,89.7700,89.8200,89.9400,89.7600,89.7700
0:51:25,2,0.98,114.8,7.200,8.06,0.0359,-999.0000,38.4950,89.76,-999.00,-999.00,0,0.01,999.00,43.97,40.73,36.23,40.64,32.92,36.48,89.5400,89.7700,89.8200,89.9400,89.7600,89.8000
0:52:15,2,0.98,114.8,7.100,7.97,0.0370,-999.0000,38.4300,89.77,-999.00,-999.00,0,0.09,999.00,43.91,40.70,36.18,40.61,32.78,36.40,89.5700,89.7700,89.7800,89.9400,89.7800,89.7800
0:53:06,2,0.98,114.8,7.000,7.89,0.0381,-999.0000,38.3233,89.78,-999.00,-999.00,0,0.33,999.00,43.86,40.60,36.04,40.56,32.59,36.29,89.5600,89.7800,89.8200,89.9400,89.7800,89.7800
0:53:56,2,0.97,114.9,7.000,7.84,0.0392,-999.0000,38.2167,89.77,-999.00,-999.00,0,0.44,999.00,43.81,40.53,35.93,40.48,32.37,36.18,89.5500,89.7800,89.8200,89.9400,89.7600,89.8000
0:54:46,2,0.97,114.8,7.000,7.82,0.0403,-999.0000,38.0867,89.79,-999.00,-999.00,0,0.54,999.00,43.72,40.42,35.76,40.42,32.18,36.02,89.5600,89.7900,89.8200,89.9400,89.7900,89.8000
0:55:36,2,0.98,114.8,6.900,7.76,0.0414,-999.0000,37.9733,89.79,-999.00,-999.00,0,0.67,999.00,43.67,40.32,35.63,40.34,31.95,35.93,89.6000,89.7900,89.8200,89.9400,89.8000,89.8000
0:56:00,1,0.98,115.0,0.600,0.30,0.0420,-999.0000,37.8983,89.82,-999.00,-999.00,0,0.79,999.00,43.61,40.29,35.52,40.28,31.84,35.85,89.6000,89.8200,89.8400,89.9400,89.8100,89.8000
0:56:07,1,0.43,115.0,0.600,0.30,0.0420,-999.0000,37.8983,89.82,-999.00,-999.00,0,0.86,999.00,43.61,40.29,35.52,40.28,31.84,35.85,89.6000,89.8200,89.8400,89.9400,89.8100,89.8000
0:56:57,1,0.43,115.1,0.600,0.30,0.0420,-999.0000,37.7683,89.81,-999.00,-999.00,0,0.86,999.00,43.53,40.18,35.38,40.19,31.62,35.71,89.5700,89.8000,89.8300,89.9300,89.8100,89.8500
0:57:48,1,0.42,115.1,0.600,0.29,0.0421,-999.0000,37.6400,89.81,-999.00,-999.00,0,0.99,999.00,43.40,40.09,35.25,40.07,31.46,35.57,89.5800,89.8000,89.8200,89.9200,89.8100,89.8500
0:58:38,1,0.43,115.1,0.600,0.30,0.0421,-999.0000,37.5433,89.80,-999.00,-999.00,0,0.79,999.00,43.32,40.01,35.17,40.00,31.29,35.47,89.5700,89.7900,89.8200,89.9400,89.8100,89.8500
0:59:28,1,0.42,115.1,0.600,0.29,0.0421,-999.0000,37.4400,89.82,-999.00,-999.00,0,0.89,999.00,43.20,39.95,35.10,39.87,31.18,35.34,89.6000,89.7900,89.8200,89.9400,89.8400,89.8700
1:00:18,1,0.43,115.1,0.600,0.30,0.0422,-999.0000,37.3683,89.83,-999.00,-999.00,0,0.99,999.00,43.12,39.87,35.03,39.81,31.11,35.27,89.6000,89.7900,89.8300,89.9500,89.8700,89.9100
1:01:09,1,0.26,115.1,0.300,0.09,0.0422,-999.0000,37.3000,89.84,-999.00,-999.00,0,1.06,999.00,43.04,39.79,34.96,39.76,31.04,35.21,89.6100,89.8000,89.8400,89.9900,89.8700,89.9100
1:01:59,1,0.26,115.2,0.300,0.09,0.0422,-999.0000,37.2417,89.82,-999.00,-999.00,0,1.13,999.00,42.97,39.72,34.92,39.66,31.02,35.16,89.6100,89.7800,89.8300,89.9700,89.8500,89.8900
1:02:49,1,0.26,115.2,0.300,0.09,0.0422,-999.0000,37.2050,89.80,-999.00,-999.00,0,1.19,999.00,42.93,39.68,34.88,39.62,30.99,35.13,89.6100,89.7800,89.8400,89.9400,89.8200,89.8500
1:03:39,1,0.26,115.2,0.300,0.09,0.0422,-999.0000,37.1800,89.83,-999.00,-999.00,0,0.44,999.00,42.87,39.63,34.88,39.60,30.99,35.11,89.6000,89.7900,89.8400,89.9400,89.8700,89.8700
1:04:30,1,0.26,115.1,0.300,0.09,0.0423,-999.0000,37.1783,89.81,-999.00,-999.00,0,0.46,999.00,42.84,39.57,34.91,39.60,31.04,35.11,89.6000,89.7800,89.8300,89.9400,89.8300,89.8600
1:05:20,1,0.26,115.2,0.300,0.09,0.0423,-999.0000,37.1717,89.81,-999.00,-999.00,0,0.46,999.00,42.80,39.56,34.92,39.54,31.10,35.11,89.6000,89.7900,89.8200,89.9200,89.8300,89.8500
1:06:10,1,0.26,115.2,0.300,0.09,0.0423,-999.0000,37.1583,89.81,-999.00,-999.00,0,0.47,999.00,42.76,39.55,34.91,39.51,31.15,35.07,89.6000,89.7900,89.8200,89.9100,89.8200,89.8300
1:07:00,1,0.26,115.2,0.300,0.09,0.0423,-999.0000,37.1550,89.81,-999.00,-999.00,0,0.48,999.00,42.74,39.49,34.94,39.49,31.19,35.08,89.6100,89.7900,89.8300,89.9100,89.8200,89.8500
1:07:50,1,0.26,115.2,0.300,0.09,0.0423,-999.0000,37.1600,89.81,-999.00,-999.00,0,0.49,999.00,42.71,39.48,34.94,39.48,31.25,35.10,89.5400,89.7900,89.8400,89.8600,89.8200,89.8500
1:08:41,1,0.26,115.1,0.300,0.09,0.0423,-999.0000,37.1600,89.80,-999.00,-999.00,0,0.05,999.00,42.70,39.44,34.94,39.46,31.31,35.11,89.4700,89.7800,89.8200,89.8300,89.8200,89.8400
1:09:31,1,0.26,115.0,0.300,0.09,0.0423,-999.0000,37.1767,89.80,-999.00,-999.00,0,0.05,999.00,42.66,39.44,34.97,39.46,31.40,35.13,89.4600,89.7800,89.8200,89.8300,89.8200,89.8100
1:10:21,1,0.26,115.0,0.300,0.09,0.0423,-999.0000,37.2133,89.81,-999.00,-999.00,0,0.03,999.00,42.68,39.46,35.02,39.46,31.51,35.15,89.4500,89.7900,89.8300,89.7200,89.8200,89.8400
1:11:11,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.2483,89.77,-999.00,-999.00,0,0.01,999.00,42.70,39.48,35.07,39.44,31.59,35.21,89.4300,89.7700,89.7800,89.7000,89.7800,89.8000
1:12:02,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.2767,89.77,-999.00,-999.00,0,0.04,999.00,42.67,39.45,35.09,39.47,31.71,35.27,89.3900,89.7700,89.7700,89.6900,89.7700,89.7800
1:12:52,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.3133,89.76,-999.00,-999.00,0,0.07,999.00,42.65,39.47,35.15,39.46,31.84,35.31,89.3900,89.7600,89.7700,89.6800,89.7600,89.7700
1:13:42,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.3683,89.75,-999.00,-999.00,0,0.15,999.00,42.69,39.49,35.21,39.47,31.98,35.37,89.3900,89.7400,89.7700,89.6600,89.7600,89.7700
1:14:32,1,0.26,115.0,0.300,0.09,0.0424,-999.0000,37.4200,89.76,-999.00,-999.00,0,0.21,999.00,42.71,39.54,35.24,39.49,32.11,35.43,89.3900,89.7700,89.8100,89.6800,89.7600,89.7700
1:15:22,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.4867,89.74,-999.00,-999.00,0,0.26,999.00,42.72,39.56,35.35,39.53,32.25,35.51,89.3600,89.7400,89.8000,89.6300,89.7500,89.7500
1:16:13,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.5317,89.74,-999.00,-999.00,0,0.33,999.00,42.73,39.57,35.42,39.54,32.38,35.55,89.3400,89.7300,89.7500,89.6200,89.7400,89.7300
1:17:03,1,0.26,115.1,0.300,0.09,0.0424,-999.0000,37.6067,89.72,-999.00,-999.00,0,0.37,999.00,42.79,39.63,35.49,39.56,32.53,35.64,89.3300,89.7100,89.7600,89.6200,89.7400,89.7200
1:17:53,1,0.26,115.1,0.300,0.09,0.0425,-999.0000,37.6667,89.72,-999.00,-999.00,0,0.45,999.00,42.82,39.66,35.56,39.61,32.66,35.69,89.3200,89.7100,89.7600,89.6200,89.7400,89.7100
1:18:44,1,0.26,115.1,0.300,0.09,0.0425,-999.0000,37.7133,89.71,-999.00,-999.00,0,0.35,999.00,42.82,39.67,35.63,39.60,32.83,35.73,89.3200,89.7000,89.7600,89.6300,89.7300,89.7200
1:19:34,1,0.26,115.1,0.300,0.09,0.0425,-999.0000,37.7983,89.69,-999.00,-999.00,0,0.40,999.00,42.86,39.75,35.72,39.65,32.97,35.84,89.3500,89.6800,89.7400,89.6200,89.7100,89.7500
1:20:24,1,0.26,115.1,0.300,0.09,0.0425,-999.0000,37.8617,89.74,-999.00,-999.00,0,0.49,999.00,42.87,39.76,35.81,39.69,33.13,35.91,89.3500,89.7400,89.8200,89.6300,89.7300,89.7700
1:20:31,2,0.26,114.8,11.500,13.19,0.0429,-999.0000,37.8933,89.68,-999.00,-999.00,0,0.55,999.00,42.92,39.80,35.82,39.71,33.19,35.92,89.3200,89.6800,89.7600,89.6200,89.6800,89.7200
1:20:37,2,1.00,114.8,11.500,13.19,0.0431,-999.0000,37.8933,89.68,-999.00,-999.00,0,0.58,999.00,42.92,39.80,35.82,39.71,33.19,35.92,89.3200,89.6800,89.7600,89.6200,89.6800,89.7200
1:21:27,2,0.98,115.0,9.000,10.17,0.0446,-999.0000,37.9833,89.69,-999.00,-999.00,0,0.58,999.00,42.96,39.88,35.93,39.78,33.32,36.03,89.3200,89.7000,89.7600,89.6900,89.6800,89.7100
1:22:18,2,0.98,115.2,8.700,9.86,0.0460,-999.0000,38.0083,89.69,-999.00,-999.00,0,0.67,999.00,42.98,39.89,35.96,39.79,33.39,36.04,89.3200,89.7100,89.7600,89.7700,89.6800,89.7100
1:23:08,2,0.99,115.2,8.200,9.32,0.0473,-999.0000,38.0267,89.69,-999.00,-999.00,0,0.69,999.00,43.01,39.89,35.96,39.81,33.42,36.07,89.3400,89.7100,89.7600,89.9100,89.6800,89.7100
1:23:58,2,0.98,115.2,7.900,8.93,0.0486,-999.0000,38.0367,89.70,-999.00,-999.00,0,0.36,999.00,43.01,39.90,35.97,39.81,33.42,36.11,89.3800,89.7200,89.7600,89.9900,89.6800,89.7100
1:24:48,2,0.98,115.2,7.600,8.61,0.0498,-999.0000,38.0083,89.71,-999.00,-999.00,0,0.37,999.00,43.01,39.88,35.96,39.81,33.32,36.07,89.3800,89.7300,89.7900,90.0700,89.7000,89.7300
1:25:39,2,0.97,115.3,7.500,8.41,0.0510,-999.0000,37.9750,89.74,-999.00,-999.00,0,0.34,999.00,43.01,39.87,35.93,39.81,33.22,36.01,89.3900,89.7600,89.8100,90.2300,89.7100,89.7700
1:26:29,2,0.98,115.3,7.300,8.24,0.0522,-999.0000,37.9333,89.71,-999.00,-999.00,0,0.31,999.00,42.98,39.83,35.89,39.80,33.10,36.00,89.4200,89.7500,89.8100,90.3400,89.6800,89.7600
1:27:19,2,0.98,115.2,7.200,8.09,0.0533,-999.0000,37.8983,89.72,-999.00,-999.00,0,0.27,999.00,42.98,39.82,35.83,39.79,33.00,35.97,89.4000,89.7600,89.7800,90.3000,89.6800,89.7200
1:28:09,2,0.97,115.2,7.100,7.97,0.0544,-999.0000,37.8367,89.72,-999.00,-999.00,0,0.23,999.00,42.94,39.76,35.76,39.78,32.86,35.92,89.4400,89.7700,89.8200,90.3500,89.6800,89.7500
1:28:59,2,0.98,115.2,7.000,7.89,0.0555,-999.0000,37.7300,89.74,-999.00,-999.00,0,0.19,999.00,42.87,39.74,35.68,39.68,32.62,35.79,89.4400,89.7800,89.8200,90.4300,89.6900,89.7700
1:29:50,2,0.97,115.2,7.000,7.83,0.0566,-999.0000,37.6433,89.76,-999.00,-999.00,0,0.30,999.00,42.84,39.68,35.57,39.60,32.45,35.72,89.4600,89.7900,89.8400,90.4600,89.7300,89.7700
